,cluster,complex_corum,overlap_genes_corum,overlap_fraction_corum,raw_p_value_corum,complex_size_corum,overlap_size_corum,cluster_size_corum,complex_stringdb,overlap_genes_stringdb,overlap_fraction_stringdb,raw_p_value_stringdb,complex_size_stringdb,overlap_size_stringdb,cluster_size_stringdb,best_described_by,complex_kegg,overlap_genes_kegg,overlap_fraction_kegg,raw_p_value_kegg,complex_size_kegg,overlap_size_kegg,cluster_size_kegg,complex_reactome,overlap_genes_reactome,overlap_fraction_reactome,raw_p_value_reactome,complex_size_reactome,overlap_size_reactome,cluster_size_reactome,complex_zhang,overlap_genes_zhang,overlap_fraction_zhang,raw_p_value_zhang,complex_size_zhang,overlap_size_zhang,cluster_size_zhang,complex_zhangpairwise,overlap_genes_zhangpairwise,overlap_fraction_zhangpairwise,raw_p_value_zhangpairwise,complex_size_zhangpairwise,overlap_size_zhangpairwise,cluster_size_zhangpairwise,intracluster_corr,cluster_size,cluster_gene_size,cluster_member,related_cluster
0,-1,BSG-gamma-secretase complex,"['BSG', 'NCSTN', 'PSEN1']",0.010452961672473868,0.0018151471726958425,5.0,3.0,287.0,CL:5618,"['KDM4B', 'KDM3A', 'JMJD1C', 'KDM6B']",0.013937282229965157,0.0001568325234863909,6,4,287,Histone H3-K9 demethylation,KEGG_GLYCOSAMINOGLYCAN_DEGRADATION,"['IDS', 'HEXA', 'GNS']",0.010452961672473868,0.12111120855177791,21.0,3.0,287.0,REACTOME_BH3_ONLY_PROTEINS_ASSOCIATE_WITH_AND_INACTIVATE_ANTI_APOPTOTIC_BCL_2_MEMBERS,"['BMF', 'BCL2L1', 'STAT3', 'BBC3']",0.013937282229965157,0.0011440619367220639,9,4,287,YPEL5,"['WDR26', 'YPEL5', 'JMJD1C']",0.010452961672473868,0.0018151471726958425,5.0,3.0,287.0,complex 3435,"['RABAC1', 'VAMP2']",0.006968641114982578,0.0034123883974969786,2.0,2.0,287.0,0.03278951627641471,542,405,"{'ZSCAN30', 'SMIM14', 'CALCOCO1', 'RAB5B', 'ITPKB', 'CNOT8', 'GPBP1', 'CCDC92', 'BHLHE40', 'VMP1', 'USP20', 'MXD4', 'CYTIP', 'KIAA2026', 'LYST', 'CASP8', 'YIPF3', 'PNPLA7', 'TANK', 'LAPTM5', 'KDM2A', 'TBC1D17', 'IDS', 'KMT5B', 'SYTL2', 'MAST3', 'ZFP30', 'GPR174', 'RHOC', 'SERINC1', 'ZMYM2', 'C11orf68', 'GRINA', 'SH3BGRL', 'KDM5B', 'RSRP1', 'ZNF329', 'ADA2', 'ARL8A', 'IST1', 'DDX6', 'POLD4', 'EZH1', 'PSAP', 'OS9', 'KMT2C', 'KLHL24', 'SQSTM1', 'SLC5A3', 'KDM4B', 'PHF21A', 'ARHGAP5', 'CDC42SE2', 'BMF', 'HIPK1', 'TERF2IP', 'SPIN1', 'WDR26', 'RICTOR', 'PHF1', 'GSE1', 'TOGARAM1', 'YPEL5', 'AFF4', 'IER5', 'ABTB1', 'ATXN1', 'TGFBR2', 'ZNF626', 'TNIP1', 'CEP85L', 'PSEN1', 'TNFAIP3', 'ADGRE5', 'L1CAM', 'FOXO3', 'SLC7A6', 'VPS36', 'BSG', 'AKT3', 'CHD2', 'TRAFD1', 'CD3D', 'OGA', 'TSTD1', 'SRGN', 'PHC3', 'MVB12B', 'GDI1', 'WDTC1', 'FBRS', 'ZNF345', 'UBR2', 'DYNC2I1', 'TCTA', 'ANKRD10', 'FBXL5', 'IGFLR1', 'RALGDS', 'RETREG3', 'TGOLN2', 'PLD3', 'ZFAND3', 'CTBS', 'ZFC3H1', 'STAT3', 'XRN1', 'ATXN7L3B', 'KANSL1', 'LRIF1', 'MEF2D', 'BIRC2', 'NR3C1', 'PDCD4', 'KDM6B', 'MAN2A2', 'TTC14', 'CYTH4', 'SDF4', 'FBXO32', 'GABARAP', 'HBP1', 'PCMTD1', 'SPTAN1', 'VAMP2', 'RBM5', 'IP6K2', 'DCAF5', 'LENG8', 'IRF9', 'ARID4B', 'N4BP2L2', 'ABCC1', 'CHSY1', 'ISCU', 'VAMP1', 'DMTF1', 'AMFR', 'OGT', 'TPP1', 'B2M', 'MKLN1', 'ZNF677', 'S100PBP', 'GNS', 'FYB1', 'MARCHF7', 'LASP1', 'N4BP2L1', 'JUNB', 'RFX7', 'KMT2E', 'ATOSA', 'ZNF580', 'ZNFX1', 'BCL2L1', 'HIPK3', 'CD53', 'ZFP28', 'SHOC2', 'CREBRF', 'SLC35D2', 'PJA2', 'ATP2B4', 'ZNF224', 'SPOCK2', 'LUC7L3', 'SOS2', 'ST8SIA4', 'IFI6', 'JMJD1C', 'CCDC7', 'ITGAV', 'BMPR2', 'CDYL2', 'ZSWIM8', 'NSF', 'ULK1', 'RNF103', 'CCPG1', 'WBP1', 'MARCHF6', 'HEXIM1', 'ZMAT3', 'PTPRC', 'VPS13B', 'PURB', 'NRBP1', 'SESN1', 'GOLGA8B', 'APP', 'ZNF607', 'RNF11', 'ABHD4', 'DEGS1', 'CD7', 'RABAC1', 'IRAG2', 'LAMP2', 'NATD1', 'BBC3', 'ATG4B', 'ZFP82', 'FGD3', 'SPSB3', 'HEXA', 'BNIP3L', 'ARL6IP5', 'C4orf3', 'MAMLD1', 'STK17A', 'CLK1', 'SERINC3', 'PNRC1', 'IER5L', 'HDAC5', 'TRIB1', 'DYRK1B', 'RAB2B', 'ASH1L', 'ABCA5', 'BTG2', 'FNBP1', 'GRN', 'VDR', 'ST3GAL1', 'ZBTB25', 'BTG1', 'NSMCE3', 'NCSTN', 'STX16', 'RNF146', 'PBXIP1', 'ABCD2', 'ZNF292', 'LNPEP', 'TMEM140', 'RNASEK', 'NFIL3', 'ZNF264', 'CTSA', 'CHIC2', 'DOCK7', 'AKAP9', 'JMY', 'CD96', 'TK2', 'HECA', 'ABCA7', 'CD2', 'CD46', 'EVI2A', 'YPEL3', 'ANKRD12', 'CD3E', 'SMAD3', 'PRCP', 'CHMP1B', 'CLK4', 'RNF19B', 'KDM3A', 'GLCCI1', 'DNAJB2', 'RESF1', 'ZNF585A', 'DUSP5', 'ZNF680', 'ITM2A', 'ZFYVE1', 'AKAP13', 'TP53INP1', 'AGRN', 'ZER1', 'ARRDC2', 'ZNF571', 'BCL6', 'ERO1B', 'ZNF655', 'TRAF1', 'ITM2B', 'SECISBP2L', 'KMT2A', 'TAX1BP1', 'SERTAD2', 'BCAS3', 'NBR1', 'ARHGEF12'}","{96, 99, 101, 87, 58}"
1,0,COMMD1-CCDC93-C16orf62 complex,"['COMMD1', 'VPS35L']",0.0125,0.0031046815863025132,3.0,2.0,160.0,CL:11249,"['NDUFAF6', 'NDUFAF3']",0.0125,0.009910748782907139,5,2,160,"mixed, incl. MTH938-like superfamily, and Squalene/phytoene synthase",KEGG_RIBOFLAVIN_METABOLISM,"['MTMR2', 'ACP2']",0.0125,0.09413677503483994,16.0,2.0,160.0,REACTOME_LYSOSOME_VESICLE_BIOGENESIS,"['APP', 'VAMP8', 'AP4S1']",0.01875,0.10445001159838432,35,3,160,NINJ2,"['NINJ2', 'EVI2B', 'MUC1']",0.01875,0.0024756243005397004,9.0,3.0,160.0,complex 5379,"['NINJ2', 'MUC1']",0.0125,0.001057615077999112,2.0,2.0,160.0,0.39791908138281,20,7,"{'EPC1', 'RAB5B', 'NAPRT', 'LSM1', 'QTRT1', 'LST1', 'TMEM168', 'CHD3', 'GBA1', 'CNPY2', 'LYSMD2', 'NPTX1', 'BORCS6', 'SWSAP1', 'TPM4', 'UFC1', 'NDUFAF3', 'FKBP3', 'BSPRY', 'FBXW4', 'GTF3C6', 'ST3GAL3', 'COMMD1', 'CDK2AP1', 'ARHGAP5', 'EFCAB2', 'MLLT11', 'TMED1', 'GDAP1', 'SLTM', 'RPRD2', 'ECI1', 'ZNF217', 'WDR6', 'PTRHD1', 'CYTH1', 'TTC17', 'UBE2E1', 'B3GLCT', 'PBLD', 'AVEN', 'VAMP8', 'ATF1', 'ST20', 'IFT27', 'LBHD1', 'WIZ', 'SPAG7', 'FAIM', 'COMMD10', 'H2AJ', 'GTPBP8', 'SH3YL1', 'PROCA1', 'NINJ2', 'TCN2', 'AP4S1', 'SERPINB8', 'CASD1', 'CUTA', 'SLC35B2', 'UCP2', 'GNL1', 'PDCD4', 'MARCHF9', 'CIAO2A', 'SDF4', 'CDC73', 'GPR171', 'ECH1', 'MDP1', 'ST7L', 'AGMAT', 'NDUFB10', 'ISG20', 'SRSF8', 'DNASE1L1', 'WSB2', 'MPDU1', 'FLOT1', 'CARD6', 'RASGRP3', 'ISCU', 'ACOT13', 'TRIM69', 'MKLN1', 'HIRIP3', 'CD52', 'S100PBP', 'FBXO7', 'FYB1', 'DTX3', 'MAIP1', 'ABHD14A', 'NCR3', 'OIP5', 'EOGT', 'GADD45GIP1', 'ETHE1', 'CD27', 'KAT6B', 'HERC6', 'GLIPR1', 'AIP', 'RAMP1', 'PPT1', 'WBP1', 'MUC1', 'SHLD1', 'APP', 'ZNF544', 'CD3G', 'ANP32E', 'CARNMT1', 'GNGT2', 'ACP2', 'CPOX', 'TFPT', 'SORT1', 'CUEDC2', 'IFNAR1', 'IRAG2', 'LEPROTL1', 'CA11', 'EVI2B', 'TXNDC15', 'GABPB2', 'BPTF', 'MTMR2', 'HMGN3', 'CCDC106', 'AUH', 'DGKH', 'ZCCHC3', 'RGL4', 'PTPA', 'FKRP', 'AKAP9', 'TXNRD2', 'NDUFAF6', 'CYP1B1', 'STS', 'VPS35L', 'LRRN3', 'CHIC1', 'LRCH3', 'CD3E', 'KRCC1', 'SPINT2', 'ITM2A', 'HACD2', 'SGCB', 'B3GNT9', 'RNF167', 'TPGS1', 'ITGA4', 'RDH10', 'KMT2A', 'THAP2', 'HIC1'}",
2,1,"Dynein-2 complex, cytoplasmic","['DYNLT2B', 'DYNC2H1']",0.125,0.0006460911932358413,12.0,2.0,16.0,CL:25754,"['RPGRIP1L', 'UNC119B', 'TTLL5', 'NME7', 'WDR19', 'TCTN2', 'TTC26', 'TTC8']",0.5,9.830579483335252e-08,211,8,16,"Cilium Assembly, and Centriole",,,,,,,,REACTOME_CILIUM_ASSEMBLY,"['RPGRIP1L', 'CETN2', 'DYNLT2B', 'UNC119B', 'WDR19', 'TCTN2', 'TTC8', 'DYNC2H1']",0.5,6.721597817207125e-08,201,8,16,,,,,,,,,,,,,,,0.33187471312897265,6,2,"{'RPGRIP1L', 'CETN2', 'UNC119B', 'DYNLT2B', 'TTLL5', 'BRD3OS', 'NME7', 'WDR19', 'DALRD3', 'TCTN2', 'MORN2', 'TTC26', 'BSCL2', 'WDR54', 'TTC8', 'DYNC2H1'}",{4}
3,2,protein complex (DDX28; DHX30; GRSF1; FASTKD2; FASTKD5),"['DDX28', 'FASTKD2']",0.011363636363636364,0.011919468052969541,5.0,2.0,176.0,CL:421,"['ATP5IF1', 'EIF5B']",0.011363636363636364,0.017459871188648064,6,2,176,"mixed, incl. Mitochondrial translational elongation, and Translation-initiation factor 2",KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS,"['PIGX', 'PIGN']",0.011363636363636364,0.22556327767460294,25.0,2.0,176.0,REACTOME_BETA_OXIDATION_OF_OCTANOYL_COA_TO_HEXANOYL_COA,"['ACADM', 'HADH']",0.011363636363636364,0.011919468052969541,5,2,176,DCAF8,"['DDB2', 'DCAF10', 'MLF2']",0.017045454545454544,0.0014290047979064792,7.0,3.0,176.0,complex 2474,"['ORC2', 'CCNI']",0.011363636363636364,0.001280445927766221,2.0,2.0,176.0,0.24213104236961044,29,11,"{'ZSCAN30', 'OCIAD2', 'ORC2', 'OLA1', 'AP5M1', 'IGIP', 'CEP192', 'POLH', 'UROS', 'ZNF175', 'ANAPC7', 'JRKL', 'HSF4', 'PIGN', 'DCAF10', 'FBF1', 'HMGN4', 'CFAP68', 'ACY1', 'HMCES', 'KRBA2', 'GSDMB', 'TUBGCP4', 'TCFL5', 'PRORP', 'TMF1', 'GDAP1', 'WDR5B', 'SUSD3', 'SCNM1', 'CEP85L', 'FBXO44', 'NDUFAF8', 'NDUFA2', 'MTIF3', 'HAUS4', 'TMEM185B', 'APBB3', 'RAB11FIP2', 'MLF2', 'TNKS1BP1', 'THAP12', 'C6orf120', 'TMEM97', 'ST20', 'CYFIP2', 'NFYC', 'DBNDD2', 'SPG21', 'COX16', 'MFSD13A', 'COX6C', 'SH3YL1', 'PIGX', 'PEX3', 'ZBTB41', 'FBXW8', 'SMIM26', 'CUTA', 'TSN', 'SEC22A', 'PARP3', 'SUPT16H', 'CCNC', 'PANK3', 'MARCHF9', 'PHF14', 'TTC14', 'CPSF3', 'GON7', 'AGMAT', 'LRRC41', 'LENG8', 'TXNDC17', 'PEX6', 'CHCHD2', 'ATP5MK', 'ZNF689', 'ACOT13', 'C12orf57', 'CEP63', 'LEF1', 'FDX1', 'TTC19', 'RPAP3', 'CACNB3', 'EIF5B', 'CD27', 'LUC7L3', 'ZNF581', 'AIF1', 'NUDT1', 'PLA2G12A', 'IFT57', 'TUBD1', 'RAB10', 'PURB', 'SMIM19', 'FASTKD2', 'FAM216A', 'FAM200B', 'MOV10', 'TFPT', 'TP53', 'ZNF117', 'SERP1', 'C1orf131', 'NAXE', 'NDUFV1', 'XRRA1', 'SLC2A11', 'POLR1D', 'DDX28', 'BBC3', 'PGGHG', 'ATP5IF1', 'SKIC3', 'ACYP1', 'GABPB2', 'BTAF1', 'HS2ST1', 'NUCKS1', 'EIF2AK4', 'UBTD1', 'FKBP11', 'QARS1', 'MAP2K5', 'DPP7', 'MMAB', 'DDB2', 'RAB2B', 'BBLN', 'MLLT3', 'GVQW3', 'CLPB', 'ACADM', 'NDUFA4', 'STX16', 'C21orf58', 'DPY19L3', 'CFP', 'NOP53', 'MOAP1', 'CYB5A', 'NDUFAF6', 'AP3S1', 'F8', 'HDHD2', 'KCTD13', 'SURF1', 'AGTPBP1', 'NUP42', 'TRAPPC9', 'INO80', 'PCYOX1L', 'TXNDC12', 'ZBTB26', 'AP1S2', 'HSD17B6', 'MLH3', 'PEBP1', 'CMC4', 'PSME1', 'CCNI', 'TRAPPC6A', 'ABHD14B', 'ADAL', 'UBE2D3', 'TPRA1', 'MPHOSPH9', 'HNRNPUL1', 'HHLA3', 'NXPE3', 'CFAP97', 'HADH', 'MGAT2'}",
4,3,,,,,,,,CL:18121,"['LPXN', 'ZYX', 'LIMS2']",0.038461538461538464,0.013777521610285653,32,3,78,"mixed, incl. Cell-extracellular matrix interactions, and Leukocyte adhesion deficiency 3",KEGG_GLYCEROPHOSPHOLIPID_METABOLISM,"['AGPAT3', 'LPGAT1']",0.02564102564102564,0.3474354490031351,77.0,2.0,78.0,REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS,"['PLEC', 'STK24']",0.02564102564102564,0.12171759865553894,38,2,78,MTDH,"['PTPN1', 'MTDH']",0.02564102564102564,0.0049786462406412775,7.0,2.0,78.0,complex 2918,"['PTPN1', 'MTDH']",0.02564102564102564,0.00024968695591441305,2.0,2.0,78.0,0.3155942395989073,9,3,"{'DYNLT2B', 'ATP5ME', 'CCDC92', 'CRYBG1', 'NPDC1', 'INTS6L', 'ZYX', 'CRIP1', 'MTDH', 'CAST', 'HSF4', 'MYL12A', 'RBMS1', 'NENF', 'CD74', 'BAZ2B', 'DIAPH2', 'FXYD2', 'CDK9', 'MTMR1', 'NBN', 'DMTN', 'NUDT8', 'STIM2', 'NUB1', 'LRRFIP1', 'ANXA1', 'NDUFC1', 'TMEM71', 'SYTL3', 'DENND6B', 'S100P', 'EPB41L2', 'RAB11FIP5', 'AGPAT3', 'BIN1', 'TMEM123', 'TAMALIN', 'RARA', 'PDE6B', 'SESN3', 'ICAM2', 'UBE2J1', 'TTC39C', 'FGFBP2', 'EDEM1', 'RIPOR1', 'CYP2R1', 'SELENON', 'NUCB2', 'LPGAT1', 'LEPROTL1', 'PGM1', 'GABBR1', 'ALCAM', 'NFATC2', 'PTPN1', 'AUH', 'FRMD6', 'PSMB9', 'CHMP7', 'LPXN', 'TSPO', 'KCTD12', 'TRIM44', 'LRP11', 'PRRC2C', 'LIMS2', 'CYSLTR2', 'KRCC1', 'IL18RAP', 'ITM2A', 'SLC12A6', 'TPGS1', 'STK24', 'CCNI', 'TBC1D1', 'PLEC'}",
5,4,ING2 complex,"['ING2', 'SIN3A', 'SAP30', 'ARID4A']",0.05128205128205128,3.795828562648159e-05,13.0,4.0,78.0,CL:5167,"['ING2', 'ARID4A', 'SAP30', 'ING1', 'SIN3A']",0.0641025641025641,3.7017855522027056e-05,25,5,78,"Sin3 complex, and Histone H4 deacetylation",KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION,"['PRKACA', 'CREB3']",0.02564102564102564,0.15434682292940644,44.0,2.0,78.0,REACTOME_SYNTHESIS_OF_PI,"['PITPNM1', 'CDIPT']",0.02564102564102564,0.002420347694389888,5,2,78,SFT2D3,"['RABAC1', 'STX5']",0.02564102564102564,0.0014673367735882608,4.0,2.0,78.0,complex 7809,"['WDR19', 'IFT22']",0.02564102564102564,0.00024968695591441305,2.0,2.0,78.0,0.3686108790954674,6,2,"{'DCTN3', 'TMEM67', 'TAF13', 'PMM1', 'IFT25', 'CHCHD7', 'BRD3OS', 'VAT1', 'TMEM160', 'OS9', 'MPC2', 'CPNE3', 'DPCD', 'MED25', 'SIN3A', 'ACD', 'NME7', 'STX5', 'FAM89B', 'TMF1', 'KLHL7', 'HECTD3', 'MORN2', 'DNTTIP1', 'ING2', 'SELENOW', 'SLC25A1', 'GOLM2', 'TMEM256', 'NHERF1', 'AAMP', 'TMEM120A', 'MYCBP', 'CDK2', 'ALKBH7', 'TRAPPC4', 'PINK1', 'CETN2', 'ESYT1', 'STYX', 'ECI2', 'SF3B5', 'HMG20B', 'SERTAD3', 'UFD1', 'ZNHIT1', 'IFT22', 'DRAP1', 'SAP30', 'RABAC1', 'UBE2A', 'WDR19', 'SETD3', 'SPSB3', 'RNF5', 'AIDA', 'APAF1', 'TP53BP1', 'CDIPT', 'PPP1R35', 'PRKACA', 'CFAP36', 'BAG1', 'ING1', 'COMMD9', 'ROMO1', 'ARID4A', 'ANKRD42', 'NTAN1', 'PITPNM1', 'AP2A1', 'TTC8', 'ANKRD54', 'ULK4', 'MLEC', 'CREB3', 'DAAM1', 'NARF'}",
6,5,EP300-ESR1-NCOA1 complex,"['NCOA1', 'EP300']",0.0136986301369863,0.0025885995324475587,3.0,2.0,146.0,CL:8030,"['PPP2R5A', 'PPP4R3A', 'PPP2R5C', 'PPP4R3B', 'PPP2R5E']",0.03424657534246575,0.0010372837541963947,27,5,146,Magnesium-dependent protein serine/threonine phosphatase complex,KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES,"['ST3GAL1', 'HEXA']",0.0136986301369863,0.0633699307774798,14.0,2.0,146.0,REACTOME_REGULATION_OF_PTEN_GENE_TRANSCRIPTION,"['BMI1', 'HDAC7', 'CHD3', 'ATN1', 'MAF1', 'ATF2', 'LAMTOR1']",0.04794520547945205,0.0020353918659724987,61,7,146,GPR137,"['GPR137', 'LAMP1']",0.0136986301369863,0.0008800987107406132,2.0,2.0,146.0,complex 10527,"['NCOA1', 'NR1H2']",0.0136986301369863,0.0008800987107406132,2.0,2.0,146.0,0.42656591588091675,6,2,"{'NCOA1', 'GPBP1', 'PPP4R3B', 'CCDC92', 'ZNF559', 'AZIN1', 'CHD3', 'GPR137', 'FBXL3', 'NPTX1', 'PPP2R5A', 'PAG1', 'RHOC', 'HMBOX1', 'ARL8A', 'EXOC5', 'SCAP', 'SGMS1', 'VPS39', 'NENF', 'MLLT11', 'JARID2', 'ZDHHC2', 'MAF1', 'PPP4R3A', 'ZC3H7B', 'AFF4', 'ORAI3', 'ZNF567', 'USP10', 'PHLDA3', 'SORBS3', 'ARHGAP35', 'NDUFAF8', 'ABHD8', 'PTDSS1', 'SMCR8', 'ABL1', 'SOCS1', 'ABI2', 'DR1', 'FURIN', 'GPAT4', 'FBRS', 'PIH1D1', 'MED13', 'ATF2', 'MFHAS1', 'ZNF507', 'UHMK1', 'GOLM2', 'TRIP12', 'PIK3R2', 'SYTL3', 'LAMTOR1', 'AP1S1', 'GNPTG', 'ATF4', 'ARFGEF2', 'PPP2R5C', 'RCBTB1', 'HELZ', 'NSMF', 'ZNF71', 'EP300', 'SLC35C2', 'TFE3', 'RALGAPB', 'FUT8', 'HSF1', 'CHSY1', 'TMEM259', 'MBNL1', 'CD226', 'ERGIC3', 'RFX7', 'CACUL1', 'HIPK3', 'SHOC2', 'ATN1', 'USP32', 'PCM1', 'BMPR2', 'CDYL2', 'USP47', 'MYL6B', 'RAB10', 'ZNF146', 'ZNF625', 'BLTP3B', 'ZNF260', 'RAB11FIP3', 'IFNAR1', 'EIF1', 'BMI1', 'BECN1', 'BRD2', 'TSSC4', 'TMEM126A', 'HEXA', 'ZHX2', 'MAP2K5', 'TRERF1', 'NRIP1', 'RCBTB2', 'CSDE1', 'ZFP92', 'CGGBP1', 'ST3GAL1', 'TNIP2', 'PPP2R5E', 'RNASEK', 'PCGF3', 'ANKRD27', 'HDAC7', 'KDM6A', 'CTSA', 'CCM2', 'ASB8', 'TBL1XR1', 'PPP6R3', 'VPS35L', 'SKI', 'SMIM15', 'ZBTB44', 'CD3E', 'EMC10', 'NR1H2', 'HCFC1', 'PUM2', 'PRDM1', 'SPATA20', 'NF1', 'CD6', 'ZFYVE1', 'ZFP64', 'LAMP1', 'RNF167', 'TPGS1', 'CCNI', 'ZDHHC16', 'CHST10', 'CLEC16A', 'ARHGEF12', 'ZNF362', 'FAM91A1'}",
7,6,Prefoldin complex,"['PFDN5', 'PFDN6']",0.017391304347826087,0.007685627750339427,6.0,2.0,115.0,CL:3431,"['HBS1L', 'NEMF']",0.017391304347826087,0.005203265491278459,5,2,115,"RQC complex, and eRF1 domain 2",KEGG_LYSOSOME,"['NAGPA', 'GNPTG', 'CTSA', 'CTNS', 'TPP1', 'HEXA', 'LAMP1']",0.06086956521739131,0.0227729287647466,121.0,7.0,115.0,REACTOME_TRANSLATION_OF_REPLICASE_AND_ASSEMBLY_OF_THE_REPLICATION_TRANSCRIPTION_COMPLEX,"['ISCU', 'PIK3C3']",0.017391304347826087,0.041264303994139724,14,2,115,MARCHF9,"['OST4', 'MARCHF9']",0.017391304347826087,0.0016099406118623267,3.0,2.0,115.0,complex 2391,"['OST4', 'MARCHF9']",0.017391304347826087,0.0005450209776952971,2.0,2.0,115.0,0.26392447981503736,13,6,"{'RTF2', 'CDKAL1', 'BRPF1', 'PIK3C3', 'LSM1', 'BABAM1', 'SUPV3L1', 'SEC13', 'SAP30BP', 'LRRC47', 'ATP6V1G1', 'HYCC2', 'ACSF3', 'NDUFAB1', 'EOLA1', 'CRAMP1', 'TRMT10C', 'BMF', 'OTUD5', 'F11R', 'NME7', 'EYA3', 'SUPT4H1', 'PFDN5', 'C8orf33', 'CDC37', 'COASY', 'SLC4A1AP', 'TMA7', 'DDT', 'OST4', 'CUTA', 'SLC35B2', 'TSN', 'UBE3B', 'AMDHD2', 'BAP1', 'MED4', 'TRMT2A', 'NAGPA', 'GNPTG', 'AURKAIP1', 'MARCHF9', 'KLHDC4', 'EIF3F', 'EMC3', 'TXNDC17', 'TOMM6', 'CTNS', 'ISCU', 'TPP1', 'TMEM259', 'NDUFA10', 'POLR2K', 'ISY1', 'UROD', 'ATF6', 'EIF2D', 'MED6', 'MAIP1', 'NEMF', 'SF3B5', 'ZNF581', 'UQCC1', 'IDH3B', 'ATG101', 'DPM1', 'GOLGA8B', 'SNRPB2', 'EDF1', 'PSMD1', 'NDUFV1', 'RPTOR', 'CA11', 'ZNRD2', 'SYF2', 'TSFM', 'DDX28', 'ARL8B', 'TMEM199', 'HEXA', 'C9orf78', 'GATB', 'TMED4', 'HBS1L', 'TRMT1', 'WDR83OS', 'PFDN6', 'ELK1', 'SHARPIN', 'STX16', 'ERAL1', 'RNASEK', 'SNAP47', 'CTSA', 'U2AF1L4', 'ADAT2', 'CHMP1B', 'ATP5MG', 'SPNS1', 'NAPA', 'UBXN1', 'SMIM12', 'LAMP1', 'FHL3', 'RNF167', 'SLC12A6', 'ARFGAP2', 'ARL6IP4', 'NDUFA7', 'RANBP10', 'C19orf53', 'SPTY2D1', 'EIF1AD', 'SLC25A44'}",
