,gene_name,mean_expr,frac_expr
ENSG00000137312,FLOT1,12.358222025019728,0.5664773928539067
ENSG00000113273,ARSB,12.106177050602634,0.557401310821831
ENSG00000162739,SLAMF6,12.02818573976407,0.5528104140868042
ENSG00000117335,CD46,11.9064321877523,0.5508169983992268
ENSG00000085063,CD59,12.056229535873959,0.548513999214715
ENSG00000130770,ATP5IF1,11.998184255735175,0.5465054818931409
ENSG00000198001,IRAK4,11.911708439486718,0.5464752786251472
ENSG00000101294,HM13,11.919823587735078,0.5405629889154007
ENSG00000116815,CD58,12.04534811454212,0.5332840013289438
ENSG00000169896,ITGAM,12.006534351815064,0.5268733576973028
ENSG00000121594,CD80,12.226452696580127,0.5254160500166118
ENSG00000067182,TNFRSF1A,11.892372901790639,0.5220257331843305
ENSG00000104853,CLPTM1,11.85886055730542,0.5203947567126763
ENSG00000091409,ITGA6,12.004569386868274,0.5194207013198828
ENSG00000006451,RALA,11.840341880731724,0.5128967954332658
ENSG00000197442,MAP3K5,11.837107146784065,0.5101482980458486
ENSG00000117533,VAMP4,11.77511081884664,0.5069392008215289
ENSG00000184216,IRAK1,11.98268850591373,0.5037754084991997
ENSG00000196535,MYO18A,11.759589811783327,0.5002944818629376
ENSG00000103496,STX4,11.755241623308184,0.4905765803859978
ENSG00000101474,APMAP,11.765800963491884,0.4902820985230602
ENSG00000143537,ADAM15,11.84921824145135,0.4808813313600532
ENSG00000157193,LRP8,11.990369263918279,0.4719185115829533
ENSG00000135077,HAVCR2,11.947367998619622,0.4687471684436256
ENSG00000108561,C1QBP,12.007790787259495,0.46799963756078405
ENSG00000134352,IL6ST,11.76939552614405,0.46627805128514904
ENSG00000126264,HCST,11.753595514185452,0.4657419432782627
ENSG00000109572,CLCN3,11.637368583191156,0.45852336222779305
ENSG00000156642,NPTN,11.673925807415433,0.45642423510223806
ENSG00000111674,ENO2,11.867532517703161,0.45368328853181916
ENSG00000049245,VAMP3,11.594673861001406,0.45335860340088796
ENSG00000134460,IL2RA,12.3400006360774,0.45079132562143226
ENSG00000139182,CLSTN3,11.591071288483846,0.4305853393337159
ENSG00000119912,IDE,11.601608860311257,0.4217131293605968
ENSG00000197081,IGF2R,11.495604959957076,0.41789996677640523
ENSG00000111801,BTN3A3,11.493187820318996,0.4168277507626325
ENSG00000141424,SLC39A6,11.600108697277507,0.4132562143223897
ENSG00000151694,ADAM17,11.510686765652315,0.41271255549850494
ENSG00000007312,CD79B,11.640267772199154,0.4110211724908635
ENSG00000166479,TMX3,11.469796781323792,0.4088616388293213
ENSG00000132329,RAMP1,11.628040728490207,0.4043084961792866
ENSG00000105329,TGFB1,11.441896355851219,0.40387054879337947
ENSG00000120889,TNFRSF10B,11.707866379183034,0.40220181823673323
ENSG00000135404,CD63,11.472760162025768,0.3907472288501616
ENSG00000064687,ABCA7,11.40859339385709,0.38696426953396357
ENSG00000103522,IL21R,11.698205991542158,0.3854314536832885
ENSG00000089248,ERP29,11.39478184332632,0.38014588178440906
ENSG00000054219,LY75,11.37809276786246,0.37627986348122866
ENSG00000177119,ANO6,11.381944596787061,0.37517744419946236
ENSG00000160791,CCR5,12.254198984682365,0.37146999305324835
ENSG00000160305,DIP2A,11.30990964834007,0.37087347851037483
ENSG00000101160,CTSZ,11.370024785162128,0.370820622791386
ENSG00000174004,NRROS,11.47696411834046,0.36287716330907005
ENSG00000044574,HSPA5,11.477949987666202,0.35431453683288533
ENSG00000115604,IL18R1,11.579734496317533,0.35398230088495575
ENSG00000161638,ITGA5,11.348167474552875,0.34834939140414994
ENSG00000081985,IL12RB2,11.681097898001857,0.34613700202361897
ENSG00000142192,APP,11.384700540146804,0.3279546346914736
ENSG00000110848,CD69,11.511338413624667,0.3204491225950648
ENSG00000072571,HMMR,12.387679561667088,0.31984505723519285
ENSG00000115902,SLC1A4,11.522817168087384,0.3161074028209852
ENSG00000099282,TSPAN15,11.423152699605744,0.31403847896342385
ENSG00000134250,NOTCH2,11.104175902700836,0.3131852366426047
ENSG00000151150,ANK3,11.238495857645667,0.3099006312483011
ENSG00000090020,SLC9A1,11.10819183938768,0.30713703222688693
ENSG00000140545,MFGE8,11.202038892027021,0.3055664622912199
ENSG00000181284,TMEM102,11.04952729684007,0.3016626899030475
ENSG00000130164,LDLR,11.193836487788795,0.30139086049110514
ENSG00000148400,NOTCH1,11.088722363459018,0.2802032679935969
ENSG00000065600,PACC1,10.96915402431246,0.27621643661844214
ENSG00000110911,SLC11A2,10.958412072316502,0.2750838140686822
ENSG00000121807,CCR2,11.749896086430837,0.273566099852004
ENSG00000197971,MBP,10.866557802430933,0.2597858588299254
ENSG00000167085,PHB1,11.042437974954119,0.2560784076837114
ENSG00000156535,CD109,10.971164415589554,0.24962245915008005
ENSG00000064547,LPAR2,10.794285121982517,0.24852759068531216
ENSG00000169504,CLIC4,11.104248404781796,0.24685886012866592
ENSG00000165675,ENOX2,10.894082997834172,0.24532604427799087
ENSG00000177697,CD151,10.937668190313948,0.2451070705850373
ENSG00000102181,CD99L2,10.796383352992978,0.24276631731553355
ENSG00000026950,BTN3A1,10.753893243187356,0.24181491437373523
ENSG00000164171,ITGA2,10.97846720698448,0.24174695702074964
ENSG00000134243,SORT1,11.072633488391025,0.24049352139901536
ENSG00000066294,CD84,10.979638111253491,0.2402065903530762
ENSG00000137070,IL11RA,10.798378755350146,0.23993476094113383
ENSG00000124334,IL9R,11.134085465767122,0.23939865293424747
ENSG00000173706,HEG1,10.872174078000947,0.23768461747561087
ENSG00000120885,CLU,11.387940357750404,0.23747319459965568
ENSG00000069702,TGFBR3,10.922871903818931,0.23571385423902866
ENSG00000104689,TNFRSF10A,10.76122494934888,0.2354193723760911
ENSG00000150093,ITGB1,10.9946555102633,0.23316167809356972
ENSG00000168329,CX3CR1,11.556137427498003,0.23030746926817483
ENSG00000064201,TSPAN32,10.725738414162006,0.2274004047237911
ENSG00000232810,TNF,10.801891812391444,0.22681144099791598
ENSG00000197586,ENTPD6,10.694695319750158,0.22528617596423933
ENSG00000103257,SLC7A5,11.184947811179013,0.22228095079887644
ENSG00000215021,PHB2,10.728803564409434,0.21818085716874566
ENSG00000112195,TREML2,10.891821684556609,0.21062248935334804
ENSG00000186891,TNFRSF18,10.869793878130784,0.1971442810112054
ENSG00000185291,IL3RA,10.978035475364145,0.19580778640248875
ENSG00000197965,MPZL1,10.538156936062052,0.18969917545078377
ENSG00000140678,ITGAX,10.887216107478002,0.1894273460388414
ENSG00000163606,CD200R1,10.582278529783094,0.18923102479688303
ENSG00000010278,CD9,11.24300234058479,0.18788697937116797
ENSG00000077238,IL4R,10.458616462733284,0.18696577969736325
ENSG00000155660,PDIA4,10.512383755608807,0.1856141834546498
ENSG00000106991,ENG,10.686472001773076,0.18502521972877464
ENSG00000135318,NT5E,10.918058163087258,0.18306200730919087
ENSG00000004139,SARM1,10.488917859901727,0.18190673230843576
ENSG00000112763,BTN2A1,10.396878209964024,0.17899211694705366
ENSG00000120217,CD274,10.489990431885358,0.1776329698873418
ENSG00000116106,EPHA4,10.512809519850306,0.17687788818750189
ENSG00000026751,SLAMF7,10.783802332807465,0.1768627865535051
ENSG00000172215,CXCR6,11.333114498080977,0.17613035730466037
ENSG00000107779,BMPR1A,10.485659579426327,0.17526956416684286
ENSG00000164930,FZD6,10.470642516183343,0.17260412576640793
ENSG00000113070,HBEGF,10.713088219573255,0.1708900903077713
ENSG00000004468,CD38,10.913089489399908,0.16646531154670935
ENSG00000124145,SDC4,10.724096283303968,0.16299193572744572
ENSG00000167930,FAM234A,10.344649443217223,0.16274275876649855
ENSG00000138448,ITGAV,10.331193875297147,0.15754024585460147
ENSG00000090339,ICAM1,10.455153715141392,0.1574345344166239
ENSG00000204520,MICA,10.267774650832571,0.15338729650548188
ENSG00000007129,CEACAM21,10.256964567017532,0.15319852608052192
ENSG00000141655,TNFRSF11A,10.344920589424827,0.1522471231387236
ENSG00000090776,EFNB1,10.369707821108623,0.1484490621885288
ENSG00000170017,ALCAM,10.387569229876465,0.14566281071611947
ENSG00000079385,CEACAM1,10.347164405634786,0.14520221087921714
ENSG00000196083,IL1RAP,10.2313927981936,0.13837627231266422
ENSG00000068001,HYAL2,10.268736417335239,0.13807423963272827
ENSG00000089041,P2RX7,10.21176442074514,0.13710018423993475
ENSG00000168615,ADAM9,10.262993931691893,0.13537859796429974
ENSG00000125257,ABCC4,10.282599684777974,0.13274336283185842
ENSG00000173402,DAG1,10.059608949060994,0.1298136458364795
ENSG00000185624,P4HB,10.051435854354388,0.1290736657706364
ENSG00000134470,IL15RA,10.081721310852771,0.1288169379926908
ENSG00000179934,CCR8,10.514608826966102,0.12666495514814702
ENSG00000124610,H1-1,10.90296663523429,0.1250868343954816
ENSG00000122224,LY9,10.207729892214251,0.12504908031048959
ENSG00000126353,CCR7,11.098340406341828,0.12092633422936362
ENSG00000196576,PLXNB2,10.459100291956421,0.11753601739708236
ENSG00000204217,BMPR2,9.990398319214792,0.11731704370412879
ENSG00000112149,CD83,10.272157815956525,0.11418345464979311
ENSG00000104870,FCGRT,10.022880292428649,0.11393427768884594
ENSG00000204516,MICB,9.928744305408017,0.11368510072789875
ENSG00000204305,AGER,9.924743318713547,0.11342082213295479
ENSG00000227191,TRGC2,10.367816948822432,0.11068742637953427
ENSG00000186827,TNFRSF4,10.301464447485559,0.11008336101966233
ENSG00000152894,PTPRK,10.514772239916496,0.10925277114983842
ENSG00000261371,PECAM1,10.258654767998935,0.10905644990788003
ENSG00000181104,F2R,10.150032562704773,0.10697242441632185
ENSG00000126243,LRFN3,9.835380753255071,0.10562837899060679
ENSG00000121989,ACVR2A,9.902808733083443,0.10509982180071883
ENSG00000124508,BTN2A2,9.893849743334071,0.10466942523181008
ENSG00000164010,ERMAP,9.80194998885161,0.09851550937811471
ENSG00000241837,ATP5PO,9.873827985129456,0.09827388323416594
ENSG00000115607,IL18RAP,9.923858588927533,0.09418134042103356
ENSG00000186395,KRT10,9.697269383124338,0.09319973421124166
ENSG00000158869,FCER1G,10.306387220434448,0.0917046724455586
ENSG00000173621,LRFN4,9.827939438829791,0.09110815790268507
ENSG00000150455,TIRAP,9.651921743335112,0.0897716632939684
ENSG00000089692,LAG3,10.63212006497964,0.08802742456733818
ENSG00000144476,ACKR3,9.710431018219317,0.085981153160772
ENSG00000005884,ITGA3,9.633395935468943,0.08562626476184723
ENSG00000159640,ACE,9.882905858993572,0.08357999335528105
ENSG00000008710,PKD1,9.556168695213708,0.08194901688362681
ENSG00000112139,MDGA1,9.565838120961388,0.0781585067504304
ENSG00000151012,SLC7A11,9.837763189229946,0.07529674710803709
ENSG00000104290,FZD3,9.621969806277244,0.0741565737412788
ENSG00000163599,CTLA4,9.778001725399141,0.07365821981938446
ENSG00000106327,TFR2,9.491839423966603,0.07300884955752213
ENSG00000136153,LMO7,9.563302586270137,0.07176296475278625
ENSG00000078081,LAMP3,9.512707562252919,0.07146848288984868
ENSG00000143387,CTSK,9.431617098897839,0.0713325681838775
ENSG00000135245,HILPDA,9.447895011271145,0.0703509619740856
ENSG00000100368,CSF2RB,9.948627721634969,0.06975444743121206
ENSG00000196371,FUT4,9.429684512727984,0.06968649007822647
ENSG00000049249,TNFRSF9,9.844493409962599,0.06397052161043824
ENSG00000063660,GPC1,9.458288317620514,0.06354012504152949
ENSG00000116678,LEPR,9.379707970603873,0.05910779546346915
ENSG00000197646,PDCD1LG2,9.245869026725371,0.05900963484248996
ENSG00000240053,LY6G5B,9.20965132306165,0.0586169923585732
ENSG00000117560,FASLG,9.665918924555813,0.0576127336977861
ENSG00000164342,TLR3,9.248191144820714,0.05680479627895738
ENSG00000128011,LRFN1,9.199718866651995,0.05644990788003262
ENSG00000259207,ITGB3,9.484083436682456,0.05299918451176417
ENSG00000173530,TNFRSF10D,9.15452443630914,0.05292367634178018
ENSG00000104332,SFRP1,9.36722549639425,0.052772660001812195
ENSG00000211689,TRGC1,9.44389798668112,0.0527575583678154
ENSG00000133026,MYH10,9.516971267747659,0.05249327977287142
ENSG00000073060,SCARB1,9.30357084621404,0.05213839137394666
ENSG00000114013,CD86,9.58456959759638,0.05106617536017397
ENSG00000152990,ADGRA3,9.339033528559657,0.05030354284333565
ENSG00000126803,HSPA2,9.195938065542203,0.04859705820169742
ENSG00000213949,ITGA1,9.409361053111933,0.04842338941073424
ENSG00000057019,DCBLD2,9.139252712842866,0.04815911081579027
ENSG00000064199,SPA17,9.074755833675834,0.046180796762209674
ENSG00000169194,IL13,10.353558675924637,0.04614304267721767
ENSG00000185339,TCN2,9.152356988796063,0.04597692470325289
ENSG00000140479,PCSK6,9.394944891826341,0.04577305264429611
ENSG00000138161,CUZD1,8.918944662550967,0.04366637470174273
ENSG00000134247,PTGFRN,9.211818476313328,0.04091032649732701
ENSG00000211899,IGHM,9.818149407510987,0.03722552780210819
ENSG00000213420,GPC2,8.770281687806499,0.03699145247515781
ENSG00000118777,ABCG2,8.869887129851186,0.036493098553263464
ENSG00000122861,PLAU,8.825757209822976,0.03574556767042194
ENSG00000091972,CD200,8.985809377417187,0.03483191881361564
ENSG00000158457,TSPAN33,9.753605771657517,0.03466580083965085
ENSG00000165409,TSHR,8.917169990593422,0.034061735479778914
ENSG00000138623,SEMA7A,8.98791786583469,0.03405418466278051
ENSG00000011422,PLAUR,8.692322627039355,0.033948473224802926
ENSG00000138185,ENTPD1,9.252588368569434,0.03373705034884775
ENSG00000160179,ABCG1,8.809525201736472,0.030882841523452838
ENSG00000167207,NOD2,8.666723943484373,0.030414690869552084
ENSG00000105383,CD33,8.671277091431723,0.0302712253465825
ENSG00000181847,TIGIT,9.24958183180603,0.02950104201274578
ENSG00000163823,CCR1,8.849189647114187,0.028934730737865837
ENSG00000160712,IL6R,8.632756799688696,0.02892717992086744
ENSG00000067141,NEO1,8.536412362052847,0.02891207828687064
ENSG00000163464,CXCR1,8.594924274058872,0.02870065541091546
ENSG00000159958,TNFRSF13C,8.489237571851854,0.027877616358089944
ENSG00000137103,TMEM8B,8.486508942310387,0.02762843939714277
ENSG00000156564,LRFN2,8.487750151527486,0.027394364070192394
ENSG00000085563,ABCB1,8.578067405348937,0.027356609985200397
ENSG00000111729,CLEC4A,8.432411778595782,0.026926213416291644
ENSG00000166825,ANPEP,8.509832439441107,0.026337249690416502
ENSG00000073008,PVR,8.478027614429761,0.025755836781539764
ENSG00000010704,HFE,8.374386641669329,0.025567066356579782
ENSG00000135678,CPM,8.73060325490124,0.025363194297623
ENSG00000107611,CUBN,8.328036379154582,0.024358935636835905
ENSG00000114455,HHLA2,8.61500292060435,0.023988945603914343
ENSG00000143127,ITGA10,8.304178952681948,0.02365670965598478
ENSG00000112715,VEGFA,8.530011703368654,0.023649158838986377
ENSG00000163975,MELTF,8.372439671095021,0.02361895557099278
ENSG00000111186,WNT5B,8.924089508836742,0.02265245099519768
ENSG00000121797,CCRL2,8.21115629287756,0.022237156060285722
ENSG00000198910,L1CAM,8.407993329498648,0.022010631550333747
ENSG00000117586,TNFSF4,8.423456880714518,0.021331058020477817
ENSG00000055118,KCNH2,8.304774930400507,0.02127820230148902
ENSG00000184156,KCNQ3,8.301492648727592,0.02042495998066991
ENSG00000198947,DMD,8.72062924183133,0.019752937267812378
ENSG00000023839,ABCC2,8.15324383930969,0.019707632365821983
ENSG00000125744,RTN2,8.157394901867207,0.019579268476849196
ENSG00000188389,PDCD1,8.26061872572431,0.01932254069890362
ENSG00000203710,CR1,8.22770259367666,0.01922438007792443
ENSG00000112486,CCR6,8.485514864509886,0.018914796580990063
ENSG00000111863,ADTRP,8.259372553746362,0.01877133105802048
ENSG00000174837,ADGRE1,8.228988837691153,0.01866561962004289
ENSG00000110881,ASIC1,8.176541897057815,0.018582560633060498
ENSG00000105369,CD79A,8.108584547407162,0.018582560633060498
ENSG00000205755,CRLF2,8.098749585807962,0.018227672234135732
ENSG00000079308,TNS1,8.142089351609318,0.017948292005194964
ENSG00000204428,LY6G5C,7.9339777602463615,0.016619348213476697
ENSG00000135503,ACVR1B,8.011998747930296,0.016332417167537527
ENSG00000101000,PROCR,7.893008827445043,0.015577335467697604
ENSG00000113249,HAVCR1,7.796296040153688,0.0146561357938929
ENSG00000111796,KLRB1,8.464915418071358,0.013697182035096197
ENSG00000040608,RTN4R,7.754314084962434,0.013689631218097797
ENSG00000146530,VWDE,7.757408736891465,0.013417801806155425
ENSG00000160323,ADAMTS13,7.713187055382637,0.013153523211211453
ENSG00000171595,DNAI2,7.610683036426243,0.012368238243377934
ENSG00000122223,CD244,7.907295867387747,0.012345585792382735
ENSG00000154764,WNT7A,7.6886670789551985,0.01230783170739074
ENSG00000131019,ULBP3,7.519588016692523,0.01103929445165967
ENSG00000183625,CCR3,7.706706957134001,0.01084297320970129
ENSG00000092445,TYRO3,7.517626373056447,0.01063910115074451
ENSG00000169245,CXCL10,10.020686643847691,0.010578694614757318
ENSG00000241404,EGFL8,7.3870667935126635,0.009748104744933402
ENSG00000137507,LRRC32,7.793816286378249,0.009710350659941405
ENSG00000115594,IL1R1,7.740792144535351,0.009393216346008638
ENSG00000137462,TLR2,7.4748342409188835,0.00937811471201184
ENSG00000204381,LAYN,7.611875052263935,0.008932616509106286
ENSG00000171105,INSR,7.336590814545663,0.008819354254130296
ENSG00000006327,TNFRSF12A,7.248068666694423,0.008479567489202332
ENSG00000169992,NLGN2,7.288382137341866,0.008434262587211937
ENSG00000131015,ULBP2,7.253197627180703,0.00829834788124075
ENSG00000196338,NLGN3,7.194374192950967,0.007958561116312785
ENSG00000197594,ENPP1,7.375062119931671,0.00791325621432239
ENSG00000178301,AQP11,7.220260862806192,0.00791325621432239
ENSG00000143434,SEMA6C,7.158469651559594,0.007799993959346402
ENSG00000138792,ENPEP,7.192563959625748,0.007407351475429641
ENSG00000162576,MXRA8,7.42798334422947,0.007339394122444049
ENSG00000213809,KLRK1,8.217677707243192,0.0072638859524600564
ENSG00000254402,LRRC24,7.057974683440086,0.007143072880485668
ENSG00000104368,PLAT,7.195278082240483,0.00712797124648887
ENSG00000157404,KIT,7.465913760360502,0.007022259808511281
ENSG00000134007,ADAM20,6.999280548267077,0.006750430396568909
ENSG00000046604,DSG2,7.22202168975027,0.006591863239602525
ENSG00000101017,CD40,7.029591466936804,0.006327584644658552
ENSG00000164078,MST1R,6.962335920876309,0.006312483010661753
ENSG00000185924,RTN4RL1,6.9392623292516,0.0063049321936633545
ENSG00000167711,SERPINF2,6.919222293150858,0.006206771572684165
ENSG00000103855,CD276,7.3870667935126635,0.00605575523271618
ENSG00000197461,PDGFA,6.938094555360742,0.005753722552780211
ENSG00000056736,IL17RB,7.860096539559327,0.005632909480805823
ENSG00000158714,SLAMF8,6.914448047324402,0.005557401310821831
ENSG00000064300,NGFR,6.846380282174593,0.005247817813887463
ENSG00000080493,SLC4A4,6.870422023014057,0.005036394937932284
ENSG00000153563,CD8A,7.705080350048059,0.004832522878975505
ENSG00000160683,CXCR5,7.101577535765119,0.004726811440997916
ENSG00000135424,ITGA7,6.664271362286335,0.004726811440997916
ENSG00000125810,CD93,6.7496385822953755,0.004545591833036334
ENSG00000126016,AMOT,6.7210173754574765,0.004387024676069951
ENSG00000198223,CSF2RA,6.673448120414741,0.0042133558851067685
ENSG00000105976,MET,6.536611932802264,0.003956628107161195
ENSG00000154269,ENPP3,6.581000676395133,0.003896221571174001
ENSG00000130508,PXDN,6.577655242053395,0.003798060950194811
ENSG00000076706,MCAM,6.590970347491079,0.0037527560482044156
ENSG00000162594,IL23R,6.95661724238125,0.0037452052312060163
ENSG00000114646,CSPG5,6.460464798759013,0.003662146244223625
ENSG00000149260,CAPN5,6.365687651999773,0.003503579087257241
ENSG00000143061,IGSF3,6.398288366585176,0.003503579087257241
ENSG00000020181,ADGRA2,6.382120854233712,0.003503579087257241
ENSG00000076351,SLC46A1,6.35736865994877,0.00342052010027485
ENSG00000163251,FZD5,6.353183067054029,0.00342052010027485
ENSG00000181036,FCRL6,6.524316629462127,0.003390316832281253
ENSG00000184451,CCR10,6.382120854233712,0.0033223594792956596
ENSG00000196562,SULF2,6.5172222659692425,0.003299707028300462
ENSG00000172889,EGFL7,6.308142991435215,0.0032770545773052645
ENSG00000254126,CD8B2,6.365687651999773,0.0031184874203388805
ENSG00000170458,CD14,6.25173667163965,0.0031033857863420823
ENSG00000154721,JAM2,6.348979881309105,0.0030882841523452837
ENSG00000111319,SCNN1A,6.232993309107112,0.003058080884351687
ENSG00000120658,ENOX1,6.745397275669052,0.0030505300673532875
ENSG00000137801,THBS1,6.536611932802264,0.003042979250354888
ENSG00000144648,ACKR2,6.209059002642543,0.0029146153613821015
ENSG00000162512,SDC3,6.228252056616861,0.0028768612763901053
ENSG00000105668,UPK1A,6.090921719606884,0.002695641668428524
ENSG00000159307,SCUBE1,6.35736865994877,0.0026503367664381288
ENSG00000005961,ITGA2B,6.043470550098113,0.0025446253284605396
ENSG00000186318,BACE1,6.046325001476384,0.0024691171584765473
ENSG00000167191,GPRC5B,6.031970561162037,0.0024238122564861518
ENSG00000169860,P2RY1,6.011521758227737,0.0024162614394877525
ENSG00000100311,PDGFB,5.963149157721667,0.0023332024525053612
ENSG00000115850,LCT,5.966241973138491,0.0023181008185085626
ENSG00000101188,NTSR1,6.235355532107709,0.002302999184511764
ENSG00000174807,CD248,5.981564174329106,0.002257694282521369
ENSG00000142319,SLC6A3,5.944388656221344,0.0022501434655229696
ENSG00000164061,BSN,5.925269458257517,0.0022425926485245703
