target,guide_id,downreg_gene,seed_match_len,hamming_dist,log_fc,adj_pval,corr_de_all,pval_de_all,corr_de_signif,pval_de_signif,n_de_signif,pval_signif_min
ZHX3,ZHX3_+_39946314.23-P1P2,ORMDL1,12,5,-2.221952961767065,4.32615144591166e-05,0.0063,0.6145590213132464,-0.9418,4.783032142213865e-06,12,4.783032142213865e-06
RGS10,RGS10_-_121302190.23-P1P2,SURF2,12,6,-2.105576432254217,0.0019388714548511,,,,,0,
ANP32B,ANP32B_+_100745631.23-P1P2,BRWD3,12,6,-2.015243783090595,0.0302026851386144,,,,,0,
ANP32B,ANP32B_+_100745631.23-P1P2,ACO1,12,6,-1.966297302221734,0.0495758131397695,,,,,0,
SLC38A1,SLC38A1_+_46662783.23-P1P2,LRRC42,12,7,-1.9394662186410896,0.0415348611616556,0.0084,0.5049850544399574,-0.0922,0.5073289042948472,54,0.5049850544399574
SP2,SP2_-_45973616.23-P1P2,TAGLN2,12,6,-1.8104277249990703,2.981750601197064e-15,,,,,0,
ZNF586,ZNF586_-_58281095.23-P1P2,PARP1,12,6,-1.789404899104333,6.866511942989152e-06,,,,,0,
LRRC8D,LRRC8D_-_90309051.23-P2,FAM136A,12,5,-1.720396660060142,5.461008023546889e-38,0.0074,0.5582816401093794,-0.2705,0.003922026892954128,112,0.003922026892954128
SCOC,SCOC_+_141294841.23-P1P2,YIPF6,12,6,-1.7166551866301365,0.0900017294187841,,,,,0,
PTEN,PTEN_-_89623526.23-P1P2,R3HDM1,12,7,-1.7146908064280613,0.0543754297830662,0.0294,0.01961693943819625,-0.1161,0.29284283364178226,84,0.01961693943819625
TADA3,TADA3_-_9834393.23-P1P2,IL13RA1,12,6,-1.5888771043866905,0.0109704258523812,,,,,0,
REEP5,REEP5_-_112257962.23-P1P2,VEGFB,12,6,-1.5321174794443215,0.0001332775719302,0.0038,0.762810174087547,0.1092,0.5518935384642485,32,0.5518935384642485
LIN7C,LIN7C_+_27528261.23-P1P2,NDUFB8,12,6,-1.4610498527253175,0.0002074536252707,,,,,0,
NOMO1,NOMO1_+_14927924.23-P1P2,ALDH1B1,12,4,-1.4573964696809905,0.0005742784267202,0.0865,6.373903597742755e-12,0.0192,0.8418601631474948,110,6.373903597742755e-12
NDUFB10,NDUFB10_-_2009580.23-P1P2,SLC25A19,12,4,-1.4481288666339776,0.0110254148397244,,,,,0,
ARFGEF1,ARFGEF1_+_68255550.23-P1P2,NDUFC2,12,7,-1.4398453352053089,2.2419778013839895e-22,-0.0037,0.7676052331334008,-0.6971,0.0003120485024871101,22,0.0003120485024871101
TGFB1,TGFB1_-_41859819.23-P1P2,TCEAL8,12,7,-1.4352658184743332,0.0007820461065139,0.0434,0.0005687508463180753,0.9814,0.12309645482503179,3,0.0005687508463180753
FAR1,FAR1_-_13690642.23-P1P2,HIRA,12,5,-1.3467629964363834,2.5150546794925504e-06,,,,,0,
ZNF292,ZNF292_-_87865559.23-P1P2,ATF7,12,5,-1.31607836349703,0.0466690775208291,,,,,0,
ZNF444,ZNF444_-_56652695.23-P1P2,STIP1,12,5,-1.0705827165065809,4.592477437219836e-06,0.0373,0.0030547842988708513,-0.915,0.01053467470610527,6,0.0030547842988708513
MYD88,MYD88_-_38180405.23-P1,DHCR24,12,7,-1.0190779045806455,1.254206924613602e-05,0.0117,0.3528396413326586,,,2,0.3528396413326586
PHF12,PHF12_+_27278322.23-P1P2,CSTB,12,6,-0.9993258275438808,1.9272657453271622e-16,,,,,0,
KIFAP3,KIFAP3_-_170043640.23-P1P2,DHX36,12,7,-0.9134151888223097,0.0270296578608598,0.066,1.6354178929663335e-07,0.0791,0.00237876476074419,1472,1.6354178929663335e-07
KLHL17,KLHL17_+_896032.23-P1P2,ST13,12,8,-0.9025237714551791,0.0423541778550142,,,,,0,
EIF1,EIF1_-_39845517.23-P1P2,FAM162A,12,5,-0.8989170711914707,0.0480115930134651,0.0315,0.012358820972796457,0.1442,0.6227445051004272,14,0.012358820972796457
PEX19,PEX19_+_160254859.23-P1P2,DYNLRB1,12,7,-0.8938816776449037,0.0027761122959525,,,,,0,
VPS26B,VPS26B_-_134094908.23-P1P2,SNX3,12,8,-0.875317925156761,0.0237347481898556,,,,,0,
HMBS,HMBS_+_118955656.23-P1,CUL5,12,5,-0.8267246228161609,2.4995090390480596e-05,0.0886,1.8750791388223234e-12,-0.5631,0.11437598273305515,9,1.8750791388223234e-12
TMEM115,TMEM115_-_50396529.23-P1P2,HSPE1,12,6,-0.8064634087030285,0.0485548883181961,,,,,0,
INTS14,VWA9_-_65903414.23-P1P2,CKB,12,6,-0.7485101119301857,0.0172298873638657,,,,,0,
CLN5,CLN5_-_77566274.23-P1P2,DUT,12,7,-0.7448564049006183,9.182119136846902e-07,,,,,0,
ALDH9A1,ALDH9A1_-_165667740.23-P1P2,COX8A,12,5,-0.7173160234626776,0.047638502360604,-0.022,0.080376003042286,-0.6027,0.08585710378917258,9,0.080376003042286
SRSF11,SRSF11_+_70687220.23-P2,RAB9A,12,7,-0.6213968051443223,0.0022876143147785,,,,,0,
WBP4,WBP4_-_41635687.23-P1P2,NDUFA13,12,4,-0.5917057830135204,9.83198276958368e-06,,,,,0,
CCDC124,CCDC124_+_18043884.23-P1,ZNF644,12,5,-0.5176730665550131,0.0189686626188857,-0.0261,0.038222278625686064,-0.4956,0.0007270125489507392,43,0.0007270125489507392
MYB,MYB_-_135502668.23-P1P2,CKB,12,5,-0.495145065254896,0.0935674301254847,,,,,0,
MIDN,MIDN_-_1248697.23-P2,KIF20B,12,7,-0.4229663306566858,0.0239199772922791,,,,,0,
ABHD14B,ABHD14B_-_52008040.23-P1,GTPBP8,12,5,-0.3842499835995969,0.048076025477837,,,,,0,
LTBP4,LTBP4_+_41120130.23-P2,SSX2IP,12,7,-0.3379218044833237,0.0608662111633194,,,,,0,
SERPINB9,SERPINB9_+_2903531.23-P1P2,GSTP1,11,6,-5.474830355548709,9.301094218826264e-07,,,,,0,
NUDT22,NUDT22_-_63993811.23-P1P2,FAM136A,11,6,-3.8365985131990974,2.2110522155273423e-08,0.0194,0.12309121405152174,-0.2098,0.025738635327208288,113,0.025738635327208288
ATF7IP2,ATF7IP2_-_10480285.23-P1P2,HOXB9,11,5,-3.076440801296456,0.0454071700702154,,,,,0,
DCP2,DCP2_+_112312884.23-P1P2,PCK2,11,6,-2.9836803438791915,0.0026366290432139,,,,,0,
LUC7L,LUC7L_-_279352.23-P1P2,UBA6,11,9,-2.763315968812356,8.083032479979956e-07,,,,,0,
CRY1,CRY1_-_107487254.23-P1P2,PPA2,11,6,-2.631758680813917,8.981779317977184e-09,-0.0186,0.139450827728174,-0.4611,0.030782308562304884,22,0.030782308562304884
MINPP1,MINPP1_+_89264602.23-P1P2,CENPX,11,8,-2.6260449945266995,9.911510280751748e-07,,,,,0,
LSM14A,LSM14A_-_34663497.23-P1P2,PEBP1,11,6,-2.5695531171880406,6.372579781518531e-36,-0.0445,0.0004171632122049243,-0.8924,0.0028666586595131965,8,0.0004171632122049243
NDUFB10,NDUFB10_-_2009580.23-P1P2,RAP1GDS1,11,7,-2.5381307897513485,6.426879962228812e-05,,,,,0,
SLC35A3,SLC35A3_-_100435639.23-P1P2,SERPINH1,11,7,-2.534587620063981,0.0150113828419192,,,,,0,
CASP6,CASP6_-_110624289.23-P1P2,RALA,11,6,-2.5032708789873115,8.717434577604205e-15,,,,,0,
TMEM116,TMEM116_-_112450896.23-P1P2,TXNIP,11,7,-2.408881238096876,0.0025703925522616,0.0572,5.594127346547309e-06,-0.5945,4.226868810818551e-06,51,4.226868810818551e-06
IRF2BP1,IRF2BP1_+_46389398.23-P1P2,TRIM24,11,7,-2.391625713171412,0.0689293911685495,,,,,0,
ZNF317,ZNF317_+_9251231.23-P1P2,APOE,11,8,-2.265931814424112,2.6092564461742115e-105,,,,,0,
MBIP,MBIP_+_36789486.23-P1P2,RNF5,11,7,-2.245837664546907,0.0092512503026122,0.0298,0.017994631998422,-0.4507,0.07979958782865601,16,0.017994631998422
KDM4A,KDM4A_-_44116314.23-P1P2,CCDC34,11,4,-2.1516467471088583,3.591617089131939e-05,0.0503,6.504963707576868e-05,-0.7861,1.3348947168118288e-08,36,1.3348947168118288e-08
NUB1,NUB1_-_151038835.23-P1P2,EIF4E2,11,6,-2.14817055846137,2.9314581495340123e-08,,,,,0,
TNRC6A,TNRC6A_-_24741237.23-P1P2,ZDHHC4,11,6,-2.1443125077550755,2.540372680003499e-06,-0.0068,0.5902110930190301,-0.0781,0.36770315009203375,135,0.36770315009203375
LRBA,LRBA_+_151936206.23-P1P2,CHMP4A,11,8,-2.1309565520355003,0.0001584662308473,0.0346,0.006103250338580033,0.1757,0.298192947456204,37,0.006103250338580033
DCP2,DCP2_+_112312884.23-P1P2,TMUB1,11,7,-2.117850553768832,0.0002423359622213,,,,,0,
KIAA2013,KIAA2013_-_11986143.23-P1P2,GTF3C6,11,5,-2.116139754278965,0.0229829144907056,,,,,0,
RNF41,RNF41_-_56615654.23-P1P2,PYCARD,11,6,-2.0978436018443105,5.391232018605264e-09,,,,,0,
C6orf120,C6orf120_-_170102392.23-P1P2,PPIL4,11,6,-2.052820096998079,0.0229414598694516,,,,,0,
KPNA4,KPNA4_-_160283342.23-P1P2,SNRNP25,11,7,-2.0387408355147425,0.0023014533203648,,,,,0,
ERAP1,ERAP1_+_96143605.23-P1P2,TMEM35B,11,5,-2.0345075682594103,0.0959459390513178,,,,,0,
UBE2W,UBE2W_+_74790945.23-P1P2,COMT,11,6,-2.0121454745624656,1.251887077926157e-18,,,,,0,
EARS2,EARS2_+_23568615.23-P1P2,TMED10,11,5,-1.9974657267622344,1.6273653701148494e-07,0.2265,5.494103001156134e-74,0.4483,1.3933792819318854e-08,146,5.494103001156134e-74
DDX17,DDX17_+_38902286.23-P1P2,SORD,11,8,-1.9956139397925303,0.0910852893712616,,,,,0,
FHL3,FHL3_-_38471132.23-P1P2,PDCL,11,7,-1.9764552690671977,0.0653197937518909,0.0175,0.16431808523770283,-0.3222,0.03744214486433299,42,0.03744214486433299
CALM2,CALM2_+_47403695.23-P1P2,CD99,11,6,-1.9700291061097197,0.0027559655535518,-0.01,0.42857683542063973,-0.2024,0.6633375808551734,7,0.42857683542063973
TENT4A,PAPD7_+_6714583.23-ENST00000230859.6,TOMM5,11,7,-1.897098030454592,3.870090920260057e-18,,,,,0,
OTUD7B,OTUD7B_-_149982413.23-P1P2,DICER1,11,8,-1.8790843982896237,0.0619641272895919,,,,,0,
STYX,STYX_+_53197016.23-P1P2,ASAH1,11,7,-1.852783152669189,0.0597178389677855,0.0455,0.00030584435948135874,-0.811,0.026854697997317524,7,0.00030584435948135874
FOSL1,FOSL1_-_65667500.23-P1P2,TRIM44,11,4,-1.8479169828237247,0.0240570630565705,0.005,0.6888411451881647,-0.6459,0.0037843968402896224,18,0.0037843968402896224
NUB1,NUB1_-_151038835.23-P1P2,HSDL2,11,5,-1.7873374061620824,0.0002812851229168,,,,,0,
NUB1,NUB1_-_151038835.23-P1P2,RLF,11,7,-1.7654956205521848,1.871822080155628e-05,0.0364,0.003919832742165904,-0.03,0.6978866359703311,170,0.003919832742165904
PRICKLE3,PRICKLE3_-_49042766.23-P1P2,DDIT4,11,6,-1.7398042964023763,0.0596415119021668,,,,,0,
C5orf30,C5orf30_+_102594537.23-P1P2,FANCI,11,7,-1.7282553960297684,2.571601060266249e-06,,,,,0,
XPR1,XPR1_-_180601544.23-P1P2,CNPY2,11,8,-1.7237735992926628,2.7711697396373066e-17,0.0311,0.01362553141419713,-0.1764,0.45695110323517113,20,0.01362553141419713
XPR1,XPR1_+_180601289.23-P1P2,CNPY2,11,7,-1.7237735992926628,2.7711697396373066e-17,0.0311,0.01362553141419713,-0.1764,0.45695110323517113,20,0.01362553141419713
MPG,MPG_+_128262.23-P1P2,POP7,11,7,-1.695655452755937,0.0043073934337597,,,,,0,
RGS10,RGS10_-_121302190.23-P1P2,SYPL1,11,7,-1.6878262866687317,7.155803547727182e-06,0.013,0.3030217534562959,0.296,0.3767478692621274,11,0.3030217534562959
CDKN2AIP,CDKN2AIP_-_184365844.23-P1P2,AGGF1,11,6,-1.6722089321936378,0.076338092520521,0.0116,0.35937153395605215,-0.347,0.24537487959870963,13,0.24537487959870963
GDI1,GDI1_-_153665564.23-P1P2,GOLGB1,11,7,-1.6662700461337814,0.0068313460061075,0.0002,0.9885417681337826,-0.8305,0.010675757439383317,8,0.010675757439383317
WBP4,WBP4_-_41635687.23-P1P2,EEF1E1,11,3,-1.6288152008931984,1.4842113388020448e-12,0.0182,0.1488222915176943,0.2127,0.7312277136169294,5,0.1488222915176943
FBXW4,FBXW4_-_103454889.23-P1P2,ARL2,11,9,-1.6236756987036776,1.4036475484060521e-08,,,,,0,
PEAK1,PEAK1_+_77712398.23-P1P2,PAPSS1,11,9,-1.5941382413890302,0.0365486463351853,0.0305,0.015595100298865001,-0.6782,0.0010130695743142376,20,0.0010130695743142376
NQO2,NQO2_+_3000154.23-P1P2,COX6C,11,6,-1.5838117158137943,0.0003851470786705,0.0252,0.04586042438988672,-0.0824,0.6828894529766953,27,0.04586042438988672
ANKRD16,ANKRD16_+_5931865.23-P1P2,PRDX6,11,7,-1.5781778593183229,0.0021456232954649,0.0043,0.7351030648759488,-0.139,0.6355880094910669,14,0.6355880094910669
TWSG1,TWSG1_+_9335226.23-P1P2,ILF2,11,4,-1.571314627786797,3.0116562180180676e-11,,,,,0,
GTPBP1,GTPBP1_+_39101996.23-P1P2,CKLF,11,7,-1.5683950250776502,0.0133379406158198,,,,,0,
LIMD2,LIMD2_-_61776694.23-P1P2,RWDD1,11,6,-1.5630644744355764,0.0072866800718828,-0.0089,0.48188872515077696,-0.439,0.015225367022196703,30,0.015225367022196703
DCP2,DCP2_+_112312884.23-P1P2,CAPZB,11,7,-1.551049228043932,1.0341391529208771e-05,,,,,0,
BICD1,BICD1_-_32259901.23-P1P2,BST2,11,7,-1.5273618603092678,0.0928286693290905,,,,,0,
SKI,SKI_-_2160211.23-ENST00000378536.4,SSR4,11,4,-1.5008072539581006,2.2415088590875118e-09,0.0224,0.07581579099384488,-0.45,0.03121458552313473,23,0.03121458552313473
PPARA,PPARA_-_46546638.23-P1P2,NDUFB10,11,4,-1.4815194179173026,1.9555617601782889e-25,0.0898,9.582105544353254e-13,0.3204,0.02995029662578092,46,9.582105544353254e-13
SCAP,SCAP_-_47517296.23-P1P2,CSNK2A1,11,9,-1.466743254942244,1.0699263075498527e-14,0.045,0.0003563508630512493,0.2079,0.08651878241565387,69,0.0003563508630512493
SHOC2,SHOC2_-_112679397.23-P1P2,DESI2,11,6,-1.461320884116175,0.0168822353098216,,,,,0,
METTL1,METTL1_+_58165829.23-P1P2,ATP5F1B,11,7,-1.4610107720550842,1.6891960126911915e-125,,,,,0,
NUB1,NUB1_-_151038835.23-P1P2,BAG6,11,5,-1.4224922397704571,2.2244277071841395e-06,,,,,0,
BIVM,BIVM_-_103452717.23-P2,POLDIP2,11,7,-1.4223267569276945,0.0001270535224714,,,,,0,
ZNF507,ZNF507_-_32836584.23-P1P2,ARL6IP1,11,8,-1.389863448715864,1.209566459187864e-06,0.0227,0.07193285348741298,-0.3183,0.21313162533854726,17,0.07193285348741298
AP1B1,AP1B1_+_29784481.23-P1P2,PLOD3,11,6,-1.384978998625965,0.0325594481931601,,,,,0,
CDC25B,CDC25B_+_3777015.23-P1P2,CHCHD10,11,7,-1.343583483140768,0.0819064789246653,,,,,0,
SMCHD1,SMCHD1_-_2655739.23-P1P2,SLC25A13,11,8,-1.3400162295378988,0.0927397403902105,0.0364,0.0038330878785458804,-0.5367,0.03209114815257979,16,0.0038330878785458804
SHOC2,SHOC2_-_112679397.23-P1P2,CNIH4,11,5,-1.3292026594486948,0.0389733785087487,,,,,0,
STX16,STX16_-_57226369.23-P1P2,OSTC,11,8,-1.3172532809533728,1.3285718823013261e-13,0.0109,0.38811379991833594,-0.3454,0.1358658191485802,20,0.1358658191485802
SVIP,SVIP_+_22851369.23-P1P2,AIMP1,11,9,-1.3139026234422126,0.0184453297352173,0.0249,0.04781951154821158,-0.7304,0.003012266500106933,14,0.003012266500106933
ZDHHC12,ZDHHC12_-_131486364.23-P1P2,TP53RK,11,4,-1.2977044610331403,0.0640354221971211,0.0259,0.04018596262750146,-0.184,0.003639367993665827,248,0.003639367993665827
CRY1,CRY1_-_107487254.23-P1P2,NDUFA9,11,7,-1.288093909556837,9.944276641603585e-06,0.0139,0.2713874383075382,-0.333,0.050638661472784036,35,0.050638661472784036
TARSL2,TARSL2_-_102264605.23-P1P2,ARL5A,11,8,-1.2384191867152987,0.0004627336050047,,,,,0,
NUB1,NUB1_-_151038835.23-P1P2,OLA1,11,7,-1.235855428998327,1.7807728561052484e-15,,,,,0,
WDR82,WDR82_-_52312175.23-P1P2,HOXB9,11,6,-1.2225853194105336,0.0867299605525267,,,,,0,
ABHD14B,ABHD14B_-_52008040.23-P1,ZNF12,11,6,-1.216367612202511,3.9889885480971536e-11,0.0525,3.10854717693407e-05,0.7692,0.0737294045790265,6,3.10854717693407e-05
REEP5,REEP5_-_112257962.23-P1P2,CCT2,11,6,-1.1806663515322386,5.13486655982925e-27,,,,,0,
NUB1,NUB1_-_151038835.23-P1P2,TP53RK,11,8,-1.1675870482054838,0.0237726398270657,0.0462,0.00024404342655561043,-0.1942,0.0001392057870415453,380,0.0001392057870415453
CLASP2,CLASP2_+_33759703.23-P1,TMEM205,11,7,-1.1636869221082191,0.0825801272905251,-0.0208,0.0982623539721639,-0.3853,0.19350645830101512,13,0.0982623539721639
NUB1,NUB1_-_151038835.23-P1P2,ACTN1,11,7,-1.1607547390415809,0.0125383161574543,,,,,0,
ZNF507,ZNF507_+_32836708.23-P1P2,MALSU1,11,5,-1.1248959353327244,0.0137539811603347,-0.0061,0.6298406145670009,-0.3266,0.1598668962130686,20,0.1598668962130686
DDX17,DDX17_+_38902286.23-P1P2,FAF2,11,7,-1.1202320132332642,0.0835812874094688,,,,,0,
RNF10,RNF10_+_120972578.23-P1P2,MSH2,11,8,-1.104034322949322,0.0001331594872499,0.0337,0.007442828511636084,0.5694,0.06750098131975493,11,0.007442828511636084
HPCAL1,HPCAL1_-_10443062.23-P1P2,PCBD1,11,5,-1.0819139544480258,1.6871228549143977e-05,0.034,0.007008164807620542,,,1,0.007008164807620542
ABHD14B,ABHD14B_-_52008040.23-P1,RBAK,11,6,-1.0478371327050229,4.744291985709114e-06,0.0489,0.00010289795761374644,0.3383,0.3731849326685681,9,0.00010289795761374644
GPR137,GPR137_+_64052316.23-P1,ACTR2,11,8,-1.0447823791909472,1.0864994365807049e-05,0.053,2.5869161077308344e-05,0.4602,0.2512308408595423,8,2.5869161077308344e-05
PRICKLE3,PRICKLE3_-_49042766.23-P1P2,TRIM44,11,7,-1.0427431358209107,0.0107518405357606,0.0121,0.33735530034001515,-0.0353,0.955053354071196,5,0.33735530034001515
PTDSS2,PTDSS2_+_450350.23-P1P2,MPG,11,5,-1.0392449945118267,0.0013159369961584,0.0067,0.5955928734567021,-0.1319,0.5297819815267324,25,0.5297819815267324
ELOVL1,ELOVL1_-_43833608.23-P1P2,GHITM,11,5,-1.0198502641838656,2.5898036500635773e-17,0.0357,0.004653518172539277,-0.885,0.00013034567027942607,12,0.00013034567027942607
CENPW,CENPW_-_126661477.23-P1P2,MARCKSL1,11,8,-1.009939899439393,0.019939751829351,-0.021,0.09520626072573651,0.4992,0.0019407572737700027,36,0.0019407572737700027
NUB1,NUB1_-_151038835.23-P1P2,ACBD6,11,7,-1.0094586679824578,1.6022991606138348e-06,,,,,0,
MYL12A,MYL12A_-_3247870.23-P1,BAG2,11,8,-0.9993089770713326,0.0008717280790505,,,,,0,
MFSD1,MFSD1_+_158519923.23-P1P2,CD63,11,6,-0.9689939901091952,5.111668130239417e-08,,,,,0,
STK38,STK38_-_36515194.23-P1P2,KDELR1,11,5,-0.9628773738815848,0.0128349543934247,,,,,0,
PDCD5,PDCD5_-_33072142.23-P1P2,PSME2,11,5,-0.943141735324118,3.8507458973419096e-25,,,,,0,
ELAVL1,ELAVL1_+_8070509.23-P1P2,WASF2,11,5,-0.9363143316993552,0.0591444901062824,0.0232,0.06629758946759794,-0.9731,0.00107887462047261,6,0.00107887462047261
DENR,DENR_+_123237807.23-P1P2,RIF1,11,7,-0.9336381900783168,1.1674925832823793e-13,0.039,0.0019822001475363845,0.0595,0.201459201139844,463,0.0019822001475363845
GPSM3,GPSM3_+_32160184.23-P1P2,SLC39A3,11,4,-0.9145022396601232,4.313718393632088e-07,,,,,0,
VPS26B,VPS26B_-_134094908.23-P1P2,SOD1,11,8,-0.9001034273425167,1.861938517936882e-05,,,,,0,
TFAP4,TFAP4_-_4322496.23-P1P2,GSTP1,11,8,-0.8802849507460451,0.0585201925968205,,,,,0,
SMARCD1,SMARCD1_-_50479401.23-P1P2,CENPE,11,6,-0.8352452397364545,0.0568831980590633,,,,,0,
MARCKSL1,MARCKSL1_+_32801809.23-P1P2,ERP29,11,9,-0.8179391943522322,0.0428032049827347,-0.0036,0.7728084971002173,-0.0174,0.9673860625094304,8,0.7728084971002173
RCCD1,RCCD1_-_91500418.23-P2,SERPINB1,11,5,-0.7821599185902988,0.0003547275483036,,,,,0,
CD2BP2,CD2BP2_-_30366557.23-P1P2,ATXN10,11,6,-0.7646743787166999,5.037060333446218e-05,0.0554,1.0997151444201257e-05,-0.0656,0.6509508779558559,50,1.0997151444201257e-05
MYB,MYB_-_135502542.23-P1P2,SOD1,11,8,-0.7495690465953265,0.0075759182805934,,,,,0,
RCC2,RCC2_+_17764696.23-P1,PFDN2,11,8,-0.7494702693673452,0.0035459014152145,,,,,0,
CNOT8,CNOT8_-_154238211.23-P1P2,ETFB,11,7,-0.742198527227554,0.0744417594887458,-0.0241,0.05586731497301964,-0.8317,6.7674704929985635e-09,31,6.7674704929985635e-09
MBIP,MBIP_+_36789486.23-P1P2,PRPF40A,11,5,-0.7388401468716511,0.0041823446599987,,,,,0,
FAR1,FAR1_-_13690642.23-P1P2,RNPEP,11,6,-0.7358308878586844,0.0043074767810485,,,,,0,
TRMT61B,TRMT61B_-_29093104.23-P1P2,ACAT2,11,8,-0.7216865826988348,0.0192477241987614,,,,,0,
CD2BP2,CD2BP2_-_30366557.23-P1P2,RGS10,11,5,-0.7058745808384383,3.5098410296355744e-08,0.0087,0.487882660201443,-0.1088,0.4424389970192667,52,0.4424389970192667
STAMBP,STAMBP_-_74056128.23-P1P2,ILF2,11,9,-0.6988934478986952,0.0003851403555079,,,,,0,
ATF1,ATF1_+_51157878.23-P1P2,TXNDC17,11,8,-0.6890026039368913,4.9469045190329774e-05,0.0706,2.030447977904599e-08,-0.3779,0.12205623390162323,18,2.030447977904599e-08
FAM241A,C4orf32_-_113066643.23-P1P2,TMA7,11,5,-0.6875375830965805,1.0175238732310273e-12,-0.0043,0.7316637748693441,-0.4372,0.0026748537521991767,45,0.0026748537521991767
ELOF1,ELOF1_+_11670004.23-P1P2,USP48,11,7,-0.6742765640265906,0.0193178304221152,0.0314,0.012856240497683264,0.032,0.5357834024401611,376,0.012856240497683264
HDAC3,HDAC3_+_141016415.23-P1P2,PFDN5,11,6,-0.6732883065247083,0.0901096647571287,0.0561,8.369474924714312e-06,-0.587,1.8026612411533492e-05,46,8.369474924714312e-06
NUB1,NUB1_-_151038835.23-P1P2,CDV3,11,7,-0.6716991240235652,3.3109719781360178e-06,,,,,0,
HK2,HK2_+_75061677.23-P1P2,MTDH,11,5,-0.629522244207241,0.000850796232462,0.0251,0.04616100127077785,-0.295,0.1941614042578462,21,0.04616100127077785
SLC35E1,SLC35E1_+_16683168.23-P1P2,SPN,11,4,-0.6129778494108026,0.0037817617531251,0.0361,0.0042106844447217275,0.0858,0.8020302497442806,11,0.0042106844447217275
SRSF11,SRSF11_+_70687220.23-P2,MITF,11,7,-0.6027900032571661,1.9304181776419963e-06,,,,,0,
PDE3B,PDE3B_-_14665379.23-P1P2,ANP32B,11,7,-0.5967976616783339,1.6822307374250213e-14,0.0851,1.3611471295376246e-11,0.157,0.4535431679099501,25,1.3611471295376246e-11
AHCYL1,AHCYL1_-_110527422.23-P1,HNRNPA0,11,8,-0.5828450339111252,0.0462074694071432,0.0121,0.33675772666222514,-0.8378,1.4297543462052869e-05,18,1.4297543462052869e-05
PEX6,PEX6_-_42946912.23-P1P2,ESD,11,8,-0.5750052340500569,0.0294382187158692,,,,,0,
CABIN1,CABIN1_-_24408062.23-P1P2,CD47,11,6,-0.5744679931067639,0.0477477854567574,0.023,0.06771887637472204,-0.0611,0.5089889593676005,119,0.06771887637472204
PDCD10,PDCD10_-_167452685.23-P1P2,NDUFA10,11,8,-0.5466703288217346,0.0784938231919146,,,,,0,
MED13,MED13_-_60142558.23-P1P2,CSNK2B,11,4,-0.5465567906704767,0.0028562510665904,,,,,0,
AP1B1,AP1B1_+_29784481.23-P1P2,ZNHIT1,11,6,-0.5445822818138202,4.289267902987247e-05,,,,,0,
TMEM203,TMEM203_+_140100093.23-P1P2,SLC25A1,11,6,-0.5412545808510211,0.0243566649616546,-0.0072,0.5694710891758853,-0.3106,0.32578969686922127,12,0.32578969686922127
SLC38A1,SLC38A1_+_46662757.23-P1P2,MTCH2,11,7,-0.5333700998326436,0.031931846174599,0.0185,0.14266632858543782,-0.1613,0.2306804390432293,57,0.14266632858543782
RNF10,RNF10_+_120972264.23-P1P2,GSTP1,11,5,-0.488469474978976,1.1079523417212704e-07,,,,,0,
PPP1CC,PPP1CC_+_111180646.23-P1P2,C22orf39,11,6,-0.4611630094422919,0.0635933974174353,,,,,0,
MIDN,MIDN_-_1248697.23-P2,CRKL,11,6,-0.4448233041494641,0.0015073772909237,0.053,2.591345602814537e-05,0.5125,0.19410506041487702,8,2.591345602814537e-05
NDUFB10,NDUFB10_-_2009571.23-P1P2,HMGB2,11,7,-0.4442043212449098,0.0005424142707014,-0.0115,0.36014680077007716,-0.2404,0.07991497361826351,54,0.07991497361826351
AP1B1,AP1B1_+_29784481.23-P1P2,PSIP1,11,6,-0.4261842443960469,0.0026952557029002,0.0044,0.7247668036035563,-0.198,0.19770176719096075,44,0.19770176719096075
RCCD1,RCCD1_-_91500418.23-P2,STMN1,11,6,-0.4220895297976816,3.629698106751413e-10,0.027,0.03194490432198442,-0.0017,0.9864828387502542,99,0.03194490432198442
CIAO1,CIAO1_+_96932066.23-P1P2,MAP7D1,11,8,-0.4102607957645188,0.0022708153043666,,,,,0,
SBNO1,SBNO1_-_123849323.23-P1P2,SAFB,11,5,-0.4078411018771083,0.0107708011066429,0.0272,0.03105339685873018,-0.0964,0.20727744021914707,173,0.03105339685873018
DENND2D,DENND2D_-_111743284.23-P1,SNX6,11,8,-0.3890827202484038,0.0013847206051043,,,,,0,
MAEA,MAEA_+_1303653.23-P2,PSMA7,11,5,-0.3833528297427051,8.741317149178688e-08,,,,,0,
METTL1,METTL1_+_58165829.23-P1P2,ACAT2,11,6,-0.3763795182684731,0.0041391127082955,,,,,0,
ZBTB7A,ZBTB7A_+_4066789.23-P1,PDCD2,11,8,-0.3645358595029289,9.737589501931756e-12,,,,,0,
METTL17,METTL17_-_21458170.23-P1P2,CD63,11,5,-0.3474173434021779,0.0334003281270382,,,,,0,
ENO2,ENO2_+_7023788.23-P1P2,CSDE1,11,7,-0.3396090969836225,0.0975590017784389,0.0299,0.01763335161143885,-0.5047,9.83752422944908e-07,84,9.83752422944908e-07
TRRAP,TRRAP_-_98476572.23-P1P2,ARL5A,11,8,-0.3102228949239446,0.0684016833274674,,,,,0,
SCOC,SCOC_+_141294841.23-P1P2,UBB,11,7,-0.2666518992507011,0.0527730776784554,,,,,0,
