target,guide_id,downreg_gene,seed_match_len,hamming_dist,log_fc,adj_pval,corr_de_all,pval_de_all,corr_de_signif,pval_de_signif,n_de_signif,pval_signif_min
COX17,COX17_-_119395995.23-P1P2,HSPD1,11,5,-0.2003508778719248,0.029557150017383,0.1157,3.247874038645074e-20,0.3467,8.938750451757438e-07,191,3.247874038645074e-20
LTN1,LTN1_+_30365073.23-P1P2,PYCARD,10,7,-3.673233125308955,0.0531085806012995,,,,,0,
RNF41,RNF41_+_56615615.23-P1P2,DNPH1,10,5,-3.600755027408949,9.362522895729358e-17,0.0227,0.07167370572235869,-0.0249,0.9019000935605614,27,0.07167370572235869
ZNF786,ZNF786_+_148787725.23-P1P2,GTF3C6,10,6,-2.9773696679624804,0.0126270026520442,,,,,0,
CDK5RAP3,CDK5RAP3_+_46048567.23-P1P2,USP33,10,7,-2.685176151940415,0.0381053727605869,,,,,0,
CDK13,CDK13_-_39989366.23-P1P2,CDC123,10,7,-2.6788097030370377,2.2637941361755247e-05,,,,,0,
UBE2W,UBE2W_+_74790945.23-P1P2,LGALS1,10,7,-2.415272650666896,0.0803798115918503,0.0552,1.163910110214884e-05,-0.3305,0.2701052379039186,13,1.163910110214884e-05
REEP5,REEP5_-_112257962.23-P1P2,BEX2,10,8,-2.322935263995127,0.0032298642331982,,,,,0,
CERK,CERK_+_47134030.23-P1P2,NDUFA8,10,5,-2.3220732676121982,3.4434892932052684e-08,0.0789,3.5919470433845765e-10,0.3136,0.14508704903466277,23,3.5919470433845765e-10
TRIB3,TRIB3_-_361463.23-P1P2,MGST1,10,9,-2.294090403589905,0.0556043176334725,,,,,0,
DDX17,DDX17_+_38902286.23-P1P2,MGST2,10,8,-2.264941240141632,7.926265879212959e-07,,,,,0,
TIMM8A,TIMM8A_-_100603638.23-P1P2,RAB29,10,9,-2.1211830645477274,7.197734584244666e-05,,,,,0,
MFSD4B,KIAA1919_+_111580588.23-P1P2,SSR4,10,9,-2.063484218748755,0.0002981641578547,0.004,0.7533847698276078,-0.7728,0.003210248096958654,12,0.003210248096958654
TMEM170A,TMEM170A_-_75498315.23-P1P2,CD33,10,10,-2.043425888218321,0.0510287788288845,,,,,0,
SMS,SMS_+_21959263.23-P1P2,DGUOK,10,6,-2.038768379148471,2.490586318923029e-13,,,,,0,
CAMK1,CAMK1_+_9811583.23-P1P2,CLSPN,10,7,-1.9953261571933625,9.425854275736e-12,,,,,0,
SMS,SMS_+_21959263.23-P1P2,GHITM,10,6,-1.9816111628453037,2.063547089461886e-21,-0.0144,0.2537414117376853,-0.1713,0.06480973556132107,117,0.06480973556132107
YES1,YES1_+_812201.23-P1P2,CHD3,10,6,-1.9072343485156589,0.0320569763441885,,,,,0,
EHMT2,EHMT2_+_31865447.23-P1P2,TIMP1,10,8,-1.8134865743887567,0.056148686755729,0.051,5.252797437511791e-05,-0.5798,3.5078514609886518e-06,55,3.5078514609886518e-06
SHOC2,SHOC2_-_112679397.23-P1P2,PHF6,10,6,-1.789536529099013,0.0260769382977702,0.0495,8.621898570516363e-05,-0.2489,0.019369846308165743,88,8.621898570516363e-05
IFT88,IFT88_+_21141505.23-P1P2,BAG2,10,7,-1.7866126189764098,2.1746813453003068e-05,,,,,0,
TMEM161B,TMEM161B_+_87564596.23-P1P2,WDR18,10,7,-1.7528917267716029,0.0818212417530636,,,,,0,
SLC38A1,SLC38A1_+_46662757.23-P1P2,PRKD3,10,5,-1.7432341475001791,0.0228232977713266,,,,,0,
SMAGP,SMAGP_-_51664162.23-P1P2,SNX4,10,8,-1.6182530419204062,0.0203019564772073,,,,,0,
METTL17,METTL17_-_21458167.23-P1P2,RAE1,10,6,-1.5864299362073069,0.0671239700491223,,,,,0,
TMBIM6,TMBIM6_-_50135390.23-P1P2,SSR3,10,8,-1.558652272248172,0.0541371129114711,0.0061,0.6289022335491078,-0.8737,9.041390893306231e-14,41,9.041390893306231e-14
THOP1,THOP1_-_2785924.23-P1P2,ANXA5,10,7,-1.54812538170937,3.326708503068949e-05,,,,,0,
OXCT1,OXCT1_-_41870442.23-P1P2,NAV1,10,8,-1.523866146110263,0.0026009632748616,,,,,0,
LTN1,LTN1_+_30365073.23-P1P2,NSA2,10,8,-1.4854298515817252,0.013960188897736,,,,,0,
METTL17,METTL17_-_21458167.23-P1P2,SSR3,10,6,-1.476858503450399,1.193819232914021e-06,-0.0039,0.7591876992182086,-0.5494,2.4689850920203948e-05,52,2.4689850920203948e-05
CDK13,CDK13_-_39989366.23-P1P2,NUDT5,10,7,-1.39936592401265,0.0094361393779567,,,,,0,
GANAB,GANAB_+_62414027.23-P1P2,MANF,10,5,-1.3668233907929308,0.0165638750829867,0.0496,8.27522923457514e-05,0.2204,0.36455526104548697,19,8.27522923457514e-05
SNX27,SNX27_-_151584780.23-P1P2,PPA2,10,6,-1.366009895474844,0.0947450856876649,0.0532,2.38722436597668e-05,-0.8112,7.360875145797686e-20,80,7.360875145797686e-20
UBQLN4,UBQLN4_+_156023201.23-P1P2,POLR2G,10,9,-1.3561166049337476,2.3195407109599325e-05,,,,,0,
CASP6,CASP6_-_110624289.23-P1P2,EXTL2,10,7,-1.3434010083987198,0.0486223530239206,,,,,0,
PPHLN1,PPHLN1_-_42720031.23-P1P2,SOD1,10,8,-1.3242140724608844,4.281078907037558e-06,,,,,0,
SLC38A1,SLC38A1_+_46662757.23-P1P2,SSNA1,10,6,-1.3182481918118074,4.783178902540527e-06,,,,,0,
GANAB,GANAB_+_62414027.23-P1P2,BLVRA,10,7,-1.312000727717529,0.0497530574355734,0.0089,0.4823530139505987,-0.0251,0.9322477419177679,14,0.4823530139505987
AAK1,AAK1_-_69870791.23-P1P2,UCHL5,10,5,-1.2890491568124731,2.1065286341415493e-05,,,,,0,
OXCT1,OXCT1_-_41870442.23-P1P2,TROAP,10,5,-1.2612744410683396,0.0466812758309096,0.0371,0.003280463274334932,-0.0415,0.8471956378260317,24,0.003280463274334932
ELP2,ELP2_+_33709768.23-P1P2,PLP2,10,8,-1.2225979638979094,2.1092177726823188e-05,,,,,0,
RAB4A,RAB4A_-_229406955.23-P1P2,PYURF,10,5,-1.202963703738961,2.5505478620846437e-39,,,,,0,
REEP5,REEP5_-_112257962.23-P1P2,HPRT1,10,5,-1.1983979997421412,0.0129116018190466,0.0077,0.5436896805185488,-0.1667,0.18088224602464717,66,0.18088224602464717
RHBDD1,RHBDD1_-_227700790.23-P1P2,HM13,10,7,-1.1855417935567951,0.0212046752588755,,,,,0,
DENR,DENR_+_123237807.23-P1P2,ESAM,10,9,-1.1854134862528944,0.0121647656172796,,,,,0,
GTSE1,GTSE1_-_46692879.23-P1P2,COPS2,10,10,-1.168236253871878,0.0748017001113909,,,,,0,
DIAPH1,DIAPH1_-_140998115.23-P1P2,HDAC1,10,5,-1.1560914089130854,0.0061240387202914,0.0319,0.011302364188365882,-0.8355,0.07809865963420888,5,0.011302364188365882
CLASP2,CLASP2_+_33759687.23-P1,CMAS,10,6,-1.1181830056519275,6.185179845462112e-06,0.0407,0.0012442893058545533,-0.3734,0.07227778704022994,24,0.0012442893058545533
FBXO21,FBXO21_+_117628257.23-P1P2,SPCS2,10,8,-1.098018578208783,0.0120524444761346,,,,,0,
PCBP4,PCBP4_-_52001423.23-P2,BLVRB,10,7,-1.075030642366997,0.0227671719737474,,,,,0,
SHOC2,SHOC2_-_112679397.23-P1P2,TRIM44,10,7,-1.0747980835485034,0.0183648774004241,0.0009,0.9408854183537434,-0.1224,0.3972908523079074,50,0.3972908523079074
NDUFB10,NDUFB10_-_2009571.23-P1P2,BEX2,10,8,-1.0421086951480911,0.0123723588070028,,,,,0,
SCOC,SCOC_+_141294841.23-P1P2,ATP6V0A1,10,5,-1.041400960168885,0.0140936624748811,,,,,0,
NRAS,NRAS_+_115259127.23-P1P2,NRDC,10,10,-1.0329015155016783,0.0026801842565798,,,,,0,
ARL8A,ARL8A_-_202113804.23-P1P2,PDIA3,10,5,-1.0324266457843654,0.029516287165861,,,,,0,
DNTTIP1,DNTTIP1_-_44420698.23-P1P2,PRIM1,10,7,-1.0320387204350256,0.07219192565993,,,,,0,
RRAGC,RRAGC_+_39325006.23-P1P2,COA5,10,8,-1.0055209064656707,0.0009412276112242,-0.0435,0.0005608117569456313,-0.3795,0.020541708318860135,37,0.0005608117569456313
RAB8B,RAB8B_+_63481787.23-P1P2,APOE,10,6,-0.947392880548996,0.000232230743212,,,,,0,
TMEM50B,TMEM50B_-_34852137.23-P1P2,RHEB,10,7,-0.9171714577367732,0.0003219985270389,,,,,0,
HDAC3,HDAC3_-_141016238.23-P1P2,UQCR10,10,8,-0.9146138387380486,0.0495036711146841,,,,,0,
TCIRG1,TCIRG1_-_67806485.23-P1P2,DECR1,10,6,-0.8680029048975836,2.5969027596706135e-05,0.0003,0.9838786908029358,0.0198,0.9464429277756558,14,0.9464429277756558
DNTTIP1,DNTTIP1_-_44420698.23-P1P2,SUPT16H,10,7,-0.8639612215237122,1.2321427083706846e-05,,,,,0,
TMEM127,TMEM127_+_96931705.23-P1P2,TMEM141,10,8,-0.8217374452487894,0.0032610148451295,,,,,0,
S100A11,S100A11_+_152009236.23-P1P2,PKM,10,6,-0.8115131345561301,0.0229168748215914,0.0048,0.7059342622668817,-0.8333,0.0007616876364689147,12,0.0007616876364689147
REEP5,REEP5_-_112257962.23-P1P2,CFD,10,7,-0.8103461332712228,0.0032298642331982,,,,,0,
OXCT1,OXCT1_-_41870442.23-P1P2,NT5DC2,10,8,-0.7316262253858848,0.0008141808690398,,,,,0,
CHMP1A,CHMP1A_+_89723672.23-P1P2,PSMB5,10,3,-0.7107232817246742,0.0540671101583157,0.0042,0.7413519050803807,-0.8377,2.4852890563865986e-12,43,2.4852890563865986e-12
FEZ2,FEZ2_+_36825278.23-P1P2,TIMP1,10,10,-0.6907231633448921,0.0249673356372486,0.0354,0.005000042006418496,0.168,0.38362942171152004,29,0.005000042006418496
POLD4,POLD4_+_67120706.23-P1P2,ST6GALNAC1,10,8,-0.6875339804153966,0.0056436677845886,,,,,0,
RNF41,RNF41_-_56615654.23-P1P2,HMGN3,10,7,-0.6682047990185023,0.006141534726757,,,,,0,
TWSG1,TWSG1_-_9334887.23-P1P2,UQCRFS1,10,10,-0.6213963421129686,0.0063882084392771,,,,,0,
ASH1L,ASH1L_+_155532507.23-P1P2,USP14,10,6,-0.6125492201800115,0.0333734893884477,0.0398,0.001591983026638288,0.0833,0.6094329028264462,40,0.001591983026638288
THOP1,THOP1_-_2785924.23-P1P2,SUMO2,10,6,-0.5979181891959023,5.842548502739647e-12,,,,,0,
LTBP4,LTBP4_-_41107300.23-P1,SPATC1L,10,8,-0.5850533066416442,1.0551957193832783e-10,,,,,0,
CHMP4A,CHMP4A_+_24682603.23-P1,LRPPRC,10,9,-0.5503258012252631,0.0841050521864692,-0.0091,0.4727793545559803,-0.7557,1.091661046985001e-11,57,1.091661046985001e-11
PPARGC1B,PPARGC1B_+_149110296.23-P1P2,ARPC3,10,7,-0.4913577212649425,2.3785296054222324e-08,0.006,0.6350689358481569,-0.0874,0.36364930652133737,110,0.36364930652133737
CCNL1,CCNL1_+_156877490.23-P1P2,DNM1L,10,6,-0.4891460450207521,0.0632357179431886,0.0537,2.0513030008660004e-05,0.0364,0.8628405608154284,25,2.0513030008660004e-05
SMS,SMS_+_21958834.23-P1P2,PABPC4,10,8,-0.4680548950598783,0.0498801924534826,,,,,0,
TIMM8A,TIMM8A_-_100603638.23-P1P2,EIF1B,10,6,-0.4583882424064771,0.005484826702954,,,,,0,
QSER1,QSER1_+_32914622.23-P1P2,JTB,10,6,-0.4502596939338843,0.0280524436853227,,,,,0,
DOHH,DOHH_+_3500631.23-P1P2,SAE1,10,6,-0.4446042765413442,0.0740447097310988,,,,,0,
CDIPT,CDIPT_+_29874463.23-P1P2,SLC25A37,10,6,-0.4118586569187953,0.0001976432694437,-0.0048,0.7018200135209317,-0.2977,1.0861044503935689e-11,500,1.0861044503935689e-11
RCCD1,RCCD1_-_91500418.23-P2,SLC25A5,10,10,-0.4045575170552261,1.7297918824608598e-06,0.0144,0.2523264670967873,-0.1946,0.04166463503878481,110,0.04166463503878481
ZNF706,ZNF706_+_102217338.23-P1P2,SET,10,10,-0.3643885108655922,0.0051708191809461,0.0356,0.00474337678888927,0.1417,0.4635756732177985,29,0.00474337678888927
TRIM35,TRIM35_+_27168743.23-P1P2,S100A11,10,5,-0.3612805414559402,0.0952453994662876,0.0061,0.628821778205457,-0.201,0.5310114715498443,12,0.5310114715498443
LTBP4,LTBP4_+_41120130.23-P2,ST13,10,8,-0.321425675473971,4.841361936672016e-15,,,,,0,
RAB4A,RAB4A_-_229406955.23-P1P2,GANAB,10,6,-0.3047191919321801,0.0325830367614218,0.0137,0.27753713054750506,-0.1138,0.5720858813894272,27,0.27753713054750506
PGAM1,PGAM1_-_99185976.23-P1P2,CCT5,10,8,-0.2824740734112996,0.0025182876604801,,,,,0,
CABIN1,CABIN1_-_24408062.23-P1P2,EEF1B2,10,8,-0.2513582603123712,3.110600532839728e-05,,,,,0,
CALM2,CALM2_-_47403900.23-P1P2,ASPM,9,6,-2.477028144151787,0.0001638254044427,0.0214,0.09020497419618904,-0.0783,0.8412560994030047,9,0.09020497419618904
ALG13,ALG13_+_110924898.23-P1P2,CD7,9,8,-1.9044550078179772,0.0008367719721145,,,,,0,
CCDC91,CCDC91_+_28343441.23-P1P2,ADI1,9,8,-1.903443174233722,0.0152039036389459,0.0162,0.199696693646297,-0.9648,0.00043889332288922684,7,0.00043889332288922684
TMEM203,TMEM203_+_140100093.23-P1P2,FAM177A1,9,9,-1.8594589234590573,0.0249919865491748,,,,,0,
PPME1,PPME1_+_73882513.23-P1P2,PCLAF,9,6,-1.8312827719763265,2.9314829996827115e-73,-0.0066,0.5998588773543538,-0.8302,3.211987786874309e-06,21,3.211987786874309e-06
PTEN,PTEN_+_89623582.23-P1P2,R3HDM1,9,6,-1.7146908064280613,0.0543754297830662,0.0294,0.01961693943819625,-0.1161,0.29284283364178226,84,0.01961693943819625
TMPO,TMPO_+_98909862.23-P1P2,COMT,9,9,-1.655321658035567,8.450490479499105e-50,,,,,0,
GAB2,GAB2_-_78128828.23-P1P2,GMFG,9,8,-1.6145524635066395,1.340853926508465e-07,,,,,0,
CCNL1,CCNL1_+_156877490.23-P1P2,PCBD1,9,8,-1.549693473930818,8.461278139298242e-11,-0.0331,0.008724275204498035,-0.0675,0.7773875871671388,20,0.008724275204498035
BRCC3,BRCC3_-_154299779.23-P1P2,TSC22D4,9,7,-1.3886425881699216,0.0529442156780142,0.0188,0.1355638927167286,-0.1414,0.5001975388602071,25,0.1355638927167286
TFDP1,TFDP1_+_114239040.23-P1P2,PYCARD,9,8,-1.3762801152311364,3.7085737324017223e-13,,,,,0,
FAR1,FAR1_-_13690253.23-P1P2,HIRA,9,8,-1.3467629964363834,2.5150546794925504e-06,,,,,0,
PHF12,PHF12_+_27278322.23-P1P2,PCBD1,9,7,-1.3460895793672891,1.573234653663338e-05,0.0229,0.06976358061034478,0.0784,0.5480524984948286,61,0.06976358061034478
GLRX3,GLRX3_-_131934733.23-P1P2,ARIH1,9,8,-1.2869382242222185,0.0317027898747658,,,,,0,
NOMO1,NOMO1_+_14927924.23-P1P2,SPRYD4,9,6,-1.1797875346865696,0.0024140336372616,,,,,0,
NCOA6,NCOA6_+_33413238.23-P1P2,KRT18,9,7,-1.136229176503058,3.936890883709959e-11,,,,,0,
SLC35E1,SLC35E1_+_16683168.23-P1P2,QDPR,9,6,-1.1250569471565262,0.0272113434343879,0.0778,6.573193198696744e-10,-0.2237,0.4421001131843158,14,6.573193198696744e-10
GFOD2,GFOD2_-_67753186.23-P1P2,HSD17B11,9,10,-1.0878107897696263,0.0550516155069805,0.0007,0.9554183831561245,-0.2844,0.05828571759474566,45,0.05828571759474566
RCCD1,RCCD1_-_91500418.23-P2,HINT2,9,6,-1.087459451930442,0.0004832681200152,-0.0295,0.01931170554152798,-0.0761,0.4562357929506246,98,0.01931170554152798
ALG2,ALG2_+_101984159.23-P1P2,ABRACL,9,7,-0.9817418922561302,1.2803918170741664e-08,,,,,0,
PLEKHA8,PLEKHA8_+_30068089.23-P1P2,GMNN,9,9,-0.9204773133509722,4.729741259298291e-05,-0.0238,0.05957934400040568,-0.3895,0.16868543325274651,14,0.05957934400040568
NOMO1,NOMO1_+_14927924.23-P1P2,SMPD4,9,8,-0.9151696284356058,0.0001063556291636,,,,,0,
GFOD2,GFOD2_-_67753186.23-P1P2,ETFA,9,6,-0.8862948450224694,2.1517375426582265e-05,,,,,0,
PAICS,PAICS_+_57302308.23-P1P2,NASP,9,10,-0.8845485885169716,0.0152020913094387,,,,,0,
RRAGC,RRAGC_+_39325006.23-P1P2,GNPAT,9,10,-0.8823768714608823,0.0285870291608407,0.0089,0.47906193666211894,-0.1655,0.4505472821599821,23,0.4505472821599821
RTRAF,C14orf166_+_52456289.23-P1P2,U2AF2,9,8,-0.8741437113748313,0.0801107427022114,,,,,0,
SLC38A1,SLC38A1_+_46662783.23-P1P2,TOP2A,9,10,-0.8685914865757893,0.0064025693419779,,,,,0,
DOHH,DOHH_+_3500631.23-P1P2,RPF2,9,10,-0.801500542526178,0.0105510310633959,,,,,0,
ELOB,TCEB1_+_74884299.23-P1P2,GMFG,9,8,-0.8008259099959522,0.0058999517949471,,,,,0,
DHX36,DHX36_+_154042240.23-P1P2,MT2A,9,9,-0.7690205240693903,0.0417694114168335,-0.0797,2.41858034147912e-10,-0.1185,5.1313428648059865e-06,1472,2.41858034147912e-10
INO80B,INO80B_-_74682266.23-P1P2,MICOS10,9,9,-0.7091714905687274,0.0936635389346225,,,,,0,
RTRAF,C14orf166_+_52456289.23-P1P2,APOE,9,10,-0.6757526103737196,8.229273701550583e-11,,,,,0,
SLC35B2,SLC35B2_-_44225181.23-P1P2,GYPC,9,8,-0.6701113820105385,0.0300460887810301,-0.0304,0.01586792566960845,-0.4816,0.003932527306861531,34,0.003932527306861531
NOMO1,NOMO1_+_14927924.23-P1P2,GNPAT,9,6,-0.6598106404612784,0.001593304730923,0.0252,0.0456811384786537,0.0869,0.38013566343369737,104,0.0456811384786537
NONO,NONO_-_70503915.23-P1P2,APOE,9,7,-0.6355910298342954,0.0015416846499789,,,,,0,
EARS2,EARS2_+_23568615.23-P1P2,RBM12,9,6,-0.6300749932113323,0.0992824329885811,0.0039,0.7595034800622433,-0.2039,0.012344049972403449,150,0.012344049972403449
TMEM203,TMEM203_+_140100093.23-P1P2,TXN2,9,5,-0.6081934613372458,0.0243566649616546,,,,,0,
TRMT2B,TRMT2B_+_100307067.23-P1P2,KIF2A,9,8,-0.6070517550798008,0.0988463263168595,,,,,0,
RTRAF,C14orf166_+_52456289.23-P1P2,FDFT1,9,9,-0.5667330386749918,0.0539683207429649,0.0135,0.28359272967733384,-0.0996,0.04102511947380721,421,0.04102511947380721
XRCC1,XRCC1_-_44079606.23-P1P2,ETFB,9,7,-0.5642193988835147,2.80628940650094e-10,0.032,0.011086840047982313,-0.4115,0.003306003082679513,49,0.003306003082679513
EIF3H,EIF3H_-_117767820.23-P1P2,HELLS,9,9,-0.5469812767013947,0.0706892387932272,,,,,0,
TP53RK,TP53RK_+_45317813.23-P1P2,ACAT2,9,6,-0.5431139909360092,0.0136495088051579,,,,,0,
FAM241A,C4orf32_-_113066643.23-P1P2,BLOC1S1,9,9,-0.5422135920967976,0.0840701403398968,,,,,0,
NOMO1,NOMO1_+_14927924.23-P1P2,C1orf131,9,6,-0.5328774868967253,0.0018128850892803,,,,,0,
YES1,YES1_+_812201.23-P1P2,SAP18,9,9,-0.5238919800393365,0.0510966714975304,,,,,0,
LIMD2,LIMD2_-_61776694.23-P1P2,COMT,9,8,-0.5157123018339229,0.0414003279983293,,,,,0,
PINK1,PINK1_-_20960044.23-P1P2,FUOM,9,7,-0.5060437653085295,4.6065182334329434e-14,-0.0082,0.5145108104200495,0.5216,0.0013106069619835173,35,0.0013106069619835173
LTBP4,LTBP4_+_41120130.23-P2,PBX2,9,6,-0.5000256754459218,0.0030611871386806,-0.0136,0.2798449758858941,-0.2929,0.0046064053167329125,92,0.0046064053167329125
C5orf30,C5orf30_+_102594537.23-P1P2,SEPTIN6,9,6,-0.4860311029638481,0.0946874249744205,,,,,0,
ELOF1,ELOF1_+_11670004.23-P1P2,OLA1,9,9,-0.4752253688439232,0.0014856948651621,,,,,0,
SRSF10,SRSF10_-_24306749.23-P1P2,ENSA,9,9,-0.4685813775438261,0.0351895517855184,0.0184,0.14447094423853368,-0.0186,0.8649102193669526,86,0.14447094423853368
GAB2,GAB2_-_78128828.23-P1P2,DGKZ,9,8,-0.4669008801399671,0.0805132865447148,,,,,0,
MED19,MED19_+_57479662.23-P1P2,RHEB,9,8,-0.4637016768345973,0.0354950693634523,,,,,0,
MED19,MED19_+_57479662.23-P1P2,UCHL5,9,10,-0.4477585407326235,0.0682513341637011,,,,,0,
PINK1,PINK1_-_20960044.23-P1P2,LRIF1,9,9,-0.4397588022379389,1.0244270673488135e-09,,,,,0,
EIF3H,EIF3H_+_117768010.23-P1P2,SHMT2,9,9,-0.4253502044152875,0.0895006605327976,,,,,0,
SBNO1,SBNO1_-_123849326.23-P1P2,SAFB,9,7,-0.4078411018771083,0.0107708011066429,0.0272,0.03105339685873018,-0.0964,0.20727744021914707,173,0.03105339685873018
GAB2,GAB2_-_78128828.23-P1P2,EPB41L2,9,11,-0.3975019084945556,0.0078430860093399,,,,,0,
WDR26,WDR26_+_224622428.23-P1P2,TFAM,9,6,-0.3949933774498952,0.0267824217939656,0.0731,6.324419714675707e-09,0.0781,0.2880515523211093,187,6.324419714675707e-09
DOHH,DOHH_+_3500631.23-P1P2,LRPPRC,9,7,-0.3752483071323553,0.0381281797582048,0.035,0.005510198504259562,0.0357,0.30456321014464915,828,0.005510198504259562
COX6B1,COX6B1_+_36139202.23-P1P2,TRIM28,9,10,-0.3745722275139761,0.0115164374394614,,,,,0,
ELOB,TCEB2_+_2827251.23-P1P2,ABT1,9,8,-0.3734121726472283,0.0975279576419236,,,,,0,
GAB2,GAB2_-_78128828.23-P1P2,MIS18A,9,7,-0.3645027424184969,0.0990634263829358,,,,,0,
ACTR8,ACTR8_+_53916157.23-P1P2,VPS28,9,9,-0.3640959096873129,0.0434099813941635,,,,,0,
NOMO1,NOMO1_+_14927924.23-P1P2,BUD23,9,7,-0.3584411771309593,0.0079777428574439,,,,,0,
NKAPD1,C11orf57_+_111945314.23-P1P2,PPIA,9,8,-0.3557772501104833,0.0003817251961918,,,,,0,
TFDP1,TFDP1_-_114239078.23-P1P2,GPBP1,9,10,-0.3544242319794232,0.0712632716892649,,,,,0,
INTS10,INTS10_+_19674977.23-P1P2,EEF1G,9,10,-0.3481623974784633,0.0731897150983772,,,,,0,
FAM117A,FAM117A_+_47841442.23-P1,SSR3,9,9,-0.3479825353992079,0.0024550493466159,0.0016,0.8990523260801158,-0.8218,2.5496643015137123e-10,38,2.5496643015137123e-10
ELOF1,ELOF1_+_11669989.23-P1P2,MAPK1,9,9,-0.3349686969995293,0.0316977353032471,,,,,0,
TMEM131,TMEM131_-_98612356.23-P1P2,CSNK2B,9,9,-0.3300786984764027,0.0368658557737653,,,,,0,
DNAJC8,DNAJC8_+_28559468.23-P1P2,DCP2,9,9,-0.3197799255505442,0.0190202327323918,0.0403,0.0014051307218722329,0.0129,0.8036277705648411,372,0.0014051307218722329
CYC1,CYC1_-_145149982.23-P1P2,YDJC,9,9,-0.3029406749886292,0.03311663711646,,,,,0,
FEN1,FEN1_-_61560380.23-P1P2,ARF1,9,6,-0.2996786886284592,0.044531873554375,-0.0289,0.022050288729940668,0.0941,0.7104611259593069,18,0.022050288729940668
UBQLN4,UBQLN4_+_156023201.23-P1P2,APOE,9,8,-0.2913005231887896,0.0730408211899009,,,,,0,
SMARCB1,SMARCB1_+_24129228.23-P1,CENPX,9,8,-0.2872969796876815,0.0686812153671318,,,,,0,
MLEC,MLEC_-_121124994.23-P1,KIF2A,9,10,-0.254354220371759,0.0495313812558456,,,,,0,
UBQLN4,UBQLN4_+_156023201.23-P1P2,ATP5MC2,9,6,-0.2426621496853817,0.0231330195511372,,,,,0,
NFRKB,NFRKB_+_129765408.23-P1P2,PAICS,9,8,-0.240137218936942,0.0027051600240906,-0.0189,0.13456598735605851,-0.0389,0.2884235195827855,745,0.13456598735605851
COX17,COX17_-_119396037.23-P1P2,ATP5MC3,9,8,-0.2145357373048573,0.0019278354132523,-0.0114,0.3664617974253328,-0.0524,0.4730661678099983,190,0.3664617974253328
NOMO1,NOMO1_-_14927632.23-P1P2,EIF3L,9,11,-0.1638189850308917,0.0781248833896946,0.0198,0.11573143298227971,-0.0132,0.8837926096879877,126,0.11573143298227971
PINK1,PINK1_-_20960044.23-P1P2,STRBP,9,9,-0.1579219337964889,0.0753818157462551,0.0033,0.791942704701463,0.3469,0.2052722715803605,15,0.2052722715803605
ELOB,TCEB2_+_2827251.23-P1P2,SUMO2,9,8,-0.1282848630411557,0.0958522290942956,,,,,0,
CALM2,CALM2_-_47403900.23-P1P2,UBE2B,8,9,-2.664410052222024,0.0033315838136517,,,,,0,
PDK2,PDK2_-_48172712.23-P1P2,METTL5,8,8,-2.3295257389133504,7.204340442037893e-05,0.0108,0.3918765219239784,-0.8576,0.06313958515331669,5,0.06313958515331669
ELF4,ELF4_-_129244473.23-P1P2,GALM,8,9,-2.324852737510249,0.0060836165847368,0.01,0.4295824240158549,-0.7219,0.10523387264284917,6,0.10523387264284917
PYGB,PYGB_+_25228746.23-P1P2,PAPSS1,8,11,-2.2661171820559782,7.23875328529645e-10,-0.0076,0.5450699668834531,-0.1517,0.09262610260507008,124,0.09262610260507008
UBE2W,UBE2W_+_74791034.23-P1P2,COMT,8,5,-2.0121454745624656,1.251887077926157e-18,,,,,0,
XPR1,XPR1_-_180601544.23-P1P2,NLN,8,9,-1.9740694679259223,1.6350475376939416e-05,0.0049,0.699158294793125,-0.3785,0.05156769775280539,27,0.05156769775280539
GAB2,GAB2_-_78128828.23-P1P2,AIF1,8,8,-1.94383698012459,2.2520442038221247e-07,,,,,0,
SPIN1,SPIN1_+_91003746.23-P1P2,NCAPH,8,6,-1.9265896814919707,0.0648309942577537,,,,,0,
NECAP2,NECAP2_-_16767269.23-P1P2,MGST1,8,7,-1.9018025667567011,7.940599105513952e-10,,,,,0,
KRR1,KRR1_+_75905342.23-P1P2,PSAT1,8,9,-1.8597830674006892,0.0038490418160997,0.0015,0.905362517021521,-0.0947,0.0011141666304758401,1182,0.0011141666304758401
NSFL1C,NSFL1C_-_1447000.23-P1P2,CLSPN,8,7,-1.763883627654537,0.0184859680088562,,,,,0,
WDR82,WDR82_-_52312175.23-P1P2,TAF15,8,8,-1.6973761811932544,0.0273763640745968,0.0055,0.6637488739214242,-0.0594,0.21904968328140462,430,0.21904968328140462
GDI1,GDI1_-_153665561.23-P1P2,GOLGB1,8,10,-1.6662700461337814,0.0068313460061075,0.0002,0.9885417681337826,-0.8305,0.010675757439383317,8,0.010675757439383317
HEXIM1,HEXIM1_-_43225895.23-P1P2,LGALS1,8,9,-1.4470476814156386,0.0337980477108947,0.0405,0.0013304706579273272,-0.3655,0.003768409192654673,61,0.0013304706579273272
ELOF1,ELOF1_+_11670004.23-P1P2,CAVIN1,8,7,-1.2356466593026851,0.0022907014716576,,,,,0,
DPH2,DPH2_-_44435714.23-P1P2,EIF4E,8,4,-1.2228686317011792,0.0119834349927695,,,,,0,
CNOT6,CNOT6_-_179921641.23-P1P2,CHCHD4,8,9,-1.1926257315082072,0.0958044736562378,,,,,0,
