gene_name,direct_effect,lm_coef,tf,condition
NIBAN1,-0.386736688426869,-0.06484693951848722,GATA3,Rest
OSM,-0.6705336215035475,0.045360807833173256,GATA3,Rest
PDCL3,0.260261294147281,-0.021933655522300054,GATA3,Rest
PKM,0.6495705604694371,-0.009321290691800906,GATA3,Rest
PRKAG1,-0.2590368068211027,0.04704313454082311,GATA3,Rest
PTGER4,-1.1347243406776957,0.020001368562830586,GATA3,Rest
PTPN22,0.3769136363781084,0.1404585845849813,GATA3,Rest
RAB3GAP1,-0.4841535052459523,0.007796911300285928,GATA3,Rest
RBM38,-0.5679685500837872,0.025520812214438096,GATA3,Rest
RCSD1,-0.3218292949190779,0.09909340660058058,GATA3,Rest
RGS16,-1.924546227471202,0.03442519392645853,GATA3,Rest
RNF149,-0.3106712764174815,-0.027607298049459047,GATA3,Rest
RSAD2,-0.573825394028916,-0.11173713546036881,GATA3,Rest
S100A11,-0.6822246413249957,0.03397431726750764,GATA3,Rest
SLC35D1,0.2920165356909087,-0.0628485278939903,GATA3,Rest
SLFN5,-1.150149839982821,-0.0743327381077833,GATA3,Rest
STK17B,0.3164857653123804,-0.10095753119319995,GATA3,Rest
SUB1,0.2154513082506604,-0.01682703302586635,GATA3,Rest
SYF2,-0.201225597312832,-0.043047677565757614,GATA3,Rest
SYNE3,0.289293178361897,0.043824547804021896,GATA3,Rest
SYTL2,-0.4682824051097166,0.011336761328176174,GATA3,Rest
TP53BP1,-0.3353087653219202,-0.02085537609014244,GATA3,Rest
TSNAX,-0.3015344065259107,0.03216117070113468,GATA3,Rest
WHRN,-3.277780624528141,0.024019498606635832,GATA3,Rest
WWP1,-0.4844860392135404,0.012673755827121089,GATA3,Rest
ZBED5,0.2734557241290706,0.018856700060265616,GATA3,Rest
ZNF792,-0.8143572274560907,0.029746286988648337,GATA3,Rest
CALM1,0.4189645055034408,0.09582980116262955,MED12,Stim8hr
CENPU,-0.4921003009939497,0.16621780751660095,MED12,Stim8hr
CITED2,0.8201493595440961,0.13541203825924059,MED12,Stim8hr
FAIM,1.0591118487435494,-0.05914539136870458,MED12,Stim8hr
GEMIN6,-0.5941416758654671,0.09143319570832062,MED12,Stim8hr
GOLM2,0.5111650639037176,0.017784049045651784,MED12,Stim8hr
H1-2,0.4473616105844195,,MED12,Stim8hr
HEXIM1,0.4666011414438156,0.26296755713114417,MED12,Stim8hr
INTS10,-0.3456663948130912,0.2350733339206141,MED12,Stim8hr
PPP6R1,-0.1575822224020691,-0.08489680744493405,MED12,Stim8hr
SRSF7,-0.4361784157446388,,MED12,Stim8hr
WWOX,-0.6327121719260472,-0.1523876497240027,MED12,Stim8hr
FAIM,0.9571947783048343,0.10973433459116526,MED12,Stim48hr
GBA1,0.5409844464439777,-0.27330983517453405,MED12,Stim48hr
H4C3,-0.3414940828554012,0.11576546882295595,MED12,Stim48hr
C12orf57,-0.488287757161233,0.3008176486591746,MED12,Rest
FAIM,0.9065850388119624,-0.006240399336945174,MED12,Rest
GBA1,-0.3604895199018262,-0.11389429554805103,MED12,Rest
GEMIN6,-0.4822022071263767,,MED12,Rest
H1-4,-0.54229945569151,0.0014222269393520948,MED12,Rest
H4C3,-0.4801485055893799,-0.15951611150046077,MED12,Rest
INO80C,0.3582475201350206,-0.13556280232538442,MED12,Rest
ACSL6,0.8350165080259927,-0.05859941610632593,REST,Stim8hr
ATP6V0A1,1.4915156366384223,-0.06787837737672078,REST,Stim8hr
BBC3,1.1336019559768105,-0.13010498670392526,REST,Stim8hr
BICDL1,0.4926437711437949,-0.05672107338246598,REST,Stim8hr
CASKIN2,1.8447332545382995,,REST,Stim8hr
CELSR3,2.387641031280916,0.08271932070598637,REST,Stim8hr
CHPF,0.679527718003154,-0.13281616275331218,REST,Stim8hr
CYB5R4,0.4088386942090312,0.038072313271221875,REST,Stim8hr
DNMT3A,0.344619323802203,-0.11894661960492206,REST,Stim8hr
ECSIT,0.5582483317097459,0.013949325220342673,REST,Stim8hr
FBXL15,1.0534363758985974,0.1157639282936796,REST,Stim8hr
GNG4,1.4221785393368287,-0.0007493927207689042,REST,Stim8hr
GOLGA7B,3.897658933465929,0.10457483136973232,REST,Stim8hr
KCNH4,2.2235732845200262,0.07963737712317769,REST,Stim8hr
LRP11,1.3380634846373496,0.13511702069599074,REST,Stim8hr
MANEAL,2.29347644849484,,REST,Stim8hr
PSD,2.819933428358741,-0.04531040968438185,REST,Stim8hr
PUS3,0.514889187815435,0.10664176774075407,REST,Stim8hr
RAB37,1.753240491036365,0.012884200889973005,REST,Stim8hr
RAB39A,3.5307312560101787,,REST,Stim8hr
SLC35G2,2.75801448647861,,REST,Stim8hr
SYP,4.704671521090889,-0.07795814117629402,REST,Stim8hr
TMEM178B,1.6185545668955588,-0.07206083565190528,REST,Stim8hr
YIF1A,0.5068146074466603,0.023938482859392634,REST,Stim8hr
ATP1A3,3.544154338233368,0.04226040390540414,REST,Stim48hr
BICDL1,0.7406554484975854,0.055485454083429454,REST,Stim48hr
CASKIN2,2.724795197266716,,REST,Stim48hr
CELSR3,2.32586531035674,0.010632331428674377,REST,Stim48hr
CHPF,0.6475230247179535,0.047863621132629874,REST,Stim48hr
ECSIT,0.7547672497811763,-0.048694460725671004,REST,Stim48hr
GNG4,5.013806589632358,0.00526052227767502,REST,Stim48hr
GOLGA7B,3.0884170094469607,0.04738835149364177,REST,Stim48hr
LRP11,2.194910210454017,0.07584150841351237,REST,Stim48hr
MANEAL,3.117394648810263,,REST,Stim48hr
MAPK11,1.3683883327725348,0.07120996416025444,REST,Stim48hr
PODXL2,2.209103730606952,0.06298317227918872,REST,Stim48hr
RAB39A,5.036041930318071,,REST,Stim48hr
SLC35G2,2.627436945721144,,REST,Stim48hr
SYP,4.592607339403399,0.013974463853331977,REST,Stim48hr
ACSL6,0.9285133397504104,-0.019823311356049193,REST,Rest
ATP1A3,3.488156357192928,0.1716444807046537,REST,Rest
ATP6V0A1,2.0117847017386343,0.06561497039954553,REST,Rest
BICDL1,1.3018586630598818,0.04004170086919183,REST,Rest
CDK5R1,2.091531900258768,0.11891501257853995,REST,Rest
CELSR3,2.877230505936448,-0.004427447814837947,REST,Rest
CHPF,1.648003523324024,0.02775476417053307,REST,Rest
CYB5R4,0.5376737846347388,0.08847716921946253,REST,Rest
GNG4,4.38492075873248,0.15763419160238623,REST,Rest
GOLGA7B,1.990690988132573,,REST,Rest
LRP11,1.7152639573398023,0.09385999905296097,REST,Rest
MANEAL,3.098354708865269,,REST,Rest
MAPK11,1.6746396844145608,0.12332274464105634,REST,Rest
NPDC1,0.7451058300692269,0.010885966596958596,REST,Rest
PODXL2,2.2237657767521504,0.0766443986707603,REST,Rest
PSD,2.9286672484806253,0.048423880254154616,REST,Rest
RAB39A,3.9999143387615694,,REST,Rest
SLC35G2,5.07021352677897,,REST,Rest
SMPD3,1.877552184778148,-0.015632327835313653,REST,Rest
SYP,4.89103385966303,0.05349708103416047,REST,Rest
TMEM181,0.5744241521935737,0.029525611861341727,REST,Rest
IFNG,-1.8176177832607816,0.3537902840511738,TBX21,Stim8hr
IFNG,-3.291278412056606,0.16324861994611192,TBX21,Stim48hr
ITGAL,-0.3650070920661611,0.3336033182436595,TBX21,Rest
ZNF562,1.445633056154102,0.16293223739508073,TRIM28,Stim8hr
DUSP6,-0.6224103486047843,0.08494306481959056,TRIM28,Stim48hr
ZNF562,1.0958527629641688,0.014799716812155179,TRIM28,Stim48hr
ZNF562,1.6517745563529995,0.1197731998588157,TRIM28,Rest
AAMP,0.1171304359667387,,YY1,Stim8hr
ACP2,-0.3655779557682566,0.04868726411478486,YY1,Stim8hr
ACTR5,0.2706963630091494,-0.08093238897671307,YY1,Stim8hr
AKT1S1,0.5740420984340591,-0.01855199161582744,YY1,Stim8hr
ALG3,0.3301705475359597,0.03538314071257435,YY1,Stim8hr
ALKBH8,-0.4653199615627298,-0.018054511897327565,YY1,Stim8hr
AP3S1,0.2449184803669482,0.018933343943204825,YY1,Stim8hr
ASTE1,-0.4491063966934198,0.015209135204882752,YY1,Stim8hr
ATF1,0.1617514675283316,0.0648937210019862,YY1,Stim8hr
ATG12,0.1588940768443028,-0.045376414135929126,YY1,Stim8hr
ATG4B,0.1697909638991606,0.027878567115628167,YY1,Stim8hr
ATP5MC1,0.3607928151335083,-0.016140362887132234,YY1,Stim8hr
BNIP1,-0.2995419408992049,,YY1,Stim8hr
BUD13,-0.203929438686066,,YY1,Stim8hr
C12orf43,-0.2544309734425521,0.03700039385590033,YY1,Stim8hr
C8orf33,0.2159525654961784,-0.0005233169314681468,YY1,Stim8hr
CAB39L,1.024978598736861,0.026044039412172003,YY1,Stim8hr
CCDC117,0.2761669359763108,-0.008583997700190554,YY1,Stim8hr
CCDC186,-0.3893559686294924,0.011138527821069093,YY1,Stim8hr
CEP350,-0.2385861359865744,0.025817094065754897,YY1,Stim8hr
CHCHD5,-0.3826852146914839,0.02225601469867542,YY1,Stim8hr
CLK1,-0.2399448124191845,-0.004810753563657427,YY1,Stim8hr
CNOT3,0.2108642897120741,,YY1,Stim8hr
COMMD10,-0.5614050739918864,0.0018470466739732615,YY1,Stim8hr
COQ9,0.3490176584548825,0.004354489259896852,YY1,Stim8hr
CSNK2A1,0.3112380622164882,0.042634282214098984,YY1,Stim8hr
CTDNEP1,0.2905939436245535,-0.008928334220322083,YY1,Stim8hr
DARS2,-0.2603353221189778,0.014709667908906893,YY1,Stim8hr
DDX17,0.1837058737616926,-0.03926200795246014,YY1,Stim8hr
DOHH,0.1770942703108682,0.05961525174594764,YY1,Stim8hr
EIF2A,-0.1951944252403996,0.028653717655931076,YY1,Stim8hr
EIF2D,0.2969494465499416,0.023351149996781645,YY1,Stim8hr
EMC6,0.3757721578105625,0.00858146354853153,YY1,Stim8hr
EMC7,-0.1283660770093306,0.03181568453101923,YY1,Stim8hr
ENOSF1,-0.5237196219606293,0.055124659610270965,YY1,Stim8hr
ERCC8,-0.4388603511931451,-0.031180520700635345,YY1,Stim8hr
ERH,0.1370139076086893,,YY1,Stim8hr
ERI3,0.1940747849612838,0.021287586281929186,YY1,Stim8hr
FBXO38,-0.2538151710079209,0.0297383172101496,YY1,Stim8hr
FBXO45,0.227498955166766,0.021236906083914476,YY1,Stim8hr
FEM1A,0.1773573886353393,0.0323801453730912,YY1,Stim8hr
GATB,-0.2909358992618344,-0.0058607310175673374,YY1,Stim8hr
GTF3C6,-0.1102888813834124,0.006102114222572237,YY1,Stim8hr
HACD2,-0.2690545889661715,-0.010662707430545815,YY1,Stim8hr
INO80,-0.2390035910264038,0.11502176761471408,YY1,Stim8hr
IPPK,0.2942677554336284,-0.010218925783601156,YY1,Stim8hr
ISCU,0.2330040714088315,,YY1,Stim8hr
JMJD6,0.2192096690750762,0.008927068453384552,YY1,Stim8hr
KIDINS220,-0.6124431771020337,0.039040628553187226,YY1,Stim8hr
KIF15,-0.6047327799706477,-0.03334878858337954,YY1,Stim8hr
KIF22,-0.4589680395917981,0.015093504313598174,YY1,Stim8hr
LRRC41,0.3731430213131622,-0.0007592662409785164,YY1,Stim8hr
LSM7,0.2356791204472309,,YY1,Stim8hr
MAU2,0.4156337730821895,0.016982255819774084,YY1,Stim8hr
MED4,0.1077703616516853,,YY1,Stim8hr
MESD,-0.2518928826354839,-0.045962565429154195,YY1,Stim8hr
METTL25,-0.7942783287913484,-0.026758160256103364,YY1,Stim8hr
METTL3,0.1890815092164958,0.002869517901132084,YY1,Stim8hr
MKS1,-0.6997811753467867,0.0015825535143040546,YY1,Stim8hr
MTDH,-0.1362868010712634,0.005109159391810957,YY1,Stim8hr
MTO1,-0.291368787320906,-0.00045858436044591763,YY1,Stim8hr
NAPEPLD,-0.7014003715311301,-0.07246267989591304,YY1,Stim8hr
NCBP3,-0.1982593501816182,0.03980660941527315,YY1,Stim8hr
NCSTN,-0.1605743254105422,,YY1,Stim8hr
NDUFA5,-0.81193581503451,-0.006910750246504612,YY1,Stim8hr
NDUFAB1,0.1542468246430176,,YY1,Stim8hr
NDUFB1,0.2195289856478985,0.015007065221450316,YY1,Stim8hr
NDUFS7,0.2137056019883972,0.01895911543959421,YY1,Stim8hr
NFYC,-0.1909154947447646,,YY1,Stim8hr
NIP7,0.2051953633879745,0.00978955537571542,YY1,Stim8hr
NSL1,-0.2581692171742124,0.017123285887828903,YY1,Stim8hr
NUDC,0.2361122029589266,,YY1,Stim8hr
NUP205,-0.2103241545557091,,YY1,Stim8hr
NUS1,-0.1346722414177576,-0.0010196899524903616,YY1,Stim8hr
OXA1L,-0.2103989045031063,0.029340341998766725,YY1,Stim8hr
PCGF1,-0.4885233114979237,-0.004503429872960483,YY1,Stim8hr
PEF1,-0.1966055066164123,-0.008364270522507287,YY1,Stim8hr
PFDN2,0.1694751098582629,,YY1,Stim8hr
PICK1,-0.795135521984402,0.0014493745001080624,YY1,Stim8hr
PIGK,-0.5375141789932035,-0.003207144252275154,YY1,Stim8hr
PIK3C3,0.2403698085462765,-0.027854993789321585,YY1,Stim8hr
PPP1R7,0.327028849212615,0.029045562480713345,YY1,Stim8hr
PPP1R8,0.1861621597124835,0.014387339121546753,YY1,Stim8hr
PPP4R3B,0.1346965822263024,-0.0039850335596625895,YY1,Stim8hr
PPT1,-0.34171258721389,-0.055550071951521236,YY1,Stim8hr
PRKAR1B,0.2630753752002069,0.023736065050103214,YY1,Stim8hr
PRKCSH,-0.1881788933802476,0.00809494623026118,YY1,Stim8hr
PSMB1,-0.1650407340748397,,YY1,Stim8hr
PSMD8,0.1794716110469604,,YY1,Stim8hr
PTEN,-0.2879966802231533,-0.0016662301206066994,YY1,Stim8hr
PTPA,-0.2223495109980192,-0.03535337186743903,YY1,Stim8hr
PUM1,0.219930291826853,0.021160602603840097,YY1,Stim8hr
QTRT1,-0.2095935159629753,-0.03611800403147138,YY1,Stim8hr
RABL6,0.1963986923256032,-0.052963275164003364,YY1,Stim8hr
RBM15B,0.2209029486368023,-0.05078255119273377,YY1,Stim8hr
RCC1L,-0.206594852077267,0.07379345757419867,YY1,Stim8hr
RSRC2,-0.169138196106882,0.01075719866487069,YY1,Stim8hr
SAFB2,-0.2584823268689947,0.017537642575750058,YY1,Stim8hr
SARAF,-0.3101933000232919,0.006904602518520587,YY1,Stim8hr
SCFD1,0.1564839105798731,,YY1,Stim8hr
SEPTIN2,-0.2352489401762727,-0.0010809294095388625,YY1,Stim8hr
SFPQ,-0.1856989755739355,,YY1,Stim8hr
SH3YL1,0.3590034045291559,0.033528026233006665,YY1,Stim8hr
SHLD1,-0.3158055634471896,-0.005504897608659399,YY1,Stim8hr
SLC25A3,-0.1423667835746228,-0.014383455587062676,YY1,Stim8hr
SLIRP,0.166892698164545,-0.027384403186916133,YY1,Stim8hr
SLX4IP,-1.3669097508286845,0.06893368369257521,YY1,Stim8hr
SMIM30,-0.7135580485701647,,YY1,Stim8hr
SRCAP,0.117536266714613,-0.0033785303790475497,YY1,Stim8hr
SRP68,-0.160475538964995,-0.03121942909353774,YY1,Stim8hr
SRRD,-0.3107222624300405,0.00532583251909673,YY1,Stim8hr
STX10,0.2346927450454587,-0.004576896826971447,YY1,Stim8hr
TAF5,0.302091393505329,,YY1,Stim8hr
TBC1D22B,-0.281076381962689,0.03223455498076171,YY1,Stim8hr
TCP11L1,-0.3100274728332458,0.004974257989359007,YY1,Stim8hr
THBS3,-1.0257927287115458,0.04022671811151435,YY1,Stim8hr
TMEM138,-0.1726484169839461,0.001930676519460368,YY1,Stim8hr
TMEM242,-0.3630802557405263,0.015524309642525257,YY1,Stim8hr
TMEM39A,-0.2487253947002333,0.009233895150529692,YY1,Stim8hr
TOMM22,0.2155486967803374,,YY1,Stim8hr
TOR1A,-0.1871977354677441,0.012328883802439612,YY1,Stim8hr
TRA2B,-0.1720597096872926,,YY1,Stim8hr
TSR3,0.1911629061397641,0.06987895914946389,YY1,Stim8hr
TTC31,-0.6009996969793076,-0.01780474268326182,YY1,Stim8hr
TXNDC15,-0.3285749458595758,-0.012352289403510113,YY1,Stim8hr
TYW3,-0.2146773751024294,0.0184572988836866,YY1,Stim8hr
UBE2W,-0.3026500184135996,0.02080619668924149,YY1,Stim8hr
UFC1,0.3492140374120628,-0.020753736596539778,YY1,Stim8hr
UQCR10,0.1782340997387141,0.005418047664361988,YY1,Stim8hr
VPS35L,-0.5716470557318074,0.02037491245010392,YY1,Stim8hr
WIPF2,-0.3056281659047697,-0.02628062677782276,YY1,Stim8hr
ZHX1,-0.4695265545142191,0.02885888178405387,YY1,Stim8hr
ZNF17,-0.5926978321275728,0.03439306104235775,YY1,Stim8hr
ZNF175,-1.4218384086255365,0.028361994158125,YY1,Stim8hr
ZNF274,-0.5949034964729167,-0.0628695531093288,YY1,Stim8hr
ZNF518A,0.3451771811455781,0.07347827972322518,YY1,Stim8hr
ZNF585A,-1.7711917654357308,0.04657004009735641,YY1,Stim8hr
ZNF606,-0.7698622992392503,-0.014134013116063698,YY1,Stim8hr
ZNF649,-0.8369955712964807,0.00448326097211256,YY1,Stim8hr
AIDA,0.1981545166688098,0.009887263714791202,YY1,Stim48hr
ANP32E,0.1117034006554897,-0.016412904607739975,YY1,Stim48hr
AP1G1,0.2009970822986755,0.05458759042842435,YY1,Stim48hr
AP3S1,0.3472507117321919,0.01729818580136751,YY1,Stim48hr
ARFGEF2,-0.2908224293668627,-0.02007826673369936,YY1,Stim48hr
ARHGDIA,-0.1896255328291327,0.005391044261682605,YY1,Stim48hr
C18orf54,0.3397686972372254,0.03880745644930322,YY1,Stim48hr
C1orf43,-0.169472862457735,-0.06420404445479404,YY1,Stim48hr
CAB39L,0.5545063688649424,0.054886583032425496,YY1,Stim48hr
CAMLG,0.2058321446087324,0.005847406128146073,YY1,Stim48hr
COMMD10,-0.3772930909503278,0.032190045189374863,YY1,Stim48hr
DEDD,0.24432297615433,0.046669342387772414,YY1,Stim48hr
DENND4A,0.2234985338747377,0.04089330973237662,YY1,Stim48hr
EXD2,-0.8003834569757909,0.02496286761094326,YY1,Stim48hr
FAM32A,-0.2002878153368958,,YY1,Stim48hr
GTF3C2,-0.2086606350358543,,YY1,Stim48hr
HACD2,-0.2671515726177048,0.06478047135131756,YY1,Stim48hr
ISCU,0.2229312886143588,,YY1,Stim48hr
LRRC41,0.297044996238714,-0.029840166752699838,YY1,Stim48hr
MDC1,0.2852297315594772,-0.03029482572149879,YY1,Stim48hr
METTL25,-0.8664043043695724,0.001717185306356492,YY1,Stim48hr
MORC3,0.2537889273186928,0.04499492512480601,YY1,Stim48hr
NDUFA5,-0.5503678559272235,0.00754181669219964,YY1,Stim48hr
NDUFB1,0.2131433098874996,0.04919151054004678,YY1,Stim48hr
NDUFB5,0.129797799726413,0.02720042814288368,YY1,Stim48hr
PDCD2L,-0.493720032494345,0.05342713879414099,YY1,Stim48hr
PEF1,-0.2586050738457398,-0.06248613850109165,YY1,Stim48hr
PIGK,-0.25434206651542,-0.026903104903680607,YY1,Stim48hr
PPP1R7,0.1957364660824949,0.05991990161830029,YY1,Stim48hr
PREB,-0.2711048755307202,,YY1,Stim48hr
PSMB1,-0.1384463519151049,,YY1,Stim48hr
PUM1,0.1965291438230815,-0.010503869965835617,YY1,Stim48hr
RBM23,0.2042290334443047,0.013951233337768194,YY1,Stim48hr
SCAF8,0.252564474510576,0.05561267614920464,YY1,Stim48hr
SEPTIN2,-0.2738774407260195,0.03720826093476192,YY1,Stim48hr
SLX4IP,-0.8817407280217632,0.05232921457355559,YY1,Stim48hr
SMIM30,-0.3743023595882129,,YY1,Stim48hr
SNX13,0.2474247069487241,0.0005930090492375443,YY1,Stim48hr
TAF5,0.3585883407189806,,YY1,Stim48hr
TIA1,0.1801210208202481,-0.0723486404770333,YY1,Stim48hr
TJAP1,0.7116609223147106,0.07366052788500219,YY1,Stim48hr
TMEM199,-0.336972849756759,-0.04372614696456639,YY1,Stim48hr
TOR1A,-0.3347747407634444,0.03946958077552319,YY1,Stim48hr
TXNDC15,-0.2853790966338385,-0.05098010235148993,YY1,Stim48hr
UFC1,0.2138364822849413,0.05540553918021087,YY1,Stim48hr
UQCRC2,-0.1499155220332271,0.064688756217566,YY1,Stim48hr
VPS35L,-0.6059056920330647,0.021898889415434084,YY1,Stim48hr
ZDHHC3,-0.3178791405221944,0.007589193670972206,YY1,Stim48hr
ZHX1,-0.3321912723181758,0.051076816847132625,YY1,Stim48hr
ZNF175,-0.9238704210776468,-0.013079859585330592,YY1,Stim48hr
ZNF41,-0.5585176533413113,0.037956240699553966,YY1,Stim48hr
AKT1S1,0.4331053512659725,-0.07540097235851034,YY1,Rest
AP1G1,0.1865467800302833,0.020474447974335258,YY1,Rest
AP3S1,0.2701690038990685,0.019447960239020526,YY1,Rest
B4GALT3,0.2355927202122686,-0.039713191330939424,YY1,Rest
BAD,0.3394767091438899,0.1025716827801382,YY1,Rest
BLOC1S5,0.4054867587162564,0.0013605312021731427,YY1,Rest
BPTF,0.1974520617040111,0.017937119834867298,YY1,Rest
C18orf54,0.4669719756223419,0.02634384760337606,YY1,Rest
COMMD10,-0.3379385705483752,-0.024597561217249743,YY1,Rest
COQ9,0.5037300017539501,-0.019645196850608858,YY1,Rest
COX8A,-0.1896035672548741,-0.03159628470881136,YY1,Rest
CPSF2,0.2027436412376011,,YY1,Rest
CYLD,0.2055154703061724,-0.01968838254409577,YY1,Rest
DARS2,-0.400585860347722,0.022575273726753033,YY1,Rest
DEDD,0.1839675629137065,0.005612773638048005,YY1,Rest
DNAJC13,0.2462279603482855,0.04614582697177409,YY1,Rest
DYRK1B,0.6194052955144889,0.035283431294531396,YY1,Rest
EEF1B2,0.386676964882456,-0.015193029791717168,YY1,Rest
EIF2D,0.3227115504055103,-0.0049914383037509315,YY1,Rest
FAF2,0.2643623620883621,0.007620832394947194,YY1,Rest
FBXL19,0.4196609464526319,0.014506430206114043,YY1,Rest
FBXO31,0.4409235367208407,0.00921898983214846,YY1,Rest
GGA3,0.2488490525197135,-0.0633982304250278,YY1,Rest
HACD2,-0.3270878432646423,0.10626840603298274,YY1,Rest
IFRD2,0.4468086262964771,0.04272804152419249,YY1,Rest
IKZF5,0.4589045751788412,-0.031647775388929614,YY1,Rest
ISCU,0.3973786614309194,,YY1,Rest
KIDINS220,-0.2383426447728253,0.0016703609794011635,YY1,Rest
KIF15,-0.4487095297514613,-0.03374103717540668,YY1,Rest
KIF22,-0.3789021051626343,0.12287114722741575,YY1,Rest
KPNA5,0.4610709442623514,0.030541649676824364,YY1,Rest
LRRC41,0.3291780032684988,0.03794416576019022,YY1,Rest
MDC1,0.3678902913065409,0.030125258251375707,YY1,Rest
METTL25,-0.5298636856497203,-0.03923514110020651,YY1,Rest
MGME1,-0.2170010358317882,0.03581230602057496,YY1,Rest
MICOS13,-0.4251040509067165,0.011640594700387096,YY1,Rest
MTO1,0.2827250036608789,0.03839915302381418,YY1,Rest
MTREX,0.2196094380611627,,YY1,Rest
NAPEPLD,-0.7863991085893148,-0.03413728555818571,YY1,Rest
NDRG3,0.2615460387104633,0.004681503953439338,YY1,Rest
NDUFA5,-0.3701750112862019,0.009125332263387124,YY1,Rest
NDUFB1,0.1927552875492763,0.02358094962734566,YY1,Rest
NDUFB5,0.2655469869954331,-0.003866666414183503,YY1,Rest
NOP53,0.3027078920865129,0.048977245556377606,YY1,Rest
NR1H3,0.5701425933668443,-0.039175909034275605,YY1,Rest
PEF1,-0.2521011975966449,0.055670664689138075,YY1,Rest
PFDN2,0.2344084752842573,,YY1,Rest
PPP1R12B,0.4165242019344871,-0.014160735640607016,YY1,Rest
PPP1R7,0.2567450461335874,0.002931499931598698,YY1,Rest
PPP4R3B,0.2205827067628645,0.05103624135308276,YY1,Rest
PREPL,0.3153117470382021,-0.006091657403401486,YY1,Rest
PRKAR1B,0.6536171569653051,-0.0008103396701709328,YY1,Rest
PRR14,0.2980774189536198,0.0027279482048571183,YY1,Rest
PSMB5,0.4316564911825408,0.016976479794396638,YY1,Rest
RBM15B,0.2066087230932853,-0.024344039036856037,YY1,Rest
RPRD1A,0.4535431278187916,0.018767549911181805,YY1,Rest
SCFD1,0.274760836789612,,YY1,Rest
SEPTIN2,-0.2260011636064834,-0.06399101094639986,YY1,Rest
SH3YL1,0.7891249213909497,-0.06951274538230437,YY1,Rest
SLX4IP,-1.1855679256253846,0.042241074410160714,YY1,Rest
SRCAP,0.1763638676397196,-0.027693676616488104,YY1,Rest
TAF5,0.3523092923403987,,YY1,Rest
TAF6,0.2313197930521175,-0.0032840583711415336,YY1,Rest
TCP11L1,-0.3802470641413084,0.011604157105691355,YY1,Rest
THAP3,0.4017813062893952,-0.02935996496105399,YY1,Rest
TIA1,0.3733722798056455,0.026304932147497365,YY1,Rest
TRAPPC2L,0.277894414677402,0.014060093487664078,YY1,Rest
TRMT1,0.486160458023094,0.035554481482976706,YY1,Rest
TXNDC15,-0.197625487256668,-0.012371284654299684,YY1,Rest
UBE2G1,0.1828064095695203,0.026529284965014867,YY1,Rest
UFC1,0.4491946770717263,-0.02726808235810569,YY1,Rest
UHMK1,0.164410352316907,-0.002643556724304656,YY1,Rest
USP21,0.3095568093546341,0.004733068765350346,YY1,Rest
VPS11,0.2741619623974092,0.03100995703575765,YY1,Rest
VPS35L,-0.5788545350359886,0.002413733439183368,YY1,Rest
WDR48,0.4476156711482337,-0.0009412036855698273,YY1,Rest
ZNF25,0.570657957600204,0.060903144832348564,YY1,Rest
ZNF649,-0.7541828603698815,-0.008308816783098541,YY1,Rest
ZNF772,-2.9544922430775804,0.021717581304263156,YY1,Rest
