gene_name,direct_effect,lm_coef,tf,condition
IL6R,-2.172629112278472,-0.0411965420536536,GATA3,Rest
IL9R,-2.3541073648044093,-0.08057631884968304,GATA3,Rest
IQGAP2,0.2880404379756499,0.014380981645533301,GATA3,Rest
ITGAL,0.3192628650605288,0.029826918863885943,GATA3,Rest
KLC2,0.3000984960981929,-0.005940080789475194,GATA3,Rest
LAIR1,-0.5588616653417995,0.10846527317082935,GATA3,Rest
LGALS8,-0.2619786530260624,-0.02158708369815114,GATA3,Rest
LNPK,-0.2330537742963509,0.06189336923940348,GATA3,Rest
MAP1A,0.4862338399393294,0.09788619359490244,GATA3,Rest
MFNG,-0.1872339998953876,0.13006264820614094,GATA3,Rest
MLLT3,0.4936668779010598,-0.029093853572146923,GATA3,Rest
NABP1,0.4510849285949649,0.005412928950275554,GATA3,Rest
NDFIP1,-0.2545535848979108,-0.01118877890843957,GATA3,Rest
