symbol	globalScore	maxClinicalTrialPhase	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
SCUBE3	0.4457258212796473	No data	1	1	0	0	0	0.7935549999999999	No data	-0.8213169410293811	-0.9010263199222082	0	No data	No data	-0.13897249999999986	1	0
TPCN2	0.44225226304409815	No data	0	0	0	0	0	0	No data	-0.2695353198583038	-0.24361627933481123	0	No data	No data	0	-1	-1
RASGRP3	0.4407694599134373	No data	0	0	1	1	0	0.7173900000000003	No data	-0.48249635340695973	-0.08625119081808047	0	No data	No data	0	0.5	0
ETS1	0.4382500954831699	No data	0	0	0	0	1	0.6804099999999998	No data	-0.6400291727443217	-0.9202363218672646	0	-1	No data	0	0.5	-1
GPD2	0.434700372913556	1	0	0	0	0	0	0.6630000000000003	No data	-0.06345071889977083	-0.7888992778499834	0	No data	No data	No data	-1	-1
IKBKE	0.4336932312465871	No data	0	0	1	1	0	0.1689950000000003	1	No data	-0.2278438854779874	0	-1	No data	0	0.5	0
CCL22	0.43262686206358314	No data	0	1	0	0	0	0	No data	0.8290268806001251	No data	0	No data	No data	0	0.5	0.5
TNFSF4	0.5293863477025195	0.5	0	0	0	0	0	0	No data	0.7350489685351116	-0.8276856512144117	0	No data	No data	No data	-1	0
FAM167A	0.43143497458264285	No data	0	0	0	0	0	0.1588799999999999	No data	0.9948947697436965	-0.790995716104226	0	No data	No data	0	0.5	0
CDH26	0.4267036002584584	No data	1	0	0	0	0	0	No data	0.3868514273807042	-0.5985350084378224	0	No data	No data	0	0.5	0
TRIB2	0.42335002167665775	No data	0	0	0	1	0	0.9125349999999998	No data	-0.8393415294853095	-0.8181895526131974	0	No data	No data	0	-1	-1
RASGRP1	0.521396036760585	No data	1	0	1	1	0	0.5169400000000003	No data	-0.7300479266513857	-0.6663769787781831	0	No data	No data	0	0.5	0
AHNAK2	0.41889226247215977	No data	1	0	0	0	0	0	No data	0.12752656803500728	No data	0	No data	No data	0	0.5	0
LRIT2	0.41583152998526646	No data	0	0	0	0	0	0	No data	0.6522192123359034	No data	0	No data	No data	0	1	0.5
NRG3	0.41407953713804563	No data	0	1	0	0	0	0.5976999999999997	No data	-0.5451135653261097	0	0	-1	No data	0	0.5	0.5
TERT	0.41333062884151256	0.75	0	0	1	1	0	0	1	-0.7657845384455095	-0.7960963888256584	0	No data	No data	No data	No data	No data
TET3	0.4079015877974035	No data	0	0	1	1	0	0.47911000000000004	No data	-0.9864555115649094	No data	0	No data	No data	0	0.5	0
IRAK1	0.4207209891998056	No data	0	0	1	1	0	0.05196499999999986	1	-0.7772452594290478	0	0	No data	No data	0	-1	-1
CLEC16A	0.40268304588294135	No data	0	0	0	0	0	0.4776850000000003	No data	-0.6469056053344446	-0.7363340013088678	0	No data	No data	No data	-1	-1
IKZF2	0.40360232556519565	No data	0	0	0	0	0	0.8954349999999998	1	-0.7763075640758491	-0.08949666429990372	0	No data	No data	0	0.5	0
ST8SIA4	0.39679188586342146	No data	0	1	0	0	0	0.8885800000000004	No data	-0.012815169827047335	No data	0	No data	No data	0	0.5	0
MFSD6	0.39641931482991066	No data	0	0	0	0	0	0.3931750000000001	No data	-0.11127318191289848	No data	0	No data	No data	0	-1	-1
LYST	0.3954766197826676	No data	1	0	0	0	0	0.2646650000000001	No data	-0.7456761825380287	-0.7405231821636667	0	No data	No data	0	0.5	-1
LRRC18	0.39214202325317615	No data	0	0	0	0	0	0.08046000000000006	No data	0.9233173577828715	No data	0	No data	No data	0	0.75	0.5
CD226	0.389632468801366	No data	1	0	0	0	0	0	No data	-0.2614086267972494	-0.5618952252208975	0	No data	No data	0	0.75	0
IL19	0.3870380539707018	No data	0	1	0	0	0	0	No data	0.4498853927901647	-0.4621024643363289	0	-1	No data	0	0.75	0.5
LBH	0.3867588999402212	No data	0	0	0	0	0	0.5238100000000003	No data	0.7041050218795581	0	0	No data	No data	0	-1	-1
RBFOX1	0.3866064589242749	No data	0	0	0	0	0	0.9118400000000001	No data	-0.7087934986455511	0	0	No data	No data	-0.12468499999999985	0.5	0
IL2RA	0.4730277686085536	1	0	0	0	1	0	0	No data	-0.3085017712023338	-0.8950522684742601	0	No data	No data	No data	0.5	0
IL12RB2	0.3768309513702632	No data	1	0	0	0	0	0	No data	-0.25036465930402163	-0.761699630109568	0	No data	No data	0	0.5	0.5
YDJC	0.37621027404188817	No data	0	0	0	0	0	0.2879249999999999	No data	0.11981662846426344	-0.2611758906368608	0	No data	No data	No data	-1	0
IL12A	0.3744101213512926	1	0	1	0	0	0	0	No data	-0.12033757032715153	-0.6608376736048044	0	-1	No data	No data	0.5	0.5
CDKN1B	0.3722957779516857	No data	0	0	0	0	0	0.3434350000000002	No data	-0.3242342154615545	-0.9501657245314865	0	No data	-1	0	-1	-1
VAPA	0.3713276810085892	No data	0	0	0	0	0	0.85944	No data	-0.3902896436757658	No data	0	No data	No data	-0.01606500000000004	-1	-1
ANKS1A	0.36798332541374934	No data	0	0	0	0	0	0.39594499999999966	No data	-0.7073348614294644	-0.6285599032897629	0	No data	No data	0	-1	-1
IRF8	0.36738963845091827	No data	0	0	0	0	0	0.4835700000000003	No data	-0.6987914148780996	-0.8355707132960744	0	No data	No data	0	0.5	0
MGAT5	0.3633301344869828	No data	0	1	0	0	0	0.8582999999999998	No data	-0.9124817670347989	-0.22068669220832088	0	No data	No data	0	-1	-1
GLT1D1	0.3620042365726459	No data	0	1	0	0	0	0.23410500000000029	No data	0.5528235048968535	No data	0	No data	No data	0	0.5	0
NEMP2	0.35879027857860785	No data	0	0	0	0	0	0	No data	0.10720983538237139	No data	0	No data	No data	0	-1	0
LPP	0.35864726612790737	No data	1	0	0	0	0	0.4771250000000002	No data	-0.4238382996457596	-0.8463607193438341	0	No data	No data	0	-1	-1
NAB1	0.3561793482419541	No data	1	0	0	0	0	0.6303899999999999	No data	-0.38799749947905815	0	0	No data	No data	0	-1	-1
IRF1	0.35436475562886016	No data	0	0	0	0	0	0.276925	No data	-0.816941029381121	-0.8227683026382671	0	-1	No data	0	0.5	-1
SPRED2	0.3542570131352047	No data	0	0	0	0	0	0.6052649999999999	No data	0.19576995207334869	-0.6568930297566961	0	No data	No data	0	-1	-1
CD47	0.3539323209619773	0.75	1	0	0	1	0	0	No data	-0.6625338612210877	-0.929028251222855	0	No data	No data	No data	-1	-1
DNASE1L3	0.7387370254338037	No data	0	0	0	1	0	0.06557499999999976	No data	0.2622421337778704	-0.6605691823049644	0	No data	No data	0	0.75	0
CD40	0.3599848768834278	0.5	1	1	0	1	0	0	No data	-0.5973119399874973	-0.2546990079032288	0	-1	No data	0	-1	0
ELF1	0.36748686799478497	No data	0	0	0	0	0	0.43457000000000007	No data	-0.39695769952073345	0	0	No data	No data	0	0.5	-1
IL7R	0.35127513287337697	No data	1	0	0	0	0	0	No data	0.16263804959366546	0	0	No data	-1	0	0.5	0
TASL	0.35089464144859983	No data	0	0	0	0	0	0.169435	No data	-0.5084392581787873	No data	0	No data	No data	No data	0.5	0
NSRP1	0.3506755138125044	No data	0	0	0	0	0	0	No data	-0.4043550739737445	-0.6840517073034252	-1	No data	No data	0	-1	-1
PXK	0.3505022534663425	No data	1	0	0	0	0	0.6366799999999998	No data	-0.5241717024380079	0	0	No data	No data	0	0.5	-1
RAD51B	0.3497240853042455	No data	0	0	0	0	0	0.22856999999999986	No data	0.7078558032923525	No data	0	No data	No data	0	-1	-1
TIMMDC1	0.3485699672258942	No data	0	0	0	0	0	0	No data	0.4175869972911024	-0.6500366874962166	0	No data	No data	No data	-1	-1
PTPRC	0.3690514218600803	0.5	0	0	1	1	0	0	No data	-0.8799749947905814	-0.8898810246155964	0	-1	No data	0	0.5	-1
PLSCR5	0.34713250112205346	No data	No data	No data	0	0	0	0.4095950000000002	No data	0.7296311731610752	-0.011491042657841566	0	No data	No data	0	No data	No data
RPLP1	0.34713250112205346	1	0	0	1	1	0	No data	No data	0.11148155865805376	-0.6438662712850307	-1	No data	No data	0	-1	-1
NRP1	0.35249140901498166	0.5	0	1	1	1	0	0.62622	No data	-0.7574494686392998	-0.9714335114250433	0	No data	No data	0	-1	-1
FCRL3	0.34492163019221195	No data	1	0	0	0	0	No data	No data	0.42967284851010623	No data	0	No data	No data	0	1	0.5
CD80	0.37219825444317034	1	1	0	0	0	0	0	No data	-0.010523025630339689	0	0	No data	No data	0	0.5	0.5
CNTNAP5	0.34136288020676675	No data	0	0	0	0	0	No data	No data	-0.7721400291727443	0	0	No data	No data	0	0.75	0.5
FCHSD2	0.34069135898629216	No data	1	0	0	0	0	0.8243250000000003	No data	-0.6726401333611169	No data	0	No data	No data	0	-1	-1
KIT	0.3400877366300011	1	1	0	1	1	1	0.13934500000000014	0	-0.748906022087935	-0.9831290176435922	0	-1	-1	0	0.5	0
SLC29A3	0.3380557712683401	No data	0	0	0	0	0	0	No data	0.47228589289435297	-0.9297034180128988	0	No data	No data	0	-1	0
UBE2L3	0.33799480600441667	No data	0	0	0	0	0	1	No data	-0.5002083767451553	-0.6923161572209116	-1	No data	No data	-0.9350650000000001	-1	-1
CD83	0.33736357553717017	No data	1	0	0	0	0	0	No data	0.19587414044592633	0	0	No data	No data	No data	0.5	-1
GLS	0.3371366128601012	0.5	0	0	1	1	0	0.7757849999999997	1	-0.7231714940612628	-0.6464229792484466	0	No data	No data	-0.0059799999999999185	0.5	-1
ZNF33B	0.3370699990781539	No data	0	0	0	0	0	No data	No data	-0.16097103563242343	No data	0	No data	No data	-0.813625	-1	-1
ANXA6	0.3367046750123954	No data	0	0	0	0	1	0.71768	No data	-0.24182121275265678	-0.08484592263018703	0	No data	No data	0	-1	-1
SH2B3	0.3364250612819419	No data	0	0	0	0	0	0	No data	-0.13252760991873302	0	0	No data	-1	0	0.5	-1
XKR6	0.33369245577104883	No data	0	0	0	0	0	0.6879899999999999	No data	-0.9038341321108564	No data	0	No data	No data	0	-1	0.5
FAP	0.33758715612958745	0.75	1	1	1	1	1	0.480265	No data	0.23327776620129193	No data	0	No data	No data	0	0.5	0
GTF2I	0.3331005734659969	No data	0	0	0	0	0	0.8547100000000001	No data	No data	-0.9071262192207813	0	No data	No data	0	-1	-1
RGS1	0.331159043186852	No data	1	0	0	0	0	0.33014500000000024	No data	-0.49176911856636796	-0.08625119081808047	0	No data	No data	0	0.5	-1
CD44	0.34624819991967964	0.5	1	1	0	1	0	0	No data	-0.3028755990831423	-0.9568410953239328	0	No data	No data	0	0.5	-1
AFF3	0.3292144781641154	No data	0	0	0	0	0	0.4086449999999999	No data	-0.8623671598249636	-0.6906573043417799	0	No data	No data	0	-1	0
TNFSF15	0.3414958161163278	No data	0	1	0	0	0	0	No data	0.0528235048968535	0	0	No data	No data	0	0.5	0
IL12B	0.37160516449007536	1	0	1	0	0	0	0	No data	0.01083559074807261	-0.7719200804355791	0	No data	No data	No data	0.5	1
WDR37	0.3286071359309595	No data	0	0	0	0	0	0.8481799999999999	No data	-0.6128360075015629	-0.2274156554035492	0	No data	No data	0	-1	-1
ETV3	0.32711787756516053	No data	0	0	0	0	0	0.296875	No data	-0.7579704105021879	No data	0	No data	No data	0	-1	-1
OR9G1	0.3266121402163781	No data	1	0	0	0	0	0	No data	0.8136070014586372	No data	0	No data	No data	0	No data	No data
SPMIP7	0.32455079765723455	No data	0	0	0	0	0	0	No data	0.4460304230047927	0	0	No data	No data	No data	1	1
MYC	0.3239085265396201	No data	0	0	1	1	0	0.4933900000000001	No data	-0.9280058345488643	-0.9478461266746987	-1	-1	No data	0	0.5	0
PLCL1	0.3238052126099575	No data	0	0	0	0	0	0.7260249999999999	No data	-0.5271931652427588	No data	0	No data	No data	-0.08903999999999997	0.5	0
SIGLEC5	0.3228760620348998	No data	No data	No data	0	0	0	No data	No data	0.09137320275057315	No data	0	No data	No data	0	0.75	0.5
IRF3	0.32227797711423567	No data	0	0	0	0	0	0	No data	0.00781412794332148	-0.2803224460825507	0	No data	No data	0	-1	-1
TNPO3	0.32223309538368333	No data	0	0	0	0	0	0.9674950000000002	No data	-0.4778078766409669	-0.022060910089015118	-1	No data	No data	0	-1	-1
TMEM207	0.3219770399578692	No data	0	0	0	0	0	0	No data	0.9769743696603459	No data	0	No data	No data	No data	1	1
PRKCB	0.3197201149611863	1	0	0	1	1	0	0.9405650000000001	0	-0.9889560325067722	-0.19643079818522036	0	-1	No data	-0.4948	0.5	0
MACIR	0.3187744593910114	No data	0	0	0	0	0	0.7330100000000002	No data	-0.02635965826213793	-0.17077894484562928	0	No data	No data	No data	0.5	-1
ATXN1	0.3183946832084113	No data	0	0	0	0	1	0.3496949999999998	No data	-0.7332777662012919	-0.704686161185096	0	No data	No data	0	-1	-1
FAM98B	0.31819289975725923	No data	0	0	0	0	0	0.4457299999999996	No data	-0.3169410293811211	No data	0	No data	No data	0	-1	-1
KLF2	0.3165926647354362	No data	0	0	0	0	0	0.35211499999999984	No data	-0.24692644300896016	-0.9017946681058037	0	No data	No data	0	-1	0
TRAPPC11	0.3162398276702196	No data	0	0	0	0	0	0.6822600000000001	No data	-0.41237757866222124	-0.5769789502256353	-1	No data	No data	No data	-1	-1
INTS4	0.31590816502992664	No data	0	0	0	0	0	0.8442349999999997	No data	-0.2580745988747656	No data	-1	No data	No data	No data	-1	-1
UBAP2	0.31397840891146284	No data	0	0	0	0	0	0.07953499999999991	No data	-0.4767659929151906	0	0	No data	No data	0	-1	-1
DGKB	0.3139494560722065	No data	1	0	0	0	0	0.7882950000000001	No data	-0.6680558449677017	-0.719266083496701	0	-1	No data	-0.04420999999999999	1	0.5
BCL2L11	0.331248325390718	No data	0	0	1	1	0	0.368685	0	-0.6017920400083351	-0.8715136556232866	0	-1	No data	0	-1	-1
PLD4	0.32211065027340263	No data	0	0	1	0	0	0	No data	0.4537403625755365	-0.677462201186901	0	No data	No data	0	0.5	0
ZNF831	0.3114221557968758	No data	No data	No data	0	0	0	0	No data	-0.20952281725359445	0	0	No data	No data	0	0.5	0.5
ZFP90	0.3110921971049994	No data	1	0	0	0	0	0.08804999999999978	No data	-0.4696811835799125	No data	0	No data	No data	0	-1	-1
PRPS2	0.31028889728435793	No data	0	0	0	0	0	0.9371049999999996	No data	-0.6998332986038758	0	0	No data	No data	-0.882075	0.5	-1
HSPA6	0.3100372726630608	No data	0	0	0	0	0	No data	No data	0.5276099187330694	No data	0	No data	No data	-0.5334375000000001	0.5	0
CSK	0.3096361872201242	No data	0	0	1	1	1	0.9555549999999997	No data	-0.9245676182538028	-0.915103550371813	0	No data	No data	0	0.5	-1
GPATCH11	0.3096155094729544	No data	0	0	No data	No data	No data	0.46768	No data	0.3215253177745363	No data	0	No data	No data	No data	-1	0
NELL2	0.3086106160773004	No data	0	1	0	0	0	0.6384799999999998	No data	-0.8265263596582622	0	0	No data	No data	0	0.5	0
SMAD3	0.30702802982477984	No data	0	0	1	1	0	1	No data	-0.6261721191914982	-0.8758774639922706	0	No data	-1	-0.7941175000000001	-1	-1
HIP1	0.3062776413496083	No data	0	0	0	0	0	0.3972999999999999	No data	-0.7147322358824755	-0.8615108960482293	0	No data	-1	0	-1	-1
KALRN	0.305351027250487	No data	0	0	0	0	0	0.8426000000000002	No data	-0.9400916857678683	-0.7256105647671368	0	No data	No data	-0.12675750000000008	0.5	0
SYNGR1	0.3052814275392545	No data	0	0	0	0	0	0.7210299999999996	No data	-0.3352781829547823	0	0	No data	No data	0	0.5	-1
IKBKB	0.3035334961163976	0.75	0	0	1	1	0	0.6296300000000002	1	-0.7709939570743904	-0.9196490980060448	0	-1	-1	0	-1	-1
FLT3	0.3033684350651794	1	0	0	1	1	0	0.30009999999999976	1	-0.6921233590331319	-0.8755641176132856	0	-1	-1	0	0.5	0.5
TECR	0.30029085273204253	No data	0	0	0	0	0	0.7727249999999998	No data	-0.458012085851219	-0.43957067362037694	0	No data	No data	0	-1	-1
MARS2	0.29894936837265884	No data	0	0	0	1	0	0.2917349999999999	No data	-0.04823921650343821	-0.6753283309990029	-1	No data	No data	0	-1	0
CD58	0.29785859971646345	No data	1	0	0	1	0	No data	No data	-0.3144405084392582	No data	0	No data	No data	No data	-1	-1
TCF7	0.30733717723536186	No data	0	0	0	1	0	0.6614600000000003	No data	-0.24359241508647633	0	0	-1	No data	0	1	0
TBC1D4	0.2970621448068713	No data	0	0	0	0	0	0.5107849999999999	No data	0.004688476765992933	-0.8096955000595074	0	No data	No data	0	0.5	-1
NAPG	0.29704545267322274	No data	1	0	0	0	0	0.7596150000000002	No data	-0.4344655136486768	No data	-1	No data	No data	0	-1	-1
IL1F10	0.29473478670657777	No data	0	1	0	0	0	0.07894500000000022	No data	0.8695561575328192	No data	0	No data	No data	0	1	0.5
NUP205	0.2946846038389635	No data	0	0	0	0	0	0.6496049999999997	No data	-0.8475724109189414	-0.4157884719002361	-1	No data	No data	No data	-1	-1
GPR19	0.2943098766453807	No data	1	0	0	0	0	0.45782999999999985	No data	-0.28370493852886014	0	0	No data	No data	0	0.5	0.5
MYNN	0.29426670949119815	No data	0	0	0	0	0	0.5983600000000002	No data	-0.5863721608668473	-0.05905544609812324	0	No data	No data	0	-1	-1
ADGRF5	0.29332950341281394	No data	1	0	0	0	0	0	No data	-0.626797249426964	-0.7269891686668689	0	No data	No data	0	0.5	0
GTF2IRD1	0.29288347048756846	No data	0	0	0	0	0	0.3379249999999999	No data	-0.7163992498437175	-0.9501214329857102	0	No data	No data	0	0.5	0
USP18	0.2983611928334955	No data	0	0	0	0	0	0	No data	-0.20514690560533444	-0.8553327117889464	0	No data	No data	0	-1	0
RTKN2	0.2918128184438655	No data	0	0	0	0	0	0	No data	0.16201291935819961	No data	0	No data	No data	0	1	0
MYO16	0.2892581283218418	No data	0	0	0	0	0	0	No data	-0.7958949781204417	No data	0	No data	No data	0	0.5	0.5
VPS13C	0.28905687897655924	No data	0	0	0	0	0	0.3205449999999999	No data	-0.2890185455303188	-0.2716150181121571	0	No data	No data	0	-1	-1
TMEM116	0.28902661788021433	No data	0	0	0	0	0	0	No data	0.5799124817670347	-0.2500613779891478	0	No data	No data	0	0.5	-1
PTTG1	0.28653622479723634	No data	0	0	0	0	0	0	No data	0.5468847676599291	-0.7070936391701224	-1	No data	No data	-0.5173275	0.5	-1
CDH23	0.2843907814245616	No data	1	0	0	0	0	0.7182450000000002	No data	-0.4155032298395499	-0.7464573752250167	0	No data	No data	0	0.5	0
IL23R	0.2934086263977503	No data	1	0	0	1	0	0	No data	-0.3694519691602417	-0.25968950302935195	0	-1	No data	0	0.5	0.5
PLXNA2	0.2831340013957973	No data	1	0	0	0	0	0.8284050000000001	No data	-0.5803292352573453	-0.21339546391443032	0	No data	No data	-0.17898749999999986	0.5	0
DSE	0.28246401448829067	No data	0	0	0	0	0	0.6868499999999997	No data	-0.6566993123567411	-0.4637929868840662	0	No data	No data	0	-1	-1
SOX5	0.28444331909931136	No data	0	0	0	0	0	0.8492800000000003	No data	-0.9014377995415712	-0.6383668303980774	0	No data	No data	-0.03014500000000009	0.5	0
FUT2	0.2816966856182171	No data	1	0	0	0	0	No data	No data	0.9492602625546989	-0.6077572177715218	0	-1	No data	0	0.5	0
ITGAX	0.2855040439900373	No data	1	0	0	0	0	0	No data	-0.23244425922067102	0	0	No data	No data	-0.12725749999999997	0.5	0
UBAC2	0.28157653420855144	No data	0	0	0	0	0	0.46221000000000034	No data	-0.2634923942488019	0	0	No data	No data	0	-1	-1
DUSP22	0.28853505871248064	No data	0	0	1	1	0	0.5365850000000002	No data	0.031152323400708504	-0.709021764801829	0	No data	No data	0	-1	-1
FRMD4A	0.2805181904267529	No data	0	0	0	0	0	0.7305100000000003	No data	-0.9532194207126484	-0.5769789502256353	0	No data	No data	0	0.5	-1
ARPC5	0.28044975510862863	No data	1	0	0	0	0	0.9668849999999999	No data	-0.46332569285267766	-0.6967701819134364	0	No data	No data	-0.22185500000000005	-1	-1
GFI1	0.27999432472837305	No data	0	0	0	0	0	0.3838850000000001	No data	-0.42165034382162947	-0.7356397504576051	0	No data	No data	0	0.75	0
CLNK	0.2797556860781283	No data	0	0	0	0	0	0	No data	0.8019379037299437	-0.7141460918617228	0	No data	No data	0	0.5	0.5
SLC8A1	0.27937264359494174	No data	1	0	0	1	0	0.7379249999999999	No data	-0.7969368618462179	-0.9689839034217487	0	No data	No data	-0.19064750000000003	1	0
HEATR3	0.2792353040799541	No data	0	0	0	0	0	0.30882500000000024	No data	-0.10825171910814757	No data	0	No data	No data	No data	-1	-1
PRAG1	0.27884731204593755	No data	0	0	0	0	0	0	No data	No data	0	0	No data	No data	0	0.5	0
JADE2	0.27862008377762965	No data	0	0	0	0	0	0.5443649999999998	No data	-0.9180037507814128	-0.3046271796787814	0	No data	No data	0	-1	-1
ENSG00000284779	0.2775861697593533	No data	No data	No data	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data
EPHA3	0.277500478585621	1	1	0	1	1	1	0.8270600000000001	No data	-0.4612419254011252	-0.9556880760979852	0	No data	No data	-0.19379500000000008	0.5	0
TUSC1	0.27709182678222566	No data	0	0	0	0	0	0	No data	0.7790164617628672	No data	0	No data	No data	No data	-1	-1
NKX2-3	0.27661065314533506	No data	0	0	0	0	0	0.4642850000000003	No data	-0.73379870806418	-0.7763080393205964	0	No data	No data	0	0.75	0.5
ATXN2	0.2756514044471922	No data	0	0	0	0	0	0.549785	No data	-0.7118149614503022	-0.8594703778600057	0	No data	No data	0	-1	-1
FBN2	0.2754780042972458	No data	0	1	0	0	0	0.8162750000000003	No data	-0.8820587622421338	-0.9128711797311184	0	No data	No data	-0.18870250000000013	1	0.5
DMAC1	0.27544386548825417	No data	0	0	0	0	0	0	No data	0.9049802042092103	No data	0	No data	No data	No data	-1	-1
ANKRD55	0.27535920863823915	No data	0	0	0	0	0	0.28339	No data	-0.05313607001458642	No data	0	No data	No data	0	0.5	0.5
CMC1	0.2752897637649861	No data	0	0	0	0	0	0.43395999999999973	No data	0.38341321108564275	No data	0	No data	No data	No data	-1	-1
ADAM15	0.27496371058399083	No data	0	0	0	0	0	0.009270000000000066	No data	-0.057616170035424075	-0.6307085104686008	0	No data	No data	0	-1	-1
IRF7	0.27785738494161893	No data	0	0	0	0	0	0	No data	0.6604500937695352	-0.5978195621525991	0	No data	No data	0	0.5	0
DLC1	0.2744287449175679	No data	0	0	0	0	0	0.23102000000000017	No data	-0.8137111898312148	-0.9086090309587552	0	No data	No data	0	-1	-1
SNRPC	0.27427282574562145	No data	0	0	0	0	0	0.9056600000000004	No data	-0.42894352990206297	No data	-1	No data	No data	No data	-1	-1
ABR	0.2733863918825566	No data	0	0	0	0	0	0.8428400000000004	No data	-0.6774327984996875	No data	0	No data	No data	-0.17636749999999993	0.5	0
DRAM1	0.2729279124963389	No data	0	0	0	0	0	0.7268900000000003	No data	-0.29516565951239837	No data	0	No data	No data	0	0.5	-1
DKKL1	0.2728125393799442	No data	0	1	0	0	0	0	No data	0.5609501979579079	0	0	No data	No data	No data	1	0.5
PTPN2	0.4377588428071963	No data	0	0	1	1	0	0.4337350000000001	1	-0.9112315065638674	-0.7767185402855089	0	-1	No data	0	0.5	-1
RYBP	0.27265769451125443	No data	0	0	0	0	0	0.9311950000000003	No data	-0.22879766618045427	-0.6721562593743413	No data	No data	No data	0	-1	0
ARHGAP15	0.2723743477078076	No data	1	0	0	0	1	0.3157899999999998	No data	-0.010002083767451597	0	0	No data	No data	0	0.75	-1
ROR2	0.27148030603927364	No data	1	0	0	0	1	0.6235399999999999	No data	-0.42592206709731195	-0.9351756829784036	0	No data	No data	0	-1	0
IFIH1	0.28748754194250187	No data	0	0	0	0	0	0	No data	0.6482600541779537	-0.869157213342554	0	No data	No data	0	0.5	-1
HAPLN1	0.26929130094941256	No data	0	1	0	0	0	0.8163849999999997	No data	-0.5128151698270473	-0.4839962553568983	0	No data	No data	0	1	0.5
JAK2	0.3864644241921963	1	1	0	1	1	1	0.6863950000000003	1	-0.7031673265263596	-0.8880652763329555	0	-1	-1	0	-1	-1
ADO	0.27018649759593755	No data	No data	No data	0	0	0	0.2592599999999997	No data	-0.1256511773286101	No data	0	No data	No data	No data	-1	-1
THBS3	0.26809080998972606	No data	0	1	0	0	0	0.8587850000000004	No data	0.020420921025213534	0	0	No data	No data	-0.02196750000000005	-1	-1
KAZN	0.2675530744279101	No data	0	0	0	0	0	0.7161299999999997	No data	-0.6504480100020837	No data	0	No data	No data	No data	0.5	0
CCR1	0.27788830411495963	0.5	1	0	1	1	0	0	1	-0.27807876640966867	-0.9045407591130408	0	No data	No data	-0.06338000000000008	0.5	0
SEMA6A	0.26704947168673665	No data	0	0	0	0	0	0.7572800000000001	No data	-0.862783913315274	No data	0	No data	No data	0	0.5	-1
COG6	0.2769087718653088	No data	0	0	0	0	0	0.5509900000000002	No data	0.13888310064596787	-0.30104430883406724	0	No data	No data	No data	-1	-1
TREH	0.26374863118235714	No data	0	0	0	1	0	0.039450000000000075	No data	0.13950823088143371	0	No data	No data	No data	No data	1	0.5
MED13	0.2636913104357335	No data	0	0	0	0	0	0.6826149999999999	No data	-1	No data	0	No data	No data	0	-1	-1
ILRUN	0.26082624333170623	No data	0	0	0	0	0	0.6140949999999996	No data	-0.6021046051260679	-0.8796462332677379	0	No data	No data	No data	0.5	-1
HPS5	0.2607832980867808	No data	0	0	0	0	0	0.06111500000000021	No data	-0.21764951031464885	-0.6987874798574231	0	No data	No data	0	0.5	-1
PLD2	0.2606251586729918	No data	1	0	1	1	0	0.5016100000000001	1	0.1904563450718899	0	0	No data	No data	0	-1	-1
PLSCR1	0.26319168708025165	No data	1	0	0	0	0	0	No data	-0.22171285684517605	-0.5668774080239033	0	No data	No data	0	-1	-1
PDCD5	0.25934607403041754	No data	0	0	0	0	0	0.12000000000000029	No data	0.312044175869973	0	0	No data	No data	No data	-1	-1
INPP5B	0.25804373449687096	No data	0	0	0	1	0	0.2716299999999997	No data	-0.09585330277141069	0	0	No data	No data	0	-1	-1
C1QTNF12	0.2575348815873262	No data	0	1	0	0	0	0	No data	0.7121275265680349	-0.506682860460923	0	No data	No data	0	0.5	0.5
RGS4	0.2574896568169053	No data	0	0	0	1	0	0.80488	No data	0.56918107939154	-0.6880106003927544	0	No data	No data	0	1	0
EDEM3	0.25742071977263525	No data	0	0	0	0	0	0.7156649999999999	No data	-0.5442800583454886	-0.530626845866235	0	No data	No data	0	-1	-1
NCOA2	0.2572304573117617	No data	0	0	0	1	0	0.7131149999999998	No data	-0.9645759533236091	-0.313737201473179	0	No data	-1	0	-1	-1
L1CAM	0.25605794842582996	No data	1	0	0	0	0	0.4272100000000002	No data	-0.9591581579495728	-0.8298212965538565	0	No data	No data	0	0.5	0
LEF1	0.25548871293463626	No data	0	0	0	1	0	0.8621549999999999	No data	-0.8747655761617004	-0.8189250526739389	0	-1	-1	-0.09147750000000006	1	0
SLC35F4	0.2553032801165818	No data	0	0	0	0	0	0.762885	No data	-0.29922900604292557	No data	No data	No data	No data	0	0.75	0.5
BLTP3A	0.25525301501106606	No data	0	0	0	0	0	0.17013999999999996	No data	-0.3247551573244426	No data	0	No data	No data	0	-1	-1
PRDM1	0.25442554344703877	No data	0	0	0	0	0	0.4	No data	-0.7120233381954574	-0.9202034650614423	0	No data	-1	0	0.5	-1
RAET1L	0.2539101942399034	No data	1	0	0	0	0	0	No data	0.8822671389872889	No data	0	No data	No data	-0.8577224999999998	0.75	0.5
CHCHD6	0.2531260551536597	No data	0	0	0	0	0	0	No data	0.6271098145446967	No data	0	No data	No data	0	0.5	-1
