symbol	globalScore	maxClinicalTrialPhase	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
FCRLA	0.2527265320239413	No data	0	0	0	0	0	0	No data	0.5594915607418212	-0.07739426319839982	0	No data	No data	0	1	0.5
BLTP1	0.25137112967310526	No data	0	0	0	0	0	0.749655	No data	-0.6151281516982705	-0.8675390915379163	0	No data	No data	No data	-1	-1
PRDX6	0.24981080898407046	No data	1	0	0	0	0	0.4866050000000001	No data	0.6794123775786622	-0.9047280865877735	0	No data	No data	0	-1	-1
TRAF1	0.24908936259682654	No data	0	0	0	0	0	0.19470999999999988	No data	-0.18733069389456136	0	0	No data	No data	0	0.5	-1
ELF3	0.24667967524225726	No data	0	0	1	1	0	0.38005500000000014	No data	-0.7626588872681809	-0.6644851090597736	0	No data	No data	0	0.5	0
TMEM51	0.24649162804431443	No data	0	0	0	0	0	0.22924999999999968	No data	-0.17857887059804123	-0.2299108817756393	0	No data	No data	No data	-1	0
KCNA1	0.2459508844055033	1	1	0	0	1	0	0.9191899999999997	No data	-0.2218170452177537	-0.9395476967089297	0	No data	No data	-0.48484750000000004	1	0.5
ADGRL2	0.24547710771477924	No data	1	0	0	0	0	0.7753549999999997	No data	-0.9711398207959991	-0.8188838483618099	0	No data	No data	-0.11163999999999988	-1	0
NKD1	0.24283723360934262	No data	0	0	0	0	0	0.36169999999999974	No data	-0.8042300479266514	-0.07570308440941226	0	No data	No data	0	-1	0
ZNF395	0.24188328506182002	No data	0	0	0	0	0	0.08382000000000005	No data	-0.5498020420921026	-0.2783801952949777	0	No data	No data	0	-1	-1
NMNAT2	0.2413859157459271	No data	0	0	0	0	0	0.9348550000000003	No data	-0.8038132944363409	-0.8905867014073684	0	No data	No data	0	1	0
ARHGEF7	0.2397533203259431	No data	0	0	0	0	0	0.23434000000000027	No data	-0.9032090018753907	-0.5413669243922955	0	No data	No data	0	-1	-1
EN1	0.23965395570412648	No data	0	0	0	0	0	0.6938749999999999	No data	-0.6901437799541571	-0.9287550256572343	0	No data	No data	0	0.75	0.5
IRX1	0.23965395570412648	No data	0	0	0	0	0	0.5729149999999997	No data	0.19462387997499486	-0.7100042483031849	0	No data	No data	0	0.5	0.5
RP1	0.23954649718990262	No data	0	0	0	0	0	0	No data	-0.2540112523442384	-0.7018006488480846	0	No data	No data	0	1	0.5
OAS1	0.24313365658075822	No data	0	0	0	0	0	0	No data	0.021254428005834658	-0.5787265667839511	0	No data	No data	0	0.5	-1
TMEM132E	0.2381098019188202	No data	0	0	0	0	0	0.6368699999999997	No data	-0.32600541779537406	-0.5056323450652125	0	No data	No data	0	1	0.5
CFH	0.24627010338888425	No data	0	1	0	0	0	No data	No data	-0.7221296103354866	-0.9428210707387402	0	No data	No data	0	1	-1
COMMD6	0.23763636213857822	No data	0	0	0	0	0	0.23529499999999998	No data	0.09845801208585114	No data	0	No data	No data	0	-1	-1
RPL3	0.23760020446697575	1	0	0	1	1	0	0.9255600000000002	No data	-0.8409043550739738	No data	-1	No data	No data	-0.44788999999999995	-1	-1
TLE3	0.23619089641418303	No data	0	0	0	0	0	0.9479849999999999	No data	-0.992602625546989	-0.6264975812957709	0	No data	No data	-0.5643699999999999	0.5	-1
SMG7	0.23585594742971608	No data	0	0	0	0	0	0.5871949999999998	No data	-0.864971869139404	No data	0	No data	No data	0	-1	-1
B3GALT5	0.23565241744248142	No data	0	0	0	0	0	0	No data	0.7944363409043551	No data	0	No data	No data	0	1	0
GPR78	0.2344224900767651	No data	1	0	0	0	0	No data	No data	0.8411127318191289	No data	0	No data	No data	0	0.75	0.5
PTGER4	0.23242423051439054	1	1	0	1	1	0	0.4159849999999999	1	-0.7570327151489894	-0.9613965032289162	0	No data	No data	0	0.5	0
KCNE4	0.23226183446383541	No data	0	0	0	0	0	0.5	No data	0.5090643884142529	-0.5954762182301893	0	No data	No data	No data	0.5	0
GTF2H1	0.23187750024363127	No data	0	0	0	0	0	0.8540149999999997	No data	-0.7695353198583038	No data	-1	No data	No data	No data	-1	-1
THUMPD2	0.23098767096850234	No data	0	0	0	0	0	0	No data	0.33434048760158364	No data	0	No data	No data	0	-1	0
CYP4F8	0.2303927726498894	No data	0	0	0	1	0	0	No data	No data	-0.7625873473966052	No data	No data	No data	-0.5288450000000001	1	0.5
IDUA	0.22935184918785295	No data	0	0	0	0	0	0	No data	0.31110648051677425	-0.9827206453386574	0	No data	No data	No data	-1	0
RREB1	0.22834941149354487	No data	0	0	0	0	0	0.04132999999999996	No data	-0.9360283392373411	-0.9022933022533566	0	No data	No data	0	-1	-1
MSX2	0.22647140787610934	No data	0	0	0	0	0	0.62547	No data	-0.11575328193373624	-0.3283682851036174	0	No data	No data	0	0.5	0
SLC26A1	0.22492590249567418	No data	0	0	0	0	0	0	No data	0.6008543446551364	-0.7791290087280084	0	No data	No data	0	0.5	0
FASLG	0.24220113861841777	0.75	1	1	0	0	0	0	No data	-0.23911231506563868	-0.9328224210938252	0	No data	No data	0	0.5	0.5
NPS	0.22414993727429613	No data	0	1	0	0	0	0	No data	0.9472806834757241	-0.05377051238253633	0	No data	No data	No data	No data	No data
CSNK2A2	0.22384508562242159	No data	0	0	1	1	1	0.9428550000000001	1	-0.9071681600333403	-0.3270545020594326	0	No data	No data	-0.5714275000000001	0.5	-1
OVOL1	0.22452551865313794	No data	0	0	0	0	0	0.7752800000000001	No data	-0.5969993748697645	-0.7817254189640601	0	No data	No data	0	0.5	0
LHX2	0.22190337176343336	No data	0	0	0	0	0	0.9507399999999997	No data	-0.8565326109606168	-0.8352407783056831	0	No data	No data	-0.23645250000000004	0.75	0.5
ELAPOR2	0.21996775461343093	No data	0	0	0	0	0	0.664725	No data	-0.45113565326109606	No data	0	No data	No data	0	0.5	0
IL10RB	0.21940951433304046	0.75	0	0	0	0	0	0	No data	0.2505730360491769	-0.10360450114316716	0	No data	No data	0	-1	-1
NADSYN1	0.21849780992331364	No data	0	0	0	0	0	0.2705399999999997	No data	0.035736611794123796	-0.8102139577806855	0	No data	No data	No data	-1	-1
TNFRSF13B	0.23090484172359438	No data	0	0	0	0	0	0	No data	0.9885392790164618	-0.8087226621834073	0	No data	No data	No data	0.75	0.5
ATG5	0.21692988847837846	No data	0	0	0	0	0	0.836365	No data	-0.7637007709939571	-0.8442421903819708	0	No data	No data	No data	-1	-1
ANKFN1	0.21669555209519475	No data	1	0	0	0	0	0.49825500000000034	No data	-0.19535319858303812	-0.29293686791652257	0	No data	No data	No data	0.5	0.5
STMND1	0.21526220642550675	No data	0	0	0	0	0	0	No data	0.5577203584080017	No data	0	No data	No data	0	0.5	0.5
ERBB4	0.21526220642550675	1	1	0	1	1	1	0.8662100000000003	No data	-0.8036049176911857	-0.8554340655667527	0	No data	-1	0	0.5	0
FNDC1	0.21526220642550675	No data	0	1	0	0	0	0	No data	-0.39018545530318816	No data	0	No data	No data	0	0.5	0
TRAF3	0.21480916940544334	No data	0	0	0	0	0	0.8063400000000002	No data	-0.8578870598041258	-0.6178455682687181	0	No data	No data	0	-1	-1
SRGAP2	0.21433033234582013	No data	0	0	0	0	0	0.9113	No data	No data	No data	No data	No data	No data	-0.18767500000000012	0.5	-1
SNX29	0.21412336037786864	No data	0	0	0	0	0	0.3726950000000002	No data	-0.20712648468430928	-0.39200627018009526	0	No data	No data	0	-1	-1
C12orf42	0.21388205201161706	No data	No data	No data	0	0	0	0	No data	0.875390706397166	No data	0	No data	No data	No data	1	0.5
LRRC25	0.21323388848466565	No data	0	0	0	0	0	0	No data	-0.720358408001667	-0.8233413271137293	0	No data	No data	No data	0.75	0
LZTFL1	0.2119029830344417	No data	0	0	0	0	0	0.5484949999999997	No data	-0.40643884142529696	-0.8636459744629238	0	No data	No data	No data	-1	0
AFF1	0.20864000401149294	No data	0	0	0	0	0	0	No data	-0.69483225672015	-0.7960567236156731	0	No data	No data	0	-1	-1
MAF	0.20586653793330376	No data	0	0	0	0	0	0.5285350000000001	No data	-0.4483225672015003	-0.9558786801623228	0	No data	No data	0	-1	-1
IFNAR2	0.20627479660326262	1	1	1	0	0	0	0	No data	0.2597416128360075	-0.10364542472953958	0	No data	No data	0	-1	-1
RIPOR2	0.20348577539163634	No data	0	0	0	0	0	0.38873000000000035	No data	-0.7178578870598041	-0.2702593704605255	0	-1	No data	0	0.5	0
CARMIL1	0.20252141001249818	No data	1	0	0	0	0	0.47483500000000023	No data	-0.6727443217336946	No data	0	No data	No data	0	-1	0
PRICKLE1	0.20167179352931672	No data	0	0	0	0	0	0.651025	No data	-0.95884559283184	-0.9536199494541477	0	No data	No data	0	-1	0
TRMT10B	0.20081486093140852	No data	1	0	0	0	0	0	No data	0.14523859137320283	0	0	No data	No data	0	-1	-1
TRIM49	0.19942213206652976	No data	No data	No data	0	0	0	No data	No data	0.8398624713481975	No data	No data	No data	No data	-0.9834074999999999	No data	No data
CDC14C	0.1989202337178962	No data	0	0	0	0	0	0	No data	No data	-0.6012019197305746	No data	No data	No data	-0.7483225000000001	0.75	0.5
TRPA1	0.1989202337178962	1	1	0	1	1	0	0	1	0.30131277349447805	-0.3169732802017622	0	No data	No data	No data	0.5	0.5
ZFAND5	0.19810353210623685	No data	0	0	0	0	0	0.92958	No data	-0.5575119816628464	-0.8451862896292595	0	No data	No data	0	0.5	-1
CTLA4	0.5244926163187679	1	1	0	0	0	0	0	No data	-0.7109814544696812	-0.7981138111948313	0	-1	No data	0	1	0
PDHB	0.19739787136349066	No data	0	0	0	0	0	0.679665	No data	-0.4307147322358825	-0.8117602851266997	0	No data	No data	0	0.5	-1
TBC1D2	0.19673050379162843	No data	1	0	0	0	0	0.10021500000000003	No data	-0.15263596582621375	No data	0	No data	No data	0	-1	-1
CCL17	0.19573571208959661	No data	0	1	0	0	0	0	No data	0.9475932485934571	0	0	No data	No data	0	1	0
GUCA2B	0.1938095219782158	No data	0	1	0	0	0	0	No data	0.08157949572827672	-0.6559353979096338	0	No data	No data	0	1	0.5
ANKRD30A	0.1926077954654331	No data	0	0	0	0	0	No data	No data	0.4125859554073765	No data	0	No data	No data	-0.24301999999999993	1	0.5
TMEM39A	0.19180160950694655	No data	0	0	0	0	0	0.7540999999999997	No data	-0.7065013544488434	No data	0	No data	No data	0	-1	-1
CCR3	0.18948939837972623	No data	1	0	1	1	0	0	0	0.5120858512190039	-0.7839493745235304	0	No data	No data	-0.06338000000000008	0.5	0.5
SPPL3	0.18866892141835723	No data	1	0	0	0	0	1	No data	-0.9117524484267556	-0.7913993512228029	0	No data	No data	0	-1	-1
MSRA	0.1885716634129145	No data	0	0	0	0	0	0.27659499999999965	No data	0.9435299020629297	No data	0	No data	No data	0	0.5	0
STIM1	0.18776416947887745	No data	0	0	1	1	0	0.622905	No data	-0.6540946030423005	-0.960276224224795	0	No data	No data	0	-1	-1
AP5B1	0.18775281016508535	No data	0	0	0	0	0	0	No data	0.3886226297145239	No data	0	No data	No data	No data	1	-1
ATG16L1	0.1873882474021961	No data	0	0	0	0	0	0.7034599999999998	No data	-0.7280683475724109	-0.632939079468739	0	No data	No data	0	-1	-1
OR4A5	0.18695525136058885	No data	1	0	0	0	0	0	No data	0.9817670347989165	No data	0	No data	No data	-0.3809525000000001	No data	No data
PPP1R3B	0.186475582554949	No data	0	0	0	0	0	0.4736849999999997	No data	0.10064596790998115	-0.16612820317591287	0	No data	No data	0	0.5	-1
TPRG1	0.18613405921953025	No data	0	0	0	0	0	0.1272750000000002	No data	0.7679724942696395	-0.6923161572209116	0	No data	No data	0	0.5	0
MKRN2OS	0.18537715576577146	No data	0	0	0	0	0	0	No data	0.715148989372786	No data	0	No data	No data	No data	0.5	0
PPP2R2A	0.18465801927084624	No data	0	0	0	1	0	1	No data	-0.8151698270473016	-0.12434756648049522	0	No data	No data	-0.7091725	-1	-1
IL20RB	0.18465801927084624	No data	0	0	0	0	0	0	No data	0.44926026255469886	-0.25643454568809815	0	No data	No data	0	0.75	0
RNASEH2C	0.1838353117248505	No data	0	0	0	0	0	0	No data	0.5896020004167535	-0.5499200896018305	0	No data	No data	No data	-1	-1
BMP2K	0.18324993260812417	No data	0	0	1	1	0	0.10422000000000012	1	-0.650968951864972	-0.011491042657841566	0	No data	No data	0	-1	0
TMEM132B	0.18252425002377418	No data	0	0	0	0	0	0.28900999999999966	No data	-0.8203792456761825	-0.45806794162493086	0	No data	No data	0	1	0.5
HSPD1	0.18174967491146732	No data	0	0	1	1	0	0.8778350000000004	No data	-0.8000625130235466	-0.8477587786881943	-1	No data	No data	0	0.5	-1
CDHR1	0.1817371614182868	No data	0	0	0	0	0	0.2549500000000002	No data	0.46082517191081473	0	0	No data	No data	0	0.75	0
RFTN2	0.18042172648002228	No data	1	0	0	0	0	0	No data	-0.08460095853302774	0	0	No data	No data	0	0.5	0
TMEM178A	0.18042172648002228	No data	0	0	0	0	0	0.9158250000000002	No data	-0.4815586580537612	0	0	No data	No data	0	1	0
SYCP2	0.18027725086736318	No data	0	0	0	0	0	0	No data	-0.9076891018962284	0	0	No data	No data	0	0.75	0
PSMB6	0.17413322012476803	1	0	0	1	1	0	0.6861899999999999	No data	-0.09616586788914361	No data	-1	No data	No data	0	-1	-1
GALC	0.17215344043227515	No data	0	0	0	0	0	0.13138500000000022	No data	0.03375703271514907	-0.9173697408577769	0	No data	No data	No data	-1	-1
PPARGC1B	0.17062786512221673	No data	0	0	0	0	0	0	No data	-0.6655553240258387	-0.9056336397201861	0	No data	No data	0	0.5	0
MANBA	0.16968717906692019	No data	0	0	0	1	0	0	No data	0.0690768910189623	-0.8713455700404051	0	No data	No data	0	-1	0
FAM20B	0.169671979495372	No data	0	0	0	0	0	0.8655250000000002	No data	0.0014586372160867445	-0.6749700487223315	0	No data	No data	0	-1	-1
COQ2	0.16728004087922654	No data	0	0	0	0	0	0	No data	-0.02938112106688895	-0.6602695055832843	0	-1	No data	0	0.5	-1
KEAP1	0.16602823473997533	1	0	0	1	1	1	0.6955150000000003	1	-0.3488226713898729	-0.4213816122021724	0	No data	-1	0	0.5	-1
RORA	0.16527947559343345	No data	0	0	1	1	0	0.8661549999999998	1	-0.6238799749947905	-0.9563761055117226	0	-1	No data	0	0.5	-1
RNF144A	0.1646052422324423	No data	0	0	0	0	0	0.828765	No data	-0.693998749739529	0	0	No data	No data	0	0.5	-1
IQCB1	0.16329927096047006	No data	0	0	0	0	0	0.3478250000000003	No data	-0.017503646593040267	-0.6602695055832843	0	No data	No data	No data	-1	-1
NBDY	0.16313414210333282	No data	0	0	No data	No data	No data	0.6323549999999998	No data	No data	No data	No data	No data	No data	No data	-1	-1
FAM3A	0.16119840718641285	No data	0	1	0	0	0	0.5434800000000003	No data	-0.37414044592623463	-0.6390062931734538	0	No data	No data	0	-1	-1
C3	0.1722181316466911	1	0	1	0	1	1	0	No data	-0.7485934569702022	-0.95933250765343	0	-1	No data	0	1	-1
ACAP1	0.159213794864011	No data	0	0	0	0	0	0.6554049999999997	No data	-0.5964784330068764	0	0	No data	No data	0	0.5	0
GDA	0.15831945875978862	No data	0	0	0	1	1	0.5374450000000003	No data	-0.8568451760783496	-0.2391451321284338	0	No data	No data	No data	0.75	0
CTDP1	0.15754602474131965	No data	0	0	0	0	0	0	No data	-0.45863721608668473	-0.7445782795194927	-1	No data	No data	No data	-1	-1
NCOR2	0.15754602474131965	No data	0	0	1	1	0	0.3635649999999998	0	-0.9243592415086477	-0.9375748038473991	0	-1	-1	0	-1	-1
HSPE1	0.15639356762028753	No data	0	0	1	1	0	No data	No data	-0.42727651594082106	No data	-1	No data	No data	No data	-1	-1
MOB4	0.15639356762028753	No data	0	0	0	0	0	No data	No data	-0.6707647426547197	No data	-1	No data	No data	0	-1	-1
SF3B1	0.15639356762028753	No data	0	0	0	0	0	1	No data	-0.9948947697436966	-0.55892245000588	-1	No data	-1	No data	-1	-1
ANKRD44	0.15639356762028753	No data	0	0	0	0	0	0.7180250000000001	No data	-0.4622838091269015	0	0	No data	No data	-0.21450250000000004	0.5	-1
COQ10B	0.15639356762028753	No data	0	0	0	0	0	0.22269000000000005	No data	-0.35142738070431345	No data	0	No data	No data	-0.04411749999999994	-1	-1
KDM4C	0.15591728690530138	No data	0	0	1	1	0	0.22348500000000016	1	-0.4458220462596374	-0.15704654459481937	0	No data	No data	0	-1	-1
ANKRD16	0.15576491242943025	No data	0	0	0	0	0	0.08587500000000006	No data	0.5278182954782247	No data	0	No data	No data	0	-1	-1
FLI1	0.15524242557116444	No data	0	0	1	1	0	0.8340699999999999	No data	-0.7844342571369035	-0.9053147595308311	0	No data	No data	-0.1758849999999999	0.5	0
FBRSL1	0.1527861345135663	No data	1	0	0	0	0	0	No data	-0.4106063763284018	-0.7041653137165873	0	No data	No data	0	-1	-1
C1orf174	0.14953649617200404	No data	0	0	0	0	0	0	No data	0.5427172327568244	0	0	No data	No data	No data	-1	-1
SHISAL1	0.14949155747934972	No data	0	0	0	0	0	0.6733649999999998	No data	-0.07428630964784333	-0.7804160564513013	0	No data	No data	0	0.5	0
SKP1	0.14881173550048538	No data	0	0	0	0	0	0.9693249999999999	No data	-0.26172119191498233	No data	-1	No data	No data	No data	-1	-1
CNEP1R1	0.14780361316558535	No data	0	0	0	0	0	1	No data	-0.29756199208168366	0	0	No data	No data	No data	-1	-1
SULT1A1	0.14656587828951648	No data	0	0	1	1	1	0	No data	0.6450302146280475	-0.8482635480186612	0	-1	No data	-0.8898299999999999	0.5	-1
APCDD1	0.14629751472837307	No data	1	0	0	0	0	0.5914400000000001	No data	-0.2838091269014378	-0.16068148577515484	0	No data	No data	0	0.5	0
C10orf105	0.14534135790907263	No data	0	0	0	0	0	0	No data	0.9310272973536153	No data	0	No data	No data	No data	1	0.5
ALPG	0.14298555648811967	No data	1	0	0	1	0	0	No data	0.4664513440300062	-0.11655552492370824	0	No data	No data	-0.9248125000000001	No data	No data
LAT2	0.1539402997475432	No data	1	0	0	0	0	0	No data	-0.0944988539279017	-0.6513299624446836	0	No data	No data	No data	0.5	-1
NEURL4	0.14227207447604448	No data	0	0	0	0	1	0.78553	No data	-0.871014794748906	-0.8678441509076468	0	No data	No data	0	-1	-1
CPNE5	0.14089341968754207	No data	0	0	0	0	0	0.89882	No data	-0.43759116482600546	0	0	No data	No data	-0.41399749999999996	0.75	0
RERE	0.14009475791609594	No data	0	0	0	0	0	0.7030650000000002	No data	-0.9655136486768077	-0.9496688358820743	0	No data	No data	0	-1	-1
HELZ	0.13956559126773907	No data	1	0	0	0	0	0.5829050000000002	No data	-0.9987497395290685	No data	0	No data	No data	0	-1	-1
COL4A2	0.1371740414581502	1	0	1	0	0	0	0.18224500000000035	No data	-0.39560325067722446	-0.8622969138583105	0	No data	No data	0	0.5	0
RPS6KA4	0.1359454606046092	No data	0	0	1	1	0	0.8057000000000002	No data	-0.800479266513857	No data	0	No data	No data	-0.11269500000000007	0.5	-1
VGLL1	0.1351971802775344	No data	0	0	0	0	0	0	No data	-0.4463429881225255	No data	0	No data	No data	0	1	0
TXNDC2	0.13373520266481995	No data	0	0	0	0	0	0	No data	0.011043967493227669	-0.06106372091004619	0	No data	No data	0	1	1
NXPE3	0.133697247100786	No data	0	1	0	0	0	0.4275500000000001	No data	-0.34600958533027715	No data	0	No data	No data	0	0.5	-1
PLEKHM1	0.13512561184413294	No data	0	0	0	0	0	0.18560500000000033	No data	-0.5386538862262971	-0.28203825641617164	0	No data	No data	0	0.5	0
ETV1	0.13304317949615516	No data	0	0	0	0	0	0.8951799999999999	No data	-0.6946238799749949	-0.6122461757560673	0	No data	No data	-0.08280999999999991	0.5	0
FBXL20	0.13276742793151947	No data	0	0	0	0	0	0.9885300000000001	No data	-0.8146488851844134	-0.6738188892163574	0	No data	No data	-0.3922025000000001	-1	-1
ARHGAP31	0.1325016333492012	No data	0	0	0	0	0	0	No data	-0.8966451344030006	-0.8773217840109804	0	No data	No data	0	-1	0
UCHL3	0.13222358047474678	No data	0	0	1	1	0	0.7826099999999997	No data	0.45926234632215035	-0.6586091850882286	0	No data	No data	0	-1	-1
SHISA9	0.13222358047474678	No data	0	0	0	0	0	0.6816049999999997	No data	-0.6224213377787039	0	0	No data	No data	0	0.5	0.5
SLC39A11	0.1321256321417914	No data	0	0	0	0	0	0.5074649999999998	No data	0.8963325692852677	No data	0	No data	No data	No data	-1	-1
DAG1	0.13180193833354267	No data	1	0	0	0	0	0.6592199999999998	No data	-0.7554698895603251	-0.6352980724986353	0	No data	No data	No data	-1	-1
DHCR7	0.1316435935789521	No data	0	0	1	1	0	0.4	No data	0.4967701604500938	-0.9367168753818386	0	No data	No data	0	0.5	-1
KCTD6	0.1315863771206259	No data	0	0	0	0	0	0.9578049999999998	No data	0.19212335903313194	No data	0	No data	No data	0	-1	-1
TSEN2	0.13039034922913048	No data	0	0	0	0	0	0	No data	0.2868305897061887	No data	-1	No data	No data	No data	-1	0
FHAD1	0.13026123054024624	No data	0	0	0	0	0	0	No data	0.4947905813711191	No data	No data	No data	No data	0	0.5	0.5
TAF11	0.12912697233623743	No data	0	0	0	1	0	0.33649500000000004	No data	-0.09804125859554069	No data	0	No data	No data	0	-1	-1
RNF114	0.12852756653984646	No data	1	0	0	0	0	0.4956150000000001	No data	-0.1400291727443217	0	0	No data	No data	0	0.5	-1
SCAF1	0.12791824953341904	No data	0	0	0	0	0	0.24924000000000035	No data	-0.8192331735778287	No data	0	No data	No data	0	-1	-1
MST1	0.12772645597387064	No data	0	1	No data	No data	No data	0	No data	0.15242758908105847	-0.37488308494159406	0	No data	No data	0	1	-1
POM121C	0.12696408283337046	No data	0	0	0	0	0	0	No data	No data	0	0	No data	No data	-0.9316099999999998	-1	-1
OAS3	0.1320601225818836	No data	1	0	0	0	0	0	No data	0.41946238799749946	No data	0	No data	No data	0	-1	0
DDX6	0.12607001716838295	No data	1	0	0	1	0	0.88613	No data	-0.9170660554282142	-0.874303588308177	-1	No data	No data	0	-1	-1
PDE7B	0.12324165677602064	1	0	0	1	1	0	0.41111000000000003	No data	-0.6070014586372161	0	0	No data	No data	0	-1	0
MTF1	0.1214022206334543	No data	0	0	0	0	0	0.14342499999999986	No data	-0.7255678266305481	-0.8607914149226925	0	-1	No data	0	0.5	-1
RPS26	0.12122944099200267	1	0	0	1	1	0	1	No data	-0.5183371535736612	0	No data	No data	No data	No data	-1	-1
CDHR5	0.11957615309125308	No data	1	0	0	0	0	0	No data	0.42800583454886443	No data	0	No data	No data	0	0.75	0.5
PHRF1	0.11956654029563386	No data	No data	No data	0	0	0	0	No data	-0.6472181704521776	-0.6040049690250116	0	No data	No data	0	-1	0
PKP2	0.1193069291070978	No data	0	0	0	0	0	0	No data	0.18347572410918933	-0.890017628760178	0	No data	No data	0	0.5	0
ZMIZ1	0.11908464227433144	No data	0	0	0	0	0	0.9015949999999997	No data	-0.8217336945196916	-0.9056352813640353	0	No data	No data	0	-1	-1
KIF23	0.11873733323960536	No data	0	0	0	0	0	0.3788499999999999	No data	-0.9442592206709731	0	-1	No data	No data	0	0.5	0
MCM6	0.11574814297606056	No data	0	0	0	0	0	0.792935	No data	-0.7440091685767869	-0.2968774632995319	-1	No data	No data	0	0.5	-1
HCFC1	0.1154330301734871	No data	0	0	0	0	0	0.717445	No data	-0.9966659720775162	-0.791493437874384	-1	No data	No data	0	-1	-1
ARID3A	0.11512287237177204	No data	0	0	0	0	0	0.07251499999999993	No data	-0.7903729943738279	-0.8461122047421712	0	No data	No data	0	0.5	0
CCDC88B	0.11468434965203118	No data	0	0	0	0	0	0	No data	-0.4609293602833924	-0.6102109365505987	0	No data	No data	0	0.5	0
FDX2	0.1143171198473024	No data	0	0	0	0	0	0	No data	0.5485517816211711	-0.7003082056201498	-1	No data	No data	0	-1	-1
KCTD20	0.11365969594545129	No data	0	0	0	0	0	0.5346049999999998	No data	-0.14794748906022093	No data	0	No data	No data	-0.021480000000000034	-1	-1
EAF2	0.1140192338475848	No data	0	0	0	0	0	0.0384599999999999	No data	0.58012085851219	-0.8217212944171095	0	No data	No data	0	0.5	0
CCDC198	0.1117684981191115	No data	0	0	0	0	0	0	No data	-0.05532402583871643	-0.7110599613607146	0	No data	No data	No data	0.5	0.5
OR2M2	0.11082678446690816	No data	1	0	0	0	0	No data	No data	No data	No data	0	No data	No data	-0.5605174999999999	No data	No data
DOT1L	0.11052212281047522	No data	0	0	1	1	1	0.20949999999999988	1	-0.9681183579912482	-0.788460899996139	0	No data	No data	No data	0.5	-1
DARS1	0.10911494675301439	No data	0	0	0	0	0	0.8003999999999998	No data	-0.2830798082933944	-0.4157884719002361	-1	No data	No data	0	-1	-1
ZNF76	0.10906564958001971	No data	0	0	0	0	0	0.6052649999999999	No data	0.4505105230256303	No data	0	No data	No data	0	-1	-1
STAT1	0.12755885676302126	No data	0	0	1	1	0	0.6733350000000001	No data	-0.902583871639925	-0.9238781736821355	0	No data	No data	0	-1	-1
ZGLP1	0.10738133771274211	No data	0	0	0	0	0	0	No data	-0.27641175244842675	-0.20169378260672305	0	No data	No data	0	-1	0
LRRC34	0.10584340447823863	No data	0	0	0	0	0	0	No data	0.11012710981454465	No data	0	No data	No data	No data	0.5	0.5
RASSF7	0.10564030542255995	No data	0	0	0	0	0	0	No data	0.6650343821629505	No data	0	No data	No data	0	0.5	0
FAM193A	0.10485891446711164	No data	1	0	0	0	0	0.41584000000000004	No data	-0.8724734319649927	0	0	No data	No data	0	-1	-1
ATP5MK	0.1038929703505069	No data	0	0	0	0	0	0.4827599999999997	No data	0.7443217336945196	-0.2942743552259436	0	No data	No data	No data	-1	-1
PRKN	0.10338534159646116	No data	0	0	0	0	0	0.17204499999999995	No data	-0.061366951448218354	-0.8687053681675652	0	No data	No data	0	0.5	0
ARHGAP27	0.10199598047602497	No data	0	0	0	0	0	0.12261000000000025	No data	-0.4141487809960408	No data	0	No data	No data	0	0.5	0
PHLDB1	0.10007414903846491	No data	1	0	0	0	0	0.7131450000000001	No data	-0.664930193790373	-0.15291586888694558	0	No data	No data	0	-1	0
CFAP263	0.09982645675819568	No data	0	0	0	0	0	0	No data	0.5602208793498646	No data	0	No data	No data	No data	0.5	0
GSDMB	0.09880585155928702	No data	0	0	0	0	0	No data	No data	0.1755574077932902	No data	0	No data	No data	0	0.5	0
SPPL2C	0.09818408041701707	No data	0	0	0	0	0	0	No data	0.1464888518441343	0	0	No data	No data	0	1	0.5
PAPOLG	0.0978361295528724	No data	0	0	0	0	0	0.7078800000000001	No data	-0.8032923525734528	No data	0	No data	No data	-0.031930000000000014	-1	0
DRD4	0.09733407367000058	1	1	0	1	1	0	0	1	0.8782037924567618	-0.2716150181121571	0	-1	No data	0	-1	0
KPNA4	0.09709353912241167	No data	0	0	0	0	0	0.9424199999999999	No data	-0.9356115857470306	-0.17840722248362612	0	No data	No data	-0.6449124999999999	0.5	-1
NOG	0.09708419956725968	No data	0	1	0	0	0	0.956895	No data	-0.6057511981662846	-0.9448492943376499	0	No data	No data	No data	0.5	0.5
SLC6A16	0.09425878195556556	No data	0	0	0	0	0	0	No data	0.21869139404042515	No data	0	No data	No data	0	1	0
IL18RAP	0.09330161499807996	0.5	1	0	0	0	0	0	No data	-0.3997707855803292	-0.036984376488141124	0	No data	No data	0	0.75	0
ZFYVE26	0.09240867407593022	No data	0	0	0	0	0	0.11382499999999993	No data	-0.3737236924359242	-0.32731755354426156	0	No data	No data	0	-1	-1
LRIT1	0.09212290340157259	No data	0	0	0	0	0	0	No data	0.6589914565534487	No data	0	No data	No data	0	1	0.5
TNIP2	0.0918700486322711	No data	0	0	0	0	0	0	No data	-0.21389872890185457	No data	0	No data	No data	0	-1	-1
