,target_contrast,target_name,condition,n_cells_target,n_up_genes,n_down_genes,n_total_de_genes,ontarget_effect_size,ontarget_significant,baseMean,offtarget_flag,n_total_genes_category,ontarget_effect_category,target_contrast_corrected,obs_names,target_name_corrected
15902,ENSG00000134339,SAA2,Stim8hr,525.0,0,0,0,0.0,False,,False,no effect,no on-target KD,ENSG00000134339,ENSG00000134339_Stim8hr,SAA2
15903,ENSG00000138678,GPAT3,Stim8hr,722.0,0,3,3,-6.807879710275916,True,16.16809665377667,False,2-10 DE genes,on-target KD,ENSG00000138678,ENSG00000138678_Stim8hr,GPAT3
15904,ENSG00000140367,UBE2Q2,Stim8hr,472.0,1,1,2,-5.3024668923921165,True,99.04479296334289,False,2-10 DE genes,on-target KD,ENSG00000140367,ENSG00000140367_Stim8hr,UBE2Q2
15905,ENSG00000140740,UQCRC2,Stim8hr,172.0,117,60,177,-12.011138473258692,True,110.78137119525805,False,>10 DE genes,on-target KD,ENSG00000140740,ENSG00000140740_Stim8hr,UQCRC2
15906,ENSG00000141295,SCRN2,Stim8hr,572.0,1,4,5,-8.293757173367545,True,12.377462800311074,False,2-10 DE genes,on-target KD,ENSG00000141295,ENSG00000141295_Stim8hr,SCRN2
15907,ENSG00000148337,CIZ1,Stim8hr,593.0,1,1,2,-6.969086637779677,True,9.12098546219052,False,2-10 DE genes,on-target KD,ENSG00000148337,ENSG00000148337_Stim8hr,CIZ1
15908,ENSG00000157103,SLC6A1,Stim8hr,579.0,0,0,0,0.0,False,,False,no effect,no on-target KD,ENSG00000157103,ENSG00000157103_Stim8hr,SLC6A1
15909,ENSG00000162298,SYVN1,Stim8hr,277.0,119,82,201,-4.526682179154463,True,26.070917746198926,False,>10 DE genes,on-target KD,ENSG00000162298,ENSG00000162298_Stim8hr,SYVN1
15910,ENSG00000162458,FBLIM1,Stim8hr,373.0,11,4,15,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000162458,ENSG00000162458_Stim8hr,FBLIM1
15911,ENSG00000166260,COX11,Stim8hr,133.0,261,113,374,-5.021591086004295,True,26.166046719202864,True,>10 DE genes,on-target KD,ENSG00000166260,ENSG00000166260_Stim8hr,COX11
15912,ENSG00000166526,ZNF3,Stim8hr,989.0,0,1,1,-13.140345776821652,True,19.63570896146925,False,1 DE gene,on-target KD,ENSG00000166526,ENSG00000166526_Stim8hr,ZNF3
