,target,correlation_signif,correlation_signif_pval,correlation_all,correlation_all_pval,n_signif_union,frac_sign_agreement_signif_union,n_signif_1,n_signif_2,guide_id_1,guide_id_2,culture_condition,n_signif_ontarget
18228,RILP,-0.987406374753949,0.10114102208860834,0.008594685880200558,0.3563641178101832,3,0.3333333333333333,3,0,RILP-1,RILP-2,Stim48hr,1
18229,RILPL2,,,0.0343658727695899,0.00022522431304122307,1,0.0,0,1,RILPL2-1,RILPL2-2,Stim48hr,1
18230,RIMKLA,0.5473240477369861,0.1272034500378014,0.10372315268104834,6.350727627019939e-29,9,0.4444444444444444,2,8,RIMKLA-1,RIMKLA-2,Stim48hr,2
18231,RIMKLB,-0.42793566261990257,0.47225514099361887,0.06028402628718385,9.482079987541591e-11,5,0.6,2,3,RIMKLB-1,RIMKLB-2,Stim48hr,2
18232,RING1,1.0,1.0,0.09331328839490914,1.0655039761417928e-23,2,1.0,2,2,RING1-1,RING1-2,Stim48hr,2
18233,RIC3,,,0.1017406231286761,6.927159340510625e-28,0,,0,0,RIC3-1,RIC3-2,Stim48hr,2
18234,RINL,0.9637816596121235,0.008229114481166092,0.04703057095280732,4.42600110340837e-07,5,0.4,3,3,RINL-1,RINL-2,Stim48hr,2
18235,RIOK3,0.5939644143511864,0.4060355856488136,0.06882728826130297,1.417849956014176e-13,4,0.75,3,2,RIOK3-1,RIOK3-2,Stim48hr,2
18236,RIOX1,0.9621899182972278,0.17562118643716151,0.009356552702896852,0.31534177385891565,3,0.6666666666666666,2,2,RIOX1-1,RIOX1-2,Stim48hr,2
18237,RIPK1,0.6530324215400977,0.34696757845990245,0.1298399582806083,1.7338443686828287e-44,4,0.5,3,2,RIPK1-1,RIPK1-2,Stim48hr,2
18238,RIPK2,,,0.10500452010341454,1.3224742230289846e-29,0,,0,0,RIPK2-1,RIPK2-2,Stim48hr,2
18239,RIPK3,,,0.05696470399577287,9.483606006203877e-10,0,,0,0,RIPK3-1,RIPK3-2,Stim48hr,2
18240,RIPOR2,,,0.03712457379633653,6.74168459300985e-05,0,,0,0,RIPOR2-1,RIPOR2-2,Stim48hr,0
18241,RIC8A,0.2708546871797165,0.6036532254342183,0.10955877979168176,4.277173699704023e-32,6,0.5,5,3,RIC8A-1,RIC8A-2,Stim48hr,2
18242,RIBC2,,,-0.03512381665696038,0.00016304457064008157,0,,0,0,RIBC2-1,RIBC2-2,Stim48hr,2
18243,RNF121,0.4596078751939094,0.5403921248060906,0.11208559614452113,1.5975796024223713e-33,4,0.5,1,3,RNF121-1,RNF121-2,Stim48hr,2
18244,RHOB,0.8288604256427574,0.021174122009958093,0.06796458505380315,2.840627644758311e-13,7,0.2857142857142857,7,1,RHOB-1,RHOB-2,Stim48hr,2
18245,RGS19,1.0,1.0,0.052225811711305636,2.0444805280853037e-08,2,0.5,2,1,RGS19-1,RGS19-2,Stim48hr,2
18246,RHBDD1,-0.1548250806831393,0.7143087152031115,0.08253316168992676,7.197525240781561e-19,8,0.75,1,8,RHBDD1-1,RHBDD1-2,Stim48hr,2
18247,RHBDD2,-1.0,1.0,-0.054374383106241375,5.24360065965726e-09,2,1.0,2,1,RHBDD2-1,RHBDD2-2,Stim48hr,2
18248,RHBDD3,0.023501669568265063,0.821151083883065,-0.011720046667421226,0.20849126746210309,95,0.5052631578947369,2,93,RHBDD3-1,RHBDD3-2,Stim48hr,2
18249,RHBDL1,0.8781023581407832,0.12189764185921681,0.09155078189697527,7.20237548662299e-23,4,0.5,3,1,RHBDL1-1,RHBDL1-2,Stim48hr,2
18250,RHEBL1,0.8946968233216192,0.2947831752075678,0.07344633690496259,2.9688513602907925e-15,3,0.3333333333333333,3,1,RHEBL1-1,RHEBL1-2,Stim48hr,2
18251,RHNO1,0.47417031897356055,0.002292182461996423,-0.000518439562450311,0.9556334519913986,39,0.6666666666666666,10,39,RHNO1-1,RHNO1-2,Stim48hr,2
18252,RHOBTB3,-1.0,1.0,0.003962630619339911,0.6706670186598696,2,0.5,2,0,RHOBTB3-1,RHOBTB3-2,Stim48hr,2
18253,RHPN1,,,0.1557051991332069,2.0137140211165874e-63,1,1.0,1,1,RHPN1-1,RHPN1-2,Stim48hr,2
18254,RHOC,1.0,1.0,0.10449947399006115,2.4602452000161407e-29,2,0.5,1,2,RHOC-1,RHOC-2,Stim48hr,2
18255,RHOF,0.21223544630905,0.003635181976811145,0.07513247542524439,6.808693246079918e-16,186,0.5161290322580645,185,2,RHOF-1,RHOF-2,Stim48hr,2
18256,RHOG,-0.04636397430145278,0.9704731922239266,0.062299015765059834,2.204022878620431e-11,3,0.6666666666666666,3,1,RHOG-1,RHOG-2,Stim48hr,2
18257,RHOT2,0.9318817530911498,0.23633253426718737,0.10597629925345849,3.971668651150157e-30,3,0.6666666666666666,2,2,RHOT2-1,RHOT2-2,Stim48hr,2
18258,RHOU,,,0.04898137459492039,1.4455554731853125e-07,1,1.0,1,0,RHOU-1,RHOU-2,Stim48hr,2
18259,RHOXF1,,,0.08482655718993218,7.567936919361063e-20,0,,0,0,RHOXF1-1,RHOXF1-2,Stim48hr,0
18260,RHOXF2,0.045704134400980145,0.9070542243804658,-0.042501190104129505,5.045737608380976e-06,9,0.1111111111111111,0,9,RHOXF2-1,RHOXF2-2,Stim48hr,0
18261,RIT1,,,0.006905193073392758,0.45868910005227975,1,1.0,1,0,RIT1-1,RIT1-2,Stim48hr,2
18262,RLF,0.8794802654775111,0.31578076018721435,0.11268340644435794,7.25892076130262e-34,3,0.6666666666666666,2,2,RLF-1,RLF-2,Stim48hr,2
18263,RLIM,1.0,1.0,-0.014578967466895684,0.11768693973102048,2,1.0,1,1,RLIM-1,RLIM-2,Stim48hr,2
18264,RNF34,1.0,1.0,0.03691575218472024,7.407862772678175e-05,2,1.0,2,0,RNF34-1,RNF34-2,Stim48hr,2
18265,RNF14,0.46023014672977264,0.2125503024284661,0.004538554768797969,0.6262326975451017,9,0.6666666666666666,6,4,RNF14-1,RNF14-2,Stim48hr,2
18266,RNF19A,0.3180677867919291,0.6019594605017416,0.03021692346069078,0.001181422854150585,5,0.8,1,4,RNF19A-1,RNF19A-2,Stim48hr,1
18267,RNF19B,-0.04426528791703338,0.1428781199108171,-0.017362716654998896,0.062414622908253926,1097,0.4676390154968095,1097,1,RNF19B-1,RNF19B-2,Stim48hr,2
18268,RNF24,0.9569187492141764,0.1875473353272566,0.04153200245275955,8.244467431277933e-06,3,1.0,2,2,RNF24-1,RNF24-2,Stim48hr,2
18269,RNF25,0.9975901734245191,0.044205394290561965,0.09157312650620629,7.031581969331954e-23,3,1.0,3,1,RNF25-1,RNF25-2,Stim48hr,2
18270,RNF26,,,0.0475785429906654,3.2462223511642776e-07,1,1.0,1,1,RNF26-1,RNF26-2,Stim48hr,2
18271,RNF32,,,0.17230528450838486,1.8482006438046977e-77,0,,0,0,RNF32-1,RNF32-2,Stim48hr,2
18272,RNF38,-0.17708829761212713,0.02853617672166074,-0.05048442609868185,5.9281329983612234e-08,153,0.37254901960784315,2,151,RNF38-1,RNF38-2,Stim48hr,1
18273,RLN2,,,0.09655190705454633,2.8930753539127827e-25,0,,0,0,RLN2-1,RLN2-2,Stim48hr,2
18274,RNF39,-1.0,1.0,0.11547821921126919,1.7168861824587064e-35,2,0.5,1,1,RNF39-1,RNF39-2,Stim48hr,0
18275,RNF41,0.08056071147352938,0.7667831900879589,0.09008490177658016,3.4332158028603993e-22,16,0.5625,7,10,RNF41-1,RNF41-2,Stim48hr,2
18276,RNF43,,,0.007366166613016808,0.4292496835969168,1,0.0,1,0,RNF43-1,RNF43-2,Stim48hr,2
18277,RNF44,-0.7427288119252669,0.46706233097279226,0.08349987024432905,2.80601198567835e-19,3,1.0,2,2,RNF44-1,RNF44-2,Stim48hr,2
18278,RNF103,0.8044919934277202,0.10067362580608934,0.0392810318101539,2.476984260606008e-05,5,0.6,3,3,RNF103-1,RNF103-2,Stim48hr,2
18279,RNF111,0.1294353705451399,0.6734316930059281,-0.0006551190836404262,0.9439540615272437,13,0.46153846153846156,1,12,RNF111-1,RNF111-2,Stim48hr,1
18280,RNF114,1.0,1.0,0.004870864473287634,0.6011851141372421,2,0.5,2,1,RNF114-1,RNF114-2,Stim48hr,2
18281,RNF13,,,-0.009102910486401793,0.3286403128257332,1,1.0,1,1,RNF13-1,RNF13-2,Stim48hr,2
18282,RNF11,1.0,1.0,0.10541093771218062,8.007425485541943e-30,2,0.5,2,1,RNF11-1,RNF11-2,Stim48hr,2
18283,RNF10,0.5438581158631624,0.20697029111422385,0.026157037359995403,0.004994321967877,7,0.42857142857142855,7,1,RNF10-1,RNF10-2,Stim48hr,2
18284,RNF8,0.5092179588512931,0.0002567921507516856,0.07300764769507413,4.331522463824323e-15,47,0.6595744680851063,45,2,RNF8-1,RNF8-2,Stim48hr,2
18285,RMC1,0.981754797450829,0.018245202549171058,0.12388100938649307,1.2643321496513045e-40,4,0.5,3,2,RMC1-1,RMC1-2,Stim48hr,2
18286,RMDN1,1.0,1.0,0.08728032446502433,6.3522865228341685e-21,2,1.0,2,2,RMDN1-1,RMDN1-2,Stim48hr,2
18287,RMDN3,0.6539689342333654,0.34603106576663456,0.08930416807917932,7.80684633283409e-22,4,0.75,2,2,RMDN3-1,RMDN3-2,Stim48hr,2
18288,RMI1,0.4125342631148283,0.017041974644922978,0.03370565726764539,0.00029689752445172745,33,0.5757575757575758,2,31,RMI1-1,RMI1-2,Stim48hr,1
18289,RMND1,1.0,1.0,0.10401843611730366,4.431363089501846e-29,2,1.0,2,2,RMND1-1,RMND1-2,Stim48hr,2
18290,RMND5B,,,0.11447775903243529,6.629610825071286e-35,1,1.0,1,1,RMND5B-1,RMND5B-2,Stim48hr,2
18291,RNASE1,,,0.0670670191946197,5.800355875438232e-13,1,0.0,1,0,RNASE1-1,RNASE1-2,Stim48hr,0
18292,RNASEH1,0.50298823895807,3.001434580181092e-34,0.2404438779826382,3.719065409843082e-151,513,0.8693957115009746,511,3,RNASEH1-1,RNASEH1-2,Stim48hr,2
18293,RNASEH2A,-0.2532996372757118,0.16916224551099676,0.17510483611856073,5.649165941388199e-80,31,0.6451612903225806,6,26,RNASEH2A-1,RNASEH2A-2,Stim48hr,2
18294,RNASEL,,,0.11184890305536532,2.1806994142266857e-33,1,1.0,1,0,RNASEL-1,RNASEL-2,Stim48hr,2
18295,RNASET2,0.9748438774440421,0.14309736291347602,-0.005294926621119098,0.5698963639689204,3,1.0,2,2,RNASET2-1,RNASET2-2,Stim48hr,2
18296,RND1,,,0.03872970243251567,3.2153011863092386e-05,0,,0,0,RND1-1,RND1-2,Stim48hr,2
18297,RND3,0.9154810660675329,0.263620695212872,0.08923290719938673,8.4117426412851325e-22,3,0.6666666666666666,0,3,RND3-1,RND3-2,Stim48hr,0
18298,RNF2,-1.0,1.0,0.08126433549053333,2.43765684812474e-18,2,0.5,1,2,RNF2-1,RNF2-2,Stim48hr,2
18299,RNF5,0.9950460638414579,0.06339423647735783,-0.005009687745503245,0.5908570579546367,3,1.0,3,3,RNF5-1,RNF5-2,Stim48hr,2
18300,RGS18,,,-0.009499648670933896,0.3079973855088694,1,0.0,0,1,RGS18-1,RGS18-2,Stim48hr,1
18301,RGS17,-1.0,1.0,0.05887675785990334,2.5559143669278865e-10,2,0.5,0,2,RGS17-1,RGS17-2,Stim48hr,0
18302,RGS14,,,0.016205880098322446,0.08200450972386321,1,1.0,1,1,RGS14-1,RGS14-2,Stim48hr,2
18303,REEP3,0.17241581639136644,0.592069687279716,0.10433477303998154,3.01031531740246e-29,12,0.8333333333333334,7,6,REEP3-1,REEP3-2,Stim48hr,2
18304,RCSD1,,,0.05547900838699505,2.5525344360068993e-09,1,1.0,1,1,RCSD1-1,RCSD1-2,Stim48hr,2
18305,RDH5,,,0.06419152500895764,5.366675833035746e-12,0,,0,0,RDH5-1,RDH5-2,Stim48hr,0
18306,RDH10,-0.046525995357319834,0.9407826418332907,-0.004989368852941765,0.5923636185805352,5,0.2,3,2,RDH10-1,RDH10-2,Stim48hr,2
18307,RDH13,0.23771535968076185,4.324266642089855e-05,0.013706325962442771,0.1413184312952794,290,0.36551724137931035,288,2,RDH13-1,RDH13-2,Stim48hr,2
18308,RDH14,1.0,1.0,0.08579348824650496,2.874661868668599e-20,2,0.5,2,1,RDH14-1,RDH14-2,Stim48hr,2
18309,RECK,0.48660387773499664,0.6764710260690454,0.010847898103860179,0.24437318641801084,3,0.6666666666666666,2,1,RECK-1,RECK-2,Stim48hr,2
18310,RECQL,0.9215895778764511,0.25378238997230873,0.017287829179391957,0.06355329355322122,3,1.0,3,1,RECQL-1,RECQL-2,Stim48hr,2
18311,REEP4,1.0,1.0,0.03680233004992403,7.795316491762137e-05,2,0.5,2,1,REEP4-1,REEP4-2,Stim48hr,2
18312,RELT,0.666629667479339,0.0007041808628629588,0.08437113963567724,1.1894366751208734e-19,22,0.5,3,20,RELT-1,RELT-2,Stim48hr,2
18313,REEP6,-0.13629490591151658,0.8270027195322528,0.0038320206940988975,0.6809135768052066,5,0.4,1,4,REEP6-1,REEP6-2,Stim48hr,2
18314,REG1A,,,-0.023546720503799343,0.01149904315930933,1,1.0,1,0,REG1A-1,REG1A-2,Stim48hr,0
18315,REG3A,,,0.04491803479672089,1.4169774356783977e-06,0,,0,0,REG3A-1,REG3A-2,Stim48hr,0
18316,REG4,,,0.09670727241410178,2.425949178432513e-25,0,,0,0,REG4-1,REG4-2,Stim48hr,2
18317,RELA,0.12697870568800995,0.7447716291765677,0.12944264687704884,3.1793615010833896e-44,9,0.7777777777777778,3,7,RELA-1,RELA-2,Stim48hr,2
18318,RELB,0.5731764221789554,0.23438853876245663,0.045109079587835624,1.2780704351198716e-06,6,0.3333333333333333,1,6,RELB-1,RELB-2,Stim48hr,2
18319,RELCH,0.9271430898666748,0.07285691013332518,0.0950208971547013,1.615896208916935e-24,4,1.0,4,2,RELCH-1,RELCH-2,Stim48hr,2
18320,RCOR1,0.7702841244331873,9.969888516744059e-08,0.28387229257746094,2.0968703347903237e-212,34,0.9117647058823529,13,26,RCOR1-1,RCOR1-2,Stim48hr,2
18321,RCN3,1.0,1.0,0.13400165974595044,2.697671798217765e-47,2,1.0,0,2,RCN3-1,RCN3-2,Stim48hr,2
18322,RCN2,1.0,1.0,-0.014224006123290512,0.12689545758167717,2,1.0,1,1,RCN2-1,RCN2-2,Stim48hr,2
18323,RCHY1,0.4126675874905253,0.18247045866051942,0.07750886920819283,8.081992784106304e-17,12,0.75,4,10,RCHY1-1,RCHY1-2,Stim48hr,2
18324,RBMS3,,,0.03817643696390222,4.16341826843414e-05,0,,0,0,RBMS3-1,RBMS3-2,Stim48hr,2
18325,RBP2,,,0.08618758491731425,1.931478327924914e-20,0,,0,0,RBP2-1,RBP2-2,Stim48hr,0
18326,RBP5,0.4724603641013597,0.007279140970713273,0.07798532839032263,5.2304098742902386e-17,31,0.45161290322580644,31,0,RBP5-1,RBP5-2,Stim48hr,2
18327,RBPJ,0.9129024337397296,0.00022639785373654005,0.1540143499044498,4.471533658439977e-62,10,0.9,5,9,RBPJ-1,RBPJ-2,Stim48hr,2
18328,RBPMS,0.6039314847319759,0.2807598076266226,0.07144506996135602,1.6336330073125775e-14,5,0.4,0,5,RBPMS-1,RBPMS-2,Stim48hr,2
18329,RC3H1,0.8855509050318795,3.4683129396549015e-12,0.2585489489062686,2.787807007232903e-175,34,0.9705882352941176,34,3,RC3H1-1,RC3H1-2,Stim48hr,2
18330,RC3H2,0.9928407565589775,0.07622336691204053,0.157092641421642,1.540626846505135e-64,3,0.6666666666666666,2,2,RC3H2-1,RC3H2-2,Stim48hr,2
18331,RCAN1,,,0.08277030424237397,5.718278725795181e-19,1,0.0,0,1,RCAN1-1,RCAN1-2,Stim48hr,2
18332,RCAN2,,,0.14141701056604125,1.5915852089716511e-52,1,1.0,1,0,RCAN2-1,RCAN2-2,Stim48hr,2
18333,RCAN3,0.5659248305908356,0.04379679687621232,-0.0029475386651339882,0.7517733396158769,13,0.6153846153846154,5,9,RCAN3-1,RCAN3-2,Stim48hr,2
18334,RCBTB1,0.3387271405760638,0.1835341065893477,-0.004030186719803645,0.6653909187949123,17,0.47058823529411764,17,1,RCBTB1-1,RCBTB1-2,Stim48hr,2
18335,RCBTB2,0.8745909638292662,0.12540903617073385,0.08726952956034417,6.422892918616151e-21,4,1.0,0,4,RCBTB2-1,RCBTB2-2,Stim48hr,2
18336,RCC1L,0.880195649221871,3.3001053215861874e-58,0.2428600291140087,2.9166462780671977e-154,176,0.9488636363636364,8,172,RCC1L-1,RCC1L-2,Stim48hr,2
18337,RCC2,0.8785921906889091,0.12140780931109085,0.10704228634058435,1.0479377735658601e-30,4,1.0,2,3,RCC2-1,RCC2-2,Stim48hr,2
18338,RCCD1,-0.0968264743287039,0.7530076866832491,0.08291947002783807,4.946184033591689e-19,13,0.6923076923076923,11,3,RCCD1-1,RCCD1-2,Stim48hr,2
18339,RELL2,0.3073533873389328,0.0007905926669003485,0.17237050933294684,1.6167628546926988e-77,116,0.7413793103448276,111,5,RELL2-1,RELL2-2,Stim48hr,2
18340,RENBP,1.0,1.0,0.08434460181057704,1.2211004994489229e-19,2,1.0,0,2,RENBP-1,RENBP-2,Stim48hr,2
18341,RGS12,1.0,1.0,-0.035577751223530255,0.00013395680516937065,2,0.0,0,2,RGS12-1,RGS12-2,Stim48hr,1
18342,RGPD2,-0.23748027454189052,0.09679030204281272,0.03662882013549818,8.425294155032929e-05,50,0.32,1,49,RGPD2-1,RGPD2-2,Stim48hr,0
18343,RFX8,,,0.09961897163884781,8.488295655358288e-27,0,,0,0,RFX8-1,RFX8-2,Stim48hr,2
18344,RFXANK,1.0,1.0,0.01050429173448341,0.25963689285918834,2,1.0,2,1,RFXANK-1,RFXANK-2,Stim48hr,2
18345,RFXAP,0.8459692771429779,0.004048266119427757,0.0949268728942074,1.794333596875871e-24,9,1.0,1,9,RFXAP-1,RFXAP-2,Stim48hr,2
18346,RGCC,,,0.02007508313166829,0.031202529585339495,1,1.0,1,1,RGCC-1,RGCC-2,Stim48hr,2
18347,RGL2,0.33827222807663415,0.412463408318865,0.05383304568735393,7.424372450174506e-09,8,0.875,5,3,RGL2-1,RGL2-2,Stim48hr,1
18348,RGL4,1.0,1.0,0.1436749597502402,3.563533956410379e-54,2,0.0,0,2,RGL4-1,RGL4-2,Stim48hr,2
18349,RGMB,-0.9747875550145095,0.1432581434527829,0.08065313361222606,4.357919029779523e-18,3,0.0,2,1,RGMB-1,RGMB-2,Stim48hr,2
18350,RGPD8,,,0.07421456805389218,1.523976854480021e-15,1,1.0,1,0,RGPD8-1,RGPD8-2,Stim48hr,0
18351,REPIN1,0.7897088867492856,0.21029111325071437,0.14517528607309801,2.7580729562903115e-55,4,1.0,4,1,REPIN1-1,REPIN1-2,Stim48hr,2
18352,RGS1,,,0.07526276971871579,6.0680888615764105e-16,0,,0,0,RGS1-1,RGS1-2,Stim48hr,2
18353,RGS2,0.9622361224140507,0.175513163333795,0.05682461962040883,1.0422748417843008e-09,3,0.3333333333333333,0,3,RGS2-1,RGS2-2,Stim48hr,2
18354,RGS3,,,0.0919005344921271,4.9435808619344737e-23,1,1.0,0,1,RGS3-1,RGS3-2,Stim48hr,0
18355,RGS5,,,0.047784179782789794,2.88719912877918e-07,0,,0,0,RGS5-1,RGS5-2,Stim48hr,0
18356,RGS6,,,0.09344578418455357,9.215687811297805e-24,0,,0,0,RGS6-1,RGS6-2,Stim48hr,1
18357,RGS9,-1.0,1.0,0.10334918154626742,1.0002659088327311e-28,2,0.0,0,2,RGS9-1,RGS9-2,Stim48hr,0
18358,RGS10,0.7600519234061411,0.13590188864688646,0.06456259727759935,4.04879325410826e-12,5,0.6,2,4,RGS10-1,RGS10-2,Stim48hr,2
18359,RFX6,,,0.05199240402545324,2.3627364430684282e-08,0,,0,0,RFX6-1,RFX6-2,Stim48hr,0
18360,RFX5,0.9191133291540239,2.3777668667154517e-05,0.08214867058653344,1.0437154808438674e-18,12,1.0,10,7,RFX5-1,RFX5-2,Stim48hr,2
18361,RFX2,1.0,1.0,-0.0014040371345228455,0.880237840361873,2,1.0,1,1,RFX2-1,RFX2-2,Stim48hr,2
18362,RFX1,0.65392909624731,2.7842049331310758e-12,0.16857695434562048,3.5436126885888105e-74,90,0.9111111111111111,65,56,RFX1-1,RFX1-2,Stim48hr,2
18363,REPS1,0.07707401946120099,0.6750154359116413,0.03044150600440057,0.0010852323522418917,32,0.6875,31,1,REPS1-1,REPS1-2,Stim48hr,1
18364,RERE,-0.0658470595436552,0.9341529404563449,-0.06939617738948205,8.924710355594197e-14,4,0.5,3,1,RERE-1,RERE-2,Stim48hr,0
18365,RETN,0.42446109709822666,0.5755389029017732,0.08782983367670467,3.6122530747649354e-21,4,0.75,0,4,RETN-1,RETN-2,Stim48hr,0
18366,RETREG1,,,0.005359936635361377,0.5651692107280286,0,,0,0,RETREG1-1,RETREG1-2,Stim48hr,0
18367,REV3L,0.34906792918601276,0.6509320708139872,0.10628843216345746,2.6924396054078665e-30,4,0.75,4,0,REV3L-1,REV3L-2,Stim48hr,0
18368,REX1BD,,,0.044586736286475415,1.6929582228069575e-06,0,,0,0,REX1BD-1,REX1BD-2,Stim48hr,0
18369,REXO1,-0.2020402245720302,0.701063329617402,0.10892803528499664,9.603000646278796e-32,6,0.6666666666666666,6,0,REXO1-1,REXO1-2,Stim48hr,2
18370,REXO2,0.9031637325040792,0.2824767426631943,0.13213563389341593,5.026759064541945e-46,3,0.6666666666666666,1,3,REXO2-1,REXO2-2,Stim48hr,2
18371,REXO5,0.5204541002815846,0.3686049440301036,0.02117233283974842,0.023070568420213964,5,0.6,3,3,REXO5-1,REXO5-2,Stim48hr,2
18372,RFESD,,,0.02557830524288169,0.006046211491470012,0,,0,0,RFESD-1,RFESD-2,Stim48hr,2
18373,RFFL,,,0.004254704432397956,0.6479760730476924,1,1.0,1,0,RFFL-1,RFFL-2,Stim48hr,2
18374,RFLNB,,,0.07899220588156257,2.0673449032352063e-17,1,1.0,0,1,RFLNB-1,RFLNB-2,Stim48hr,1
18375,RFNG,-0.35350655477152176,0.2862064513641817,0.07710204028172996,1.1694456726212227e-16,11,0.45454545454545453,0,11,RFNG-1,RFNG-2,Stim48hr,2
18376,RFPL2,,,0.03256406425799784,0.0004733759668545385,0,,0,0,RFPL2-1,RFPL2-2,Stim48hr,1
18377,RFTN1,,,0.11549456629115298,1.6792344315737209e-35,1,1.0,1,1,RFTN1-1,RFTN1-2,Stim48hr,2
18378,RNF115,,,0.0803190163968482,5.975969843331049e-18,1,1.0,1,1,RNF115-1,RNF115-2,Stim48hr,2
18379,RNF122,0.7159504009093983,0.003978913696807758,0.028401675559051667,0.002300579835249809,14,0.2857142857142857,0,14,RNF122-1,RNF122-2,Stim48hr,2
18380,PREP,0.7853614332556573,0.11544996369406628,0.08721663088862369,6.780265849078637e-21,5,0.6,1,5,PREP-1,PREP-2,Stim48hr,2
18381,S1PR2,,,0.057999674147657734,4.688044418181445e-10,1,1.0,1,1,S1PR2-1,S1PR2-2,Stim48hr,2
18382,RXRA,0.27710674072851504,0.2815791901018442,0.01005258538580559,0.2806888509858278,17,0.4117647058823529,17,0,RXRA-1,RXRA-2,Stim48hr,0
18383,RXYLT1,,,0.08261778527072872,6.63071522132869e-19,1,1.0,1,1,RXYLT1-1,RXYLT1-2,Stim48hr,2
18384,RYK,0.5616180414671818,0.18952145827551226,0.06232850306430973,2.1567176630834904e-11,7,0.8571428571428571,0,7,RYK-1,RYK-2,Stim48hr,2
18385,RYR1,-0.9987333572710607,0.03204557288787764,0.03480264520310959,0.0001871090449771992,3,0.0,0,3,RYR1-1,RYR1-2,Stim48hr,1
18386,RYR2,,,-0.002808672330386572,0.7631094496544054,0,,0,0,RYR2-1,RYR2-2,Stim48hr,2
18387,RYR3,,,-0.03762819805265939,5.3605579387534165e-05,0,,0,0,RYR3-1,RYR3-2,Stim48hr,0
18388,S1PR1,-0.02360536781590082,0.9699475036635802,-0.0035728150976227077,0.701422405940752,5,0.6,2,3,S1PR1-1,S1PR1-2,Stim48hr,2
18389,S1PR5,,,0.10160073049767109,8.185024157660222e-28,0,,0,0,S1PR5-1,S1PR5-2,Stim48hr,0
18390,RWDD1,1.0,1.0,0.07820884885260267,4.2607426304389635e-17,2,0.5,1,2,RWDD1-1,RWDD1-2,Stim48hr,2
18391,S100A1,0.40865753081288986,0.24098622029592565,0.0700805050308969,5.088889395642765e-14,10,0.6,10,0,S100A1-1,S100A1-2,Stim48hr,0
18392,S100A2,0.9930151016008637,0.07528843743410799,0.09146663478230936,7.883220820123914e-23,3,1.0,3,0,S100A2-1,S100A2-2,Stim48hr,2
18393,S100A4,0.9190412931369221,0.2579297163061459,0.11553229729200448,1.5954326100280762e-35,3,0.6666666666666666,1,3,S100A4-1,S100A4-2,Stim48hr,2
18394,S100A5,0.9294121702353684,0.24062924747050035,0.14372599473700023,3.2679545326278413e-54,3,1.0,3,2,S100A5-1,S100A5-2,Stim48hr,2
18395,S100A6,0.8040375787526933,0.005054902683623079,0.1496508214067785,1.1338780950864217e-58,10,0.2,2,10,S100A6-1,S100A6-2,Stim48hr,2
18396,S100A8,,,0.07432599271166035,1.3826987233717349e-15,0,,0,0,S100A8-1,S100A8-2,Stim48hr,0
18397,S100A9,1.0,1.0,-0.01712673423276703,0.06606096910353851,2,0.5,2,0,S100A9-1,S100A9-2,Stim48hr,2
18398,RWDD2B,,,0.06903054172059517,1.2022347565708183e-13,1,1.0,1,1,RWDD2B-1,RWDD2B-2,Stim48hr,2
18399,RUNX3,-0.8824155699751993,0.3118317856309257,0.03389397762874138,0.0002745309125610715,3,0.3333333333333333,3,0,RUNX3-1,RUNX3-2,Stim48hr,1
18400,RNF125,1.0,1.0,0.04554334793102207,1.0093469223855694e-06,2,1.0,1,2,RNF125-1,RNF125-2,Stim48hr,2
18401,RTL8C,0.9786702255476347,0.13172349315645157,0.0116466273360388,0.21135601579457314,3,0.6666666666666666,3,1,RTL8C-1,RTL8C-2,Stim48hr,2
18402,RSRC2,0.9710419602586264,0.15357953060068028,-0.008385051450330912,0.36821701525771977,3,1.0,0,3,RSRC2-1,RSRC2-2,Stim48hr,2
18403,RSRP1,,,0.016699826169328733,0.07310281082682611,1,1.0,1,1,RSRP1-1,RSRP1-2,Stim48hr,2
18404,RTCA,,,0.01066179863587077,0.2525600652556106,1,1.0,1,1,RTCA-1,RTCA-2,Stim48hr,2
18405,RTKN2,-0.9404162022050468,0.01730238855143774,0.09310863696230139,1.3326952351406358e-23,5,0.8,4,1,RTKN2-1,RTKN2-2,Stim48hr,1
18406,RTL5,-0.44014001496801786,0.10062104253208348,0.012807422308782693,0.16930988270910152,15,0.3333333333333333,15,0,RTL5-1,RTL5-2,Stim48hr,0
18407,RTL6,-1.0,1.0,0.021880338793234647,0.018861007220173975,2,1.0,1,1,RTL6-1,RTL6-2,Stim48hr,2
18408,RTL8A,-0.13242567528279478,0.8675743247172052,0.12053034597779508,1.5580647562984544e-38,4,0.75,4,1,RTL8A-1,RTL8A-2,Stim48hr,2
18409,RTN3,-1.0,1.0,0.05282956112434952,1.4022193391654019e-08,2,1.0,2,2,RTN3-1,RTN3-2,Stim48hr,2
18410,RUNX2,-0.008659938121650557,0.9765602067445504,0.10016413057344828,4.481137354913998e-27,14,0.5,5,9,RUNX2-1,RUNX2-2,Stim48hr,1
18411,RTN4,,,0.09536208704086724,1.103989007853053e-24,0,,0,0,RTN4-1,RTN4-2,Stim48hr,0
18412,RTN4IP1,0.7398762824052212,3.0084919579301056e-15,0.23756838189379076,1.6638677294171522e-147,81,0.8641975308641975,5,78,RTN4IP1-1,RTN4IP1-2,Stim48hr,2
