,target,correlation,correlation_ceiling,n_signif,pvalue,culture_condition
675,MBD5,0.1523535233285928,,3222,0.0029005131925305106,Stim8hr
676,MED12,0.7760325344282781,0.8391102918979362,3273,0.0029005131925305106,Stim8hr
677,MED19,0.6526611743574714,0.6426795712489322,2894,0.0029005131925305106,Stim8hr
678,MED24,0.8181616842495893,0.8899372706922037,1198,0.0029005131925305106,Stim8hr
679,MEN1,0.6219630328935584,0.7988582320077355,559,0.0029005131925305106,Stim8hr
680,METTL1,0.6987983723548162,0.8897528498275301,348,0.0029005131925305106,Stim8hr
681,MIOS,0.13989669794314882,0.769551053912439,261,0.0029005131925305106,Stim8hr
682,MIPEP,0.9564246544938401,0.9660020528152371,5,0.0029005131925305106,Stim8hr
683,MOSPD2,-0.028660002641326177,,1338,0.0029005131925305106,Stim8hr
684,MPG,-0.12866589141977466,0.8508202477490436,23,0.0029005131925305106,Stim8hr
685,MRPL16,0.6331810782750671,0.914243645079867,10,0.0029005131925305106,Stim8hr
686,MRPL18,0.7615150311580264,0.8990511973224833,3,0.0029005131925305106,Stim8hr
687,MRPL2,0.13167368679308647,,497,0.0029005131925305106,Stim8hr
688,MRPL21,0.5545327511588001,0.8046106398042195,68,0.0029005131925305106,Stim8hr
689,MRPL35,-0.09808778041536041,0.9170332984878548,8,0.0029005131925305106,Stim8hr
690,MRPL37,0.5644480642142456,0.9059462058045583,7,0.0029005131925305106,Stim8hr
691,MRPL42,0.5974979811287803,0.8022119753093383,223,0.0029005131925305106,Stim8hr
692,MRPL43,0.6681550295889235,0.9339036308022725,13,0.0029005131925305106,Stim8hr
693,MRPL45,0.18378547781349894,0.7807116758114032,97,0.0029005131925305106,Stim8hr
694,MRPL46,0.8405902495936326,0.8416725889938804,121,0.0029005131925305106,Stim8hr
695,MRPS11,0.428944250494159,0.7267780832346264,196,0.0029005131925305106,Stim8hr
696,MRPS15,0.7240006748764924,0.8361075895543483,53,0.0029005131925305106,Stim8hr
697,MRPS16,0.2774576360586383,,132,0.0029005131925305106,Stim8hr
698,MRPS17,0.2309289615712163,0.6982076824237572,38,0.0029005131925305106,Stim8hr
699,MRPS2,0.38299223841560454,0.35786193146110584,426,0.0029005131925305106,Stim8hr
700,MRPS21,0.08193531625163876,0.3871146693169749,156,0.0029005131925305106,Stim8hr
701,MRPS23,0.6237448713508208,0.8798239221111781,28,0.0029005131925305106,Stim8hr
702,MRPS24,0.16690100236636993,0.8415081244061213,10,0.0029005131925305106,Stim8hr
703,MRPS25,0.3575338310875922,0.27125114967698627,7,0.0029005131925305106,Stim8hr
704,MRPS26,0.4461534493942076,0.046489247132056044,65,0.0029005131925305106,Stim8hr
705,MRPS27,0.9023561760282797,0.9301122918776955,5,0.0029005131925305106,Stim8hr
706,MRPS35,0.7604750579284901,0.4402688229583275,83,0.0029005131925305106,Stim8hr
707,MTA2,0.7128872714785499,0.8150144193855933,767,0.0029005131925305106,Stim8hr
708,MTA3,-0.016597709663899462,,1338,0.0029005131925305106,Stim8hr
709,MYCN,-0.21981384889587455,,404,0.0029005131925305106,Stim8hr
710,NABP1,0.07949812310720066,0.3762913770976926,233,0.0029005131925305106,Stim8hr
711,NATD1,0.2945298292943231,0.8058678595647517,158,0.0029005131925305106,Stim8hr
712,NCBP3,0.003584571890863855,0.7204940217792128,108,0.0029005131925305106,Stim8hr
713,NDFIP2,0.22629421062723246,0.2511465604131759,1018,0.0029005131925305106,Stim8hr
714,NFRKB,0.8305474984257217,0.8628983312514431,985,0.0029005131925305106,Stim8hr
715,NIPBL,-0.07013979991232162,0.7799551452417942,180,0.0029005131925305106,Stim8hr
716,NKAPD1,0.34385966143066476,0.6074530859381663,483,0.0029005131925305106,Stim8hr
717,NRAS,-0.2760782332569521,,325,0.0029005131925305106,Stim8hr
718,NSUN4,0.5579164087186941,0.9500238603759179,31,0.0029005131925305106,Stim8hr
719,NUDCD1,0.826440925235636,0.8721966548199014,141,0.0029005131925305106,Stim8hr
720,ORAI1,0.28342662096576904,0.6229870589206877,1039,0.0029005131925305106,Stim8hr
721,OXA1L,0.9141687660000379,0.8711779625042502,25,0.0029005131925305106,Stim8hr
722,PAGR1,0.8287596252381421,0.8070533375318988,144,0.0029005131925305106,Stim8hr
723,PARS2,0.7383155138579677,0.8819916742082717,36,0.0029005131925305106,Stim8hr
724,PAXIP1,0.8001439962502529,0.9100014805323596,186,0.0029005131925305106,Stim8hr
725,PCNX3,0.403093311359735,0.7959914715439563,67,0.0029005131925305106,Stim8hr
726,PDLIM2,0.0376862173267572,0.434191249868755,373,0.0029005131925305106,Stim8hr
727,PDSS1,0.864740422360003,0.9613468593044762,11,0.0029005131925305106,Stim8hr
728,PDSS2,0.6605605583218032,0.8582187322353647,864,0.0029005131925305106,Stim8hr
729,PEX5,0.575803656354696,0.9264233729406454,105,0.0029005131925305106,Stim8hr
730,PEX6,0.07672071305656059,0.5235941564227049,505,0.0029005131925305106,Stim8hr
731,PGGT1B,0.626188561891241,0.8038165946333632,2250,0.0029005131925305106,Stim8hr
732,PHF12,0.6760702321519337,0.9082790715586062,83,0.0029005131925305106,Stim8hr
733,PIGB,-0.012088556346910383,0.5793571279371834,80,0.0029005131925305106,Stim8hr
734,PIK3R4,0.008888699388552012,0.8045723643260175,64,0.0029005131925305106,Stim8hr
735,PLA2G4A,-0.1030651448732883,,96,0.0029005131925305106,Stim8hr
736,PLCG1,0.8274077839700972,0.8711016017697304,4310,0.0029005131925305106,Stim8hr
737,PLEK2,-0.06925664130081757,,2652,0.0029005131925305106,Stim8hr
738,PLIN4,0.3129300738772854,0.4337380317363298,263,0.0029005131925305106,Stim8hr
739,PNPT1,0.5951409870510156,0.8686086979565503,399,0.0029005131925305106,Stim8hr
740,POLG,0.4066075586339828,0.5936469728876551,91,0.0029005131925305106,Stim8hr
741,POLRMT,0.4402297038261297,0.8252360440611902,28,0.0029005131925305106,Stim8hr
742,PPCDC,0.4618273665668548,0.7098668039151845,285,0.0029005131925305106,Stim8hr
743,PPCS,0.5756582047985672,0.8303240838522772,491,0.0029005131925305106,Stim8hr
744,PPP1R15B,0.32270306928576686,0.8588309043972701,52,0.0029005131925305106,Stim8hr
745,PPP3R1,-0.13857887972477376,0.4079716984690609,676,0.0029005131925305106,Stim8hr
746,PROX2,-0.12993728573017588,,125,0.0029005131925305106,Stim8hr
747,PSIP1,0.35057055257332814,,177,0.0029005131925305106,Stim8hr
748,PSMB9,-0.17971010827247857,0.6113249560600961,126,0.0029005131925305106,Stim8hr
749,PXMP4,-0.28125367202097995,0.38418921627313324,147,0.0029005131925305106,Stim8hr
750,QRSL1,0.8375749089352037,0.9537424621096409,11,0.0029005131925305106,Stim8hr
751,RAB11FIP1,0.02724318921789134,,260,0.0029005131925305106,Stim8hr
752,RAB19,-0.0543732596921689,,377,0.0029005131925305106,Stim8hr
753,RAC2,0.8044537938738776,0.9689129938662285,4,0.0029005131925305106,Stim8hr
754,RAVER1,0.3788051924230234,0.8587451027636034,104,0.0029005131925305106,Stim8hr
755,RB1CC1,-0.13327453190934946,0.5778129467344963,410,0.0029005131925305106,Stim8hr
756,RBFA,0.3921130377278652,0.7826902820874775,17,0.0029005131925305106,Stim8hr
757,RBM33,0.021253006123330653,0.6465964975191868,560,0.0029005131925305106,Stim8hr
758,RDH13,0.009912198752908849,0.6505572599762508,617,0.0029005131925305106,Stim8hr
759,RNF19B,0.17000159691351754,,924,0.0029005131925305106,Stim8hr
760,RNFT1,-0.05615822644404627,0.7104150504567501,187,0.0029005131925305106,Stim8hr
761,RPTOR,0.37615681184570327,0.39442174921257145,826,0.0029005131925305106,Stim8hr
762,RRAGC,0.5261439894327051,0.9267194527681185,7,0.0029005131925305106,Stim8hr
763,RREB1,0.6423650214651273,0.9592657437856231,30,0.0029005131925305106,Stim8hr
764,RTN4IP1,0.9377275938644343,0.9807115687495278,6,0.0029005131925305106,Stim8hr
765,RTRAF,0.7226941433391193,0.8299427156521737,1393,0.0029005131925305106,Stim8hr
766,SCO2,0.42012245962468764,0.8916482755406657,128,0.0029005131925305106,Stim8hr
767,SCYL3,0.25804579062079325,0.8108460843479356,251,0.0029005131925305106,Stim8hr
768,SEC14L2,0.13947080105282778,,31,0.0029005131925305106,Stim8hr
769,SENP5,0.14238808214996593,,4545,0.0029005131925305106,Stim8hr
770,SETDB1,0.9070764597592718,0.8792230127024674,348,0.0029005131925305106,Stim8hr
771,SGF29,0.8067144522441098,0.8413675290154612,2051,0.0029005131925305106,Stim8hr
772,SHLD1,0.08349563304459628,,437,0.0029005131925305106,Stim8hr
773,SHOC2,0.6196361404265466,0.8677174554506256,131,0.0029005131925305106,Stim8hr
774,SIN3B,0.6311572204839121,0.8683617488577594,531,0.0029005131925305106,Stim8hr
775,SLAMF7,0.10765846443622037,0.5230919182294723,39,0.0029005131925305106,Stim8hr
776,SLC24A1,0.5396867257449764,0.8413085248403684,757,0.0029005131925305106,Stim8hr
777,SLC25A10,0.6115998574259827,0.9022417604203826,7,0.0029005131925305106,Stim8hr
778,SLC39A6,0.9019976443656817,0.9716099417856837,26,0.0029005131925305106,Stim8hr
779,SLC3A2,0.13142741059856092,,4263,0.0029005131925305106,Stim8hr
780,SLC4A1AP,0.6268500161285947,,221,0.0029005131925305106,Stim8hr
781,SLF1,0.20203909069189518,0.6270274651299547,410,0.0029005131925305106,Stim8hr
782,SMAD3,-0.2682357664868766,,311,0.0029005131925305106,Stim8hr
783,SMG7,0.5607784343408504,0.7127076054541762,1249,0.0029005131925305106,Stim8hr
784,SMG8,0.8726516099319098,0.9087006150664988,179,0.0029005131925305106,Stim8hr
785,SMG9,0.7292629448145556,0.8979475195224349,327,0.0029005131925305106,Stim8hr
786,SOD2,0.991869292724901,0.9649698718757106,7,0.0029005131925305106,Stim8hr
787,SRR,0.01869438301760167,,1260,0.0029005131925305106,Stim8hr
788,SSB,0.6840842885168024,0.869660010970053,571,0.0029005131925305106,Stim8hr
789,SSBP1,0.4368121549416094,0.8480227629891899,242,0.0029005131925305106,Stim8hr
790,STX16,-0.02808134529952201,0.43919612727065066,538,0.0029005131925305106,Stim8hr
791,SUPT20H,0.7870411829516666,0.7735446494801909,2413,0.0029005131925305106,Stim8hr
792,SUPT7L,0.6124411639647581,0.7822338614589103,2724,0.0029005131925305106,Stim8hr
793,SYK,0.010109975521054972,,508,0.0029005131925305106,Stim8hr
794,TADA1,0.7601708344799974,0.8301448415956201,2431,0.0029005131925305106,Stim8hr
795,TADA2B,0.8599616498355637,0.8376833677215332,4004,0.0029005131925305106,Stim8hr
796,TADA3,0.08032957543089528,0.6779287118883321,218,0.0029005131925305106,Stim8hr
797,TAF11,0.6418022268286993,0.7056518353946688,1601,0.0029005131925305106,Stim8hr
798,TAF13,0.7819418855909657,0.8520417152937668,2035,0.0029005131925305106,Stim8hr
799,TAF6L,0.8364775264320964,0.8445220505174887,2839,0.0029005131925305106,Stim8hr
800,TARS2,0.5874982988305295,0.7885538496015837,612,0.0029005131925305106,Stim8hr
801,TBC1D31,0.25232862158165525,0.6497839849802491,45,0.0029005131925305106,Stim8hr
802,TBX22,-0.2725572280053572,0.5604061207144547,101,0.0029005131925305106,Stim8hr
803,TEFM,0.2516949600149755,0.8582599458381402,58,0.0029005131925305106,Stim8hr
804,TFAM,0.8912097933060318,0.9521723879465689,62,0.0029005131925305106,Stim8hr
805,TIMM8B,0.44814768487349094,0.8414965574409222,76,0.0029005131925305106,Stim8hr
806,TLN1,0.5756799856398729,0.8190995707313368,128,0.0029005131925305106,Stim8hr
807,TM2D1,0.3476209043426615,0.5550236461070016,71,0.0029005131925305106,Stim8hr
808,TMEM205,0.3514138404826868,0.9499847954012192,4,0.0029005131925305106,Stim8hr
809,TMX1,0.7596863989779842,0.8468991465808238,1165,0.0029005131925305106,Stim8hr
810,TMX2,0.46257474141612626,0.8678435912413522,11,0.0029005131925305106,Stim8hr
811,TNNC1,0.35113141913308643,,9,0.0029005131925305106,Stim8hr
812,TPT1,0.6660190721055972,0.8197115417770032,192,0.0029005131925305106,Stim8hr
813,TRMT6,-0.1321514688780289,0.7283412895600361,109,0.0029005131925305106,Stim8hr
814,TRMT61A,0.8262820033337636,0.9008045908916867,93,0.0029005131925305106,Stim8hr
815,TRRAP,0.5897178993193666,0.671194179059242,336,0.0029005131925305106,Stim8hr
816,TSC1,0.9364742672776384,0.9053717266448035,26,0.0029005131925305106,Stim8hr
817,TSC2,0.41015972833238823,0.8552751872157839,46,0.0029005131925305106,Stim8hr
818,TUFM,0.32455724099058575,0.6156205735800587,353,0.0029005131925305106,Stim8hr
819,TXNL1,0.6025883474871313,0.8835777366123054,25,0.0029005131925305106,Stim8hr
820,UBAC1,0.26069789991707915,0.6503067683834345,40,0.0029005131925305106,Stim8hr
821,UBE2E2,-0.23900302165069212,,2487,0.0029005131925305106,Stim8hr
822,UBE2L3,0.2229658839886642,,2173,0.0029005131925305106,Stim8hr
823,UBIAD1,0.6983010684354936,0.9631152655241872,5,0.0029005131925305106,Stim8hr
824,UQCRB,0.923194791029154,0.8779427889008327,88,0.0029005131925305106,Stim8hr
825,UQCRC2,0.6007841955961682,0.5438047013597611,88,0.0029005131925305106,Stim8hr
826,UQCRQ,0.08723545060323412,0.7837776860558484,75,0.0029005131925305106,Stim8hr
827,URM1,0.8241753225369005,0.8843273118171533,70,0.0029005131925305106,Stim8hr
828,USP22,0.6499546591954871,0.70585861349201,620,0.0029005131925305106,Stim8hr
829,VARS2,0.6245348572679977,0.77875294837377,204,0.0029005131925305106,Stim8hr
830,WARS2,0.15904922675629357,0.7981573945963805,25,0.0029005131925305106,Stim8hr
831,WAS,0.6600622694260513,0.9469520415309075,26,0.0029005131925305106,Stim8hr
832,WDR59,0.46722943704537534,0.8681317839234401,149,0.0029005131925305106,Stim8hr
833,WIZ,0.6362123938104582,0.8925172485931222,84,0.0029005131925305106,Stim8hr
834,XPR1,0.5625817910370408,0.9174797662407705,52,0.0029005131925305106,Stim8hr
835,XRRA1,0.7791617539363764,0.72159870206495,1401,0.0029005131925305106,Stim8hr
836,ZBED3,-0.24818948557576723,,5044,0.0029005131925305106,Stim8hr
837,ZFP82,0.19266018264191911,0.8424687676641022,42,0.0029005131925305106,Stim8hr
838,ZNF142,0.5142086803320057,0.9192340338715187,60,0.0029005131925305106,Stim8hr
839,ZNF148,-0.14485284608491777,0.3917031872007852,413,0.0029005131925305106,Stim8hr
840,ZNF274,0.9593285423874794,0.8533739189884224,102,0.0029005131925305106,Stim8hr
841,ZNF280D,0.6417214092114947,0.5046455232338621,35,0.0029005131925305106,Stim8hr
842,ZNF613,0.14908770026207802,,678,0.0029005131925305106,Stim8hr
843,ZNF644,0.7518997251718175,0.95378869292639,12,0.0029005131925305106,Stim8hr
844,ZNF790,0.007883452063892286,,429,0.0029005131925305106,Stim8hr
845,ZNF92,0.03446480181022207,0.6880544699161203,117,0.0029005131925305106,Stim8hr
846,ZNF99,0.2820154680782863,0.785549434328676,34,0.0029005131925305106,Stim8hr
847,ZSCAN23,-0.22223373157588566,0.7225000477728867,76,0.0029005131925305106,Stim8hr
848,AASDH,0.7897754113648895,0.9618327825906352,4,0.0029005131925305106,Stim48hr
849,ABHD13,0.4899529958770407,0.9180037848808331,101,0.0029005131925305106,Stim48hr
850,ACAD9,0.845035772352858,0.9246102297509492,32,0.0029005131925305106,Stim48hr
851,ACLY,0.31019715232342604,0.9140992946135522,1457,0.0029005131925305106,Stim48hr
852,ACSL3,0.923251202043595,0.9870332192519272,9,0.0029005131925305106,Stim48hr
853,ACTR5,0.5084900266888487,0.9332689050418497,37,0.0029005131925305106,Stim48hr
854,ADAM19,0.3336294355319287,0.43103136351424126,109,0.0029005131925305106,Stim48hr
855,ADAT3,0.4650201480388942,0.8743907888537944,15,0.0029005131925305106,Stim48hr
856,ADPRM,0.8142583770056806,0.9365148813126971,45,0.0029005131925305106,Stim48hr
857,AIP,0.9352797497236873,0.8212167354097413,27,0.0029005131925305106,Stim48hr
858,AKAP17A,-0.23247149905634232,0.8524043569502604,21,0.0029005131925305106,Stim48hr
859,ALG8,0.36202896078453956,0.9427688096332095,19,0.0029005131925305106,Stim48hr
860,APEX1,0.5431548295502711,0.9431432628883658,30,0.0029005131925305106,Stim48hr
861,ARHGAP27,-0.39462510513583193,0.36646807763153877,590,0.0029005131925305106,Stim48hr
862,ARID2,-0.38798431106164194,0.8622215197831635,15,0.0029005131925305106,Stim48hr
863,ARIH1,0.2454016739393933,0.824190792640251,188,0.0029005131925305106,Stim48hr
864,ARL6IP1,0.9987366241788722,0.9901789742096672,3,0.0029005131925305106,Stim48hr
865,ARPC4-TTLL3,0.7948918010524343,0.8800059993899286,10,0.0029005131925305106,Stim48hr
866,ATAD3A,0.5861378453388466,0.8952759003570754,77,0.0029005131925305106,Stim48hr
867,ATF7IP2,-0.2955235620979632,,969,0.0029005131925305106,Stim48hr
868,ATG14,-0.2285365873874594,0.8704158513532353,14,0.0029005131925305106,Stim48hr
869,ATM,0.258788037788305,0.445358346608826,163,0.0029005131925305106,Stim48hr
870,ATP1B3,0.4237691595169367,0.6819072740662508,112,0.0029005131925305106,Stim48hr
871,ATP5ME,0.59266627730198,0.8881724702390511,173,0.0029005131925305106,Stim48hr
872,ATP5MF,0.7087944834685701,0.8959533334486027,106,0.0029005131925305106,Stim48hr
873,ATP5PO,0.5807856238965313,0.9041036582710197,55,0.0029005131925305106,Stim48hr
874,ATPAF2,0.540004196997876,0.5561567747515427,64,0.0029005131925305106,Stim48hr
875,ATRX,0.8396924988690535,0.9497695319038207,18,0.0029005131925305106,Stim48hr
876,B4GALNT3,-0.27680206926532147,0.863047238509618,5,0.0029005131925305106,Stim48hr
877,BAHD1,0.5905833795008657,0.8617364409984933,62,0.0029005131925305106,Stim48hr
878,BCAT2,-0.19158838926926594,,1213,0.0029005131925305106,Stim48hr
879,BCL6,0.21967025096171264,,26,0.0029005131925305106,Stim48hr
880,BCS1L,0.60201220703187,0.8086900870236409,644,0.0029005131925305106,Stim48hr
881,BICDL1,0.03245197993804901,,5,0.0029005131925305106,Stim48hr
882,BMP8A,0.5668995262656894,,11,0.0029005131925305106,Stim48hr
883,BRAT1,0.8713415579822353,0.9045371740404266,11,0.0029005131925305106,Stim48hr
884,BZW2,0.9596989256161742,0.7384106207645557,4,0.0029005131925305106,Stim48hr
885,C1D,0.64147637087275,0.6590951799352929,470,0.0029005131925305106,Stim48hr
886,C2orf15,0.14969637486359452,0.7391850822948095,19,0.0029005131925305106,Stim48hr
887,C6orf120,0.22858639313727408,0.8864008378734581,66,0.0029005131925305106,Stim48hr
888,CALCOCO2,0.3642849292637795,0.47345976112290306,805,0.0029005131925305106,Stim48hr
889,CAMSAP1,0.31515572608318715,0.6289197526171213,630,0.0029005131925305106,Stim48hr
890,CARD6,0.10701815190511091,,5,0.0029005131925305106,Stim48hr
891,CASC3,0.43635945753528643,0.8449379903998472,370,0.0029005131925305106,Stim48hr
892,CCDC134,0.25126552780655914,,27,0.0029005131925305106,Stim48hr
893,CCNC,0.41763952819733124,0.2971920680039746,1985,0.0029005131925305106,Stim48hr
894,CD2,0.584580234642126,0.8705552674152234,236,0.0029005131925305106,Stim48hr
895,CD247,0.5883626447802814,0.6431452940095043,1006,0.0029005131925305106,Stim48hr
896,CD274,0.08846741409396744,0.454408170465185,76,0.0029005131925305106,Stim48hr
897,CD28,0.760867872195725,0.6989208917866465,1072,0.0029005131925305106,Stim48hr
898,CDK5RAP3,0.36770602228015375,0.955677303552831,15,0.0029005131925305106,Stim48hr
899,CEP89,0.8560979558495996,0.9239961123040553,5,0.0029005131925305106,Stim48hr
900,CHD4,0.513608758894654,0.6632934542234974,232,0.0029005131925305106,Stim48hr
901,CHD7,-0.022320760810497935,,1444,0.0029005131925305106,Stim48hr
902,CHTF18,0.7465941963874261,0.7535625859990915,318,0.0029005131925305106,Stim48hr
903,CLCC1,0.8339355990899932,0.8417440027385623,210,0.0029005131925305106,Stim48hr
904,CLDN7,0.1813896570645437,0.46509771945549155,173,0.0029005131925305106,Stim48hr
905,CNOT6L,0.9554187023210158,0.8325219810570523,4,0.0029005131925305106,Stim48hr
906,COA3,0.5111328966035644,0.8725671758332081,67,0.0029005131925305106,Stim48hr
907,COA5,0.5622718519100438,0.5160956138495956,243,0.0029005131925305106,Stim48hr
908,COLGALT1,0.3601087794704419,0.27370897867405486,13,0.0029005131925305106,Stim48hr
909,COPRS,-0.1088358223928904,0.2954197471915479,275,0.0029005131925305106,Stim48hr
910,COPS9,0.7170951184518181,0.9715188072553861,10,0.0029005131925305106,Stim48hr
911,COQ6,0.2979481977350986,0.5157263369321958,295,0.0029005131925305106,Stim48hr
912,COX15,0.7920518269811743,0.969247724902368,4,0.0029005131925305106,Stim48hr
913,COX16,0.6254935040535861,0.959903991475069,8,0.0029005131925305106,Stim48hr
914,COX17,0.39297648281748554,0.8398252290965014,105,0.0029005131925305106,Stim48hr
915,COX18,0.7677596103887401,0.9762727090982317,4,0.0029005131925305106,Stim48hr
916,COX6C,0.48493296972011835,0.7942354562135534,153,0.0029005131925305106,Stim48hr
917,COX7C,0.5281488419411355,0.3611575919716726,148,0.0029005131925305106,Stim48hr
918,CREBBP,0.8298386771940853,0.8410441928650513,359,0.0029005131925305106,Stim48hr
919,CS,0.40653964032226664,0.46270643661319694,79,0.0029005131925305106,Stim48hr
920,CTBP1,0.8837875604178519,0.8795024448677597,574,0.0029005131925305106,Stim48hr
921,CUL4A,0.3906990990181864,0.7990505505112656,5,0.0029005131925305106,Stim48hr
922,CUL5,0.781993657127151,0.6457756771304367,18,0.0029005131925305106,Stim48hr
923,CYB5R4,0.49233326732450927,0.7880953845842638,373,0.0029005131925305106,Stim48hr
924,CYB5RL,0.8276757426834876,0.8757310853897425,63,0.0029005131925305106,Stim48hr
925,DCAF5,0.4486463820641663,0.946277534881494,27,0.0029005131925305106,Stim48hr
926,DCAKD,-0.07406418699659305,,60,0.0029005131925305106,Stim48hr
927,DDA1,0.9805202824576802,0.9567192996858087,6,0.0029005131925305106,Stim48hr
928,DDX60L,0.1346983600468113,0.8658943240468635,304,0.0029005131925305106,Stim48hr
929,DEFA6,0.026463888360294945,,42,0.0029005131925305106,Stim48hr
930,DHX30,0.15537730553427287,,13,0.0029005131925305106,Stim48hr
931,DLAT,0.5121054077821864,0.8929132427744635,196,0.0029005131925305106,Stim48hr
932,DMRTA2,-0.23406550693016773,0.9135783148527339,26,0.0029005131925305106,Stim48hr
933,DNAAF5,0.8887525649568724,0.8240284354196926,7,0.0029005131925305106,Stim48hr
934,DNAJC24,0.444643603476126,0.8940564172673587,56,0.0029005131925305106,Stim48hr
935,DNAJC8,0.7702310270625451,0.7927622582086986,1280,0.0029005131925305106,Stim48hr
936,DOLPP1,0.9139722993319153,0.7386518567183509,329,0.0029005131925305106,Stim48hr
937,DPH2,0.04389268009760699,0.15287263645164229,53,0.0029005131925305106,Stim48hr
938,DPH5,0.7216770741186502,0.8582210420550482,482,0.0029005131925305106,Stim48hr
939,DPH6,0.5872598100906115,0.8880863685224242,129,0.0029005131925305106,Stim48hr
940,DRAP1,0.28109687816244355,0.8770609081314309,63,0.0029005131925305106,Stim48hr
941,DSEL,-0.6979579595556555,0.70544014600948,7,0.0029005131925305106,Stim48hr
942,EARS2,0.5727217956357761,0.6711955604273998,118,0.0029005131925305106,Stim48hr
943,EBF3,-0.429258838828948,,239,0.0029005131925305106,Stim48hr
944,ECHS1,0.23327237161986528,0.6404468995848405,59,0.0029005131925305106,Stim48hr
945,ECSIT,0.3737389969935198,0.86923470424975,186,0.0029005131925305106,Stim48hr
946,EEF1B2,0.9890978903336628,0.9562696088647784,4,0.0029005131925305106,Stim48hr
947,EHMT1,0.5023163384402334,0.4193050646035483,166,0.0029005131925305106,Stim48hr
948,EHMT2,0.8400979782646911,0.9099287687004161,256,0.0029005131925305106,Stim48hr
949,EID2,0.13533801396730644,0.34570202874499656,41,0.0029005131925305106,Stim48hr
950,EIF1,0.5221426574169427,0.8853296486524321,29,0.0029005131925305106,Stim48hr
951,EIF3K,0.8714318729038272,0.8557018299338042,29,0.0029005131925305106,Stim48hr
952,EIF4B,0.1583152317252619,,42,0.0029005131925305106,Stim48hr
953,ELOB,0.39871866777258164,0.3832637778904669,1052,0.0029005131925305106,Stim48hr
954,ELP2,0.7903438853305382,0.930082178833429,72,0.0029005131925305106,Stim48hr
955,ELP3,0.7828611929914668,0.8879560274240791,37,0.0029005131925305106,Stim48hr
956,ELP5,0.9030911780091678,0.9579846306029856,14,0.0029005131925305106,Stim48hr
957,EML2,0.37146972697751646,0.7255655409358173,93,0.0029005131925305106,Stim48hr
958,EPC1,0.7317149732563615,0.6996868122463357,5,0.0029005131925305106,Stim48hr
959,ERCC1,0.46409678871715804,0.7448706730030706,154,0.0029005131925305106,Stim48hr
960,ERCC4,0.38780907704142903,0.8086643278533633,645,0.0029005131925305106,Stim48hr
961,EWSR1,0.35573129508687323,0.8609092657002442,341,0.0029005131925305106,Stim48hr
962,FAM118B,0.8064080421956908,0.9172302263508924,7,0.0029005131925305106,Stim48hr
963,FAM98B,0.7768876556561104,0.8668174266703609,351,0.0029005131925305106,Stim48hr
964,FANCB,0.24798407561724503,0.9377875737794032,19,0.0029005131925305106,Stim48hr
965,FARS2,0.033002802659190415,,51,0.0029005131925305106,Stim48hr
966,FASTKD5,0.29507470429702304,0.9080453284844366,43,0.0029005131925305106,Stim48hr
967,FBXL15,0.3115835669699957,,36,0.0029005131925305106,Stim48hr
968,FBXL3,0.6791758171557318,0.936196972070385,18,0.0029005131925305106,Stim48hr
969,FBXW7,0.26672163530595483,0.7402632367534474,79,0.0029005131925305106,Stim48hr
970,FGFR1OP2,0.6464554310868497,0.8720065656825714,47,0.0029005131925305106,Stim48hr
971,FHL1,-0.27747845044797803,,38,0.0029005131925305106,Stim48hr
972,FIGNL1,0.49617727390496036,0.922778526283498,42,0.0029005131925305106,Stim48hr
973,FKBP2,0.472828029583256,0.6349675935809099,94,0.0029005131925305106,Stim48hr
974,FLCN,0.8114200964950499,0.8379965349738541,59,0.0029005131925305106,Stim48hr
975,FMR1,0.44394002853497494,0.7816740666602985,17,0.0029005131925305106,Stim48hr
976,GADD45GIP1,0.6056023085115256,0.8978399409107799,71,0.0029005131925305106,Stim48hr
977,GALNT6,0.3391161881419131,0.3073414999684649,490,0.0029005131925305106,Stim48hr
978,GDAP1,0.09301616833560074,0.7125433971891193,23,0.0029005131925305106,Stim48hr
979,GLIPR2,-0.016982254867809618,0.6366278801460107,58,0.0029005131925305106,Stim48hr
980,GNE,0.8954943260944902,0.9587342558074827,13,0.0029005131925305106,Stim48hr
981,GPI,0.78872219265136,0.8785745605060306,509,0.0029005131925305106,Stim48hr
982,GPS2,-0.6085382439353654,0.8722417521583958,12,0.0029005131925305106,Stim48hr
983,GRSF1,0.7184788098878963,0.8391533568005006,348,0.0029005131925305106,Stim48hr
984,GSS,0.35569993451044596,0.8209927790060494,243,0.0029005131925305106,Stim48hr
985,GTPBP10,0.9261468409613299,0.9573047989975406,11,0.0029005131925305106,Stim48hr
986,HELT,0.3019120649585546,0.5062265664242335,2203,0.0029005131925305106,Stim48hr
987,HEXIM1,0.6131620497399524,0.6903832086884167,1040,0.0029005131925305106,Stim48hr
988,HIRIP3,0.12974729430576631,0.4691907565647922,123,0.0029005131925305106,Stim48hr
989,HMBS,0.25923059209660704,0.8286478478385216,486,0.0029005131925305106,Stim48hr
990,HMGB3,0.10657023076954628,,22,0.0029005131925305106,Stim48hr
991,HNRNPD,0.684455781345389,0.9268330953790808,19,0.0029005131925305106,Stim48hr
992,HOXC10,0.07775307190792972,0.8688780409115571,9,0.0029005131925305106,Stim48hr
993,HSD17B10,0.6991251990655839,0.8914596034614155,59,0.0029005131925305106,Stim48hr
