,library_id,lane_id,mean_total_counts,mean_n_genes,mean_pct_counts_mt,mean_top_guide_UMI_counts,n_cells,n_low_quality_cells,NTC single sgRNA,multi sgRNA,no sgRNA (>= 3 UMIs),targeting single sgRNA,n_unique_guides,n_unique_perturbed_genes,mean_cells_x_guide,mean_cells_x_perturbed_gene,experiment,mean_guide_UMI_counts
53,CD4i_R2_D3_Stim8hr_CD4i_R2_Ultima,CD4i_R2L06,17997.67,4880.485097938334,0.5415297,170.97248267019273,108844,1288,3022,25157,8357,71020,14482,9821,5.112691617179948,7.539150799307606,CD4iR2_Psomagen,193.38133
54,CD4i_R2_D3_Stim8hr_CD4i_R2_Ultima,CD4i_R2L07,14488.282,4444.522847878794,0.49678415,161.33580159849552,102701,1049,2831,23652,8595,66574,14044,9601,4.941968100256338,7.228934485991043,CD4iR2_Psomagen,181.31096
55,CD4i_R2_D3_Stim8hr_CD4i_R2_Ultima,CD4i_R2L08,16768.021,4726.240828290469,0.5287872,165.42816633204313,105760,1220,2957,24167,8539,68877,14381,9784,4.995062930255198,7.34198691741619,CD4iR2_Psomagen,187.75998
56,CD4i_R2_D3_Stim8hr_CD4i_R2_Ultima,CD4i_R2L09,18027.97,4888.132733502326,0.5312377,167.18238923277406,107697,1262,2981,24226,8793,70435,14337,9720,5.120736555764804,7.553086419753086,CD4iR2_Psomagen,187.5574
57,CD4i_R2_D3_Stim8hr_CD4i_R2_Ultima,CD4i_R2L10,18195.21,4907.234788518047,0.53024745,172.49929398475007,104477,1260,3010,23167,8199,68841,14363,9753,5.002506440158741,7.367066543627602,CD4iR2_Psomagen,193.95242
58,CD4i_R2_D3_Stim8hr_CD4i_R2_Ultima,CD4i_R2L11,17966.764,4879.2757855716045,0.5294197,168.7789167445622,104128,1215,2986,23255,8304,68368,14326,9749,4.980734329191679,7.319109652272028,CD4iR2_Psomagen,190.93407
59,CD4i_R2_D3_Stim8hr_CD4i_R2_Ultima,CD4i_R2L13,15286.622,4573.319940190929,0.49123636,171.93265107110278,104332,1044,2860,23042,8432,68954,14202,9687,5.056611744824672,7.413440693713224,CD4iR2_Psomagen,193.24301
60,CD4i_R2_D3_Stim8hr_CD4i_R2_Ultima,CD4i_R2L14,15870.905,4639.606816007509,0.5106341,170.7215966237403,110798,1229,3027,25513,8778,72251,14486,9798,5.196603617285655,7.682996529904062,CD4iR2_Psomagen,194.39479
61,CD4i_R2_D3_Stim8hr_CD4i_R2_Ultima,CD4i_R2L15,17834.875,4863.163492092817,0.5325771,169.78568323577878,108256,1336,2994,24326,8646,70954,14498,9807,5.100565595254518,7.540328336902212,CD4iR2_Psomagen,192.32462
62,CD4i_R2_D3_Stim8hr_CD4i_R2_Ultima,CD4i_R2L16,16875.205,4757.725246656533,0.5255051,165.45478508901348,111187,1279,3100,25082,8867,72859,14488,9879,5.242890668139149,7.6889361271383745,CD4iR2_Psomagen,187.28517
63,CD4i_R2_D3_Stim8hr_CD4i_R2_Ultima,CD4i_R2L17,15526.061,4605.353495093363,0.51127094,165.07572369238414,105877,1106,2969,23243,8741,69818,14199,9682,5.12620607085006,7.517764924602355,CD4iR2_Psomagen,184.4541
64,CD4i_R2_D3_Stim8hr_CD4i_R2_Ultima,CD4i_R2L18,15731.02,4614.938805443137,0.5139814,168.385207340867,110451,1168,2981,25299,8902,72101,14403,9782,5.212941748246893,7.675526477203026,CD4iR2_Psomagen,191.18683
65,CD4i_R2_D3_Stim8hr_CD4i_R2_Ultima,CD4i_R2L19,18257.688,4912.154892949009,0.52556264,170.01160063917655,105744,1185,2874,23241,8758,69686,14210,9680,5.106263194933145,7.4958677685950414,CD4iR2_Psomagen,189.9159
66,CD4i_R2_D3_Stim8hr_CD4i_R2_Ultima,CD4i_R2L20,17303.54,4803.197659931748,0.52012867,167.64334215560908,110766,1270,2919,24690,9228,72659,14438,9772,5.234658539963984,7.734138354482194,CD4iR2_Psomagen,188.1262
67,CD4i_R2_D3_Stim8hr_CD4i_R2_Ultima,CD4i_R2L21,14922.453,4522.9163120172825,0.5092674,169.2942250535093,107853,1160,3122,24439,8679,70453,14305,9728,5.143306536176162,7.563219572368421,CD4iR2_Psomagen,190.44344
68,CD4i_R2_D3_Stim8hr_CD4i_R2_Ultima,CD4i_R2L22,15271.795,4562.5179386352565,0.50832117,164.44867145581566,110878,1167,2981,25196,9065,72469,14349,9737,5.25820614676981,7.748793262811954,CD4iR2_Psomagen,184.92805
69,CD4i_R2_D3_Stim8hr_CD4i_R2_Ultima,CD4i_R2L12,17970.254,4885.998867801424,0.52620745,168.71226246343568,104222,1218,2823,22711,8554,68916,14213,9706,5.047421374797721,7.391201318771894,CD4iR2_Psomagen,188.21623
70,CD4i_R2_D3_Stim8hr_CD4i_R2_Ultima,CD4i_R2L23,15853.425,4644.126638903186,0.5112656,165.59955312301418,106855,1100,2919,23665,8713,70458,14190,9685,5.171035940803383,7.576355188435725,CD4iR2_Psomagen,185.11327
71,CD4i_R2_D3_Stim8hr_CD4i_R2_Ultima,CD4i_R2L24,16896.225,4756.388846107457,0.524703,167.9112516265452,107783,1187,2977,24093,8805,70721,14332,9733,5.142199274351103,7.571971642864482,CD4iR2_Psomagen,189.81653
72,CD4i_R2_D4_Stim8hr_CD4i_R2_Ultima,CD4i_R2L01,12085.745,4148.425973055224,0.45882204,196.92459871589085,112378,1333,3252,25650,12343,69800,19514,11245,3.74356871989341,6.496398399288573,CD4iR2_Psomagen,201.05891
73,CD4i_R2_D4_Stim8hr_CD4i_R2_Ultima,CD4i_R2L02,15024.16,4459.17586828588,0.48019618,185.19869918699183,88191,1156,2504,19593,10973,53965,17458,10655,3.2345629510825984,5.299765368371657,CD4iR2_Psomagen,184.54398
74,CD4i_R2_D4_Stim8hr_CD4i_R2_Ultima,CD4i_R2L03,12436.712,4136.394652334865,0.46854067,189.19037897154524,89684,1047,2521,19700,11049,55367,17681,10740,3.274022962502121,5.389944134078212,CD4iR2_Psomagen,189.8421
75,CD4i_R2_D4_Stim8hr_CD4i_R2_Ultima,CD4i_R2L04,14440.615,4443.831627843587,0.46656668,195.0878004535148,88049,1174,2589,19772,10574,53940,17784,10731,3.1786437246963564,5.2678221973721,CD4iR2_Psomagen,196.96541
76,CD4i_R2_D4_Stim8hr_CD4i_R2_Ultima,CD4i_R2L05,13722.471,4361.686724215752,0.46954378,198.5676940215373,106344,1353,3062,25490,11741,64698,18950,11072,3.575725593667546,6.119942196531792,CD4iR2_Psomagen,203.2257
77,CD4i_R2_D4_Stim8hr_CD4i_R2_Ultima,CD4i_R2L06,12441.0625,4193.547947382065,0.45831,195.75986925765096,119579,1383,3385,28573,13063,73175,19779,11268,3.870772030941908,6.794462193823216,CD4iR2_Psomagen,201.1942
78,CD4i_R2_D4_Stim8hr_CD4i_R2_Ultima,CD4i_R2L07,10045.878,3797.213099095721,0.42721686,186.1398388920294,112023,1128,3130,26324,12661,68780,19283,11139,3.72919151584297,6.455696202531645,CD4iR2_Psomagen,189.60715
79,CD4i_R2_D4_Stim8hr_CD4i_R2_Ultima,CD4i_R2L08,11562.185,4055.013354042656,0.45246944,192.05710204201444,115246,1345,3259,27334,12699,70609,19528,11213,3.782671036460467,6.587710692945688,CD4iR2_Psomagen,197.09474
80,CD4i_R2_D4_Stim8hr_CD4i_R2_Ultima,CD4i_R2L09,12460.969,4194.023527720948,0.45702848,190.9147566044045,118286,1436,3349,27120,13258,73123,19693,11204,3.883207230995785,6.825419493038201,CD4iR2_Psomagen,195.09254
81,CD4i_R2_D4_Stim8hr_CD4i_R2_Ultima,CD4i_R2L10,12546.121,4210.2926968330485,0.4594243,197.8521819688917,115758,1405,3306,26717,12873,71457,19598,11246,3.814828043677928,6.647963720433932,CD4iR2_Psomagen,201.70067
82,CD4i_R2_D4_Stim8hr_CD4i_R2_Ultima,CD4i_R2L11,12423.099,4190.9161866359445,0.45633572,193.17047268141783,114576,1311,3214,27240,12745,70066,19488,11219,3.7602627257799672,6.531776450664052,CD4iR2_Psomagen,198.23326
83,CD4i_R2_D4_Stim8hr_CD4i_R2_Ultima,CD4i_R2L13,10557.785,3895.674497289736,0.43193692,196.7687113722166,114380,1206,3244,26604,12628,70698,19473,11231,3.797155035176912,6.583741429970617,CD4iR2_Psomagen,201.03395
84,CD4i_R2_D4_Stim8hr_CD4i_R2_Ultima,CD4i_R2L14,11055.075,3974.256101679558,0.4459277,195.96686546154987,121401,1347,3331,28886,13098,74739,19878,11340,3.9274574906932287,6.884479717813052,CD4iR2_Psomagen,201.78065
85,CD4i_R2_D4_Stim8hr_CD4i_R2_Ultima,CD4i_R2L15,12305.003,4170.20524590164,0.45532435,195.41870703857296,118950,1375,3321,27838,13007,73409,19658,11243,3.903245498016074,6.824690918793916,CD4iR2_Psomagen,200.22705
86,CD4i_R2_D4_Stim8hr_CD4i_R2_Ultima,CD4i_R2L16,11689.331,4074.335448050623,0.45552674,190.8503325533836,122475,1373,3406,28521,13572,75603,19982,11342,3.954008607746972,6.966055369423382,CD4iR2_Psomagen,195.83746
87,CD4i_R2_D4_Stim8hr_CD4i_R2_Ultima,CD4i_R2L17,10843.839,3939.531327784858,0.44106275,190.67892126052777,116909,1186,3274,26607,13208,72634,19528,11235,3.8871364195002047,6.756386292834891,CD4iR2_Psomagen,193.84276
88,CD4i_R2_D4_Stim8hr_CD4i_R2_Ultima,CD4i_R2L18,10821.134,3931.188343841812,0.4447742,192.5005081537701,121172,1269,3443,28367,13623,74470,19716,11226,3.9517650639074864,6.940406199893105,CD4iR2_Psomagen,196.49957
89,CD4i_R2_D4_Stim8hr_CD4i_R2_Ultima,CD4i_R2L19,12586.019,4216.144241266376,0.45221794,192.18469216363883,117248,1386,3356,26896,13262,72348,19558,11228,3.870743429798548,6.742429640185251,CD4iR2_Psomagen,195.26648
90,CD4i_R2_D4_Stim8hr_CD4i_R2_Ultima,CD4i_R2L20,12000.906,4129.184551746734,0.4513043,193.65647104511285,122085,1396,3413,28748,13558,74970,19578,11254,4.003626519562775,6.964901368402346,CD4iR2_Psomagen,197.73645
91,CD4i_R2_D4_Stim8hr_CD4i_R2_Ultima,CD4i_R2L21,10411.521,3864.344108857699,0.4396147,194.5603118731312,119128,1302,3306,28258,13128,73134,19566,11213,3.906777062250843,6.817087309373049,CD4iR2_Psomagen,198.6421
92,CD4i_R2_D4_Stim8hr_CD4i_R2_Ultima,CD4i_R2L22,10700.981,3913.176882618954,0.4415356,187.6094097376612,122064,1322,3370,28853,13771,74748,19668,11216,3.971832418141143,6.964871611982882,CD4iR2_Psomagen,191.43794
93,CD4i_R2_D4_Stim8hr_CD4i_R2_Ultima,CD4i_R2L12,12411.075,4191.518081258375,0.45624688,190.3340192518871,114179,1347,3284,25932,12784,70832,19505,11237,3.7998461932837735,6.595710598914301,CD4iR2_Psomagen,193.60454
94,CD4i_R2_D4_Stim8hr_CD4i_R2_Ultima,CD4i_R2L23,10972.881,3968.075081230968,0.4380746,188.05337886585545,117566,1145,3281,26967,13317,72856,19525,11231,3.899462227912932,6.779182619535215,CD4iR2_Psomagen,190.9278
95,CD4i_R2_D4_Stim8hr_CD4i_R2_Ultima,CD4i_R2L24,11651.895,4078.7015963807567,0.45136392,191.73893338358616,119583,1296,3430,27843,13101,73913,19773,11258,3.911546047640722,6.870047965890922,CD4iR2_Psomagen,196.34653
96,CD4i_R2_D1_Stim48hr_CD4i_R2_Ultima,CD4i_R2L25,15006.153,4608.053806691787,0.59346294,232.77818115186844,110135,1744,2916,22384,21776,61315,17037,10519,3.7700886306274577,6.106188801216846,CD4iR2_Psomagen,209.06079
97,CD4i_R2_D1_Stim48hr_CD4i_R2_Ultima,CD4i_R2L26,15558.965,4677.649062671167,0.6004421,231.12264612919023,113194,1904,2860,22652,22215,63563,17331,10622,3.8326120823957073,6.253342120128036,CD4iR2_Psomagen,206.89493
98,CD4i_R2_D1_Stim48hr_CD4i_R2_Ultima,CD4i_R2L27,15982.558,4732.186343938273,0.5987331,229.6428412504172,113532,1890,2941,22176,22502,64023,17297,10575,3.8714227900792046,6.3322931442080375,CD4iR2_Psomagen,205.34677
99,CD4i_R2_D1_Stim48hr_CD4i_R2_Ultima,CD4i_R2L28,16686.982,4810.607323322821,0.6009862,225.87030287939152,111616,1891,2914,21942,22142,62727,17254,10546,3.804393184189173,6.224255641949554,CD4iR2_Psomagen,201.43544
100,CD4i_R2_D1_Stim48hr_CD4i_R2_Ultima,CD4i_R2L29,16339.547,4780.978356872564,0.60747063,225.3369096959921,123411,2131,3182,24613,24147,69338,17693,10717,4.098796134064319,6.766819072501633,CD4iR2_Psomagen,202.45258
101,CD4i_R2_D1_Stim48hr_CD4i_R2_Ultima,CD4i_R2L30,16740.844,4826.231738790643,0.6065824,225.9209661857944,110042,1904,2941,21239,21864,62094,17182,10535,3.785065766499825,6.173232083531087,CD4iR2_Psomagen,201.19724
102,CD4i_R2_D1_Stim48hr_CD4i_R2_Ultima,CD4i_R2L31,16444.877,4792.070852840802,0.6008535,229.64097316962253,116622,1948,3088,22604,23126,65856,17513,10659,3.9367327128418887,6.46814898208087,CD4iR2_Psomagen,204.95741
103,CD4i_R2_D1_Stim48hr_CD4i_R2_Ultima,CD4i_R2L32,16112.883,4753.503791444858,0.61315274,226.2750710757024,116842,2020,3102,23375,23108,65237,17413,10590,3.924596565784184,6.453163361661945,CD4iR2_Psomagen,203.34442
104,CD4i_R2_D1_Stim48hr_CD4i_R2_Ultima,CD4i_R2L33,16085.427,4748.171228563124,0.6000914,217.2929402684973,123852,2053,3287,25063,24172,69277,17707,10711,4.098040323036088,6.774717580057884,CD4iR2_Psomagen,195.82222
105,CD4i_R2_D1_Stim48hr_CD4i_R2_Ultima,CD4i_R2L34,14955.603,4614.944419864598,0.59126216,225.37770408968893,119791,1885,3061,24231,23656,66958,17557,10652,3.988095916158797,6.573319564401052,CD4iR2_Psomagen,202.56755
106,CD4i_R2_D1_Stim48hr_CD4i_R2_Ultima,CD4i_R2L35,14779.565,4586.628530050688,0.5926008,228.4865806681851,120147,1887,3241,24185,23717,67117,17599,10649,3.99784078640832,6.607005352615269,CD4iR2_Psomagen,205.62216
107,CD4i_R2_D1_Stim48hr_CD4i_R2_Ultima,CD4i_R2L36,14541.379,4555.377963355353,0.5853745,222.9656757520864,120345,1928,3239,23936,23662,67580,17564,10673,4.0320542017763605,6.63534151597489,CD4iR2_Psomagen,200.177
108,CD4i_R2_D1_Stim48hr_CD4i_R2_Ultima,CD4i_R2L37,16284.419,4774.537931902047,0.6033631,225.0838097452209,119240,2010,3026,24010,23424,66770,17520,10666,3.9837899543379,6.5437839864991565,CD4iR2_Psomagen,202.19113
109,CD4i_R2_D1_Stim48hr_CD4i_R2_Ultima,CD4i_R2L38,16874.514,4846.53627668569,0.5938274,223.61461860630905,113544,1807,3014,22048,22718,63957,17360,10568,3.857776497695853,6.33714988644966,CD4iR2_Psomagen,198.5961
110,CD4i_R2_D1_Stim48hr_CD4i_R2_Ultima,CD4i_R2L39,12436.032,4257.393331815002,0.56246626,222.97151908404723,122942,1749,3200,25361,23768,68864,17709,10675,4.069343271782709,6.750725995316159,CD4iR2_Psomagen,202.6263
111,CD4i_R2_D1_Stim48hr_CD4i_R2_Ultima,CD4i_R2L40,14095.555,4497.601248086463,0.5840534,223.1359868027025,119543,1847,3139,23785,23298,67474,17547,10643,4.024220664501054,6.634689467255473,CD4iR2_Psomagen,201.22864
112,CD4i_R2_D1_Stim48hr_CD4i_R2_Ultima,CD4i_R2L41,16447.305,4792.371748492678,0.5812225,221.5711127326588,116100,1925,3086,23050,23130,64909,17472,10632,3.89165521978022,6.395316027088036,CD4iR2_Psomagen,198.62993
113,CD4i_R2_D1_Stim48hr_CD4i_R2_Ultima,CD4i_R2L42,15781.027,4709.704700454667,0.5681652,227.66716302090973,119648,1915,3130,24592,23143,66868,17613,10677,3.9742235848520977,6.555961412381755,CD4iR2_Psomagen,205.83678
114,CD4i_R2_D1_Stim48hr_CD4i_R2_Ultima,CD4i_R2L43,13333.31,4392.65616617374,0.5416697,228.57987064956416,116312,1717,3085,23663,22844,65003,17600,10649,3.868636363636364,6.393839797164053,CD4iR2_Psomagen,206.62813
115,CD4i_R2_D1_Stim48hr_CD4i_R2_Ultima,CD4i_R2L44,15518.441,4680.217389435681,0.5707611,224.7987371658797,116335,1969,3085,22843,22848,65590,17458,10632,3.933726658265552,6.459273890142964,CD4iR2_Psomagen,201.79518
116,CD4i_R2_D1_Stim48hr_CD4i_R2_Ultima,CD4i_R2L45,12980.464,4340.6156715433135,0.536536,230.95432343234324,113671,1571,2887,23238,21840,64135,17397,10630,3.8525033051675575,6.304985888993415,CD4iR2_Psomagen,210.4938
117,CD4i_R2_D1_Stim48hr_CD4i_R2_Ultima,CD4i_R2L46,15100.245,4630.4787955348165,0.5555218,231.014034745478,116367,1795,3011,23337,23034,65190,17494,10612,3.898536641134103,6.426781002638522,CD4iR2_Psomagen,207.52695
118,CD4i_R2_D1_Stim48hr_CD4i_R2_Ultima,CD4i_R2L47,12481.703,4268.327122242181,0.5327221,223.01533970333185,116351,1670,3055,23728,22547,65351,17499,10653,3.909137665009429,6.421289777527457,CD4iR2_Psomagen,203.31364
119,CD4i_R2_D1_Stim48hr_CD4i_R2_Ultima,CD4i_R2L48,12944.714,4332.638384065232,0.5364385,231.841018879751,115772,1663,3044,23726,22234,65105,17653,10727,3.860476972752507,6.3530343991796405,CD4iR2_Psomagen,212.36995
120,CD4i_R2_D2_Stim48hr_CD4i_R2_Ultima,CD4i_R2L25,10662.254,3978.794868831619,0.560507,180.18570396254245,112489,735,3381,20069,11182,77122,14745,9857,5.459681247880638,8.16708937810693,CD4iR2_Psomagen,180.68086
121,CD4i_R2_D2_Stim48hr_CD4i_R2_Ultima,CD4i_R2L26,11042.174,4048.4761738584216,0.5688292,179.1338000174522,114622,787,3531,19949,11158,79197,14947,9930,5.534756138355523,8.331117824773415,CD4iR2_Psomagen,179.354
122,CD4i_R2_D2_Stim48hr_CD4i_R2_Ultima,CD4i_R2L27,11341.591,4105.733021766411,0.5608642,177.59798675190189,115545,746,3630,20073,11533,79563,14930,9941,5.572203616878768,8.368675183583141,CD4iR2_Psomagen,177.42065
123,CD4i_R2_D2_Stim48hr_CD4i_R2_Ultima,CD4i_R2L28,11812.457,4179.74593517348,0.5617882,173.00632469384743,113904,762,3447,19598,11904,78193,14696,9846,5.55525313010343,8.291692057688401,CD4iR2_Psomagen,171.87712
124,CD4i_R2_D2_Stim48hr_CD4i_R2_Ultima,CD4i_R2L29,11585.936,4150.519812755061,0.5594505,173.32796913064354,124970,837,3879,22195,12155,85904,15362,10131,5.844486395000651,8.862205113019446,CD4iR2_Psomagen,174.18935
125,CD4i_R2_D2_Stim48hr_CD4i_R2_Ultima,CD4i_R2L30,11895.008,4201.85150190131,0.5652616,175.70000198957462,112291,744,3502,19012,11444,77589,14713,9835,5.511520424114728,8.245144890696492,CD4iR2_Psomagen,175.04074
126,CD4i_R2_D2_Stim48hr_CD4i_R2_Ultima,CD4i_R2L31,11646.012,4158.0703396607605,0.5632508,174.8925761653367,118795,799,3603,20405,11800,82188,15090,9963,5.685288270377733,8.610960554049985,CD4iR2_Psomagen,175.05385
127,CD4i_R2_D2_Stim48hr_CD4i_R2_Ultima,CD4i_R2L32,11416.485,4120.422290948621,0.5660314,174.4371154134774,118667,842,3705,20792,11695,81633,15101,9993,5.651148930534402,8.539777844491145,CD4iR2_Psomagen,174.98053
128,CD4i_R2_D2_Stim48hr_CD4i_R2_Ultima,CD4i_R2L33,11314.765,4100.91877243445,0.5551291,165.25095709220798,126201,859,3822,22492,12739,86289,15270,10043,5.901178781925344,8.972518171860997,CD4iR2_Psomagen,165.67845
129,CD4i_R2_D2_Stim48hr_CD4i_R2_Ultima,CD4i_R2L34,10592.608,3974.766735391815,0.562546,171.5351959692583,122226,812,3747,21565,12311,83791,15135,10021,5.783812355467459,8.735455543358945,CD4iR2_Psomagen,171.75319
130,CD4i_R2_D2_Stim48hr_CD4i_R2_Ultima,CD4i_R2L35,10456.979,3944.099817273724,0.5490025,176.14707288687603,123135,764,3789,22232,11975,84375,15234,10036,5.787317841669949,8.784774810681547,CD4iR2_Psomagen,177.64139
131,CD4i_R2_D2_Stim48hr_CD4i_R2_Ultima,CD4i_R2L36,10325.005,3918.42272608809,0.5524229,170.62506704972134,122784,754,3703,21919,12473,83935,15171,10027,5.776679190560938,8.740201456068615,CD4iR2_Psomagen,170.88646
132,CD4i_R2_D2_Stim48hr_CD4i_R2_Ultima,CD4i_R2L37,11508.803,4134.901423760077,0.5580409,174.915879694275,121439,826,3823,21209,12248,83333,15142,9997,5.75591071192709,8.718215464639393,CD4iR2_Psomagen,174.94095
133,CD4i_R2_D2_Stim48hr_CD4i_R2_Ultima,CD4i_R2L38,11898.897,4205.769502626849,0.5588528,171.66295787457187,115728,696,3423,19591,12061,79957,14793,9855,5.63644967214223,8.460679857940132,CD4iR2_Psomagen,170.42354
134,CD4i_R2_D2_Stim48hr_CD4i_R2_Ultima,CD4i_R2L39,8803.123,3611.458910096467,0.5440881,169.50305020702564,125846,735,3879,23301,12267,85664,15276,10054,5.861678449855983,8.906206484981102,CD4iR2_Psomagen,171.42053
135,CD4i_R2_D2_Stim48hr_CD4i_R2_Ultima,CD4i_R2L40,9982.633,3857.7445239946,0.550414,171.54835611175147,122215,741,3640,21518,12584,83732,15082,9949,5.793130884498077,8.781988139511508,CD4iR2_Psomagen,171.5298
136,CD4i_R2_D2_Stim48hr_CD4i_R2_Ultima,CD4i_R2L41,11752.332,4175.791795268571,0.5185614,170.47046011434796,118907,820,3606,20727,12048,81706,15122,9991,5.641581801349028,8.538884996496847,CD4iR2_Psomagen,170.78642
137,CD4i_R2_D2_Stim48hr_CD4i_R2_Ultima,CD4i_R2L42,11164.724,4072.682615876528,0.50177896,172.3650148832412,122911,735,3759,22447,12070,83900,15189,10024,5.771216011587333,8.744912210694334,CD4iR2_Psomagen,173.93027
138,CD4i_R2_D2_Stim48hr_CD4i_R2_Ultima,CD4i_R2L43,9496.288,3760.623346784637,0.4888075,174.83210681830852,119691,693,3638,21867,11798,81695,15065,9984,5.664321274477265,8.54697516025641,CD4iR2_Psomagen,176.18738
139,CD4i_R2_D2_Stim48hr_CD4i_R2_Ultima,CD4i_R2L44,10963.066,4036.481927912685,0.49635193,172.560715556138,119383,771,3727,20605,12223,82057,14992,9936,5.721985058697972,8.63365539452496,CD4iR2_Psomagen,172.39694
140,CD4i_R2_D2_Stim48hr_CD4i_R2_Ultima,CD4i_R2L45,9117.275,3682.11705217212,0.48924893,176.65921141885372,116384,691,3602,21296,11435,79360,14984,9961,5.536705819540844,8.328681859251079,CD4iR2_Psomagen,178.56694
141,CD4i_R2_D2_Stim48hr_CD4i_R2_Ultima,CD4i_R2L46,10752.174,4002.459175479082,0.50396913,177.17901379485204,118299,781,3664,21144,11496,81214,15070,9971,5.632249502322495,8.512486210009026,CD4iR2_Psomagen,178.35753
142,CD4i_R2_D2_Stim48hr_CD4i_R2_Ultima,CD4i_R2L47,8858.491,3629.3741104738806,0.4876286,173.96412320943733,118743,663,3632,21361,11651,81436,14994,9880,5.673469387755102,8.610121457489878,CD4iR2_Psomagen,175.39252
143,CD4i_R2_D2_Stim48hr_CD4i_R2_Ultima,CD4i_R2L48,9086.199,3675.5930267914455,0.48215774,179.3425468535517,118396,659,3615,21596,11048,81478,15306,10114,5.559453808963805,8.413387383824402,CD4iR2_Psomagen,182.68222
144,CD4i_R2_D3_Stim48hr_CD4i_R2_Ultima,CD4i_R2L25,12958.631,4387.248478425729,0.5227299,226.589779303792,102854,933,3029,17773,9747,71372,13609,9382,5.467043868028511,7.930185461522064,CD4iR2_Psomagen,223.81743
145,CD4i_R2_D3_Stim48hr_CD4i_R2_Ultima,CD4i_R2L26,13407.047,4455.428409556184,0.52457803,225.70214811762344,105021,887,3129,18151,9949,72905,13750,9454,5.529745454545455,8.042521683943304,CD4iR2_Psomagen,222.96654
146,CD4i_R2_D3_Stim48hr_CD4i_R2_Ultima,CD4i_R2L27,13784.876,4513.218485382582,0.5284365,227.14930106895332,104396,949,3062,17465,10281,72639,13557,9394,5.583904993730176,8.058441558441558,CD4iR2_Psomagen,222.66989
147,CD4i_R2_D3_Stim48hr_CD4i_R2_Ultima,CD4i_R2L28,14370.382,4591.928041449977,0.5307219,219.4903124190904,103643,983,3125,17097,10464,71974,13562,9399,5.53745760212358,7.990105330354293,CD4iR2_Psomagen,214.69092
148,CD4i_R2_D3_Stim48hr_CD4i_R2_Ultima,CD4i_R2L29,14090.755,4564.164789066828,0.5266623,219.27748052100216,113709,1011,3395,19547,10751,79005,14026,9598,5.874803935548267,8.585121900395915,CD4iR2_Psomagen,216.59389
149,CD4i_R2_D3_Stim48hr_CD4i_R2_Ultima,CD4i_R2L30,14436.857,4609.747257156839,0.5334132,221.8286189319857,102175,949,3027,16669,10275,71255,13563,9425,5.47681191476812,7.881379310344828,CD4iR2_Psomagen,217.04372
150,CD4i_R2_D3_Stim48hr_CD4i_R2_Ultima,CD4i_R2L31,14204.282,4579.770347219646,0.52834946,224.19793129077544,107828,951,3224,17996,10471,75186,13767,9459,5.69550374082952,8.28945977376044,CD4iR2_Psomagen,220.34796
151,CD4i_R2_D3_Stim48hr_CD4i_R2_Ultima,CD4i_R2L32,13859.276,4527.648660101518,0.53095,220.92002338077853,108553,1021,3106,18689,10523,75214,13735,9454,5.702220604295595,8.284324095620901,CD4iR2_Psomagen,218.13771
152,CD4i_R2_D3_Stim48hr_CD4i_R2_Ultima,CD4i_R2L33,13745.656,4505.959312509755,0.51893306,211.80639925805704,115318,1009,3328,19944,11298,79739,14054,9594,5.910559271381813,8.658223889931207,CD4iR2_Psomagen,208.82855
153,CD4i_R2_D3_Stim48hr_CD4i_R2_Ultima,CD4i_R2L34,12867.505,4381.092888673557,0.51882786,219.5764908039202,111456,935,3382,19011,10910,77218,13892,9509,5.801900374316153,8.476180460616257,CD4iR2_Psomagen,216.3615
154,CD4i_R2_D3_Stim48hr_CD4i_R2_Ultima,CD4i_R2L35,12677.6455,4344.651130245659,0.51970094,222.9311760109976,112188,955,3304,19479,10598,77852,14106,9594,5.75329646958741,8.459036898061289,CD4iR2_Psomagen,220.63643
155,CD4i_R2_D3_Stim48hr_CD4i_R2_Ultima,CD4i_R2L36,12487.4795,4316.844524323456,0.5165839,217.4311487957376,112114,934,3399,18856,11051,77874,13802,9517,5.888494421098391,8.539770936219396,CD4iR2_Psomagen,213.97746
156,CD4i_R2_D3_Stim48hr_CD4i_R2_Ultima,CD4i_R2L37,13957.258,4539.796413109576,0.52716845,220.72337243727708,110179,1001,3275,18627,10720,76556,13816,9484,5.778155761436016,8.417439898776887,CD4iR2_Psomagen,216.90173
157,CD4i_R2_D3_Stim48hr_CD4i_R2_Ultima,CD4i_R2L38,14454.362,4615.435404230934,0.53023195,218.056271128418,104705,898,3073,17118,10788,72828,13437,9365,5.648656694202575,8.104751735184196,CD4iR2_Psomagen,212.61603
158,CD4i_R2_D3_Stim48hr_CD4i_R2_Ultima,CD4i_R2L39,10588.295,3990.080633888947,0.51180655,214.7560321976133,114468,928,3484,20174,11061,78821,13968,9542,5.892396907216495,8.625550199119681,CD4iR2_Psomagen,213.09119
159,CD4i_R2_D3_Stim48hr_CD4i_R2_Ultima,CD4i_R2L40,12093.124,4254.462095258647,0.5191572,219.93784444578048,111213,985,3235,18710,10958,77325,13853,9504,5.815346856276618,8.476430976430976,CD4iR2_Psomagen,216.26698
160,CD4i_R2_D3_Stim48hr_CD4i_R2_Ultima,CD4i_R2L41,14188.921,4571.452094424726,0.4929518,217.9681562171195,108192,1018,3237,18343,10717,74877,13831,9494,5.647747812884101,8.227722772277227,CD4iR2_Psomagen,214.37582
