,library_id,lane_id,mean_total_counts,mean_n_genes,mean_pct_counts_mt,mean_top_guide_UMI_counts,n_cells,n_low_quality_cells,NTC single sgRNA,multi sgRNA,no sgRNA (>= 3 UMIs),targeting single sgRNA,n_unique_guides,n_unique_perturbed_genes,mean_cells_x_guide,mean_cells_x_perturbed_gene,experiment,mean_guide_UMI_counts
217,CD4i_R1_D2_Rest_CD4i_R1_Ultima,CD4i_R1L03,10278.56,3966.9003424578814,0.59234464,70.57500045626266,130527,152,3807,21147,20890,84531,14200,9639,6.220985915492958,9.16464363523187,CD4iR1_Psomagen,69.38879
218,CD4i_R1_D2_Rest_CD4i_R1_Ultima,CD4i_R1L04,10008.783,3911.283318096303,0.58705026,69.08737908087869,132353,118,3815,21011,22009,85400,13973,9549,6.384813569025979,9.342863127029007,CD4iR1_Psomagen,67.26983
219,CD4i_R1_D2_Rest_CD4i_R1_Ultima,CD4i_R1L05,10729.052,4053.55762775084,0.5917572,70.62275805611371,128688,125,3703,20541,21149,83170,13749,9456,6.318495890610226,9.187076988155669,CD4iR1_Psomagen,68.90212
220,CD4i_R1_D2_Rest_CD4i_R1_Ultima,CD4i_R1L06,10335.24,3948.4851728303215,0.5878827,70.48256619420843,125007,174,3471,19661,21716,79985,13514,9376,6.175521681219476,8.901023890784982,CD4iR1_Psomagen,68.29011
221,CD4i_R1_D2_Rest_CD4i_R1_Ultima,CD4i_R1L07,10096.7,3924.397286569744,0.5924028,69.42158792047523,130757,151,3632,21504,21952,83518,13704,9469,6.359457092819615,9.203717393600169,CD4iR1_Psomagen,67.71041
222,CD4i_R1_D2_Rest_CD4i_R1_Ultima,CD4i_R1L08,8939.479,3682.185808871369,0.5865108,70.20911998537878,130645,128,3770,21663,21163,83921,13969,9568,6.277543131219128,9.165029264214049,CD4iR1_Psomagen,68.97688
223,CD4i_R1_D2_Rest_CD4i_R1_Ultima,CD4i_R1L09,10823.823,4077.030473789005,0.58775634,72.80171502624009,130079,143,3737,21206,21215,83778,13819,9475,6.332947391272885,9.23641160949868,CD4iR1_Psomagen,71.32829
224,CD4i_R1_D2_Rest_CD4i_R1_Ultima,CD4i_R1L10,10354.294,3988.023240242602,0.5905831,71.37364312267658,128441,138,3686,21503,20789,82325,13837,9525,6.216015032160151,9.03002624671916,CD4iR1_Psomagen,70.14608
225,CD4i_R1_D2_Rest_CD4i_R1_Ultima,CD4i_R1L11,11716.633,4244.170767798754,0.5930317,73.64542602206666,125697,189,3626,21025,19495,81362,13973,9568,6.082301581621699,8.88252508361204,CD4iR1_Psomagen,72.80579
226,CD4i_R1_D2_Rest_CD4i_R1_Ultima,CD4i_R1L13,10970.294,4110.039010412463,0.5896755,74.79415453248706,123890,161,3588,20587,19372,80182,13927,9534,6.014935018309758,8.786448500104887,CD4iR1_Psomagen,73.85222
227,CD4i_R1_D2_Rest_CD4i_R1_Ultima,CD4i_R1L14,10948.341,4100.170660768682,0.5927541,73.6747853479572,123432,159,3500,20546,19242,79985,13728,9456,6.08136655011655,8.828785956006769,CD4iR1_Psomagen,72.79943
228,CD4i_R1_D2_Rest_CD4i_R1_Ultima,CD4i_R1L15,9837.502,3889.5513461803503,0.5864595,74.10228169068277,123349,120,3595,20369,19349,79916,13740,9483,6.077947598253275,8.806390382790257,CD4iR1_Psomagen,73.042496
229,CD4i_R1_D2_Rest_CD4i_R1_Ultima,CD4i_R1L16,8887.325,3688.094791001,0.5864196,73.64685868709354,122058,108,3417,20035,19149,79349,13687,9452,6.047051947103091,8.756453660600931,CD4iR1_Psomagen,72.676506
230,CD4i_R1_D2_Rest_CD4i_R1_Ultima,CD4i_R1L17,10504.972,4003.84651361216,0.5622785,72.2403221421138,126578,136,3531,21297,19843,81771,14117,9619,6.04250194800595,8.868073604324774,CD4iR1_Psomagen,71.32067
231,CD4i_R1_D2_Rest_CD4i_R1_Ultima,CD4i_R1L18,10566.568,4022.191147024044,0.56792074,73.61379246247502,126850,149,3595,21623,19200,82283,13995,9576,6.136334405144694,8.968045112781954,CD4iR1_Psomagen,73.113304
232,CD4i_R1_D2_Rest_CD4i_R1_Ultima,CD4i_R1L19,10564.547,4023.0012186738327,0.57060504,73.46805901337022,128008,154,3595,21677,19508,83074,14074,9611,6.158092937331249,9.017688065757984,CD4iR1_Psomagen,72.938416
233,CD4i_R1_D2_Rest_CD4i_R1_Ultima,CD4i_R1L20,10169.454,3948.449416028688,0.5685386,73.74605979861697,130229,151,3770,21733,19836,84739,14113,9644,6.27145185290158,9.177623392783078,CD4iR1_Psomagen,73.27264
234,CD4i_R1_D2_Rest_CD4i_R1_Ultima,CD4i_R1L21,10671.431,4041.6194354047616,0.56599694,73.75075548066886,128446,147,3645,21955,19192,83507,14238,9660,6.121084421969377,9.021946169772256,CD4iR1_Psomagen,73.570595
235,CD4i_R1_D2_Rest_CD4i_R1_Ultima,CD4i_R1L22,10053.634,3923.220232745708,0.5660577,73.01022925130586,130185,148,3669,21728,19861,84779,14081,9601,6.281372061643349,9.212373711071765,CD4iR1_Psomagen,72.52546
236,CD4i_R1_D2_Rest_CD4i_R1_Ultima,CD4i_R1L12,10490.594,4015.907999581047,0.58758307,73.61032935853686,124119,130,3671,20485,19749,80084,13724,9428,6.102812591081317,8.883644463300806,CD4iR1_Psomagen,72.46539
237,CD4i_R1_D2_Rest_CD4i_R1_Ultima,CD4i_R1L23,10159.497,3942.034128273642,0.5683091,73.28275577935455,129863,165,3729,21404,20589,83976,13880,9547,6.318804034582133,9.18665549387242,CD4iR1_Psomagen,72.19475
238,CD4i_R1_D1_Stim8hr_CD4i_R1_Ultima,CD4i_R1L01,14792.748,4498.633047792241,0.41471988,94.89643683945648,125376,541,3126,27333,25687,68689,17214,10576,4.171894969211107,6.790374432677761,CD4iR1_Psomagen,98.37588
239,CD4i_R1_D1_Stim8hr_CD4i_R1_Ultima,CD4i_R1L02,15225.722,4570.374916919286,0.4206805,98.98187191114282,123374,567,3094,27157,24837,67719,17298,10595,4.093710255520869,6.683624351109014,CD4iR1_Psomagen,102.66301
240,CD4i_R1_D1_Stim8hr_CD4i_R1_Ultima,CD4i_R1L03,15564.123,4616.838589610182,0.42409527,99.98951921142628,124930,560,3195,26877,25131,69167,17352,10619,4.170239741816506,6.81438930219418,CD4iR1_Psomagen,103.503426
241,CD4i_R1_D1_Stim8hr_CD4i_R1_Ultima,CD4i_R1L04,15118.836,4559.806804200633,0.4160459,97.19482386772108,125981,548,3112,27153,25487,69681,17345,10622,4.196771403862785,6.853040858595368,CD4iR1_Psomagen,100.27576
242,CD4i_R1_D1_Stim8hr_CD4i_R1_Ultima,CD4i_R1L05,16051.253,4681.965978208371,0.4231396,99.62507629441888,122157,566,3053,26213,25124,67201,17109,10563,4.106259863229879,6.650951434251633,CD4iR1_Psomagen,101.54041
243,CD4i_R1_D1_Stim8hr_CD4i_R1_Ultima,CD4i_R1L06,15913.071,4650.899407330784,0.42030886,100.36865335085976,117941,571,3023,25493,23980,64874,16919,10505,4.013062237720906,6.46330318895764,CD4iR1_Psomagen,103.46074
244,CD4i_R1_D1_Stim8hr_CD4i_R1_Ultima,CD4i_R1L07,15243.143,4559.627790987183,0.42491794,97.9444942259094,124911,534,3067,27856,25228,68226,17226,10590,4.1386857076512245,6.732105760151086,CD4iR1_Psomagen,101.68558
245,CD4i_R1_D1_Stim8hr_CD4i_R1_Ultima,CD4i_R1L08,13452.74,4325.086710446036,0.41790998,98.3992553415694,124564,541,3194,27899,24574,68356,17292,10584,4.137751561415684,6.760204081632653,CD4iR1_Psomagen,103.64361
246,CD4i_R1_D1_Stim8hr_CD4i_R1_Ultima,CD4i_R1L09,16345.723,4712.937125016304,0.4261777,102.0677637848528,122672,585,3114,26612,24699,67662,17216,10560,4.111059479553903,6.702272727272727,CD4iR1_Psomagen,105.898056
247,CD4i_R1_D1_Stim8hr_CD4i_R1_Ultima,CD4i_R1L10,15676.148,4617.940488554862,0.42411745,100.64461505345484,122279,549,3010,27148,24350,67222,17061,10544,4.1165230642986925,6.660849772382398,CD4iR1_Psomagen,105.399345
248,CD4i_R1_D1_Stim8hr_CD4i_R1_Ultima,CD4i_R1L11,17615.7,4853.037392724076,0.4357284,104.16882681095592,119435,628,2950,26580,23633,65644,17152,10621,3.999183768656717,6.458337256378872,CD4iR1_Psomagen,108.55674
249,CD4i_R1_D1_Stim8hr_CD4i_R1_Ultima,CD4i_R1L13,16544.295,4741.193100859193,0.42563716,106.44252984007004,117203,565,2968,25697,23145,64828,17075,10526,3.9704831625183017,6.440813224396732,CD4iR1_Psomagen,110.73823
250,CD4i_R1_D1_Stim8hr_CD4i_R1_Ultima,CD4i_R1L14,16605.285,4736.784408726191,0.42486814,104.42770987541913,117027,528,2896,26052,23322,64229,16963,10512,3.9571420149737664,6.385559360730594,CD4iR1_Psomagen,109.2786
251,CD4i_R1_D1_Stim8hr_CD4i_R1_Ultima,CD4i_R1L15,14916.097,4539.561189784711,0.41932726,104.49437551606918,116727,498,2901,25690,23135,64503,16998,10544,3.965407695022944,6.392640364188164,CD4iR1_Psomagen,109.274254
252,CD4i_R1_D1_Stim8hr_CD4i_R1_Ultima,CD4i_R1L16,13602.189,4353.814291394392,0.41383243,105.74130143499308,115692,463,2869,25545,22864,63951,17014,10531,3.9273539438109792,6.345076440983762,CD4iR1_Psomagen,111.3886
253,CD4i_R1_D1_Stim8hr_CD4i_R1_Ultima,CD4i_R1L17,15860.793,4624.8476627233495,0.40830064,102.09690814900092,121894,562,2940,27012,24240,67140,17287,10614,4.053913345288367,6.602600339174675,CD4iR1_Psomagen,107.31175
254,CD4i_R1_D1_Stim8hr_CD4i_R1_Ultima,CD4i_R1L18,15955.407,4656.878967988213,0.40996563,104.8618365274914,119456,561,2844,26196,23559,66296,17211,10597,4.017198303410609,6.524488062659243,CD4iR1_Psomagen,109.1636
255,CD4i_R1_D1_Stim8hr_CD4i_R1_Ultima,CD4i_R1L19,15765.8545,4628.09278807116,0.41519687,103.13208052033592,121923,591,2974,26614,24360,67384,17278,10581,4.0721148281051045,6.649466024005292,CD4iR1_Psomagen,107.18824
256,CD4i_R1_D1_Stim8hr_CD4i_R1_Ultima,CD4i_R1L20,15303.934,4581.998209701944,0.40958574,104.38778493304712,122326,547,3153,26824,24158,67644,17263,10600,4.101083241615015,6.678962264150943,CD4iR1_Psomagen,108.774055
257,CD4i_R1_D1_Stim8hr_CD4i_R1_Ultima,CD4i_R1L21,16173.616,4674.53068511493,0.40932178,104.41912824949532,120987,555,3138,26889,23521,66884,17394,10647,4.0256410256410255,6.576688268995961,CD4iR1_Psomagen,110.31518
258,CD4i_R1_D1_Stim8hr_CD4i_R1_Ultima,CD4i_R1L22,15166.311,4550.676472997101,0.40898496,103.8693101998544,122098,557,3042,26907,24208,67384,17305,10606,4.069690840797457,6.640203658306619,CD4iR1_Psomagen,109.29178
259,CD4i_R1_D1_Stim8hr_CD4i_R1_Ultima,CD4i_R1L12,15782.923,4643.543413760764,0.41945827,103.93645098060216,117290,551,2942,25735,23566,64496,16988,10483,3.969743348245821,6.433082132977201,CD4iR1_Psomagen,108.06626
260,CD4i_R1_D1_Stim8hr_CD4i_R1_Ultima,CD4i_R1L23,15362.696,4582.868379709113,0.41059214,103.11577805488812,123484,542,3027,27475,24490,67950,17309,10621,4.100583511468022,6.682704076828924,CD4iR1_Psomagen,108.22756
261,CD4i_R1_D2_Stim8hr_CD4i_R1_Ultima,CD4i_R1L01,14320.207,4618.968628867043,0.69617796,87.81132354147863,135698,456,3936,28804,13502,89000,15581,10197,5.964700596880816,9.114053152888104,CD4iR1_Psomagen,96.63053
262,CD4i_R1_D2_Stim8hr_CD4i_R1_Ultima,CD4i_R1L02,14846.792,4694.876815316019,0.7005789,91.57935919000032,134343,457,3857,28948,12755,88326,15894,10313,5.79986158298729,8.938524192766412,CD4iR1_Psomagen,101.42938
263,CD4i_R1_D2_Stim8hr_CD4i_R1_Ultima,CD4i_R1L03,15183.1875,4745.882197597349,0.70412475,91.69036263835147,135184,442,4005,28504,12654,89579,16006,10383,5.846807447207297,9.01319464509294,CD4iR1_Psomagen,101.86507
264,CD4i_R1_D2_Stim8hr_CD4i_R1_Ultima,CD4i_R1L04,14656.006,4680.890226660186,0.69759107,90.09692142546932,135798,447,3933,28292,13451,89675,15790,10270,5.928309056364788,9.114703018500489,CD4iR1_Psomagen,98.68656
265,CD4i_R1_D2_Stim8hr_CD4i_R1_Ultima,CD4i_R1L05,15768.966,4823.471819694449,0.7062767,92.06217381819404,132220,469,3870,27678,12719,87484,15663,10234,5.832471429483496,8.926519444987298,CD4iR1_Psomagen,101.063934
266,CD4i_R1_D2_Stim8hr_CD4i_R1_Ultima,CD4i_R1L06,15380.044,4763.293059125964,0.7021447,92.21084757586328,127592,458,3766,26565,12610,84193,15477,10201,5.683207339923758,8.622586020978336,CD4iR1_Psomagen,101.048935
267,CD4i_R1_D2_Stim8hr_CD4i_R1_Ultima,CD4i_R1L07,14707.195,4669.814145918677,0.7033832,89.64785835349097,134993,485,3807,28935,13114,88652,15594,10195,5.929139412594588,9.069053457577244,CD4iR1_Psomagen,98.87003
268,CD4i_R1_D2_Stim8hr_CD4i_R1_Ultima,CD4i_R1L08,13072.425,4439.684035822492,0.69964576,91.45038669315775,134664,458,3963,29508,12571,88164,15827,10313,5.820875718708536,8.933094153010764,CD4iR1_Psomagen,101.85896
269,CD4i_R1_D2_Stim8hr_CD4i_R1_Ultima,CD4i_R1L09,15911.238,4846.483942463594,0.70387703,94.14206990571924,134454,486,3858,28684,12359,89067,15753,10265,5.898876404494382,9.052605942523137,CD4iR1_Psomagen,104.66807
270,CD4i_R1_D2_Stim8hr_CD4i_R1_Ultima,CD4i_R1L10,15188.433,4748.264480469959,0.69978184,92.44338874370683,132437,426,3785,29066,12374,86786,15729,10278,5.758217305613834,8.812122981124732,CD4iR1_Psomagen,102.90175
271,CD4i_R1_D2_Stim8hr_CD4i_R1_Ultima,CD4i_R1L11,17157.11,4999.0447660098525,0.70342356,95.4137974995538,129920,472,3859,28036,11946,85607,15736,10270,5.685434672089476,8.711392405063291,CD4iR1_Psomagen,106.12625
272,CD4i_R1_D2_Stim8hr_CD4i_R1_Ultima,CD4i_R1L13,16156.167,4879.268808961342,0.70237803,98.0322583426005,127838,473,3725,27680,11544,84416,15680,10261,5.62123724489796,8.589903518175616,CD4iR1_Psomagen,109.17688
273,CD4i_R1_D2_Stim8hr_CD4i_R1_Ultima,CD4i_R1L14,16030.646,4862.918940584722,0.70538425,96.30529843877534,127240,450,3771,27379,11783,83857,15605,10247,5.615379685998078,8.551576071045185,CD4iR1_Psomagen,106.73402
274,CD4i_R1_D2_Stim8hr_CD4i_R1_Ultima,CD4i_R1L15,14434.65,4656.8655696720025,0.6999461,95.6608877583797,127196,440,3780,27128,11700,84148,15537,10193,5.659264980369441,8.626312175022074,CD4iR1_Psomagen,106.52212
275,CD4i_R1_D2_Stim8hr_CD4i_R1_Ultima,CD4i_R1L16,13113.052,4464.944039510893,0.6982966,96.56448774134502,125535,392,3622,26692,11648,83181,15432,10179,5.624870399170555,8.527654975930838,CD4iR1_Psomagen,107.691536
276,CD4i_R1_D2_Stim8hr_CD4i_R1_Ultima,CD4i_R1L17,15305.017,4751.019454780166,0.6761119,93.39149068479568,131690,444,3799,28243,12399,86805,15809,10278,5.731165791637674,8.815333722514108,CD4iR1_Psomagen,103.67169
277,CD4i_R1_D2_Stim8hr_CD4i_R1_Ultima,CD4i_R1L18,15457.926,4775.702562186969,0.68198234,95.38198392142353,131177,482,3857,28168,11944,86726,15702,10298,5.76888294484779,8.796174014371722,CD4iR1_Psomagen,106.27299
278,CD4i_R1_D2_Stim8hr_CD4i_R1_Ultima,CD4i_R1L19,15423.848,4768.641747550883,0.6870493,94.87904759531936,132803,488,3815,29049,12074,87377,15797,10253,5.772741659808824,8.89417731395689,CD4iR1_Psomagen,105.8054
279,CD4i_R1_D2_Stim8hr_CD4i_R1_Ultima,CD4i_R1L20,14917.503,4707.129863013699,0.681839,96.12841245432148,133225,477,3886,28576,11967,88319,15836,10292,5.822493053801465,8.958900116595414,CD4iR1_Psomagen,107.44413
280,CD4i_R1_D2_Stim8hr_CD4i_R1_Ultima,CD4i_R1L21,15692.449,4802.551267699383,0.684196,96.13590599835112,132208,447,3846,28820,11828,87267,15780,10252,5.773954372623575,8.88733905579399,CD4iR1_Psomagen,107.72832
281,CD4i_R1_D2_Stim8hr_CD4i_R1_Ultima,CD4i_R1L22,14666.247,4673.689627070997,0.6766165,94.38892097013694,133752,465,3847,28762,12229,88449,15861,10304,5.819053023138516,8.957298136645962,CD4iR1_Psomagen,104.98886
282,CD4i_R1_D2_Stim8hr_CD4i_R1_Ultima,CD4i_R1L12,15352.078,4776.967967225907,0.6983611,95.35417494514608,128150,433,3780,27502,12113,84322,15551,10199,5.665359140891261,8.638297872340425,CD4iR1_Psomagen,105.40382
283,CD4i_R1_D2_Stim8hr_CD4i_R1_Ultima,CD4i_R1L23,14875.918,4701.6942797129095,0.6807708,94.9789238292609,134731,502,3987,28829,12336,89077,15735,10266,5.914458214172227,9.0652639781804,CD4iR1_Psomagen,105.41207
