target,target_corrected,culture_condition,guide_id,downreg_gene,seed_match_len,hamming_dist,log_fc,adj_pval,corr_de_all,pval_de_all,corr_de_signif,pval_de_signif,n_de_signif,pval_signif_min,distal_offtarget
METTL8,METTL8,Stim8hr,METTL8-1,COMTD1,14,4,-2.381020549113116,4.6278595060888984e-08,0.0621,2.5614717057225016e-11,0.0244,0.9465727016120316,10,0.9465727016120316,0.0
SENP5,SENP5,Stim48hr,SENP5-1,TTLL4,14,4,-2.3676116089549133,7.458880830933726e-18,-0.0807,4.0216556891809046e-18,,,1,,0.0
SH3YL1,SH3YL1,Stim8hr,SH3YL1-2,NETO2,14,5,-2.103488178457289,1.6693040302855304e-15,-0.0493,1.1969647583746628e-07,-0.1858,0.3087054490186774,32,,0.0
SH3YL1,SH3YL1,Stim48hr,SH3YL1-2,NETO2,14,5,-2.0679527661915365,0.0006604134647041,-0.0375,5.670420565758834e-05,-0.1705,0.3952472259669632,27,,0.0
SSH1,SSH1,Stim48hr,SSH1-1,DEF6,14,5,-2.020976623421392,1.9410229901776567e-05,0.068,2.834630265772069e-13,0.0209,0.9007048663799,38,0.9007048663799,0.0
KLHL28,KLHL28,Stim8hr,KLHL28-2,MMD,14,6,-2.016745646334477,0.0489797370422752,0.0131,0.1607232211385509,-0.1857,0.3171391020159678,31,,0.0
SLC35E1,SLC35E1,Stim8hr,SLC35E1-1,FAM136A,14,5,-2.0151634617470138,7.936670279151655e-18,0.0334,0.0003425958384256,-0.0188,0.8659454736602787,83,,0.0
PLEK2,PLEK2,Stim48hr,PLEK2-2,GAMT,14,3,-1.962083146931936,0.0376551028324614,-0.0082,0.3767355902295031,0.006,0.9223749606626938,269,0.9223749606626938,0.0
NFKB1,NFKB1,Stim48hr,NFKB1-1,S100A10,14,5,-1.9376752567632616,6.320062511225193e-30,0.0868,1.039821699513284e-20,0.0774,0.7756710324002204,16,0.7756710324002204,0.0
FUNDC2,FUNDC2,Rest,FUNDC2-2,TDP1,14,5,-1.9104334410116128,1.9616892507692557e-10,-0.0346,0.0002081356987226,-0.0897,0.8185288883878402,9,,0.0
KLF10,KLF10,Rest,KLF10-1,BAX,14,3,-1.909865182802921,8.909454534021506e-25,0.0815,1.989670931956997e-18,0.0187,0.906245929504544,42,0.906245929504544,0.0
SIK2,SIK2,Stim8hr,SIK2-1,BTBD6,14,3,-1.90542624922816,0.0498328236352225,0.0024,0.7954815372062657,0.054,0.8314435037682573,18,0.8314435037682573,0.0
NFKB1,NFKB1,Rest,NFKB1-1,S100A10,14,5,-1.8932699883202089,1.6067261360636085e-19,0.3127,1.1079763620057008e-259,0.2263,0.1981924037482211,34,0.1981924037482211,0.0
CHKB,CHKB,Stim8hr,CHKB-1,ANTKMT,14,5,-1.8795238252244373,4.203398472700415e-06,0.0313,0.0007676410165067,-0.1052,0.8041556010676936,8,,0.0
ADGRG5,ADGRG5,Stim48hr,ADGRG5-2,XPO6,14,5,-1.858320938043028,3.666428906045581e-32,0.1891,3.620395834659364e-93,0.1942,0.2712233160624466,34,0.2712233160624466,0.0
HSPBAP1,HSPBAP1,Stim8hr,HSPBAP1-2,CUL4A,14,6,-1.8292405486546768,1.6648568309934245e-27,0.0751,7.161862226070516e-16,0.2949,0.2674484217937323,16,0.2674484217937323,0.0
RAVER2,RAVER2,Rest,RAVER2-1,COX6C,14,5,-1.8231674637063435,2.994306405201613e-72,0.2455,1.0965901958090236e-157,0.5041,1.1160938327903925e-18,268,1.1160938327903925e-18,1.0
SLC9A6,SLC9A6,Stim48hr,SLC9A6-2,DYNC2LI1,14,6,-1.7925767891327706,0.0233419148702475,0.0607,6.900027686966814e-11,0.2686,0.662194940214979,5,0.662194940214979,0.0
POLDIP3,POLDIP3,Stim8hr,POLDIP3-2,PFKFB3,14,5,-1.7776583147376657,1.1669610008303513e-08,0.0246,0.0081804606928825,-0.1626,0.4932553577245931,20,,0.0
HIPK1,HIPK1,Stim8hr,HIPK1-1,AGGF1,14,4,-1.7522085464492791,5.654699373989314e-18,0.0097,0.3003764407530694,0.0138,0.9371210660137612,35,0.9371210660137612,0.0
HIPK1,HIPK1,Stim48hr,HIPK1-1,AGGF1,14,4,-1.7130839687506365,1.3146563085713974e-13,0.0383,3.89242562617766e-05,-0.0095,0.9608692347758324,29,,0.0
KLF10,KLF10,Stim8hr,KLF10-1,BAX,14,3,-1.7102652779665193,2.957703782009631e-13,0.0555,2.4673399258929397e-09,0.0947,0.5358979141451462,45,0.5358979141451462,0.0
TTC7B,TTC7B,Stim8hr,TTC7B-2,RDH10,14,4,-1.7071221879639005,3.2479066363077304e-05,0.0498,9.20828949322269e-08,-0.0327,0.8851067938661508,22,,0.0
RNF19B,RNF19B,Rest,RNF19B-1,SLMAP,14,4,-1.698205364205195,3.5673157261995366e-05,0.0316,0.0007055976074658,0.3188,0.1481276108675942,22,0.1481276108675942,0.0
RAVER2,RAVER2,Stim8hr,RAVER2-1,COX6C,14,5,-1.6809401755598616,7.620505020999731e-69,0.3474,1e-323,0.6051,4.0933726996822186e-150,1496,4.0933726996822186e-150,1.0
HS3ST3B1,HS3ST3B1,Stim48hr,HS3ST3B1-1,DENND1B,14,6,-1.666393616908998,3.651665223070912e-10,0.0886,1.6301786069286785e-21,-0.3882,0.5184794188216052,5,,0.0
GNA13,GNA13,Rest,GNA13-2,EVA1B,14,3,-1.6606053906791092,0.0580402718066523,-0.3077,5.074507470401412e-251,-0.5644,6.539807518414845e-122,1440,,0.0
NDUFB10,NDUFB10,Rest,NDUFB10-2,ATP11B,14,5,-1.6372219366437295,8.410271219069211e-17,0.0439,2.3807897436541435e-06,0.1444,0.1235988489171324,115,0.1235988489171324,0.0
KPNA6,KPNA6,Stim48hr,KPNA6-1,ECHS1,14,3,-1.630899377495174,4.086802004252e-05,0.1147,5.090983337734526e-35,0.1308,0.1247253995482835,139,0.1247253995482835,0.0
MTA3,MTA3,Stim8hr,MTA3-1,PLCG1,14,2,-1.6035580725986482,6.196405394626177e-14,0.8056,0.0,0.8595,0.0,5127,0.0,1.0
FAM118A,FAM118A,Stim8hr,FAM118A-2,PRNP,14,4,-1.599928730167004,3.527521443842204e-07,-0.0779,5.785768601236035e-17,-0.1195,0.2340604002323735,101,,0.0
HIPK1,HIPK1,Rest,HIPK1-1,AGGF1,14,4,-1.5820364005604723,2.332679591086296e-06,0.0592,1.9905062355767352e-10,0.0962,0.6400587425090782,26,0.6400587425090782,0.0
METTL8,METTL8,Stim48hr,METTL8-1,COMTD1,14,4,-1.568034535791415,0.0001603832365676,0.0441,2.240324567491047e-06,0.2158,0.7273571130117967,5,0.7273571130117967,0.0
NDUFB10,NDUFB10,Stim8hr,NDUFB10-2,ATP11B,14,5,-1.564801828894553,2.7348975957087423e-10,,,,,0,,0.0
SETD3,SETD3,Stim8hr,SETD3-2,RYBP,14,4,-1.5625269958321335,3.690706336021668e-05,0.055,3.4926542334446646e-09,0.29,0.2023104201029222,21,0.2023104201029222,0.0
SEMA6A,SEMA6A,Stim8hr,SEMA6A-2,SLCO4A1,14,4,-1.555736783087726,1.4832263979282397e-18,0.0364,9.459201577647266e-05,0.7744,0.0409295800553944,7,0.0409295800553944,0.0
SEMA6A,SEMA6A,Stim48hr,SEMA6A-2,SLCO4A1,14,4,-1.5488036773683875,4.3170162292035003e-10,-0.0501,7.58950822087532e-08,0.5651,0.0352356445102954,14,0.0352356445102954,0.0
NFKB1,NFKB1,Stim8hr,NFKB1-1,S100A10,14,5,-1.5111747474539172,1.4042007067788243e-09,0.0155,0.0955422299123812,-0.3325,0.3478343051536287,10,,0.0
FEM1A,FEM1A,Stim48hr,FEM1A-2,SMNDC1,14,4,-1.5027283694694091,0.0894792489079169,0.0784,3.731512572537556e-17,0.4289,0.0001106093417842,76,0.0001106093417842,0.0
NDUFB10,NDUFB10,Stim48hr,NDUFB10-2,ATP11B,14,5,-1.482387482366215,3.7298068535448335e-09,0.0196,0.0354481434784536,-0.0668,0.5088540071178961,100,,0.0
SIK2,SIK2,Stim8hr,SIK2-1,DUSP7,14,4,-1.4643237932541595,0.0019485869221045,0.0025,0.7846140836665171,-0.2166,0.4772861000520542,13,,0.0
HSPBAP1,HSPBAP1,Rest,HSPBAP1-2,CUL4A,14,6,-1.4603962802924868,8.356294960387135e-11,-0.0087,0.3528508754421121,0.5533,0.0970934212573826,10,0.0970934212573826,0.0
CTNNB1,CTNNB1,Stim48hr,CTNNB1-2,EEF2K,14,3,-1.4598323488252551,0.0117661842763457,0.1172,1.618927989039975e-36,0.1487,0.6276991443490708,13,0.6276991443490708,0.0
STX2,STX2,Stim48hr,STX2-1,FAR1,14,4,-1.451207070471173,1.6961387441644816e-05,-0.0037,0.6907318820490681,0.1726,0.2459198047876327,47,0.2459198047876327,0.0
ASB13,ASB13,Rest,ASB13-1,RIC8A,14,3,-1.4352223561459416,9.940857854457013e-09,0.1495,1.4863246036593941e-58,-0.139,0.6355142608288227,14,,0.0
SEMA6A,SEMA6A,Rest,SEMA6A-2,SLCO4A1,14,4,-1.428836611824226,0.0003854918729362,,,,,0,,0.0
FUNDC2,FUNDC2,Stim8hr,FUNDC2-2,TDP1,14,5,-1.399206660058155,1.042530361797136e-15,-0.0169,0.070121620566638,0.3784,0.3553766595275504,8,0.3553766595275504,0.0
TMEM229B,TMEM229B,Rest,TMEM229B-2,R3HCC1L,14,4,-1.3865251080602523,0.0014092155402382,0.0721,9.670151022201227e-15,0.3551,4.064766863312394e-08,226,4.064766863312394e-08,0.0
FUNDC2,FUNDC2,Stim48hr,FUNDC2-2,EFCAB11,14,5,-1.3504733011379595,0.0016286700358997,0.145,3.6276830255997016e-55,0.2551,0.3403537235880799,16,0.3403537235880799,0.0
ASB13,ASB13,Stim8hr,ASB13-1,RIC8A,14,3,-1.320523543242052,2.9102233552929445e-14,-0.011,0.2385157905650929,-0.2496,0.4591515679212619,11,,0.0
ZFAND3,ZFAND3,Stim48hr,ZFAND3-1,C9orf85,14,6,-1.3094605234125167,0.0707806982743244,-0.0951,1.4491448900843874e-24,-0.2313,2.964005234485471e-09,643,,0.0
TMEM229B,TMEM229B,Stim48hr,TMEM229B-2,R3HCC1L,14,4,-1.3040687273733178,4.271227882068321e-12,-0.0005,0.9605955585894224,-0.0709,0.3349832134694555,187,,0.0
LRRC8B,LRRC8B,Stim8hr,LRRC8B-1,PPCDC,14,4,-1.26298154964166,0.0147151164239433,0.3806,0.0,0.672,4.119970960965606e-101,761,4.119970960965606e-101,1.0
KHDRBS1,KHDRBS1,Stim48hr,KHDRBS1-2,PPP6R2,14,6,-1.2542508862811514,0.0004069143561089,0.0597,1.42756777800426e-10,-0.1747,0.607345692245282,11,,0.0
TMEM229B,TMEM229B,Stim8hr,TMEM229B-2,R3HCC1L,14,4,-1.2528647436341436,2.1996337847488114e-10,0.1235,2.229448869797861e-40,0.3665,3.289841887374253e-05,122,3.289841887374253e-05,0.0
TGFBRAP1,TGFBRAP1,Stim48hr,TGFBRAP1-1,INPPL1,14,2,-1.2513929436009033,0.0007594103314219,0.0108,0.2453161657631327,-0.0951,0.8392215285849474,7,,0.0
IRF2BP1,IRF2BP1,Stim8hr,IRF2BP1-1,TTLL12,14,2,-1.2445994474442597,5.2266082527701465e-14,-0.12,3.442316696747396e-38,-0.3363,8.868631402012708e-17,579,,0.0
RNF19B,RNF19B,Stim8hr,RNF19B-1,SLMAP,14,4,-1.1915777310799351,1.0172245887685416e-06,0.0049,0.5987961234763487,0.0213,0.5095624782648125,959,0.5095624782648125,0.0
RNF19B,RNF19B,Stim48hr,RNF19B-1,SLMAP,14,4,-1.181128543308311,0.0004869059258415,0.1807,3.786208589688772e-85,0.4025,3.3718950454190583e-44,1103,3.3718950454190583e-44,0.0
LRRC8B,LRRC8B,Rest,LRRC8B-1,PPCDC,14,4,-1.1511312057242578,0.0073824005700377,0.2628,3.2045523605166235e-181,0.5349,1.374175966477637e-46,612,1.374175966477637e-46,1.0
KHDRBS1,KHDRBS1,Rest,KHDRBS1-2,PPP6R2,14,6,-1.1390088103910954,5.030269385250413e-05,0.0844,1.2073794077535578e-19,0.2245,8.758244057903723e-05,300,8.758244057903723e-05,0.0
IRF2BP1,IRF2BP1,Stim48hr,IRF2BP1-1,TTLL12,14,2,-1.119897998512177,0.0055802470400488,-0.0396,2.095162361174181e-05,-0.0889,0.3324785641666478,121,,0.0
COL4A3BP,CERT1,Stim48hr,COL4A3BP-2,HNRNPA0,14,4,-1.114512922967819,7.885307004514137e-11,0.031,0.0008685091892047,0.0842,0.8054764311097204,11,0.8054764311097204,0.0
FUNDC2,FUNDC2,Stim48hr,FUNDC2-2,TDP1,14,5,-1.1023284193749825,6.536022838600797e-17,0.0393,2.4370045397362023e-05,0.4129,0.0628786173690425,21,0.0628786173690425,0.0
SYNGR3,SYNGR3,Stim8hr,SYNGR3-1,KLHL2,14,2,-1.0524751034106423,0.0351946890916519,-0.0461,7.596641489130498e-07,0.077,0.7267689094604771,23,0.7267689094604771,0.0
IRF2BP1,IRF2BP1,Rest,IRF2BP1-1,TTLL12,14,2,-1.034017090421446,0.0521884693036349,-0.0164,0.0787830840540436,0.0202,0.7168934418530131,324,0.7168934418530131,0.0
B4GALNT3,B4GALNT3,Stim48hr,B4GALNT3-1,PFKP,14,2,-1.0054555644309249,1.3540577456135024e-05,0.0373,6.284809086717567e-05,-0.0651,0.8406253522674425,12,,0.0
COL4A3BP,CERT1,Stim8hr,COL4A3BP-2,HNRNPA0,14,4,-0.9400316733985308,4.651808471341441e-13,0.0341,0.0002509358773227,0.061,0.7771646305089379,24,0.7771646305089379,0.0
MARK2,MARK2,Stim8hr,MARK2-1,TMEM201,14,5,-0.9376659154822262,0.0053978094554959,-0.071,2.4691858586019422e-14,-0.4936,0.1470680683510443,10,,0.0
MTA3,MTA3,Stim48hr,MTA3-1,PLCG1,14,2,-0.9340999672466916,0.0016266217349232,0.5371,0.0,0.7596,0.0,2228,0.0,1.0
AP2B1,AP2B1,Stim48hr,AP2B1-2,CHD1,14,3,-0.9038819876521852,0.030332232014682,-0.0302,0.0011735175960808,0.1577,0.7355500207767782,7,0.7355500207767782,0.0
CCL3L1,CCL3L3,Stim8hr,CCL3L1-1,STN1,14,3,-0.8896620042855214,3.406696337516637e-12,0.0192,0.0392300695183059,0.2245,0.4211919533882652,15,0.4211919533882652,0.0
AP2B1,AP2B1,Stim8hr,AP2B1-2,CHD1,14,3,-0.8852503794815819,4.079859556601249e-05,0.0269,0.0038532169069989,0.2062,0.3970594582312278,19,0.3970594582312278,0.0
GBX2,GBX2,Rest,GBX2-1,LAMTOR2,14,6,-0.7998162438594629,0.0959885606769153,0.2119,4.966842122931021e-117,0.3212,1.0582542179406017e-13,510,1.0582542179406017e-13,0.0
PLEK2,PLEK2,Stim48hr,PLEK2-1,GATAD2B,14,6,-0.792917553022366,1.2359940076780501e-15,0.0778,6.290740768154011e-17,0.1842,0.6351603182011896,9,0.6351603182011896,0.0
COL4A3BP,CERT1,Rest,COL4A3BP-2,HNRNPA0,14,4,-0.7776161498915385,0.0689799355109242,0.0034,0.7139617663295502,-0.9962,0.0556708477408425,3,,0.0
PLEK2,PLEK2,Stim8hr,PLEK2-1,GATAD2B,14,6,-0.7637748499342885,3.504353046826502e-10,0.0852,5.2447115778026046e-20,0.2429,0.1079417133844357,45,0.1079417133844357,0.0
HK1,HK1,Stim8hr,HK1-1,THOC7,14,6,-0.7486471151356621,0.0039966297974146,0.0724,7.135442811582176e-15,0.0294,0.8445214347846236,47,0.8445214347846236,0.0
KHDRBS1,KHDRBS1,Stim8hr,KHDRBS1-2,SAMD4B,14,5,-0.7434876304267324,0.0116401303907555,0.1204,1.8695130214726246e-38,0.2479,8.563339532437601e-10,596,8.563339532437601e-10,0.0
KHDRBS1,KHDRBS1,Stim8hr,KHDRBS1-2,PPP6R2,14,6,-0.69457377332246,0.0016333993584898,0.0295,0.0015214509379814,0.077,0.061067405786931,592,0.061067405786931,0.0
SLC44A2,SLC44A2,Stim48hr,SLC44A2-1,BAZ1A,14,5,-0.6925856370008995,0.0788026535473279,-0.1152,2.4938745158585243e-35,-0.0377,0.7227975398568073,91,,0.0
HSPA1B,HSPA1B,Stim8hr,HSPA1B-2,GTPBP6,14,6,-0.6650374967675524,0.0010848902624707,0.0367,8.34693848613013e-05,0.2253,0.8552983171614733,3,0.8552983171614733,0.0
COL4A3BP,CERT1,Stim48hr,COL4A3BP-2,SRP68,14,5,-0.6537536696568133,0.0216087962474628,0.0053,0.5699452004648065,0.0994,0.7846480458958485,10,0.7846480458958485,0.0
PYURF,PYURF,Rest,PYURF-1,CTSB,14,3,-0.6489306689681039,0.0114085415955218,-0.0704,3.883040103479045e-14,0.2741,0.5519417511039716,7,0.5519417511039716,0.0
XPO5,XPO5,Stim48hr,XPO5-1,JADE1,14,4,-0.6317073497055515,0.0014241784427977,0.0811,2.8889378306682253e-18,0.0024,0.9940166789890608,12,0.9940166789890608,0.0
KLF10,KLF10,Stim8hr,KLF10-1,EIF4EBP2,14,6,-0.6054299073529654,0.0110998837511937,-0.0221,0.0179666608229797,-0.1988,0.5356002120282675,12,,0.0
ZFAND3,ZFAND3,Stim48hr,ZFAND3-1,EIF4G1,14,6,-0.5786876252296369,0.0864798849335263,,,,,0,,0.0
PJA1,PJA1,Stim8hr,PJA1-1,TOMM6,14,5,-0.5691207142529139,4.432662220618039e-05,0.1095,4.744844251489503e-32,0.2165,0.0035977003942996,179,0.0035977003942996,0.0
ATP13A3,ATP13A3,Stim48hr,ATP13A3-1,TRIP12,14,4,-0.5670148176915174,9.495047826147811e-09,0.1465,2.883388166380168e-56,0.3015,4.0015264055268084e-18,793,4.0015264055268084e-18,0.0
GLTP,GLTP,Stim8hr,GLTP-1,EEF1AKMT2,14,3,-0.5403228209387289,0.0023116479205293,0.0418,7.349386549137464e-06,,,2,,0.0
ZFAND3,ZFAND3,Stim48hr,ZFAND3-1,RNF10,14,5,-0.5316869768208745,0.061429007693489,0.0793,1.567046206730503e-17,0.1885,1.432857451329898e-06,645,1.432857451329898e-06,0.0
KLF10,KLF10,Rest,KLF10-1,EIF4EBP2,14,6,-0.5295600298127122,0.0011141161744791,-0.0529,1.3116816333666648e-08,-0.1779,0.2852026778716522,38,,0.0
SSBP1,SSBP1,Stim48hr,SSBP1-2,RANBP9,14,4,-0.4949629042487071,0.0791533256339884,0.0461,7.642050636585916e-07,0.0604,0.4625016013708639,150,0.4625016013708639,0.0
COL4A3BP,CERT1,Stim8hr,COL4A3BP-2,SRP68,14,5,-0.4898346478377037,0.047909016508349,0.019,0.0415883127825437,0.0494,0.7816117848433985,34,0.7816117848433985,0.0
PCNP,PCNP,Stim48hr,PCNP-1,HAPSTR1,14,1,-0.3359718770772711,0.0305205239482269,0.3471,2e-323,0.6021,6.000453487935589e-116,1166,6.000453487935589e-116,1.0
MNT,MNT,Stim48hr,MNT-1,ZMYM3,13,4,-5.904868463645595,0.0273068166368824,-0.0009,0.9251525224094046,0.0476,0.8467189895346455,19,0.8467189895346455,0.0
MNT,MNT,Stim8hr,MNT-1,ZMYM3,13,4,-5.092113276828194,0.0064011533842217,-0.0657,1.7084222308266556e-12,-0.2005,0.0552998251934847,92,,0.0
HMGN4,HMGN4,Rest,HMGN4-1,PAN2,13,6,-4.878071469614215,0.0031479287963225,0.2374,2.547463697224007e-147,0.4079,0.3158442341253876,8,0.3158442341253876,0.0
HYLS1,HYLS1,Stim8hr,HYLS1-1,AGPAT1,13,5,-4.803239785440785,1.1324908698205057e-07,0.1094,5.02137389832892e-32,0.4851,0.0668200515395375,15,0.0668200515395375,0.0
AGRN,AGRN,Stim8hr,AGRN-1,CDADC1,13,5,-4.674764679886024,0.0263160572575228,-0.0421,6.216180462510532e-06,0.1889,0.1842282815440627,51,0.1842282815440627,0.0
KLF4,KLF4,Rest,KLF4-1,YWHAQ,13,6,-4.5889778543709365,3.7573556355064165e-05,0.0745,1.201735264428595e-15,0.4305,0.045505884299884,22,0.045505884299884,0.0
UBE2V2,UBE2V2,Stim48hr,UBE2V2-2,CIDEB,13,7,-4.5261799029419,1.312093795302596e-07,-0.1028,1.8670427483583e-28,-0.308,0.2457716616625718,16,,0.0
ARL4D,ARL4D,Rest,ARL4D-2,CNPY3,13,5,-4.492935445712533,2.5425803363005057e-16,-0.0955,9.518764439140355e-25,0.0853,0.6314206746974212,34,0.6314206746974212,0.0
EIF4E,EIF4E,Stim8hr,EIF4E-2,HMGXB3,13,4,-4.398006938903373,7.611780078581506e-05,0.1771,9.734198703799688e-82,0.694,1.195248149582686e-15,100,1.195248149582686e-15,1.0
LAMTOR3,LAMTOR3,Stim48hr,LAMTOR3-2,FGF11,13,7,-4.3907594120233,0.0081326502058378,-0.0649,3.114031339408906e-12,0.0305,0.8352244217181395,49,0.8352244217181395,0.0
ADPRHL2,ADPRS,Rest,ADPRHL2-2,C15orf40,13,6,-4.364641575522706,8.362058277468462e-06,0.1442,1.4089878041576918e-54,0.4046,0.2800850266638686,9,0.2800850266638686,0.0
FOXR1,FOXR1,Rest,FOXR1-2,TCP11L2,13,7,-4.326542878310136,0.0097477070657844,-0.0452,1.1979555304280897e-06,0.3414,0.6585616743725982,4,0.6585616743725982,0.0
CHD7,CHD7,Rest,CHD7-1,TADA2B,13,4,-4.302619767655291,3.7623161872322297e-23,0.8193,0.0,0.8656,0.0,4854,0.0,1.0
MVB12B,MVB12B,Stim8hr,MVB12B-2,FUT4,13,4,-4.249234299187916,0.0352564823895703,0.0092,0.3259613632277652,0.0124,0.713493295818254,883,0.713493295818254,0.0
HYLS1,HYLS1,Rest,HYLS1-1,AGPAT1,13,5,-4.193510121441575,4.780605958062225e-26,0.2178,1.1834220024661124e-123,0.4095,9.841640796071202e-10,206,9.841640796071202e-10,0.0
PICALM,PICALM,Stim8hr,PICALM-1,HK2,13,6,-4.1880134843389065,5.38774429937501e-35,0.0993,1.2905821375009797e-26,0.1101,0.7621423530410119,10,0.7621423530410119,0.0
MNT,MNT,Rest,MNT-1,ZMYM3,13,4,-4.100135541616605,0.0001684772713759,0.1825,7.918971889496969e-87,0.379,0.001563827623957,67,0.001563827623957,0.0
SP100,SP100,Stim48hr,SP100-1,ARHGAP30,13,4,-4.028730994759025,1.3500530447798236e-275,0.3325,2.6093633473208046e-295,0.508,1.851634234481788e-100,1519,1.851634234481788e-100,1.0
FITM2,FITM2,Stim8hr,FITM2-1,N4BP2L1,13,5,-4.005967732616934,0.0039209850708199,0.1204,1.954609432252361e-38,0.1627,2.1197528568395995e-28,4558,2.1197528568395995e-28,0.0
ANKRD40,ANKRD40,Stim8hr,ANKRD40-1,METRNL,13,4,-3.983410563748027,2.3427949992560804e-05,-0.0979,6.525182126897001e-26,-0.09,0.714169092944686,19,,0.0
ANKRD40,ANKRD40,Stim48hr,ANKRD40-1,METRN,13,5,-3.973698470492779,0.0185408448245165,-0.0535,9.018379028948335e-09,-0.1619,0.242064161183254,54,,0.0
ARID5A,ARID5A,Rest,ARID5A-2,ARHGEF12,13,7,-3.8640550609639375,0.0143352842189698,-0.0097,0.2986913417415393,,,2,,0.0
ABCA1,ABCA1,Stim48hr,ABCA1-1,AOAH,13,7,-3.830590385792099,0.0013353062628348,-0.006,0.5196551842537324,0.1705,0.8295263132358899,4,0.8295263132358899,0.0
SCAPER,SCAPER,Stim48hr,SCAPER-1,MBOAT2,13,5,-3.799219613220828,2.284349170080196e-05,0.1748,1.030624981611585e-79,-0.0613,0.8663320060186769,10,,0.0
IKZF1,IKZF1,Stim8hr,IKZF1-1,NENF,13,2,-3.795999345364711,3.0688881954008254e-20,,,,,0,,0.0
FITM2,FITM2,Rest,FITM2-1,N4BP2L1,13,5,-3.778666343658057,0.0014789222917443,-0.0037,0.6894380508746523,-0.0581,0.802486825488737,21,,0.0
ZNF16,ZNF16,Stim8hr,ZNF16-1,FBXO41,13,4,-3.7747022994463575,2.7004667298235262e-14,0.0277,0.0029517954048677,0.0305,0.8752609647750352,29,0.8752609647750352,0.0
ACSS2,ACSS2,Rest,ACSS2-1,TBCEL,13,6,-3.766953760898404,4.572813731578394e-17,-0.0953,1.1823858218963087e-24,0.5243,0.0071312022304016,25,0.0071312022304016,0.0
MVB12B,MVB12B,Stim8hr,MVB12B-2,BRD3,13,7,-3.658176617073192,2.781203776195133e-07,-0.1462,4.8839541889529165e-56,-0.2558,1.6037709937023368e-14,874,,0.0
OTUD4,OTUD4,Stim8hr,OTUD4-2,SLC29A2,13,5,-3.653888615706744,0.0433986631271547,0.0355,0.0001391688082435,0.3008,0.2759269690120164,15,0.2759269690120164,0.0
FITM2,FITM2,Rest,FITM2-1,LAT,13,4,-3.653648347980887,3.209452938778144e-60,0.1952,2.836495245110323e-99,0.179,0.425378286318559,22,0.425378286318559,0.0
HYLS1,HYLS1,Stim48hr,HYLS1-1,AGPAT1,13,5,-3.650626675343843,2.381584528071931e-18,0.0336,0.0003088649004058,0.4371,0.0613186847261235,19,0.0613186847261235,0.0
IKZF1,IKZF1,Stim48hr,IKZF1-1,NENF,13,2,-3.6451785643482553,2.020100588246232e-20,-0.1001,5.029982182646999e-27,-0.1461,0.3163891805820056,49,,0.0
ACSS2,ACSS2,Stim8hr,ACSS2-1,TBCEL,13,6,-3.599834525387163,1.3948767310483709e-25,-0.0246,0.0082809315107882,0.049,0.8375964891615915,20,0.8375964891615915,0.0
CSNK1E,CSNK1E,Stim48hr,CSNK1E-1,CHST12,13,5,-3.5882966110025847,0.0689209351244028,0.0077,0.4086702461864356,0.4498,0.0533201451711585,19,0.0533201451711585,0.0
JAKMIP2,JAKMIP2,Stim8hr,JAKMIP2-2,XYLT1,13,6,-3.574317918841801,0.0073599774656734,0.0022,0.8166238083350844,0.027,0.6963518360355021,211,0.6963518360355021,0.0
SOGA3,MTCL3,Stim8hr,SOGA3-1,SLC41A1,13,6,-3.5311832841122714,0.0082424415354257,-0.0842,1.480510436800745e-19,-0.5123,0.0002733210361946,46,,0.0
UBE2V2,UBE2V2,Rest,UBE2V2-2,LNPK,13,5,-3.5305014847454577,0.0007782813929452,-0.0668,7.178480547865605e-13,0.4062,0.4974281687895936,5,0.4974281687895936,0.0
EIF4E,EIF4E,Rest,EIF4E-2,HMGXB3,13,4,-3.5284741439106213,0.0012412264001873,0.086,2.37302904576503e-20,0.691,0.0014962267042881,18,0.0014962267042881,0.0
UBE2V2,UBE2V2,Stim48hr,UBE2V2-2,LNPK,13,5,-3.4987665873036007,3.172311235227243e-38,-0.0205,0.0274585003562649,0.0338,0.912701110645037,13,0.912701110645037,0.0
MON1A,MON1A,Stim8hr,MON1A-2,MAPK3,13,5,-3.4892584845408408,2.6854041692620217e-08,0.0137,0.1420535531363861,-0.3347,0.2636426392799916,13,,0.0
PICALM,PICALM,Stim48hr,PICALM-1,HK2,13,6,-3.459568861735715,2.3546048071824293e-36,0.2825,2.6817186494074102e-210,0.6131,2.887269597487627e-26,241,2.887269597487627e-26,1.0
SP100,SP100,Rest,SP100-1,ARHGAP30,13,4,-3.440646066769132,0.0,0.4123,0.0,0.5651,6.3496081568051046e-158,1866,6.3496081568051046e-158,1.0
PPIF,PPIF,Stim8hr,PPIF-1,SRXN1,13,3,-3.4399313004451804,3.650521959322892e-06,0.0797,1.0304438331525304e-17,0.1291,0.5210319306444281,27,0.5210319306444281,0.0
KDELR2,KDELR2,Stim8hr,KDELR2-2,CCDC88B,13,5,-3.429064231207729,1.4036804110545754e-105,0.0004,0.9645386717039272,0.2868,0.4910893458888024,8,0.4910893458888024,0.0
MSH5,MSH5,Stim48hr,MSH5-2,SNTA1,13,6,-3.4135129588104234,0.0094427811327004,-0.0159,0.0881835267609338,-0.0296,0.910172113273107,17,,0.0
