,variable,baseMean,log_fc,lfcSE,stat,p_value,adj_p_value,contrast
88874,ENSG00000170989,573.5156634404522,-0.1492030829281757,0.11684757128154086,-1.2769035872271162,0.2016362875368629,0.2730721059127164,ELOB
88875,ENSG00000063587,144.62209516265153,-0.14367328866554568,0.11251980663439867,-1.2768710946364443,0.20164776057864586,0.2730721059127164,ELOB
88876,ENSG00000186687,234.05909748582397,0.09106197749857205,0.07139159669183197,1.2755279573259721,0.20212243517665562,0.2736788082111177,ELOB
88877,ENSG00000159314,80.81087103730815,0.13009125672306304,0.10199487253083242,1.2754685945976083,0.20214343317848593,0.2736788082111177,ELOB
88878,ENSG00000164932,39.5418608199208,-0.4169958901340689,0.3272275072422475,-1.2743301858953002,0.20254642293541658,0.2741684325332581,ELOB
88879,ENSG00000114626,16.52995769485027,-0.2840209979703628,0.22288181394880965,-1.274312125060124,0.20255282107485373,0.2741684325332581,ELOB
88880,ENSG00000113387,5519.673460844396,-0.07002995448348363,0.05497517286330829,-1.2738469173640972,0.20271767393243123,0.2743158357199304,ELOB
88881,ENSG00000188706,81.47517978708575,0.13867405839353317,0.10886388772004416,1.273829745545642,0.2027237608766057,0.2743158357199304,ELOB
88882,ENSG00000096063,869.3386363346905,-0.05870167888595078,0.046084101408236884,-1.2737945862487552,0.20273622430971028,0.2743158357199304,ELOB
88883,ENSG00000205730,343.28357183799744,0.1448580178358698,0.11372694442719812,1.2737352486296694,0.20275725985428728,0.2743158357199304,ELOB
88884,ENSG00000184524,7.864118883666849,-0.4264893256766387,0.33489594287955254,-1.2734980364633093,0.20284136888401083,0.2743973052571101,ELOB
88885,ENSG00000118503,1520.2268337344553,0.11705569449701687,0.09192825392385083,1.273337515949998,0.2028982995405243,0.2744419939021224,ELOB
88886,ENSG00000102858,234.5340211316247,-0.10556087078032929,0.08291046271755613,-1.2731911910796392,0.20295020566975563,0.2744798766035261,ELOB
88887,ENSG00000134014,119.25847189979196,0.09240317884940771,0.07259572311268768,1.2728460422657908,0.2030726793460811,0.27457005942573737,ELOB
88888,ENSG00000100650,693.0643075276381,-0.07788579914380551,0.061192338452500675,-1.2728031174076277,0.20308791469850018,0.27457005942573737,ELOB
