index,target_contrast_gene_name,culture_condition,target_contrast,chunk,n_cells_target,n_up_genes,n_down_genes,n_total_de_genes,ontarget_effect_size,ontarget_significant,target_baseMean,neighboring_gene_KD,n_total_genes_category,distal_offtarget_flag,low_target_gex,n_guides,single_guide_estimate,n_downstream,guide_correlation_signif,guide_correlation_signif_pval,guide_correlation_all,guide_correlation_all_pval,guide_n_signif_ontarget,donor_correlation_all_mean,donor_correlation_all_min,donor_correlation_hits_mean,donor_correlation_hits_min
ENSG00000121410_Rest,A1BG,Rest,ENSG00000121410,530,734.0,1,0,1,0.0,False,,False,1 DE gene,False,True,2.0,False,1,-1.0,1.0,-0.0167473262147931,0.0722901328900247,0.0,,,,
ENSG00000121410_Stim48hr,A1BG,Stim48hr,ENSG00000121410,166,825.0,0,0,0,0.0,False,,False,no effect,False,True,2.0,False,0,,,0.0402455222332865,1.5566949522060215e-05,0.0,,,,
ENSG00000121410_Stim8hr,A1BG,Stim8hr,ENSG00000121410,645,753.0,1,0,1,0.0,False,,False,1 DE gene,False,True,2.0,False,1,,,0.042464293236897,5.14192547266161e-06,0.0,,,,
ENSG00000175899_Rest,A2M,Rest,ENSG00000175899,127,366.0,56,66,122,0.0,False,,False,>50 DE genes,False,True,2.0,False,122,-0.46676736435911,0.1477968572407769,0.043526023705557,2.9682442970931765e-06,0.0,0.0509476214684187,0.0339367883365155,0.8146373867286822,0.8041170727972223
ENSG00000175899_Stim48hr,A2M,Stim48hr,ENSG00000175899,415,236.0,32,13,45,0.0,False,,False,10-50 DE genes,False,True,2.0,False,45,0.3510742400783045,0.012425840401793,0.113212747428592,3.59732314546727e-34,0.0,0.0289270373276455,0.0127266357938967,0.907425548253955,0.852365332597591
ENSG00000175899_Stim8hr,A2M,Stim8hr,ENSG00000175899,178,292.0,67,97,164,0.0,False,,False,>50 DE genes,False,True,2.0,False,164,0.2855150132189338,0.0867174538908651,0.0336476014615899,0.0003041297744318,0.0,0.0380600087493043,0.0107527919221037,0.7679589361674785,0.7002698427669607
ENSG00000094914_Rest,AAAS,Rest,ENSG00000094914,153,677.0,0,0,0,-2.724937639002662,False,30.96842337432218,False,no effect,False,False,2.0,False,0,,,,,,,,,
ENSG00000094914_Stim48hr,AAAS,Stim48hr,ENSG00000094914,360,844.0,0,1,1,-4.831815541000405,True,65.0488454570188,False,1 DE gene,False,False,1.0,True,0,,,,,,,,,
ENSG00000094914_Stim8hr,AAAS,Stim8hr,ENSG00000094914,67,640.0,0,1,1,-4.530163880670439,True,46.65601227804028,False,1 DE gene,False,False,2.0,False,0,,,,,,,,,
ENSG00000081760_Rest,AACS,Rest,ENSG00000081760,199,724.0,0,5,5,-10.1649483084568,True,21.10351218682376,False,2-10 DE genes,False,False,2.0,False,4,0.1485523471371665,0.662897259807474,0.0342291709568716,0.0002385779331465,2.0,,,,
ENSG00000081760_Stim48hr,AACS,Stim48hr,ENSG00000081760,334,738.0,5,12,17,-15.4897623454999,True,60.89877898330028,False,10-50 DE genes,False,False,2.0,False,16,,,,,,,,,
ENSG00000081760_Stim8hr,AACS,Stim8hr,ENSG00000081760,34,591.0,1,8,9,-8.229439843040508,True,17.357955367078194,False,2-10 DE genes,False,False,2.0,False,8,,,,,,,,,
ENSG00000103591_Rest,AAGAB,Rest,ENSG00000103591,619,647.0,1,2,3,-18.51272402815752,True,64.04412443499477,False,2-10 DE genes,False,False,2.0,False,2,0.7809181882449211,0.4295031011715249,0.007365559719415,0.4292877058484063,2.0,,,,
ENSG00000103591_Stim48hr,AAGAB,Stim48hr,ENSG00000103591,541,470.0,0,1,1,-15.201199393573471,True,78.13682519195773,False,1 DE gene,False,False,2.0,False,0,,,,,,,,,
ENSG00000103591_Stim8hr,AAGAB,Stim8hr,ENSG00000103591,636,535.0,27,7,34,-19.26220275480125,True,85.63344306620213,False,10-50 DE genes,False,False,2.0,False,33,0.8464385508186629,0.0705491414378048,0.0679113861090734,2.964165415724494e-13,2.0,0.0807216822144294,0.074213143386536,0.8235040123057779,0.7205376035241297
ENSG00000115977_Rest,AAK1,Rest,ENSG00000115977,349,1244.0,0,3,3,-28.668716523147964,True,100.2262074182545,False,2-10 DE genes,False,False,2.0,False,2,0.6102763330113088,0.3897236669886912,0.0503221168321243,6.53512272324385e-08,2.0,,,,
ENSG00000115977_Stim48hr,AAK1,Stim48hr,ENSG00000115977,189,1147.0,0,4,4,-27.02385665171464,True,114.1692780585765,False,2-10 DE genes,False,False,2.0,False,3,0.3374332510890986,0.5786649820130727,0.0537002892356012,8.081240312083933e-09,2.0,,,,
ENSG00000115977_Stim8hr,AAK1,Stim8hr,ENSG00000115977,224,1135.0,1,6,7,-22.59217408142099,True,77.3924571451523,False,2-10 DE genes,False,False,2.0,False,6,0.3529527109874919,0.5601198442638078,0.0849927223195906,6.413137716857252e-20,2.0,,,,
ENSG00000087884_Rest,AAMDC,Rest,ENSG00000087884,484,376.0,0,2,2,-4.527613911833764,True,11.303393655901798,True,2-10 DE genes,False,False,1.0,True,1,-0.1088093509506849,0.2408456206099935,-0.0224611685460893,0.0159254849580034,1.0,,,,
ENSG00000087884_Stim48hr,AAMDC,Stim48hr,ENSG00000087884,411,263.0,22,8,30,-5.033689499758443,False,12.44514008522156,True,10-50 DE genes,False,False,1.0,True,30,,,,,,,,,
ENSG00000087884_Stim8hr,AAMDC,Stim8hr,ENSG00000087884,242,287.0,0,1,1,-2.107566843073246,False,2.340516652658501,True,1 DE gene,False,False,1.0,True,1,,,,,,,,,
ENSG00000131043_Rest,AAR2,Rest,ENSG00000131043,357,62.0,31,6,37,-0.639841467460285,True,20.74012070501061,False,10-50 DE genes,False,False,2.0,False,36,,,,,,0.0551195120323241,0.0280068884567347,0.4364195517806108,0.3877904430536062
ENSG00000131043_Stim48hr,AAR2,Stim48hr,ENSG00000131043,261,48.0,5,0,5,-1.629035637398184,False,20.180301842588584,False,2-10 DE genes,False,False,2.0,False,5,,,,,,,,,
ENSG00000131043_Stim8hr,AAR2,Stim8hr,ENSG00000131043,322,70.0,17,4,21,-2.271120060771215,False,41.41313872435404,False,10-50 DE genes,False,False,1.0,True,21,,,,,,,,,
ENSG00000124608_Rest,AARS2,Rest,ENSG00000124608,172,132.0,0,0,0,0.0,False,,False,no effect,False,True,1.0,True,0,-0.3032138980301382,0.007349182028922,0.0912809375935238,9.619339443570256e-23,1.0,,,,
ENSG00000266967_Rest,AARSD1,Rest,ENSG00000266967,2,771.0,0,0,0,-1.2013132272058835,False,16.486669846565427,False,no effect,False,False,1.0,True,0,-1.0,1.0,0.0862597983092571,1.7953952092314627e-20,0.0,,,,
ENSG00000266967_Stim48hr,AARSD1,Stim48hr,ENSG00000266967,49,767.0,0,0,0,-2.753615942317656,False,36.87350357577368,False,no effect,False,False,1.0,True,0,-0.9996224992632412,0.0174931365305566,0.016040660073122,0.0851712375402618,1.0,,,,
ENSG00000266967_Stim8hr,AARSD1,Stim8hr,ENSG00000266967,379,682.0,0,1,1,-1.4786571315532215,False,65.10118237112735,False,1 DE gene,False,False,1.0,True,1,-0.4008830908122873,0.4308877738304865,0.0671882437707289,5.270057425417721e-13,0.0,,,,
ENSG00000157426_Rest,AASDH,Rest,ENSG00000157426,680,651.0,53,98,151,-7.308273099245454,True,12.146343981443795,False,>50 DE genes,False,False,2.0,False,150,,,0.0686683480334136,1.6125325720765193e-13,2.0,0.0684693544936987,0.0448503535062879,0.758359370451123,0.6895440464785049
ENSG00000157426_Stim48hr,AASDH,Stim48hr,ENSG00000157426,643,515.0,52,49,101,-9.8218918958629,True,24.799402180935843,False,>50 DE genes,False,False,2.0,False,100,0.7909024821821943,0.2090975178178058,0.1284931356938111,1.343722777269684e-43,2.0,0.0987444099191785,0.0673492936562775,0.746629907480686,0.7070177081040877
ENSG00000157426_Stim8hr,AASDH,Stim8hr,ENSG00000157426,426,577.0,0,1,1,-8.384237143972667,True,15.752295438783856,False,1 DE gene,False,False,2.0,False,0,1.0,1.0,-0.0112151244653116,0.2287688944594501,2.0,,,,
ENSG00000149313_Rest,AASDHPPT,Rest,ENSG00000149313,332,152.0,12,1,13,-9.659759367617143,True,66.3697985157071,False,10-50 DE genes,False,False,1.0,True,12,,,,,,,,,
ENSG00000149313_Stim48hr,AASDHPPT,Stim48hr,ENSG00000149313,121,151.0,1,2,3,-8.792300992730926,True,101.73417303242314,False,2-10 DE genes,False,False,1.0,True,2,,,,,,,,,
ENSG00000149313_Stim8hr,AASDHPPT,Stim8hr,ENSG00000149313,481,150.0,0,1,1,-12.752637111563246,True,143.16847711073666,False,1 DE gene,False,False,1.0,True,0,,,,,,,,,
ENSG00000008311_Rest,AASS,Rest,ENSG00000008311,437,540.0,1,0,1,-0.7856560186370728,False,0.3894428756275614,False,1 DE gene,False,True,2.0,False,1,,,-0.0003570805065968,0.969433807151622,2.0,,,,
ENSG00000008311_Stim48hr,AASS,Stim48hr,ENSG00000008311,462,416.0,13,13,26,-2.122074240603489,True,1.864474742727096,False,10-50 DE genes,False,False,2.0,False,25,0.1728481543956545,0.7433098160074431,0.1101297059182585,2.0485749231121904e-32,1.0,,,,
ENSG00000008311_Stim8hr,AASS,Stim8hr,ENSG00000008311,559,433.0,0,0,0,-0.6401181647756939,False,0.2875257937447842,False,no effect,False,True,2.0,False,0,,,-0.0201095720144272,0.0309136549337141,2.0,,,,
ENSG00000183044_Rest,ABAT,Rest,ENSG00000183044,545,188.0,0,0,0,-2.9553771639953856,False,6.877751127529816,False,no effect,False,False,2.0,False,0,,,,,,,,,
ENSG00000183044_Stim48hr,ABAT,Stim48hr,ENSG00000183044,399,172.0,0,0,0,-2.186248316962839,False,4.578378877018827,False,no effect,False,False,1.0,True,0,,,,,,,,,
ENSG00000183044_Stim8hr,ABAT,Stim8hr,ENSG00000183044,23,181.0,1,0,1,-3.143545158917905,False,7.352423486395678,False,1 DE gene,False,False,2.0,False,1,,,,,,,,,
ENSG00000165029_Rest,ABCA1,Rest,ENSG00000165029,150,207.0,9,7,16,0.0,False,,False,10-50 DE genes,False,True,1.0,True,16,,,,,,,,,
ENSG00000165029_Stim48hr,ABCA1,Stim48hr,ENSG00000165029,433,227.0,7,4,11,0.0,False,,False,10-50 DE genes,False,True,1.0,True,11,,,,,,,,,
ENSG00000165029_Stim8hr,ABCA1,Stim8hr,ENSG00000165029,115,239.0,14,28,42,0.0,False,,False,10-50 DE genes,False,True,1.0,True,42,,,,,,0.0693182685233737,-0.1882526675202934,0.8229787491805932,0.7498764902509213
ENSG00000107331_Rest,ABCA2,Rest,ENSG00000107331,217,281.0,0,1,1,-6.182601272621398,True,46.90812379982884,False,1 DE gene,False,False,2.0,False,0,1.0,1.0,-0.0035401385074752,0.7040237244609925,2.0,,,,
ENSG00000107331_Stim48hr,ABCA2,Stim48hr,ENSG00000107331,1,292.0,1,0,1,-3.938909178091957,False,28.815446206007053,False,1 DE gene,False,False,2.0,False,1,,,,,,,,,
ENSG00000107331_Stim8hr,ABCA2,Stim8hr,ENSG00000107331,626,286.0,2,1,3,-4.273524732290972,True,15.242514604366482,False,2-10 DE genes,False,False,2.0,False,2,,,,,,,,,
ENSG00000167972_Rest,ABCA3,Rest,ENSG00000167972,27,201.0,1,0,1,-2.9616712077808813,False,5.608418576962173,False,1 DE gene,False,False,2.0,False,1,,,,,,,,,
ENSG00000167972_Stim48hr,ABCA3,Stim48hr,ENSG00000167972,573,120.0,138,47,185,-3.590194404121922,True,12.916676524573385,False,>50 DE genes,False,False,2.0,False,184,,,,,,0.0753510893417063,0.0278743518589912,0.4520689728756225,0.3195883903816507
ENSG00000167972_Stim8hr,ABCA3,Stim8hr,ENSG00000167972,86,98.0,7,1,8,-2.61296381675916,False,8.87276785558041,False,2-10 DE genes,False,False,2.0,False,8,,,,,,,,,
ENSG00000154265_Rest,ABCA5,Rest,ENSG00000154265,502,860.0,3,1,4,-12.32293015048208,True,20.685465061580587,False,2-10 DE genes,False,False,2.0,False,3,,,0.0446104943104861,1.6715595578451129e-06,2.0,,,,
ENSG00000154265_Stim48hr,ABCA5,Stim48hr,ENSG00000154265,334,843.0,33,2,35,-11.156132033794076,True,19.828870629174965,False,10-50 DE genes,False,False,2.0,False,34,0.6463753114065094,0.0169804813404363,0.0594380001656907,1.7257318758275318e-10,2.0,0.0489771381901027,0.0452725625809004,0.2184919906598621,0.0480589272789212
ENSG00000154265_Stim8hr,ABCA5,Stim8hr,ENSG00000154265,34,784.0,28,5,33,-9.06194824942834,True,12.260059117255729,False,10-50 DE genes,False,False,2.0,False,32,0.704375540298413,0.0155260541459383,0.0637265525179977,7.622326472005648e-12,2.0,0.0208483336590955,0.003777010182988,-0.2165367856550637,-0.2944059892320585
ENSG00000064687_Rest,ABCA7,Rest,ENSG00000064687,199,205.0,0,1,1,-7.028807217036182,True,31.459750086158408,False,1 DE gene,False,False,2.0,False,0,,,,,,,,,
ENSG00000064687_Stim48hr,ABCA7,Stim48hr,ENSG00000064687,220,243.0,1,1,2,-4.442315228648566,True,9.39164542665152,False,2-10 DE genes,False,False,2.0,False,1,,,,,,,,,
ENSG00000064687_Stim8hr,ABCA7,Stim8hr,ENSG00000064687,540,247.0,0,0,0,-2.3785272928797,False,3.211431295506335,False,no effect,False,False,2.0,False,0,,,,,,,,,
ENSG00000085563_Rest,ABCB1,Rest,ENSG00000085563,480,942.0,2,0,2,-2.543414362423247,False,1.7905048986055652,False,2-10 DE genes,False,False,2.0,False,2,,,-0.0426951417610593,4.567793294199511e-06,2.0,,,,
ENSG00000085563_Stim48hr,ABCB1,Stim48hr,ENSG00000085563,468,963.0,1,1,2,-0.9252458439962372,False,1.53210707239124,False,2-10 DE genes,False,False,2.0,False,2,-1.0,1.0,0.0618385041963394,3.0889798944826895e-11,1.0,,,,
ENSG00000085563_Stim8hr,ABCB1,Stim8hr,ENSG00000085563,557,854.0,0,5,5,-0.53848342790722,False,2.022316359144371,False,2-10 DE genes,False,False,2.0,False,5,1.0,1.0,0.0318368458262483,0.0006324842632474,1.0,,,,
ENSG00000115657_Rest,ABCB6,Rest,ENSG00000115657,89,227.0,3,1,4,-6.168685436301485,True,19.382673871660423,False,2-10 DE genes,False,False,2.0,False,3,,,,,,,,,
ENSG00000115657_Stim48hr,ABCB6,Stim48hr,ENSG00000115657,638,197.0,0,1,1,-8.126245962074371,True,35.92692365040447,False,1 DE gene,False,False,1.0,True,0,,,,,,,,,
ENSG00000115657_Stim8hr,ABCB6,Stim8hr,ENSG00000115657,286,181.0,0,1,1,-8.311743597983378,True,48.624388646389086,False,1 DE gene,False,False,2.0,False,0,,,,,,,,,
ENSG00000131269_Stim8hr,ABCB7,Stim8hr,ENSG00000131269,78,26.0,211,20,231,-2.501646014124962,False,47.42950676900792,False,>50 DE genes,False,False,1.0,True,231,,,,,,,,,
ENSG00000197150_Rest,ABCB8,Rest,ENSG00000197150,452,767.0,1,2,3,-15.58096102210136,True,31.686107488456607,False,2-10 DE genes,False,False,2.0,False,2,,,0.0037752478589555,0.685386060467919,2.0,,,,
ENSG00000197150_Stim48hr,ABCB8,Stim48hr,ENSG00000197150,29,339.0,2,2,4,-8.212007653756196,True,35.25719256028973,False,2-10 DE genes,False,False,2.0,False,3,,,0.0545777652525083,4.5974240863000636e-09,2.0,,,,
ENSG00000197150_Stim8hr,ABCB8,Stim8hr,ENSG00000197150,362,375.0,0,1,1,-10.087463069601034,True,32.583244090914135,False,1 DE gene,False,False,2.0,False,0,,,0.1273617302086709,7.379673919712101e-43,2.0,,,,
ENSG00000150967_Rest,ABCB9,Rest,ENSG00000150967,254,260.0,0,1,1,-1.2994179731480742,False,0.9460177441475376,False,1 DE gene,False,True,2.0,False,1,,,,,,,,,
ENSG00000150967_Stim48hr,ABCB9,Stim48hr,ENSG00000150967,123,275.0,0,1,1,-2.4301346243324784,False,2.5779079334078854,False,1 DE gene,False,False,1.0,True,1,,,,,,,,,
ENSG00000150967_Stim8hr,ABCB9,Stim8hr,ENSG00000150967,204,281.0,0,1,1,-1.2392874929169828,False,0.9054685115961116,False,1 DE gene,False,True,2.0,False,1,,,,,,,,,
ENSG00000103222_Rest,ABCC1,Rest,ENSG00000103222,184,634.0,58,30,88,-19.25353182859481,True,81.55510782862295,False,>50 DE genes,False,False,2.0,False,87,0.0831799156196227,0.4491462408866243,0.0388566372091653,3.028767703502039e-05,2.0,0.0270382541190394,0.0240193356240158,0.4767913115873359,0.4523072540395635
ENSG00000103222_Stim48hr,ABCC1,Stim48hr,ENSG00000103222,454,540.0,14,23,37,-19.15717134086624,True,150.7945581219339,False,10-50 DE genes,False,False,2.0,False,36,0.2958464846173165,0.160430022778031,0.0452997984814889,1.1525138972537428e-06,2.0,0.0883890923820613,0.0628093619951432,0.8839728075318706,0.8238892830807352
ENSG00000103222_Stim8hr,ABCC1,Stim8hr,ENSG00000103222,202,578.0,33,21,54,-25.20890566642898,True,167.93516349197793,False,>50 DE genes,False,False,2.0,False,53,0.2362435942666183,0.1718421131289408,0.0406616919588228,1.26992850604756e-05,2.0,0.1098642928424607,0.0950131849268307,0.8285876097739943,0.7768994574585827
ENSG00000124574_Rest,ABCC10,Rest,ENSG00000124574,105,649.0,0,0,0,0.0,False,,False,no effect,False,True,2.0,False,0,,,0.056012917571131,1.793483124156279e-09,0.0,,,,
ENSG00000124574_Stim48hr,ABCC10,Stim48hr,ENSG00000124574,321,460.0,0,0,0,0.0,False,,False,no effect,False,True,2.0,False,0,,,0.0684839618060366,1.871435137941496e-13,0.0,,,,
ENSG00000124574_Stim8hr,ABCC10,Stim8hr,ENSG00000124574,4,488.0,1,0,1,0.0,False,,False,1 DE gene,False,True,2.0,False,1,,,0.1247006300813622,3.8154134376066145e-41,0.0,,,,
ENSG00000023839_Rest,ABCC2,Rest,ENSG00000023839,492,616.0,0,0,0,-0.5288458605430466,False,1.2601184854489986,False,no effect,False,False,1.0,True,0,,,-0.0127438513176347,0.1714366871304186,0.0,,,,
ENSG00000023839_Stim48hr,ABCC2,Stim48hr,ENSG00000023839,351,601.0,0,0,0,-1.7062637527411593,False,0.8024644163805112,False,no effect,False,True,1.0,True,0,,,-0.0114126858971565,0.2206737239470143,1.0,,,,
ENSG00000023839_Stim8hr,ABCC2,Stim8hr,ENSG00000023839,62,589.0,1,0,1,0.0197602902348127,False,1.2298599370933687,False,1 DE gene,False,False,1.0,True,1,,,0.0212251964844185,0.0227302272046541,0.0,,,,
ENSG00000108846_Rest,ABCC3,Rest,ENSG00000108846,187,465.0,0,1,1,0.0,False,,False,1 DE gene,False,True,2.0,False,1,,,0.1187714993901603,1.8479978673654027e-37,0.0,,,,
ENSG00000108846_Stim48hr,ABCC3,Stim48hr,ENSG00000108846,291,386.0,2,1,3,0.0,False,,False,2-10 DE genes,False,True,2.0,False,3,-0.1915883034194422,0.3287394184295018,0.0069482539250617,0.4558920445475831,0.0,,,,
ENSG00000108846_Stim8hr,ABCC3,Stim8hr,ENSG00000108846,209,454.0,0,2,2,0.0,False,,False,2-10 DE genes,False,True,2.0,False,2,-1.0,1.0,0.0818826600547506,1.348371968272732e-18,0.0,,,,
ENSG00000125257_Rest,ABCC4,Rest,ENSG00000125257,577,382.0,0,1,1,-4.7956971496038765,True,9.650857873009336,False,1 DE gene,False,False,2.0,False,0,0.6922729611453451,0.3077270388546549,0.040642579767924,1.2819124399656771e-05,2.0,,,,
ENSG00000125257_Stim48hr,ABCC4,Stim48hr,ENSG00000125257,320,165.0,29,6,35,-4.146111810447271,True,18.41239920236114,False,10-50 DE genes,False,False,2.0,False,34,0.0297154386146208,0.8278946677522412,0.0607782496777905,6.657927144265423e-11,2.0,0.130632420212711,0.0589809776173129,0.684393452079655,0.5985425716186797
ENSG00000125257_Stim8hr,ABCC4,Stim8hr,ENSG00000125257,609,224.0,0,1,1,-10.15172494742791,True,52.21942641845618,False,1 DE gene,False,False,2.0,False,0,,,0.0525375187524475,1.6836658261157093e-08,2.0,,,,
ENSG00000114770_Rest,ABCC5,Rest,ENSG00000114770,281,349.0,0,1,1,-6.353895567983224,True,16.56253208530821,False,1 DE gene,False,False,2.0,False,0,0.3639219577935519,0.5470814711123274,0.043468260292323,3.05930338272866e-06,1.0,,,,
ENSG00000114770_Stim48hr,ABCC5,Stim48hr,ENSG00000114770,244,399.0,0,1,1,-5.670642455520089,True,17.588836007496468,False,1 DE gene,False,False,2.0,False,0,,,0.0268970132638853,0.0038912125113216,1.0,,,,
ENSG00000114770_Stim8hr,ABCC5,Stim8hr,ENSG00000114770,99,382.0,0,1,1,-6.209022743578931,True,17.278437846283957,False,1 DE gene,False,False,2.0,False,0,-1.0,1.0,0.0166374211620182,0.0741818415119838,2.0,,,,
ENSG00000006071_Rest,ABCC8,Rest,ENSG00000006071,154,440.0,0,0,0,0.0,False,,False,no effect,False,True,2.0,False,0,,,0.0112591518470936,0.2269467956629856,0.0,,,,
ENSG00000006071_Stim48hr,ABCC8,Stim48hr,ENSG00000006071,26,487.0,0,0,0,0.0,False,,False,no effect,False,True,2.0,False,0,1.0,1.0,0.1059054899356099,4.337134075676872e-30,0.0,,,,
ENSG00000006071_Stim8hr,ABCC8,Stim8hr,ENSG00000006071,490,471.0,0,0,0,0.0,False,,False,no effect,False,True,2.0,False,0,,,0.0451076278287874,1.2790748414886595e-06,0.0,,,,
ENSG00000173208_Rest,ABCD2,Rest,ENSG00000173208,243,471.0,5,1,6,-14.383326492821428,True,94.3459268276583,False,2-10 DE genes,False,False,2.0,False,5,0.8177503783281672,0.0467956831782282,-0.0033634553783053,0.7181484728035871,2.0,,,,
ENSG00000173208_Stim48hr,ABCD2,Stim48hr,ENSG00000173208,420,106.0,13,2,15,-6.575642861872353,True,56.55243038056226,False,10-50 DE genes,False,False,2.0,False,14,0.4563437473408643,0.2169417520248358,0.0314923525626398,0.0007240883252044,2.0,,,,
ENSG00000173208_Stim8hr,ABCD2,Stim8hr,ENSG00000173208,458,154.0,4,0,4,-3.781339511499061,False,15.03855058645422,False,2-10 DE genes,False,False,2.0,False,4,-0.2194763765020693,0.1794433431520495,-0.0316477993592368,0.000681325474253,2.0,,,,
ENSG00000117528_Rest,ABCD3,Rest,ENSG00000117528,306,514.0,4,2,6,-12.14746241898476,True,30.893945923401947,False,2-10 DE genes,False,False,2.0,False,5,0.0387835575666932,0.6753838256132582,-0.0984718880294359,3.2182013292055315e-26,2.0,,,,
ENSG00000117528_Stim48hr,ABCD3,Stim48hr,ENSG00000117528,215,391.0,0,1,1,-10.188641857003503,True,40.5043145808522,False,1 DE gene,False,False,2.0,False,0,,,,,,,,,
ENSG00000117528_Stim8hr,ABCD3,Stim8hr,ENSG00000117528,505,461.0,0,2,2,-12.169229336466,True,44.39981081099931,False,2-10 DE genes,False,False,2.0,False,1,0.2542400371914624,0.0499666857575985,-0.0094696204858531,0.3095291207773293,2.0,,,,
ENSG00000119688_Rest,ABCD4,Rest,ENSG00000119688,111,335.0,0,1,1,-4.676440808671951,True,7.272292839188046,False,1 DE gene,False,False,2.0,False,0,,,0.1471265371753706,9.494140541014685e-57,2.0,,,,
ENSG00000119688_Stim48hr,ABCD4,Stim48hr,ENSG00000119688,174,356.0,10,0,10,-3.901542765347103,False,6.988541164028579,False,2-10 DE genes,False,False,2.0,False,10,0.2602683220828387,0.3302840446474293,-0.0858622438093782,2.682341078321345e-20,1.0,,,,
ENSG00000119688_Stim8hr,ABCD4,Stim8hr,ENSG00000119688,418,335.0,0,1,1,-4.959409428962963,True,8.10647751442951,False,1 DE gene,False,False,2.0,False,0,,,0.015515251217366,0.0959034910832527,2.0,,,,
ENSG00000164163_Rest,ABCE1,Rest,ENSG00000164163,416,98.0,0,0,0,-1.38813609029546,False,42.5759493547134,False,no effect,False,False,1.0,True,0,,,,,,,,,
ENSG00000164163_Stim48hr,ABCE1,Stim48hr,ENSG00000164163,635,98.0,7,1,8,-2.0631407522999563,False,101.91749498071506,False,2-10 DE genes,False,False,1.0,True,8,,,,,,,,,
ENSG00000164163_Stim8hr,ABCE1,Stim8hr,ENSG00000164163,267,103.0,3,1,4,-6.492658517942345,True,176.12037769121596,False,2-10 DE genes,False,False,1.0,True,3,,,,,,,,,
ENSG00000033050_Rest,ABCF2,Rest,ENSG00000033050,672,334.0,0,1,1,-5.649775343748209,True,23.260400638782293,False,1 DE gene,False,False,2.0,False,0,,,,,,,,,
ENSG00000033050_Stim48hr,ABCF2,Stim48hr,ENSG00000033050,170,362.0,3,2,5,-8.13233366119652,True,38.5132441991715,False,2-10 DE genes,False,False,2.0,False,4,,,0.027579124409755,0.0030755212854623,2.0,,,,
ENSG00000033050_Stim8hr,ABCF2,Stim8hr,ENSG00000033050,249,259.0,0,1,1,-11.160465910234336,True,82.6669354518392,False,1 DE gene,False,False,2.0,False,0,,,,,,,,,
ENSG00000161204_Rest,ABCF3,Rest,ENSG00000161204,333,527.0,0,0,0,-2.703872462526029,False,28.74005688503792,False,no effect,False,False,1.0,True,0,,,0.0967848409568228,2.2215330907359363e-25,1.0,,,,
ENSG00000161204_Stim48hr,ABCF3,Stim48hr,ENSG00000161204,414,423.0,0,0,0,-1.6447911152292722,False,36.72878762685139,False,no effect,False,False,1.0,True,0,,,0.090416372534437,2.4170883068364e-22,1.0,,,,
ENSG00000161204_Stim8hr,ABCF3,Stim8hr,ENSG00000161204,300,428.0,0,0,0,-3.2155862435116087,False,46.27137022275091,False,no effect,False,False,1.0,True,0,,,0.1334163560618612,6.782714951564457e-47,1.0,,,,
ENSG00000160179_Rest,ABCG1,Rest,ENSG00000160179,295,261.0,0,0,0,-2.2104073903287427,False,2.50912520628002,False,no effect,False,False,2.0,False,0,,,,,,,,,
ENSG00000160179_Stim48hr,ABCG1,Stim48hr,ENSG00000160179,455,288.0,0,0,0,-3.769409397949617,False,6.350257383694252,False,no effect,False,False,2.0,False,0,,,-0.0746363221430569,1.0537231628278829e-15,2.0,,,,
ENSG00000160179_Stim8hr,ABCG1,Stim8hr,ENSG00000160179,536,253.0,0,0,0,-0.5549400262629166,False,0.3182475519699355,False,no effect,False,True,2.0,False,0,,,,,,,,,
ENSG00000144827_Rest,ABHD10,Rest,ENSG00000144827,493,996.0,1,1,2,-17.45715527944561,True,33.688996333643914,False,2-10 DE genes,False,False,2.0,False,1,,,0.0043484119361765,0.6407634848268511,2.0,,,,
ENSG00000144827_Stim48hr,ABHD10,Stim48hr,ENSG00000144827,255,962.0,1,1,2,-25.86981560702576,True,79.23465178165961,False,2-10 DE genes,False,False,2.0,False,1,1.0,1.0,0.072711545720864,5.582465126515057e-15,2.0,,,,
ENSG00000144827_Stim8hr,ABHD10,Stim8hr,ENSG00000144827,10,921.0,0,1,1,-23.225118221191018,True,68.45104105523286,False,1 DE gene,False,False,2.0,False,0,1.0,1.0,0.0230903059050302,0.0132062660256867,2.0,,,,
ENSG00000106077_Rest,ABHD11,Rest,ENSG00000106077,513,189.0,2,1,3,-3.221162877044996,False,7.496362592481402,False,2-10 DE genes,False,False,1.0,True,3,0.626270769598833,7.996055891556216e-18,0.1839897023380458,3.0638066509066063e-88,1.0,,,,
ENSG00000106077_Stim48hr,ABHD11,Stim48hr,ENSG00000106077,553,477.0,1,1,2,-4.071974325413369,False,10.891776616243565,False,2-10 DE genes,False,False,1.0,True,2,,,0.131360222971031,1.6740742613006218e-45,1.0,,,,
ENSG00000106077_Stim8hr,ABHD11,Stim8hr,ENSG00000106077,249,451.0,0,1,1,-3.733049260879449,False,11.659027358268366,False,1 DE gene,False,False,1.0,True,1,1.0,1.0,0.0355738655572355,0.0001341836099245,1.0,,,,
