variable,baseMean,log_fc,lfcSE,stat,p_value,adj_p_value,contrast,zscore
FNIP2,298.4943520503617,1.0284572709442867,0.05066450921149861,20.29936314296463,1.3026209303175545e-91,2.5162294303967426e-89,Th2_vs_Th1,20.29936314296463
DPP4,1581.106232729941,-1.289280162710451,0.06352401895125731,-20.295947643043963,1.396365010549073e-91,2.6760730702168414e-89,Th2_vs_Th1,-20.295947643043966
PTPN4,1422.377112693507,-0.6717025700092267,0.033202902588077655,-20.230236444762472,5.304798532943339e-91,1.0086991522914682e-88,Th2_vs_Th1,-20.230236444762472
ARHGEF11,556.55630505023,0.997907176859603,0.049476455472512545,20.169334430474848,1.8207248808728167e-90,3.435242083377014e-88,Th2_vs_Th1,20.169334430474848
TRIM16,116.34715581158196,1.5254717025583833,0.07583672155686827,20.11521161835122,5.430684085302632e-90,1.0167493842475444e-87,Th2_vs_Th1,20.11521161835122
SLC35G1,111.13863712270971,1.4840499831901026,0.07385468731606115,20.094188156793763,8.296021656560835e-90,1.5413501610613295e-87,Th2_vs_Th1,20.094188156793763
CERS6,243.7206694267141,1.505181451447825,0.07523052763647083,20.00758865764131,4.7298129257938025e-89,8.72113006067389e-87,Th2_vs_Th1,20.007588657641314
ADGRG5,94.30788539930715,-3.7210779738226005,0.18623453864373257,-19.98060081079288,8.124030018799499e-89,1.4866974934403082e-86,Th2_vs_Th1,-19.98060081079288
GSE1,90.11102340213714,-1.5062544322836704,0.07559507587503933,-19.92529823997464,2.455790115073288e-88,4.460557881400654e-86,Th2_vs_Th1,-19.925298239974637
JAK2,417.73176622125817,-0.9012471334102277,0.04526598707436114,-19.910029398667373,3.3311945979556454e-88,6.0057737273809225e-86,Th2_vs_Th1,-19.910029398667373
TULP4,710.7995385742921,-0.6312531385147266,0.03174131080084171,-19.8874313186205,5.228550395604527e-88,9.357182946957249e-86,Th2_vs_Th1,-19.887431318620504
CEBPD,44.0166809260188,-5.459132132939042,0.2747236816275345,-19.87135619542416,7.203034267777327e-88,1.2796689857184845e-85,Th2_vs_Th1,-19.87135619542416
DTHD1,25.53383358846732,-7.7098551058618305,0.389272870743426,-19.80578582611651,2.653894836497425e-87,4.680662784457306e-85,Th2_vs_Th1,-19.80578582611651
C3AR1,83.76254223535425,-2.2341381910866835,0.11310140940235029,-19.753407167004386,7.498416032207056e-87,1.3129780417833635e-84,Th2_vs_Th1,-19.753407167004386
LINC01336,24.42467427757412,1.943108870118996,0.098498178750679,19.727358360984937,1.2556244182806844e-86,2.1829030511809696e-84,Th2_vs_Th1,19.727358360984937
MYBL1,387.22927743504295,-2.019224642014264,0.10289043690529127,-19.624998228678166,9.458037611603868e-86,1.6326182796370677e-83,Th2_vs_Th1,-19.624998228678166
LEF1,7336.530732562598,0.8993353883084565,0.045856000609598276,19.61216365040377,1.2174115077417364e-85,2.0866604709102904e-83,Th2_vs_Th1,19.612163650403772
DUSP2,414.3536373443521,-2.0295060593411756,0.10380847414201341,-19.550485411862855,4.086145593810264e-85,6.954734098443916e-83,Th2_vs_Th1,-19.550485411862855
TNFSF11,12.841013997242056,4.549535895754281,0.23337700120606117,19.494362650316386,1.225721044519331e-84,2.071723923788611e-82,Th2_vs_Th1,19.494362650316386
CADM1,33.79035986146742,2.9618786844631155,0.1525825153981772,19.411651962440377,6.15171275803393e-84,1.032596805639916e-81,Th2_vs_Th1,19.411651962440377
TRIM2,127.05393278966092,2.05180425993263,0.10574581862219086,19.40317155483306,7.255414226299949e-84,1.2095173072185922e-81,Th2_vs_Th1,19.40317155483306
ITK,7043.510575666946,0.5220867254222267,0.02694798797597263,19.37386664591545,1.2825434719831269e-83,2.123525548612063e-81,Th2_vs_Th1,19.37386664591545
GLIPR1,1023.3717799818595,0.805829868634225,0.04162050134740464,19.361368617547292,1.6348386886340323e-83,2.688536408288089e-81,Th2_vs_Th1,19.361368617547296
HEATR9,8.639612707266341,-4.2846461177403,0.22157507915115218,-19.337220296409942,2.6117971713982352e-83,4.2663443862189025e-81,Th2_vs_Th1,-19.337220296409942
LINC01362,6.886622727702601,5.308653220739895,0.2747057679114024,19.324869882062444,3.318193432844856e-83,5.384100664134064e-81,Th2_vs_Th1,19.324869882062444
NEFL,380.1832930475608,3.403167525454467,0.17657533636860112,19.273175945423954,9.02255308492491e-83,1.4543041028740886e-80,Th2_vs_Th1,19.273175945423954
PANK1,32.34579942045152,2.414876923652674,0.12540236061181953,19.257029228723027,1.2324993234090865e-82,1.9735395416088e-80,Th2_vs_Th1,19.257029228723027
AXIN2,166.76179888035307,1.276603457674125,0.06643727385867329,19.215169189358093,2.7633189122736526e-82,4.3958443794659105e-80,Th2_vs_Th1,19.215169189358093
PLXNA4,28.201411183188533,4.036347231958802,0.21054962493532675,19.170526820927,6.524473000798e-82,1.0311633010806657e-79,Th2_vs_Th1,19.170526820926998
GNAQ,497.4593393785641,0.8002498508104676,0.04177197540096979,19.157577374037448,8.367842985667444e-82,1.3139672930849028e-79,Th2_vs_Th1,19.157577374037448
CCL5,1384.437112155414,-10.564511986038957,0.5514656835529624,-19.157152115022487,8.436479193371229e-82,1.3162529941503998e-79,Th2_vs_Th1,-19.157152115022487
PRAG1,64.46959644250579,-1.5666705473563363,0.08180817137910704,-19.15053864358161,9.579083298241613e-82,1.4850019643051122e-79,Th2_vs_Th1,-19.15053864358161
NUCB2,786.6250278754707,-0.794835017217997,0.04165367544161904,-19.081989975458995,3.564264733282529e-81,5.490546793883765e-79,Th2_vs_Th1,-19.081989975458992
AC015849.1,7.911874018902241,-6.414359350840648,0.3368600124785714,-19.041617031492226,7.710980975262457e-81,1.1803620500434775e-78,Th2_vs_Th1,-19.041617031492223
PRF1,1323.464857856647,-2.1307983902953804,0.11191748901109701,-19.039011767714914,8.104233173848734e-81,1.232805820114402e-78,Th2_vs_Th1,-19.039011767714914
GALNT1,730.5092091794298,-0.8032889916325813,0.042234206166938466,-19.019867177269386,1.1677897286423592e-80,1.7653934289084707e-78,Th2_vs_Th1,-19.019867177269386
EPHX2,829.3853184266948,0.9532049037907299,0.05012711469184916,19.01575444049494,1.263067351676498e-80,1.8976417452132275e-78,Th2_vs_Th1,19.01575444049494
NCALD,312.3156310643326,-2.2840752397652015,0.12027360797818765,-18.990660363156582,2.0375017579025334e-80,3.0423776248828075e-78,Th2_vs_Th1,-18.990660363156582
PPP5C,342.2878052224875,-0.5780866111977304,0.030446762238786656,-18.98680085139877,2.192875724453504e-80,3.2544147717971847e-78,Th2_vs_Th1,-18.98680085139877
AC004585.1,86.63359034579344,-2.40821562521705,0.1268912175197868,-18.97858395788128,2.5641397784667427e-80,3.7823392768546695e-78,Th2_vs_Th1,-18.97858395788128
PARP8,2033.561388763217,-0.7411473798383353,0.039057451512455675,-18.97582538384458,2.702338863214976e-80,3.9621822645656207e-78,Th2_vs_Th1,-18.975825383844583
SLC2A3,2113.6685361255236,0.6309056143727358,0.0333132095890414,18.938601898637724,5.483392505644893e-80,7.991634143406651e-78,Th2_vs_Th1,18.93860189863772
