variable,baseMean,log_fc,lfcSE,stat,p_value,adj_p_value,contrast,zscore
CHD9,386.14868420739475,-0.4367181029775152,0.17788241553141435,-2.455094291770453,0.014084763860362576,0.1819634725877101,Th2_vs_Th1,-2.4550942917704535
ATP6V0A2,544.2731405648,-0.27151240669954396,0.11067889115034181,-2.453154380908391,0.014160954880473435,0.18275841045016802,Th2_vs_Th1,-2.453154380908391
MT-ND2,32407.530354235463,-0.2820570034045591,0.11500212983222247,-2.452624171535382,0.014181842315376484,0.1828387054248176,Th2_vs_Th1,-2.452624171535382
PSTPIP2,89.86962490718832,0.5653927040458381,0.23065839456857068,2.4512123441393188,0.014237593444411282,0.18319015977724976,Th2_vs_Th1,2.4512123441393188
PDE8A,373.6234665687663,0.47013044736113974,0.19179684669381644,2.451189659607145,0.014238490801648754,0.18319015977724976,Th2_vs_Th1,2.451189659607145
PWP2,384.1590458835502,-0.461559802526548,0.18837677566543945,-2.4501948337107464,0.014277893344485244,0.1835077281708222,Th2_vs_Th1,-2.4501948337107464
ROBO3,66.06382428210337,-0.5724987098677169,0.23369141311761762,-2.4498063588651267,0.014293305948823404,0.18351662746033098,Th2_vs_Th1,-2.4498063588651267
SND1,1135.7563620928138,0.2223662961240875,0.09078486611009214,2.4493762633788596,0.014310386955666062,0.18354690758877446,Th2_vs_Th1,2.449376263378859
TRAK1,573.8734699967168,-0.2903271125142101,0.11855292775824809,-2.448924020722982,0.01432836694374209,0.18358864407773137,Th2_vs_Th1,-2.448924020722982
NTNG2,97.69773071664713,-0.8190311096466024,0.33459665900821023,-2.4478161619255894,0.014372496742838754,0.18396500707697203,Th2_vs_Th1,-2.44781616192559
DPM2,176.13082727654208,0.3887585289538932,0.1589254228254562,2.44616954318792,0.0144383086916696,0.1846178404708153,Th2_vs_Th1,2.44616954318792
TBCE,66.15988351817523,-0.5651922691485382,0.2311481070236849,-2.4451520560824878,0.014479108269466289,0.18494983892975023,Th2_vs_Th1,-2.445152056082488
TNKS2,2619.5638480023326,-0.19412683859791596,0.07947144835969502,-2.4427243067130244,0.014576868013108278,0.18600799746102448,Th2_vs_Th1,-2.4427243067130244
SEPT10,26.961383971001013,1.3800466408402472,0.5650585609762538,2.4423072866216473,0.014593718867752752,0.18603261055651693,Th2_vs_Th1,2.4423072866216473
PRUNE2,15.048101648744547,1.4458248034825414,0.5923487028417415,2.440833915135329,0.014653392137567106,0.1864229813567424,Th2_vs_Th1,2.440833915135329
STX7,123.84972221448709,-0.47101801208586797,0.19297588590794923,-2.440812798292045,0.014654248955611418,0.1864229813567424,Th2_vs_Th1,-2.440812798292045
PPP2R2A,706.7546517548958,0.18032063133923032,0.0739595237704275,2.438098870119158,0.014764735103859304,0.1876370566155086,Th2_vs_Th1,2.438098870119158
ATP10D,22.813084842371353,-1.3346509775695532,0.5478993595343237,-2.435941846517057,0.014853072195197308,0.18856746543536135,Th2_vs_Th1,-2.435941846517057
HIP1R,1399.1350655156334,-0.3577082691295141,0.14687258678182996,-2.43550057207658,0.014871201084837653,0.18860555841777316,Th2_vs_Th1,-2.4355005720765805
FGFBP2,1.8269010670982402,-6.048960838153434,2.485470233365037,-2.433728940685741,0.014944181482255313,0.18933852697080994,Th2_vs_Th1,-2.4337289406857416
TRAT1,1025.320495633199,0.5299862490740391,0.21785492693626785,2.4327485107972033,0.014984704681601157,0.18965920128479352,Th2_vs_Th1,2.4327485107972033
TMEM245,1339.3619766313434,0.22594406584766977,0.09289394030314761,2.432279921707809,0.015004106605449633,0.1897121673936517,Th2_vs_Th1,2.432279921707809
RFFL,2173.91303619672,0.34057946727869876,0.14009448869614052,2.4310697048004672,0.01505431803259959,0.19015418734794234,Th2_vs_Th1,2.4310697048004672
C9orf72,459.7639200999615,0.26706021016180187,0.10988722631755815,2.4303116850910094,0.015085843305071183,0.1903595227574114,Th2_vs_Th1,2.4303116850910094
MAP3K6,76.78088734316226,-0.5118849663945299,0.21076480510123274,-2.428702297561804,0.015152968941561594,0.19101320909448777,Th2_vs_Th1,-2.4287022975618044
ICK,281.8914968739813,-0.3834645757422413,0.15795714158157234,-2.427649499748717,0.015197022065126308,0.19137202964436706,Th2_vs_Th1,-2.427649499748717
IKBKAP,844.1837292136536,-0.25021350911181467,0.10312218463958114,-2.4263790569054318,0.015250332422623065,0.19137202964436706,Th2_vs_Th1,-2.4263790569054313
RUVBL1,195.51889207396803,0.45539721169526204,0.18769928122555746,2.4262064762411804,0.015257586945394285,0.19137202964436706,Th2_vs_Th1,2.42620647624118
AIM1,3275.3943143845318,0.37626690280976716,0.15509250340739889,2.426080529639686,0.015262883097407438,0.19137202964436706,Th2_vs_Th1,2.4260805296396866
BTAF1,2140.476316493177,-0.19389155439727224,0.07993064856698313,-2.425747293102321,0.015276903759109553,0.19137202964436706,Th2_vs_Th1,-2.425747293102321
AHCY,273.44191091513,0.2874635386370613,0.11850967405007982,2.425654622217465,0.015280804827356586,0.19137202964436706,Th2_vs_Th1,2.4256546222174653
TSPAN17,356.28074499549894,-0.40947313829666726,0.1688226890325167,-2.425462718567403,0.015288885981053147,0.19137202964436706,Th2_vs_Th1,-2.425462718567403
TBX20,5.7689980431365155,2.492493972111746,1.0286609776534812,2.4230470740685344,0.015390932148785324,0.19245611945727845,Th2_vs_Th1,2.4230470740685344
USP54,66.4001057983075,-0.5135852943148353,0.21215050305586747,-2.420853530474959,0.015484114802360772,0.19342731386876927,Th2_vs_Th1,-2.420853530474959
PELI2,273.2033044626488,-0.7060672463090343,0.29178599517753034,-2.419811978568211,0.015528533950619157,0.1937880207831522,Th2_vs_Th1,-2.4198119785682115
GLIPR1,680.3890600106669,0.4874275121571366,0.2014855641034474,2.4191684120202277,0.015556036199145319,0.1939371032947447,Th2_vs_Th1,2.4191684120202277
BEND5,16.85920178572502,1.1483458332260839,0.4748571601257896,2.4182973947826483,0.015593326607275719,0.1942077950178885,Th2_vs_Th1,2.4182973947826483
SLC5A3,312.0320323511073,-0.39074991581781016,0.1617077512362782,-2.4163957066403605,0.01567501602526492,0.19503036405886,Th2_vs_Th1,-2.416395706640361
NAP1L1,6755.9471152547085,0.1785825611223961,0.07393724613682272,2.415326110360191,0.015721127114168787,0.19536184710928356,Th2_vs_Th1,2.415326110360191
SEC61B,419.9442679439148,0.2690347239629539,0.11139918102168243,2.4150511834605832,0.01573299867632315,0.19536184710928356,Th2_vs_Th1,2.4150511834605832
STAT1,1579.4126574569348,-0.43000863030763614,0.17810439208105794,-2.4143628648525013,0.015762755413329384,0.1955365887940074,Th2_vs_Th1,-2.414362864852501
UBAC2,539.8334915456459,-0.2578157327022129,0.10680421368554201,-2.4139097494906534,0.015782371076507505,0.19558024684907882,Th2_vs_Th1,-2.4139097494906534
PRDX2,534.4342105966402,0.35182681858516346,0.14577107468292563,2.4135571432840193,0.015797650483438067,0.19558024684907882,Th2_vs_Th1,2.4135571432840197
GRAP2,726.4171661960999,0.460329562975554,0.190908759788292,2.411254273958072,0.0158977605471921,0.19646764848509624,Th2_vs_Th1,2.411254273958072
ZNF80,32.3368015600028,0.8670165850532343,0.3596111488379603,2.410983607863363,0.0159095634715391,0.19646764848509624,Th2_vs_Th1,2.410983607863363
HARS2,526.5387929317194,-0.2078891817704288,0.08623165248423496,-2.4108221955787696,0.01591660583700547,0.19646764848509624,Th2_vs_Th1,-2.4108221955787696
OTUD7A,6.861922043007879,-1.6452859851136974,0.6831832611638585,-2.4082644857410855,0.016028564300909372,0.19765391804098628,Th2_vs_Th1,-2.4082644857410855
IL16,2103.795674374365,0.27166128329979994,0.11293974423372385,2.405364782282567,0.01615632969714346,0.19897055478875875,Th2_vs_Th1,2.405364782282567
SNRNP48,258.0133568527206,-0.2950042988340875,0.12266933782064066,-2.4048739813483313,0.01617804349037302,0.19897055478875875,Th2_vs_Th1,-2.4048739813483313
SLC40A1,134.34887045045895,1.1618903610706044,0.48316327926295877,2.404757172033044,0.0161832150923078,0.19897055478875875,Th2_vs_Th1,2.4047571720330434
PTCH1,277.7931583580609,-0.5329663047442237,0.22177345089890035,-2.403201567112677,0.016252226408217624,0.199427401490836,Th2_vs_Th1,-2.403201567112677
IER5L,60.629342569361526,-1.1042455385381598,0.4594899533005338,-2.4031984390655814,0.016252365437931286,0.199427401490836,Th2_vs_Th1,-2.4031984390655814
PRADC1,52.5930394638018,0.7191552694484529,0.2993725775727876,2.4022082292210007,0.016296429039098684,0.19977146590997374,Th2_vs_Th1,2.4022082292210007
TFRC,2911.9095769732894,0.3871639353377922,0.1613150704898319,2.4000481428187213,0.01639291570213441,0.20075685663900758,Th2_vs_Th1,2.4000481428187213
HLA-DMB,99.76202534411438,-1.0709481622564074,0.44670846769565253,-2.397420778211118,0.016510950925276054,0.20200395013289163,Th2_vs_Th1,-2.397420778211118
ARMCX1,8.553209068517432,1.3797515542879746,0.5758535857906962,2.3960110492208844,0.016574590671390933,0.20258374696101056,Th2_vs_Th1,2.3960110492208844
PHAX,258.71475783831886,-0.390037902894736,0.16281971800466832,-2.3955200738251676,0.016596805419511258,0.20265658488251406,Th2_vs_Th1,-2.395520073825167
MR1,785.1552274228734,0.22944242214843774,0.09583079286425789,2.394245265959947,0.016654607699381863,0.2031633994013637,Th2_vs_Th1,2.394245265959947
MCAM,280.9469196252259,-1.0997910062397256,0.4598812517124749,-2.391467367161409,0.01678117568303795,0.20450725047940777,Th2_vs_Th1,-2.391467367161409
TUBB,1415.0366026945492,0.2710525769142865,0.11337440247296791,2.3907740283695356,0.016812897300999954,0.20460430493375545,Th2_vs_Th1,2.3907740283695356
NAB2,131.33540705649426,0.6085290180804195,0.2545532938322916,2.3905760908414693,0.01682196298685324,0.20460430493375545,Th2_vs_Th1,2.3905760908414693
CRLF2,3.1753972821872063,2.6557608526316043,1.1111724329024857,2.3900528612778036,0.01684594795622353,0.2046963286259637,Th2_vs_Th1,2.3900528612778036
METRNL,228.12177346213207,-1.395972266952433,0.5842424968197171,-2.389371321927641,0.01687723489716406,0.20487681349848524,Th2_vs_Th1,-2.389371321927641
SAMD14,8.098633995432694,1.4294277105025712,0.598547390109736,2.3881612953662765,0.016932908397998457,0.20535269357767197,Th2_vs_Th1,2.3881612953662765
HIST4H4,112.96331235003453,0.5247681735676559,0.21979155882982476,2.387572008504483,0.016960079887369202,0.20548232843132347,Th2_vs_Th1,2.387572008504483
COL18A1,387.0305952160945,0.6431059187692766,0.26964522165220906,2.385007658688499,0.017078765797262016,0.20671939145093743,Th2_vs_Th1,2.3850076586884996
RUSC1,182.79817740151384,0.3258521027483802,0.1366880975174883,2.383909855111486,0.017129797844644554,0.2071359745190918,Th2_vs_Th1,2.383909855111486
TRAPPC6A,232.35208158186404,0.3467549066233983,0.1455980772048169,2.3815898759130483,0.017238083721075884,0.2079182004612215,Th2_vs_Th1,2.3815898759130483
PLXDC1,363.02068545976704,0.6994085852645212,0.2936780140239945,2.381549015812185,0.01723999624958405,0.2079182004612215,Th2_vs_Th1,2.381549015812185
UBE2E2,10.02708238966618,-1.9419022347105184,0.8154276908531924,-2.381452404049072,0.017244519072503652,0.2079182004612215,Th2_vs_Th1,-2.381452404049072
IGHMBP2,353.4815986544136,0.2965828832480346,0.12461976238467079,2.379902493575262,0.017317219626609308,0.2085930213381046,Th2_vs_Th1,2.3799024935752615
INTS8,543.6657854175127,-0.20246753350759697,0.08512170148088893,-2.378565395019199,0.017380153793020315,0.20889492496749967,Th2_vs_Th1,-2.3785653950191996
TTC23,9.128758790318532,-1.3792305553381978,0.5798984587431144,-2.3784001053004604,0.01738794751364659,0.20889492496749967,Th2_vs_Th1,-2.37840010530046
RHOBTB3,8.142011909457676,1.6348869473287564,0.6874175772986342,2.3783025068305954,0.017392550903686906,0.20889492496749967,Th2_vs_Th1,2.3783025068305954
PDIK1L,339.1980306191863,0.26404147090659924,0.11107009202347992,2.3772508521086086,0.017442221742737813,0.20928987340395797,Th2_vs_Th1,2.3772508521086086
SREBF1,1070.0006634333417,-0.3820207123056765,0.16084745996617725,-2.3750497047700176,0.0175465871772287,0.21024738167153295,Th2_vs_Th1,-2.3750497047700176
KIF21A,161.59279135897845,-0.44956111470189775,0.1893106559914391,-2.3747269394187063,0.017561936739989296,0.21024738167153295,Th2_vs_Th1,-2.3747269394187063
TNFSF10,319.85880651529175,0.5183070332003737,0.2182802569746757,2.3745025793171313,0.017572613435608994,0.21024738167153295,Th2_vs_Th1,2.3745025793171313
ENSA,1163.2219148099384,0.19311774894040065,0.0813633911881463,2.37352138499035,0.01761937272399559,0.21060471692239024,Th2_vs_Th1,2.37352138499035
CDADC1,129.3401091794259,-0.458058152664461,0.19304685429804516,-2.372782267445108,0.01765466771040583,0.2108244658483041,Th2_vs_Th1,-2.372782267445108
MYRF,39.59089160626321,-0.8511455982147608,0.3588312391743905,-2.371994144582009,0.017692371094811685,0.2110725267359017,Th2_vs_Th1,-2.371994144582009
NUP210,4097.14730178802,-0.15413286750162086,0.06499196384938737,-2.3715680889226394,0.01771278274535669,0.21111401767338608,Th2_vs_Th1,-2.3715680889226394
GBP2,2818.8953916436644,-0.2699756621740365,0.11396784385736972,-2.3688757550937782,0.017842246085471292,0.2124226431240135,Th2_vs_Th1,-2.3688757550937782
CCNE1,147.67950815918778,0.581327914850761,0.24543338858557262,2.3685771451102937,0.017856655971281474,0.2124226431240135,Th2_vs_Th1,2.3685771451102937
TCEAL1,26.7570819326895,-0.8289842273429199,0.35015656947725776,-2.367467297787658,0.017910302780906613,0.2128577166535393,Th2_vs_Th1,-2.3674672977876585
PTPN1,2575.06417917362,-0.14535371808419836,0.06143495115942323,-2.365977596482604,0.017982532560050595,0.21351260326300073,Th2_vs_Th1,-2.365977596482604
IFIT1,58.194464327183724,-1.448802067152176,0.6125123195656982,-2.365343554525481,0.018013352099168132,0.21367503389184503,Th2_vs_Th1,-2.3653435545254813
C20orf195,13.500776252304217,1.1013933067603776,0.46580693303661797,2.364484572138807,0.018055179345043963,0.21396760541317786,Th2_vs_Th1,2.364484572138807
COMTD1,105.59735992162085,0.4735682454175844,0.20067384115322512,2.3598902711788425,0.01828034128139092,0.21643021344264066,Th2_vs_Th1,2.3598902711788425
PKD2,194.69653393404633,-0.5498739961029142,0.23307431788407754,-2.359221732771094,0.018313309707461128,0.21661483123616496,Th2_vs_Th1,-2.3592217327710943
CIC,2233.5945341951856,0.2642559101426584,0.11208189727576873,2.357703755607183,0.018388360847010284,0.2172963930613054,Th2_vs_Th1,2.357703755607183
KLHL34,12.039795173584821,1.4758935136308495,0.6262520580863714,2.356708444425259,0.018437716582035055,0.2176614531639472,Th2_vs_Th1,2.3567084444252595
POLR3A,245.96921126650275,-0.3182238527705911,0.13504792949612404,-2.3563771318665374,0.018454171492283,0.2176614531639472,Th2_vs_Th1,-2.3563771318665374
KATNAL1,176.49628958111867,0.5941531332189742,0.2522715970826697,2.3552121605836964,0.018512132842498183,0.21803517751535684,Th2_vs_Th1,2.3552121605836964
PARP12,1707.2261201751762,0.24634622662871733,0.10460394958932359,2.3550375257901415,0.018520835244145575,0.21803517751535684,Th2_vs_Th1,2.3550375257901415
RAI14,4.588685085789801,-2.0586711550066705,0.874441618510437,-2.354269411963149,0.018559154411120646,0.21828016796551047,Th2_vs_Th1,-2.354269411963149
ABCB10,361.3289354863272,-0.29097160314725823,0.1236458787451536,-2.3532656818022986,0.018609332402187623,0.21858202232356722,Th2_vs_Th1,-2.3532656818022986
CD8A,13.406933181415353,1.945466583091314,0.8267833397028106,2.3530548931847335,0.018619885113309406,0.21858202232356722,Th2_vs_Th1,2.3530548931847335
STIM2,1090.7518835966018,-0.28430552641428747,0.12085523733820655,-2.3524468833624024,0.01865035324829983,0.2187337290183951,Th2_vs_Th1,-2.352446883362403
APOL2,399.8611314039875,-0.32857756191592946,0.1397862304225725,-2.3505717331574254,0.01874459424933879,0.21963238393468676,Th2_vs_Th1,-2.3505717331574254
CXorf21,53.68398566400942,-0.6888378292613321,0.29311207679413237,-2.3500834110808,0.018769204524012744,0.21971424676137735,Th2_vs_Th1,-2.3500834110808
NIPBL,2296.3784626055044,-0.19913898354345513,0.08475618723696378,-2.3495509889643413,0.01879606953923273,0.21982232546492914,Th2_vs_Th1,-2.3495509889643413
ZNF516,202.21092560847583,0.6769277507425546,0.2881890239710723,2.3489019165785536,0.018828865996791642,0.21999950551265363,Th2_vs_Th1,2.348901916578554
FLVCR2,24.359543345532195,1.1821454558559372,0.5035392008742622,2.3476731380664213,0.018891091046758113,0.22051988022465677,Th2_vs_Th1,2.3476731380664213
TP53I13,556.187173051831,-0.24858934153833656,0.10591799518915841,-2.3469981762247496,0.018925347417268965,0.22067543469541878,Th2_vs_Th1,-2.346998176224749
CMIP,577.8897290797377,-0.25632536961420654,0.1092273869264923,-2.3467133731461325,0.018939818330319894,0.22067543469541878,Th2_vs_Th1,-2.346713373146133
ZNF841,207.06523071472444,-0.37002222872511714,0.15772399923090355,-2.346010946523204,0.01897555016402331,0.22088532576552622,Th2_vs_Th1,-2.346010946523204
STMN3,1041.7856345075295,0.4456331069709911,0.19000160258638107,2.3454176222981666,0.01900577796202941,0.2210308151610267,Th2_vs_Th1,2.3454176222981666
HAVCR1,9.533957562151413,-1.9481035774098416,0.8311176358776632,-2.343956491011814,0.01908039707041091,0.2216918082728917,Th2_vs_Th1,-2.343956491011814
CEBPZ,1468.7418840778325,0.4094300574731347,0.17474400618252817,2.3430277605371264,0.019127959811742753,0.22203749997485744,Th2_vs_Th1,2.3430277605371264
KISS1R,17.663743969005928,0.9775176229625341,0.4172693350620886,2.3426538708316107,0.019147136933215535,0.2220533545547889,Th2_vs_Th1,2.3426538708316107
EPB41L5,50.44352193227004,-0.46352392132245707,0.19793430152686325,-2.341806941731868,0.019190638811974237,0.2221650892476881,Th2_vs_Th1,-2.341806941731868
EPM2AIP1,889.300359779854,0.2358470720752672,0.10071306101194157,2.3417724543920153,0.019192412057412376,0.2221650892476881,Th2_vs_Th1,2.3417724543920153
EPHB4,129.4487433539742,0.4032400807621266,0.17245045852481372,2.3382952078617105,0.019371939444303193,0.2240352217552207,Th2_vs_Th1,2.3382952078617105
ANKRD49,621.0111464443833,-0.23786931253834312,0.10175502652537952,-2.3376664589538905,0.019404557419296368,0.224121275423712,Th2_vs_Th1,-2.3376664589538905
FBXO10,38.596912313825285,-0.7065221790151369,0.30226078996379857,-2.337458917842954,0.019415334680164348,0.224121275423712,Th2_vs_Th1,-2.3374589178429535
RAB9A,197.12245402740749,-0.3118835171991103,0.13352969767436543,-2.3356865373850435,0.01950758465303493,0.22484082081406054,Th2_vs_Th1,-2.3356865373850435
COL6A3,55.563283897727864,0.8356620688311512,0.35779812925471316,2.3355685804501545,0.01951373771723859,0.22484082081406054,Th2_vs_Th1,2.3355685804501545
LAPTM4A,1004.2628896044354,0.4088360932509894,0.17516611939127688,2.333990697925737,0.019596209002894036,0.22558258323091407,Th2_vs_Th1,2.3339906979257377
RPS2,11348.436408093305,0.1810662271608524,0.07761612232994372,2.3328429935103627,0.019656387245543014,0.2259921978246625,Th2_vs_Th1,2.3328429935103627
BCL9,295.8385509417495,0.42283437548349284,0.1812700724673977,2.3326209877228443,0.01966804641371291,0.2259921978246625,Th2_vs_Th1,2.3326209877228443
ARVCF,21.895714632583616,1.0264430519909622,0.44019181931742324,2.331808559238108,0.019710764559342602,0.22616031579282705,Th2_vs_Th1,2.331808559238108
SLC35E1,894.5662001839443,0.5183906429356173,0.2223275366437171,2.3316528881725764,0.019718959113403624,0.22616031579282705,Th2_vs_Th1,2.3316528881725764
GRAMD1C,5.5763794760401675,-1.5651551212635948,0.6713969445011411,-2.3311919038096467,0.019743242868564482,0.22623070665661157,Th2_vs_Th1,-2.3311919038096467
LRCH1,268.4280319291963,-0.36171387402077776,0.15526323634742192,-2.329681401277733,0.0198229962586657,0.22693599114489005,Th2_vs_Th1,-2.329681401277733
ZBED1,388.94601533074535,-0.23629892469666028,0.10145997601373206,-2.328986601225674,0.01985977552975957,0.22714846011881887,Th2_vs_Th1,-2.328986601225674
ZBTB47,18.792969361175956,-0.7684331443292407,0.3301684561940723,-2.3273972116753554,0.019944134034177614,0.22790423373427346,Th2_vs_Th1,-2.327397211675356
P4HB,2986.8475081959064,0.27365456579988967,0.11759764102143895,2.3270412860577734,0.019963067967462934,0.22791169262853514,Th2_vs_Th1,2.3270412860577734
RPL28,13903.081514959144,0.17390006807013408,0.07478671368949831,2.325280246864938,0.02005697982211686,0.2287743526462314,Th2_vs_Th1,2.325280246864938
DCTN2,650.1951462937627,0.2555326320458947,0.1099260875643685,2.3245858895529654,0.020094114028018202,0.2289884091291617,Th2_vs_Th1,2.3245858895529654
APOBR,258.51183510539556,-0.37158865895972865,0.15991237615550083,-2.3237016914712787,0.02014148775173831,0.2293186555259557,Th2_vs_Th1,-2.3237016914712787
TMIE,8.185496030750913,1.6597784659423993,0.7150835408969046,2.3210972858648047,0.020281593845841644,0.2307031299964487,Th2_vs_Th1,2.3210972858648047
SDK2,78.16872648958437,0.673540006649063,0.290417587177408,2.3192121840665805,0.020383534151369884,0.23165134025991646,Th2_vs_Th1,2.3192121840665805
MSI2,501.880886752533,-0.2602665850777436,0.1122448758749439,-2.3187391232693426,0.020409185818443806,0.23173162076369666,Th2_vs_Th1,-2.318739123269342
PIM1,2130.9987593086953,-0.47279799097794306,0.20393375040922476,-2.3183901145798593,0.020428128819835707,0.23173565240845473,Th2_vs_Th1,-2.3183901145798593
PRIM1,70.70316760098743,0.4933899607647287,0.21314943806280504,2.3147607859015324,0.02062602708939941,0.23376789065776585,Th2_vs_Th1,2.314760785901533
LINGO3,37.90960641731343,-0.6999588497465091,0.30253510934986944,-2.3136450220626643,0.020687201919956384,0.23424827096829814,Th2_vs_Th1,-2.313645022062664
IVD,387.8636885234196,-0.28582357305527245,0.12362184704297151,-2.312079781140294,0.020773287152547976,0.2348877580529686,Th2_vs_Th1,-2.312079781140294
SKA1,24.357142839610933,-1.1007264303375925,0.47612781793636555,-2.3118296996557857,0.020787070044378454,0.2348877580529686,Th2_vs_Th1,-2.3118296996557857
JAK3,3822.2202971505008,0.27930629361801396,0.12084620513946058,2.3112541539528286,0.020818820729602658,0.2348877580529686,Th2_vs_Th1,2.3112541539528286
SNTB2,152.49379477447098,-0.5182671821649005,0.22424197457743444,-2.311196122588255,0.02082202444584262,0.2348877580529686,Th2_vs_Th1,-2.311196122588255
TMIGD2,56.27241286578505,-1.109780187654182,0.48028021885698113,-2.310693099739456,0.020849812654711024,0.2348877580529686,Th2_vs_Th1,-2.310693099739456
ENPP4,148.13849631701194,-0.4615654935631004,0.1997895157086301,-2.310258833783051,0.020873828557668624,0.2348877580529686,Th2_vs_Th1,-2.310258833783051
LONRF2,18.192542813563144,1.7962137969385221,0.7775051580331565,2.3102274993035135,0.020875562358441423,0.2348877580529686,Th2_vs_Th1,2.3102274993035135
TTC34,5.457728039361342,-1.6683549051321942,0.7228589842945256,-2.3079949774165502,0.020999415845114628,0.23586191543417154,Th2_vs_Th1,-2.3079949774165507
C8G,8.104559100008709,-1.58643180122551,0.6873666382829027,-2.3079848698920635,0.02099997803256039,0.23586191543417154,Th2_vs_Th1,-2.3079848698920635
PREX1,5758.2445698812135,-0.2511684026525787,0.10890487717185632,-2.30630995759928,0.021093319143138414,0.23657458407725554,Th2_vs_Th1,-2.30630995759928
ACSL6,184.2324827163887,-0.5742895892844341,0.2490235726909529,-2.306165569301939,0.021101382649707883,0.23657458407725554,Th2_vs_Th1,-2.3061655693019385
WDR54,157.2089355024331,-0.3742355233860584,0.1623230794171569,-2.3054979287591264,0.021138702621466915,0.2367800589234753,Th2_vs_Th1,-2.3054979287591264
AP3M2,874.4459238406727,0.36066968469264565,0.15648389164124207,2.304835858246188,0.021175768009163688,0.23698231577221157,Th2_vs_Th1,2.304835858246188
MASTL,378.1500873411927,0.25507523550860023,0.11069725772329601,2.304259750916306,0.021208066884008954,0.23702796896729858,Th2_vs_Th1,2.304259750916306
UAP1L1,199.8193747758843,0.3766323619992636,0.16346287615114277,2.3040850061332447,0.021217872252146084,0.23702796896729858,Th2_vs_Th1,2.3040850061332447
SLC27A3,96.93851821692324,-0.4831434883860487,0.20973255898406107,-2.303617000271121,0.02124415268819586,0.23710908823969365,Th2_vs_Th1,-2.303617000271121
GPD2,156.9231267797757,-0.35052048764666993,0.1522186444895694,-2.3027434570979177,0.021293281553749318,0.23744484895401854,Th2_vs_Th1,-2.3027434570979177
COPE,1202.4443242140942,0.23587530547939647,0.10245587584276854,2.3022135484096284,0.021323132298082654,0.23756522820392892,Th2_vs_Th1,2.3022135484096284
WDR64,3.633528151177088,-2.8383867032039305,1.2334387755311393,-2.301197886357735,0.02138044831855763,0.23777352868658197,Th2_vs_Th1,-2.301197886357735
ELF1,5342.931007573129,0.2299326664446284,0.09992987902705504,2.300940106035517,0.021395016752867375,0.23777352868658197,Th2_vs_Th1,2.300940106035517
FAM212B,16.87367409273229,1.295412658877155,0.5630102124045286,2.300868848088297,0.021399045414802677,0.23777352868658197,Th2_vs_Th1,2.300868848088297
OFD1,560.4413186157902,-0.218618866064023,0.09504727809436576,-2.3001065411570405,0.02144218479209322,0.23804071042121652,Th2_vs_Th1,-2.300106541157041
WDSUB1,32.46390378860964,-0.8433503854469896,0.3668455937244495,-2.2989246698720316,0.02150921726572281,0.23857243029516573,Th2_vs_Th1,-2.2989246698720316
FNBP1L,30.550455950840693,1.188727095245405,0.5173698732199067,2.297634935422959,0.02158257555743027,0.23917330619954055,Th2_vs_Th1,2.2976349354229595
RCAN3,2544.6052094095435,0.231765023633198,0.10090285831617717,2.2969123719663793,0.02162376907344693,0.23941698848904341,Th2_vs_Th1,2.2969123719663793
ASPM,64.45269655976458,0.8221536510762123,0.358034581406945,2.2962967650930506,0.0216589189466137,0.2395933828814845,Th2_vs_Th1,2.2962967650930506
CDK18,10.819624783169445,-1.4192505340670305,0.6181896878165213,-2.295817225744898,0.021686334096521508,0.2396839779976362,Th2_vs_Th1,-2.295817225744898
ARRDC3,2671.9143159455107,-0.32828118242804927,0.1430665403888381,-2.2946048848026908,0.021755778080878935,0.24023851668230087,Th2_vs_Th1,-2.2946048848026903
TDG,686.5093403317453,0.16781751529706365,0.07323028923954325,2.2916407546625495,0.02192638171989,0.2419081423910342,Th2_vs_Th1,2.291640754662549
EMC3,614.1354849804064,0.2180331577896577,0.09522009242251651,2.2897809930932165,0.022034015514591047,0.24288069975279095,Th2_vs_Th1,2.2897809930932165
PTPN4,1124.999937033515,-0.41524709962066136,0.18144209642704917,-2.2885929329394408,0.022103014897006064,0.24342604834008358,Th2_vs_Th1,-2.288592932939441
ABCC4,163.08712282634363,0.34383948472301723,0.15028713926968953,2.287883623268648,0.022144299256762808,0.24366547116863363,Th2_vs_Th1,2.287883623268648
PTDSS1,1012.5990288147904,0.2016799320718672,0.0881784129516605,2.2871803349696074,0.022185299350902608,0.24390134656763918,Th2_vs_Th1,2.2871803349696074
ZSWIM1,108.43616296834547,0.49594276228726963,0.21698882979312797,2.285568168463279,0.02227953416646116,0.2443663392710234,Th2_vs_Th1,2.285568168463279
ZNF737,118.82676284960768,-0.36890687193819593,0.16141551487554545,-2.2854486585296985,0.02228653363196748,0.2443663392710234,Th2_vs_Th1,-2.2854486585296985
PURA,151.75199522688695,-0.3336919350413998,0.14601007306410413,-2.2854035207207657,0.02228917776351238,0.2443663392710234,Th2_vs_Th1,-2.2854035207207657
MAP4,1413.5244548906905,0.19664347259920137,0.08605402624031784,2.28511646915912,0.022305999365559045,0.2443663392710234,Th2_vs_Th1,2.28511646915912
LRRN2,71.51222661126582,-0.4887831254991359,0.21393317847724344,-2.284746709127817,0.022327684060708335,0.24438914590417102,Th2_vs_Th1,-2.284746709127817
