variable,baseMean,log_fc,lfcSE,stat,p_value,adj_p_value,contrast,zscore
SSNA1,389.37671120733756,0.12551728387612693,0.13122700057510414,0.9564897721204151,0.3388248492651842,0.8409574747738505,Th2_vs_Th1,0.956489772120415
ABCA3,130.01988473174228,0.18112136347517857,0.18945824866884392,0.9559961878026357,0.3390741604935522,0.8414087497756997,Th2_vs_Th1,0.9559961878026357
MRPL18,250.53594466352533,0.1658254819718175,0.17350029757770394,0.9557648274208338,0.33919106196597415,0.8415313372198607,Th2_vs_Th1,0.9557648274208338
MRPS27,503.7999041642226,0.08214701531688405,0.0859676131719084,0.9555577069775759,0.3392957374455987,0.841623549290545,Th2_vs_Th1,0.955557706977576
SMIM12,408.0594241810659,-0.13214819014850765,0.13835936477184374,-0.9551083901434615,0.33952288647348494,0.8418393051219083,Th2_vs_Th1,-0.9551083901434616
TTI1,245.2758093992694,0.14060014175722466,0.14725639380869862,0.9547982136509391,0.3396797509473536,0.8418393051219083,Th2_vs_Th1,0.9547982136509391
SYPL1,435.70421878346224,0.11844556235601962,0.12405501506075178,0.9547825398111869,0.3396876788568429,0.8418393051219083,Th2_vs_Th1,0.9547825398111869
FOXI1,5.749859741832172,-0.6275012558828957,0.6574178996085852,-0.9544937189214024,0.33983378719745105,0.8418393051219083,Th2_vs_Th1,-0.9544937189214024
TMPRSS13,65.91192241563934,-0.22890154279200464,0.23984236237797749,-0.9543832896011475,0.3398896616859607,0.8418393051219083,Th2_vs_Th1,-0.9543832896011475
TMEM181,609.7232017425504,-0.1993010137870451,0.20882864196191978,-0.9543758553167623,0.33989342346046614,0.8418393051219083,Th2_vs_Th1,-0.9543758553167623
ANKRD23,34.543460525525205,-0.27737481195394653,0.29066071624854595,-0.9542906779214068,0.33993652543208785,0.8418393051219083,Th2_vs_Th1,-0.9542906779214066
GTPBP10,136.64753125321454,0.1421397293138697,0.14895858250201316,0.9542231600649711,0.3399706937082606,0.8418393051219083,Th2_vs_Th1,0.9542231600649711
DLEC1,117.62839168044269,-0.20614832933600422,0.2160466969326633,-0.9541841289999257,0.3399904468828755,0.8418393051219083,Th2_vs_Th1,-0.9541841289999256
TRAF3IP3,2824.7155123752395,-0.1353258321844051,0.1418523582627169,-0.9539907114816917,0.34008834412743894,0.841874241868357,Th2_vs_Th1,-0.9539907114816917
THOC2,748.7742024263798,-0.09465857525796503,0.09924183641608961,-0.9538172476080711,0.34017615730738404,0.841874241868357,Th2_vs_Th1,-0.9538172476080712
ALCAM,154.19941200604217,-0.18544018209713237,0.19443401016254358,-0.9537435448772954,0.34021347247850053,0.841874241868357,Th2_vs_Th1,-0.9537435448772953
KRTCAP2,468.1516540187558,0.099012876911398,0.10385212320119153,0.9534025290901514,0.3403861605049604,0.841874241868357,Th2_vs_Th1,0.9534025290901514
HSPA8,17861.85305775841,0.11894605426155404,0.12476616921664359,0.9533518181119794,0.340411844988312,0.841874241868357,Th2_vs_Th1,0.9533518181119793
TMEM41B,518.7297604036944,-0.16274059426930856,0.17074215457491837,-0.9531365858330031,0.3405208712956861,0.841874241868357,Th2_vs_Th1,-0.9531365858330031
RBM14,760.2750740499772,-0.1525354425218714,0.1600386230883772,-0.9531164388838663,0.3405310779147982,0.841874241868357,Th2_vs_Th1,-0.9531164388838663
CYB5A,57.236416380201895,-0.29835019971560056,0.313123008777494,-0.9528210682454478,0.34068073774102525,0.841874241868357,Th2_vs_Th1,-0.9528210682454478
KANSL1,1798.259294077137,-0.10115176154409487,0.10617006698281398,-0.9527333307651447,0.3407252011076818,0.841874241868357,Th2_vs_Th1,-0.9527333307651447
SCG5,6.625737946618273,-0.8416788355310746,0.8835751459744027,-0.9525831949504135,0.3408012951580728,0.841874241868357,Th2_vs_Th1,-0.9525831949504137
THBS4,19.37706815831319,0.37871512418158765,0.3975664899181049,0.9525831119710304,0.3408013372179184,0.841874241868357,Th2_vs_Th1,0.9525831119710304
PEF1,733.7131907961563,0.10635163450060635,0.1116598966246144,0.952460442070319,0.3408635186722302,0.841874241868357,Th2_vs_Th1,0.952460442070319
ECHS1,170.72698854603087,-0.18215598133420843,0.19125530633518725,-0.9524231501057981,0.340882423433983,0.841874241868357,Th2_vs_Th1,-0.952423150105798
PDCD11,497.59898745315314,-0.12354409289983494,0.12978661541973818,-0.951901646408495,0.34114686449483045,0.8422904110175176,Th2_vs_Th1,-0.951901646408495
CHORDC1,895.9126153862943,-0.10267644213938101,0.10788463217611649,-0.9517244492409878,0.3412367464914676,0.8422904110175176,Th2_vs_Th1,-0.9517244492409878
MIB2,640.0311388270519,-0.10253052868568963,0.10773508233939431,-0.9516911897156308,0.34125361883769,0.8422904110175176,Th2_vs_Th1,-0.9516911897156308
GNG5,189.32256484533983,0.1639648160542734,0.1724321940172132,0.950894448619644,0.34165796017224626,0.8431214943522157,Th2_vs_Th1,0.950894448619644
MRPS26,177.08493342791633,-0.19667851580569604,0.2068691577584559,-0.9507387081613266,0.3417370333288853,0.8431497317457377,Th2_vs_Th1,-0.9507387081613266
SH3BP1,1000.5291367831131,0.13574418786877368,0.14279802886239343,0.9506026725311655,0.34180611145346906,0.8431533026296791,Th2_vs_Th1,0.9506026725311654
TIAL1,1493.1563571443432,-0.08002922925949962,0.08422531373223126,-0.950180245263653,0.3420206745750414,0.8435156775325501,Th2_vs_Th1,-0.9501802452636531
FGD1,78.84887886016519,0.18744405948607515,0.19733648165191953,0.9498702820530998,0.34217816871657647,0.84364554165863,Th2_vs_Th1,0.9498702820530998
LAMTOR4,470.76525715346855,-0.14624220837873242,0.15398159690602162,-0.9497382240293774,0.34224528226834805,0.84364554165863,Th2_vs_Th1,-0.9497382240293772
CKS2,230.55606947650244,0.29336478873599553,0.30893046947963343,0.9496142909766817,0.3423082742644583,0.84364554165863,Th2_vs_Th1,0.9496142909766818
VAMP4,340.11426076518745,-0.12793094857088858,0.13472882822242385,-0.9495439859366056,0.3423440118112625,0.84364554165863,Th2_vs_Th1,-0.9495439859366055
SGOL2,28.036797920604027,-0.39110675393475347,0.4120558194277327,-0.9491596417153543,0.3425394243240031,0.8438435609191809,Th2_vs_Th1,-0.9491596417153543
NDUFA4L2,5.2269343578953755,0.9437048341512486,0.9943654217019989,0.9490523438918084,0.342593990593667,0.8438435609191809,Th2_vs_Th1,0.9490523438918085
ARPC1A,449.96515875747195,0.08830093345790285,0.09304760783044928,0.9489866049947699,0.3426274248313863,0.8438435609191809,Th2_vs_Th1,0.9489866049947702
ZNF184,355.2189419014013,0.22794238598259245,0.24040373788116434,0.9481648995627026,0.34304551312598386,0.8445086075792613,Th2_vs_Th1,0.9481648995627026
ZNF324B,24.42291323256155,-0.3229624088076498,0.3406202300079434,-0.9481597989647244,0.3430481093562896,0.8445086075792613,Th2_vs_Th1,-0.9481597989647245
SUDS3,514.6317926666367,-0.10933166605249071,0.11532564131085815,-0.9480256498881217,0.34311639642608194,0.8445086075792613,Th2_vs_Th1,-0.9480256498881217
DYM,357.54709184432943,0.10715442047933463,0.11305360189005884,0.9478196066989446,0.34322129729467554,0.8445086075792613,Th2_vs_Th1,0.9478196066989446
RRP15,265.22454994932986,0.14363748848481317,0.1515498402381775,0.9477904315773005,0.343236152611223,0.8445086075792613,Th2_vs_Th1,0.9477904315773004
CCDC88B,2793.237987059626,0.12633840578931974,0.1333735314484413,0.9472524601941641,0.3435101491758541,0.8448849447337208,Th2_vs_Th1,0.9472524601941641
AMZ2,535.8141840637671,0.08882204017794648,0.09377089274086851,0.9472240007717752,0.3435246478587656,0.8448849447337208,Th2_vs_Th1,0.9472240007717752
TMSB15B,79.29708371444738,-0.2221519676690498,0.2346025008136229,-0.9469292394522927,0.34367483731326687,0.8450876127780076,Th2_vs_Th1,-0.9469292394522926
NEIL2,145.13899695278064,0.1542539998913085,0.16297888509904984,0.9464661621507667,0.3439108733228031,0.8455012537399698,Th2_vs_Th1,0.9464661621507668
TNFRSF10C,1.9389696124523836,1.6769346333437756,1.7724079679541336,0.946133544682401,0.34408047625745974,0.8457514387818909,Th2_vs_Th1,0.9461335446824009
THAP7,589.8329129420739,0.11004358779620195,0.11633830616859903,0.9458929858986026,0.3442031713776905,0.8458131585362632,Th2_vs_Th1,0.9458929858986026
TBX6,5.563003163067998,0.8031488175234245,0.8491576284991111,0.9458182916439114,0.3442412742771316,0.8458131585362632,Th2_vs_Th1,0.9458182916439114
AVL9,546.0435606755676,-0.10563481695535207,0.11177307782080523,-0.9450828322425366,0.34461658925044647,0.846349995801164,Th2_vs_Th1,-0.9450828322425368
BRAT1,978.1715521291372,0.12687559495713194,0.13425963870760504,0.9450017606068918,0.3446579771820353,0.846349995801164,Th2_vs_Th1,0.9450017606068916
IFI16,1114.2664699033362,0.1020346650976992,0.10797420881506568,0.9449910883112882,0.3446634257385506,0.846349995801164,Th2_vs_Th1,0.9449910883112882
PHF8,1069.5892683300851,-0.06094770534710687,0.06452963164341684,-0.94449175975305,0.34491841075375307,0.8466060334088733,Th2_vs_Th1,-0.94449175975305
CTBP1,1611.797271042626,-0.07134246442007786,0.07554407606366388,-0.9443819838362286,0.3449744845892404,0.8466060334088733,Th2_vs_Th1,-0.9443819838362287
F2RL1,22.661326931115497,-0.4237829835812984,0.4487745313355667,-0.944311572940887,0.3450104537254406,0.8466060334088733,Th2_vs_Th1,-0.9443115729408871
MRTO4,160.87638119794175,0.17976182059930793,0.19037421983860656,0.9442550611721718,0.3450393242761278,0.8466060334088733,Th2_vs_Th1,0.9442550611721718
GMPR2,371.00301897973793,0.12370638870269828,0.13105522075674886,0.9439256825358318,0.3452076268326091,0.8468523187174611,Th2_vs_Th1,0.9439256825358318
C5orf51,213.00163258313324,0.1586939191956584,0.16824732001325687,0.9432181100011238,0.3455693520407993,0.8473050136450637,Th2_vs_Th1,0.9432181100011238
MED7,79.53941679125109,-0.21145789752575672,0.22422365784982512,-0.943066844745623,0.3456467131922676,0.8473050136450637,Th2_vs_Th1,-0.943066844745623
ZBTB42,32.782986064562,0.3578934366046051,0.3795179621162118,0.9430210749682907,0.3456701232718724,0.8473050136450637,Th2_vs_Th1,0.9430210749682908
TMC3,5.002331913327331,-0.7696598694036044,0.8162317697502304,-0.9429427987581553,0.34571016190866943,0.8473050136450637,Th2_vs_Th1,-0.9429427987581553
AATK,11.753778115205336,0.5167173639004479,0.548067230691623,0.9427992314891482,0.34578360489952265,0.8473050136450637,Th2_vs_Th1,0.9427992314891482
FXR2,265.9553152207721,0.12086564331131695,0.12820749542617263,0.942734610870833,0.34581666534087463,0.8473050136450637,Th2_vs_Th1,0.942734610870833
GFRA2,8.002904303403175,0.8208881399458604,0.8708446133193727,0.9426344578476581,0.3458679084334426,0.8473050136450637,Th2_vs_Th1,0.9426344578476582
PAK1IP1,98.62369783700159,0.16215080917297608,0.1720881562204957,0.9422543232156724,0.3460624475812215,0.8475617675400758,Th2_vs_Th1,0.9422543232156725
BLOC1S4,244.26659844136606,0.12968345598228187,0.13766464460504427,0.9420244126902722,0.3461801412905309,0.8475617675400758,Th2_vs_Th1,0.9420244126902722
OSBPL3,861.9508640324001,0.09878787374732866,0.10487118739593453,0.9419925167277958,0.34619647119582075,0.8475617675400758,Th2_vs_Th1,0.9419925167277957
HINFP,171.42644137463586,-0.12025130217165016,0.12769430683283023,-0.9417123218271273,0.3463399448023956,0.8475617675400758,Th2_vs_Th1,-0.9417123218271273
NEU3,129.2137630735411,-0.1824751116993017,0.19378104354550213,-0.9416561515030459,0.3463687113342421,0.8475617675400758,Th2_vs_Th1,-0.9416561515030459
C11orf30,329.66360620502115,-0.1823273705536901,0.19362893033940679,-0.941632896665253,0.3463806212895393,0.8475617675400758,Th2_vs_Th1,-0.9416328966652531
BCL10,522.6504761500303,0.10321806628251327,0.10968669797169331,0.9410262884306227,0.3466913875684601,0.8479012263835559,Th2_vs_Th1,0.9410262884306227
ZNF585A,40.80327576292766,-0.24342464136054728,0.25869650959838086,-0.9409660831468398,0.3467222405025918,0.8479012263835559,Th2_vs_Th1,-0.9409660831468398
MACROD1,53.90056162683905,0.23659370264719137,0.25148071602045663,0.9408025648692113,0.34680604626471234,0.8479012263835559,Th2_vs_Th1,0.9408025648692113
PIGB,220.0017020256246,0.13153085588669733,0.13984357600606337,0.94055701122084,0.3469319207001065,0.8479012263835559,Th2_vs_Th1,0.9405570112208399
ZNF613,17.221723703209445,-0.3835160308940589,0.407858804411676,-0.9403156846087194,0.3470556566226599,0.8479012263835559,Th2_vs_Th1,-0.9403156846087194
NCKAP5L,110.13611059166573,-0.17570888799805004,0.18687497935743744,-0.9402483339514921,0.34709019448495315,0.8479012263835559,Th2_vs_Th1,-0.9402483339514922
AGL,321.58789875480915,-0.14616592855865915,0.15545605114217884,-0.9402395563552362,0.34709469585544594,0.8479012263835559,Th2_vs_Th1,-0.9402395563552363
FAM171A1,64.24724292223823,-0.34158633523175114,0.3633042209959692,-0.940221212666673,0.3471041030768348,0.8479012263835559,Th2_vs_Th1,-0.940221212666673
LMAN2L,39.71184888383789,-0.3922732973370438,0.4172375025793053,-0.940167877796372,0.3471314558002462,0.8479012263835559,Th2_vs_Th1,-0.9401678777963721
DNAJC16,216.34117760181636,-0.1455176227892367,0.154817215623421,-0.9399317911981784,0.3472525489982592,0.8480308576613708,Th2_vs_Th1,-0.9399317911981784
SAP30BP,1226.4318440192637,-0.07786718407195242,0.08288217855815548,-0.9394924871251519,0.34747794773943375,0.8481233259828566,Th2_vs_Th1,-0.9394924871251518
FLT3LG,1702.0219489555502,0.10211082781273452,0.10868860940337169,0.9394804880958104,0.34748410552345144,0.8481233259828566,Th2_vs_Th1,0.9394804880958104
PRCC,768.9494874160025,0.08761132732370083,0.09326428478884034,0.9393877572970364,0.3475316963998527,0.8481233259828566,Th2_vs_Th1,0.9393877572970364
IFNAR1,531.7497823048809,0.1471487078471492,0.15665322217061026,0.9393276806454084,0.347562530877229,0.8481233259828566,Th2_vs_Th1,0.9393276806454084
HPRT1,220.89585561640789,0.13414472803103974,0.14285802601366063,0.939007291184412,0.3477270008775877,0.8482250267689582,Th2_vs_Th1,0.9390072911844121
SAMD4A,33.4837797265361,-0.36293940162772564,0.38652458235620624,-0.9389814210917499,0.3477402832931856,0.8482250267689582,Th2_vs_Th1,-0.9389814210917499
ZHX1-C8orf76,13.129685283383207,-0.4991187444954721,0.5318651050998244,-0.9384310790642936,0.34802292043398175,0.8485083397078876,Th2_vs_Th1,-0.9384310790642935
TOB1,2563.092431385737,-0.19167481679815854,0.20426125069691053,-0.9383807067869756,0.34804879723381477,0.8485083397078876,Th2_vs_Th1,-0.9383807067869757
CCT8,1337.80229230427,0.08593498889923241,0.09158446037974308,0.9383140823553925,0.3480830248251072,0.8485083397078876,Th2_vs_Th1,0.9383140823553924
MPP7,386.44990540609444,-0.11929102675881768,0.12714994822124095,-0.9381917053654734,0.34814590027365844,0.8485083397078876,Th2_vs_Th1,-0.9381917053654734
SFT2D2,203.74475554634975,-0.1388032505689007,0.14797646376100648,-0.9380089714339893,0.34823979964519436,0.8485083397078876,Th2_vs_Th1,-0.9380089714339894
DAGLB,316.21141515062277,-0.14572377648334778,0.1553624077278327,-0.9379603381187933,0.3482647929963312,0.8485083397078876,Th2_vs_Th1,-0.9379603381187933
SNRNP25,45.443913837908795,0.23816273087837042,0.2539692119961847,0.9377622153741544,0.3483666228705513,0.8485527097638879,Th2_vs_Th1,0.9377622153741543
IWS1,590.5622092827066,-0.09031180793205139,0.09631615036248901,-0.9376600662729969,0.34841913221154586,0.8485527097638879,Th2_vs_Th1,-0.9376600662729969
EML4,5760.870580514917,-0.11207476448147752,0.1195434039956228,-0.9375236168244067,0.34848928135684876,0.8485577872413738,Th2_vs_Th1,-0.9375236168244067
TXNL4A,325.54319734012824,-0.1021365295386492,0.1089934040706036,-0.9370890872670363,0.34871273433786787,0.8486328946138743,Th2_vs_Th1,-0.9370890872670363
BTG3,888.6057878290374,-0.09472945912028308,0.10109089248287124,-0.9370721416504851,0.34872145031504154,0.8486328946138743,Th2_vs_Th1,-0.937072141650485
ATP6V1E2,54.45964955798628,0.20230080248110258,0.21589114664468467,0.9370500162938632,0.3487328306996358,0.8486328946138743,Th2_vs_Th1,0.9370500162938632
CLYBL,83.1177754551874,0.18219295099870597,0.19445650707927276,0.9369341953901938,0.34879240811754963,0.8486328946138743,Th2_vs_Th1,0.936934195390194
ST7L,120.01339927720365,-0.16931821882884593,0.18079687812970338,-0.9365107438822993,0.3490102834779968,0.8489973081210118,Th2_vs_Th1,-0.9365107438822994
ARHGAP25,1436.1734433865458,-0.20028142277818425,0.21392836266731932,-0.9362078982002145,0.3491661574226572,0.8492107851323191,Th2_vs_Th1,-0.9362078982002144
INPP5K,1924.0712942188188,0.16366648419299248,0.17486963047583737,0.9359342942947839,0.34930701870011094,0.8493677841924965,Th2_vs_Th1,0.9359342942947839
CEP55,30.156250364565068,0.6322486541657392,0.6756107932250833,0.9358178710373298,0.34936696858419203,0.8493677841924965,Th2_vs_Th1,0.9358178710373298
TEX14,23.685981141000227,0.41322222924125274,0.4418857162257247,0.9351337100703431,0.3497193958945902,0.8499629353306707,Th2_vs_Th1,0.9351337100703431
RGPD5,42.450027950928735,-0.314604511227432,0.336491265326119,-0.9349559517466971,0.34981100027803147,0.8499629353306707,Th2_vs_Th1,-0.9349559517466972
SURF6,346.1033062260343,0.11059544427142505,0.11831365511811222,0.9347648347185108,0.34990950580157376,0.8499629353306707,Th2_vs_Th1,0.9347648347185108
TOX2,74.73326143757068,0.4351672572599853,0.4657210170937913,0.9343947154790894,0.3501003226751521,0.8499629353306707,Th2_vs_Th1,0.9343947154790895
CES4A,160.53567177604558,-0.15611271704717217,0.16707419143000143,-0.934391576047688,0.3501019415074298,0.8499629353306707,Th2_vs_Th1,-0.934391576047688
TBL1X,529.6803518721091,0.14157526097183032,0.15152169994535805,0.9343563398700343,0.3501201111939516,0.8499629353306707,Th2_vs_Th1,0.9343563398700343
OGFR,1013.180801980395,0.11665451045543138,0.12487300801018968,0.9341851558978409,0.3502083914578735,0.8499629353306707,Th2_vs_Th1,0.9341851558978409
KCNJ1,5.220838826396888,-0.7207625235229628,0.7716617748281557,-0.9340394289758258,0.3502835545438887,0.8499629353306707,Th2_vs_Th1,-0.9340394289758258
FSD2,23.281201848689964,-0.3861612511500174,0.4136038398505564,-0.933650063039902,0.3504844320404611,0.8499629353306707,Th2_vs_Th1,-0.9336500630399018
NUTM2B,4.662610934229598,-0.6967566205137414,0.7462853234379965,-0.933633020282262,0.3504932262256125,0.8499629353306707,Th2_vs_Th1,-0.933633020282262
PIGH,394.4292661776817,0.10532045326512934,0.11283288430067855,0.9334198440276509,0.3506032385233674,0.8499629353306707,Th2_vs_Th1,0.9334198440276509
PARK7,755.535105813361,0.12004035395221051,0.12861006997318614,0.9333666794306049,0.35063067819572824,0.8499629353306707,Th2_vs_Th1,0.933366679430605
ALG1,87.30801908438366,0.18963864731748314,0.20317928666555662,0.9333562019520125,0.35063608606364893,0.8499629353306707,Th2_vs_Th1,0.9333562019520126
MYH3,77.39765544727392,0.19020715777184438,0.2038022155991246,0.9332928850291724,0.3506687677193403,0.8499629353306707,Th2_vs_Th1,0.9332928850291723
TUBGCP6,3148.630028355387,0.09015634955698391,0.09660394492433283,0.933257431956851,0.35068706801657723,0.8499629353306707,Th2_vs_Th1,0.9332574319568508
GAN,102.84478345765511,-0.23367022895332706,0.2503893951704594,-0.933227338938415,0.3507026020166014,0.8499629353306707,Th2_vs_Th1,-0.9332273389384151
PSMA8,4.247002359290092,-0.914564194417286,0.9802353551574874,-0.9330047009683194,0.3508175411706931,0.8500762460204141,Th2_vs_Th1,-0.9330047009683194
TOPBP1,935.9648841760018,0.0728753212495073,0.07812751712710761,0.9327740587345764,0.35093663778966433,0.8501995847889127,Th2_vs_Th1,0.9327740587345764
TTN,940.5730220133,0.1907240959620856,0.20458626459362886,0.9322429164094774,0.35121100094784685,0.8504294614502612,Th2_vs_Th1,0.9322429164094774
ZP3,15.321468367314306,-0.4503002541104874,0.4831418538740508,-0.9320249332567144,0.35132364012632955,0.8504294614502612,Th2_vs_Th1,-0.9320249332567143
WDR13,375.80313621425694,0.10955151783666789,0.11754554042285151,0.9319921235852386,0.3513405959615066,0.8504294614502612,Th2_vs_Th1,0.9319921235852386
SLC19A1,68.6997877317976,0.20453896756557446,0.21950764815449197,0.9318079314558444,0.35143579493992516,0.8504294614502612,Th2_vs_Th1,0.9318079314558444
FIBP,234.15793536774842,-0.1313680913728149,0.14098220832598793,-0.9318061685419011,0.3514367061740181,0.8504294614502612,Th2_vs_Th1,-0.931806168541901
HYAL2,17.031578296762074,-0.35955891508430865,0.3859044670099017,-0.9317303784283039,0.3514758828060047,0.8504294614502612,Th2_vs_Th1,-0.9317303784283039
NDUFA3,227.21941197677185,0.1342865546088362,0.1441358986927523,0.9316662665356429,0.3515090250142934,0.8504294614502612,Th2_vs_Th1,0.931666266535643
ATRX,1475.679441597178,-0.11386038771788547,0.12226729560338721,-0.9312415650970786,0.351728621536437,0.8507956392500505,Th2_vs_Th1,-0.9312415650970786
SPAG16,32.35743778289676,0.27960995302258546,0.30033645439109896,0.9309890588855277,0.3518592238110728,0.8509177997452498,Th2_vs_Th1,0.9309890588855277
ANKRD52,1222.847995611679,-0.07786121593568858,0.08364259017190005,-0.9308800190868104,0.35191563130556736,0.8509177997452498,Th2_vs_Th1,-0.9308800190868104
POLR3E,2318.2397550892815,0.11532275688535559,0.12393467791234193,0.9305124185413425,0.35210583732453715,0.8512126185621495,Th2_vs_Th1,0.9305124185413425
TFDP1,391.2383373761471,0.14866420370383943,0.15984312391711203,0.9300631773246029,0.3523383746908093,0.8516096388659015,Th2_vs_Th1,0.9300631773246029
ZNF605,69.50113842976542,-0.22684458429728707,0.2440325830843107,-0.9295667874765503,0.3525954302633778,0.8516805427988184,Th2_vs_Th1,-0.9295667874765504
AFAP1L2,26.729610622520397,0.37279812441452254,0.4010905623557727,0.9294612224853239,0.3526501124116078,0.8516805427988184,Th2_vs_Th1,0.929461222485324
UBE2D3,5838.010516239876,0.06910564665240622,0.07435556875520358,0.9293943656045269,0.3526847467234462,0.8516805427988184,Th2_vs_Th1,0.929394365604527
CYP27B1,24.908499913690108,-0.34643482597141506,0.3728571295404044,-0.9291355817667795,0.3528188265122051,0.8516805427988184,Th2_vs_Th1,-0.9291355817667794
RGL2,620.4605316855361,-0.08194669662605363,0.08820202613110138,-0.9290795259538599,0.3528478741184211,0.8516805427988184,Th2_vs_Th1,-0.9290795259538598
CLEC18B,5.994208077707624,0.605969569318437,0.6522315285174045,0.9290712620039603,0.3528521565491376,0.8516805427988184,Th2_vs_Th1,0.9290712620039603
C16orf87,148.25741444558875,0.2161380070143188,0.23265283093356487,0.9290151602584111,0.35288122969513813,0.8516805427988184,Th2_vs_Th1,0.9290151602584111
CKAP5,646.5813178898702,-0.12254287076289842,0.13191525332591728,-0.9289514872107859,0.35291422829058283,0.8516805427988184,Th2_vs_Th1,-0.9289514872107859
OPA3,288.03715049310495,0.18270865443482442,0.1968149419738037,0.9283271513965803,0.3532378941028421,0.8518282726068116,Th2_vs_Th1,0.9283271513965803
MSH2,128.6371336009243,0.2234536974548616,0.24070763859812266,0.9283199268467435,0.3532416405249367,0.8518282726068116,Th2_vs_Th1,0.9283199268467435
TOP1MT,185.197188394213,0.1391046083598436,0.14985269504686494,0.9282756530761093,0.35326460004505844,0.8518282726068116,Th2_vs_Th1,0.9282756530761093
RNF167,775.7906234346981,-0.1114642274980531,0.12008004009425821,-0.9282494193919153,0.35327820477089744,0.8518282726068116,Th2_vs_Th1,-0.9282494193919153
ZNF599,50.595030444430435,0.28697033900671975,0.309194718674172,0.9281217358344592,0.3533444258885343,0.8518282726068116,Th2_vs_Th1,0.9281217358344591
IRF6,8.74662515128524,-0.5283000527643903,0.569434427493032,-0.927762754159881,0.35353064827450575,0.8518282726068116,Th2_vs_Th1,-0.9277627541598809
GYS2,6.06259882793721,-0.6154747868788828,0.6634306016964959,-0.927715401286913,0.3535552172930908,0.8518282726068116,Th2_vs_Th1,-0.9277154012869129
ZNF674,34.28761184855991,0.2813005870578981,0.3032270212209872,0.9276897089355719,0.35356854821065564,0.8518282726068116,Th2_vs_Th1,0.9276897089355719
CTPS1,352.33144365951244,-0.12280599058194416,0.13241666786243095,-0.9274209400098226,0.3537080226292665,0.8518282726068116,Th2_vs_Th1,-0.9274209400098224
N4BP2L2,1325.4999741785489,-0.11731685336640316,0.12651844282648414,-0.9272707657910344,0.353785968885027,0.8518282726068116,Th2_vs_Th1,-0.9272707657910344
PROSC,292.3727934391706,0.13353134591539625,0.1440072051959472,0.9272546171124098,0.35379435132321413,0.8518282726068116,Th2_vs_Th1,0.9272546171124098
TRAPPC4,581.7031936048719,0.10974698836947876,0.11837281819795917,0.9271299783193881,0.353859052912631,0.8518282726068116,Th2_vs_Th1,0.9271299783193881
PPP2R5C,3113.779371025556,0.06618156603955745,0.07138776507931903,0.9270715502302534,0.3538893862541075,0.8518282726068116,Th2_vs_Th1,0.9270715502302536
DOLPP1,69.0998124971562,-0.24934642252877484,0.26898518100517593,-0.9269894408197037,0.35393201669233043,0.8518282726068116,Th2_vs_Th1,-0.9269894408197038
RASA1,520.5673339291583,0.11430878937486069,0.12338258180548185,0.9264580761899893,0.35420797468507936,0.8522352096502905,Th2_vs_Th1,0.9264580761899893
OXSR1,985.021998153629,0.16982293704305737,0.18331478992285788,0.9264006309284802,0.3542378163477826,0.8522352096502905,Th2_vs_Th1,0.9264006309284804
SNRPB2,595.67059703417,0.09831412116362435,0.10617087237144317,0.9259989954652379,0.35444650229329144,0.8524473599596079,Th2_vs_Th1,0.9259989954652379
ZFAND3,681.3663261705336,0.08892383473082933,0.0960334057542327,0.9259677300043061,0.3544627507845197,0.8524473599596079,Th2_vs_Th1,0.9259677300043062
DHX40,1118.3662838395078,0.09016792693942591,0.09742646277003425,0.9254972866279522,0.35470729445675897,0.8528709431036477,Th2_vs_Th1,0.9254972866279523
ELAC1,42.616379550273976,0.3025000829076968,0.32699912609038206,0.9250791784198416,0.3549247228912986,0.8532291786127689,Th2_vs_Th1,0.9250791784198416
TMEM30B,184.75038409662002,0.18774600310544803,0.2030924066962299,0.9244363497364239,0.3552591765862122,0.8538685472335276,Th2_vs_Th1,0.9244363497364239
DHX33,183.5677121510189,-0.1641079960369869,0.17767211343140324,-0.9236564639635849,0.35566520584643824,0.8546796687138677,Th2_vs_Th1,-0.923656463963585
PDK1,503.58146590485467,0.1184377656038513,0.12827077533639775,0.9233417767472069,0.3558291232256734,0.8547646095274387,Th2_vs_Th1,0.923341776747207
GLA,250.20664115879035,0.20802095907669937,0.22529540369464615,0.9233253571326308,0.35583767734398064,0.8547646095274387,Th2_vs_Th1,0.9233253571326308
CAPS2,10.661202548013065,-0.556458220751115,0.6029923765548456,-0.922827953365513,0.35609687100158427,0.8552224409124929,Th2_vs_Th1,-0.922827953365513
ZNF486,38.067181092858284,-0.25081005299203096,0.2718442131701202,-0.9226242121073733,0.3562030735156626,0.8553127344991845,Th2_vs_Th1,-0.9226242121073732
SLC29A2,110.54867155879542,-0.16689272197829827,0.1809546802342058,-0.9222901654839354,0.3563772424279227,0.8553492881793228,Th2_vs_Th1,-0.9222901654839354
CENPL,87.81513936988503,0.19369033102066133,0.21002299435329932,0.9222339278471418,0.35640656950532157,0.8553492881793228,Th2_vs_Th1,0.9222339278471419
BCAR3,10.541188759361352,0.5033977839918122,0.5459102594477362,0.9221255238930091,0.3564631048204525,0.8553492881793228,Th2_vs_Th1,0.9221255238930091
CDK6,600.7447398524596,-0.18497260932354934,0.2006060999398951,-0.9220687176460247,0.3564927329253037,0.8553492881793228,Th2_vs_Th1,-0.9220687176460247
