,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000237491,4.866952982100014,-0.6546684120531654,0.2912208517847339,-2.248013519777377,0.024575327836392356,0.2611342546913771
ENSG00000228794,4.848386476730212,0.28404560018330705,0.27309878373944185,1.040083724628775,0.2983010043944768,0.709162160714296
ENSG00000225880,1.1134678616669804,0.5209108297305992,0.5796345017887563,0.8986884461208996,0.3688186328802565,0.7591600705979504
ENSG00000230368,3.6040513302158295,-0.1938342142887246,0.3028773528409054,-0.6399759258016935,0.5221882507331104,0.8431498851198506
ENSG00000188976,24.147654650531848,0.18837510697744245,0.12499441737628421,1.507068162975283,0.13179318634303613,0.5235935405347034
ENSG00000187961,0.7817094516635306,-0.37891953253603716,0.6896560738737995,-0.5494326040045517,0.5827086042258297,0.8661950423897042
ENSG00000187583,1.1576731308257286,-0.28865777864945386,0.5262803775374787,-0.5484866830872813,0.5833577707339066,0.8663448003272232
ENSG00000188290,0.7571445360734642,0.13328909001942496,0.6925923705895769,0.19244954995094898,0.8473900824658229,0.9583310303154865
ENSG00000131591,1.876034903617294,-0.2443928868900481,0.41754605309114745,-0.5853076207541082,0.5583408915912185,0.8564244389627756
ENSG00000186891,10.110611940632657,-1.4665972291224556,0.28681035642080616,-5.113473751173316,3.162877244108254e-07,0.00018764647827684472
ENSG00000186827,33.02238331440954,-0.6476855002465521,0.16940360940674712,-3.823327628701374,0.00013166264509056942,0.012429605337571098
ENSG00000078808,34.80464354979192,-0.19540749151241946,0.10554394192688875,-1.8514325686999642,0.06410734725989672,0.393850444312451
ENSG00000176022,2.289343349643284,-0.10205652601965422,0.4553449901017525,-0.2241301172476904,0.822656058365679,0.9518763755692573
ENSG00000160087,29.284163940578672,-0.21828019060902387,0.10760334592344975,-2.028563226689167,0.04250279727348243,0.3303401543548173
ENSG00000131584,8.288803322066418,-0.42449963187525575,0.21023883315989572,-2.0191304598442352,0.04347366170779587,0.3348030036380176
ENSG00000169972,5.137512461864275,-0.40412935824012686,0.2527558814548817,-1.5988920056535505,0.10984460066842075,0.48055325298568835
ENSG00000127054,20.802448095904158,-0.21983302721689157,0.12759079843805016,-1.722953613489834,0.08489691379770783,0.4342021755008247
ENSG00000224051,10.232843034701556,-0.17830210135403668,0.19409094581382855,-0.9186523390177279,0.3582774464846016,0.753158435238004
ENSG00000107404,1.3012232870728342,0.4214068282175997,0.5231960671859849,0.8054472398543445,0.42056164068218416,0.7897317736264514
ENSG00000221978,17.847223421322894,0.04592991433754623,0.14987013590195647,0.3064647540427475,0.7592508117938591,0.9330486810918901
ENSG00000224870,8.60301769971871,0.27207959442602936,0.1976675003645585,1.3764508273956646,0.16868210112160642,0.5803338137492381
ENSG00000215915,1.6341392030253845,0.15645660155628677,0.4553748892348435,0.34357757806799005,0.7311639893917803,0.9223544495550077
ENSG00000160072,4.762107884845094,0.00956451547637933,0.2734691889340788,0.03497474619959803,0.9720998781629613,0.9957846138035744
ENSG00000197785,5.087798107699572,-0.5084778306242398,0.25312090666490455,-2.008833791423602,0.044554763322897324,0.3372078791815879
ENSG00000215014,8.018744375802981,0.49524118459607386,0.23963115651185,2.0666811102736706,0.038764212265001506,0.31966256585169966
ENSG00000228594,0.6610088307969861,-0.9905222233381236,0.6997220583469764,-1.415593822607413,0.15689446100030732,0.5643640730693104
ENSG00000272106,6.196557846478104,0.05417975200407632,0.2412327063286564,0.2245953827266756,0.8222940571817942,0.9518763755692573
ENSG00000197530,29.40472107738601,0.16882265411630365,0.12226961619411578,1.3807408526438822,0.1673586554257317,0.5789502732825602
ENSG00000189409,1.3139037791420902,-0.5665597469564481,0.5057481008630584,-1.1202409776519469,0.2626110861375549,0.6811896422571961
ENSG00000248333,19.336105796859652,0.10606559445611163,0.15514912367098668,0.6836364392301508,0.4942047687262109,0.8295963003668099
ENSG00000189339,17.71400509633791,-0.058350276291300324,0.15206510776236012,-0.38371903423425224,0.7011867033567185,0.9131608066986939
ENSG00000008128,33.998698218347556,-0.11413553052613103,0.14174990909331991,-0.8051894442555927,0.42071036685493113,0.7898415907674211
ENSG00000008130,5.564551510084881,-0.6484306299359388,0.24170991694989125,-2.6826811167634657,0.007303459294456974,0.14639054952353756
ENSG00000078369,22.188089524868,-0.3688323328770631,0.13493758245189968,-2.733355127423735,0.00626926962974673,0.13635342235451187
ENSG00000067606,5.60110466562625,-0.12217172555765235,0.2589607061098367,-0.47177707920611683,0.6370859129076708,0.8885734752469444
ENSG00000271806,1.1876883973839407,0.3197984005608155,0.5523405413198792,0.5789877378847144,0.5625974470758905,0.8579149132262509
ENSG00000157933,7.877950283772612,0.31464972977807276,0.20668066261740686,1.5223955922791428,0.12790998859709762,0.5161289043255338
ENSG00000116151,0.8148809302101814,-0.4053582226670664,0.630058967064949,-0.6433655322062585,0.5199869432082252,0.8427592300076852
ENSG00000157911,3.843487108811831,0.28223393365753696,0.2946538790580189,0.9578490348058973,0.3381388890051087,0.7395633549557871
ENSG00000149527,1.4642473319797131,-0.7252361904249031,0.49689921304519347,-1.4595237251038715,0.14442101554337564,0.5436277846273205
ENSG00000157881,2.980186017459291,1.2422144329238523,0.35802146969250603,3.469664637684307,0.0005211085826033769,0.030289377064526515
ENSG00000272449,16.829082861179966,0.07532352844773112,0.16763400128988293,0.4493332371007304,0.6531912846791454,0.8934840180720628
ENSG00000238164,3.059956859906192,0.09988511405008031,0.3529835119070829,0.2829738803107989,0.7771968595151648,0.9382652909699966
