ensembl_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000238009,0.02114784479008666,-5.270032482712348,0.5390827133008264,-9.77592557261522,1.4284563511234183e-22,3.4594700229975945e-22
ENSG00000239945,0.0,,,,,
ENSG00000241860,0.01510542772311185,-5.147133950525238,0.4364565935874089,-11.793003075561108,4.2414236446637667e-32,1.2124954103713592e-31
ENSG00000237491,0.3863796342574811,-1.8521503629714493,0.12938311994093396,-14.31523960634891,1.7575733737790266e-46,6.195602386746928e-46
ENSG00000177757,0.002842374244206153,-5.532032947967846,2.490063656007238,-2.2216431835474992,0.026307429054979226,0.034430817372528184
ENSG00000225880,0.0966981433853429,-3.2439403726097633,0.15485195324768541,-20.948656472037435,1.9299967075153996e-97,1.6229435084309515e-96
ENSG00000230699,0.0022944687669884957,-5.512858300912017,2.2149104172086083,-2.4889757428021504,0.012811170633315156,0.01719074513316857
ENSG00000187634,0.0009367056411290728,-5.525284537618924,2.955426689689247,-1.8695386885742338,0.06154790625557619,0.07803473349612772
ENSG00000187642,0.0005422672396453282,-5.525359075041008,3.6377008109793105,-1.5189152055508155,0.12878384108567054,0.14446712076572762
ENSG00000272512,0.0007635832016663539,-5.5225752868641305,3.7505790241583776,-1.4724593859486497,0.14089686670538884,0.14495869980921117
ENSG00000188290,0.30458691181536096,-2.597926133255234,0.1521647199728954,-17.073117432989683,2.352934819689507e-65,1.1031468450483331e-64
ENSG00000187608,5.724932932456843,0.10978952300253628,0.0661573417779682,1.6595213781563776,0.0970107764561708,0.12014577284036035
ENSG00000273443,0.00015853466989033664,-5.563596260802917,3.750629536552665,-1.4833766455955053,0.13797436882692785,
ENSG00000237330,7.030508109789717e-05,-5.570936202280761,3.750642077460791,-1.4853286683255897,0.13745678119663574,
ENSG00000223823,0.00019464572987627982,-5.559488598950404,3.7506261620796337,-1.4822827865808408,0.13826506650696352,0.14446712076572762
ENSG00000272141,0.0006738324259866664,-5.5494586276951,3.7506138319589772,-1.4796134383145947,0.13897643813175625,0.14446712076572762
ENSG00000186891,4.358906839292183,0.059192750023972805,0.09559901578459253,0.6191773998735327,0.5357994985403904,0.5428574978398096
ENSG00000186827,1.007077985863459,-0.4859809878090863,0.1329948837480156,-3.654132956947959,0.0002580525276521188,0.00038578161054158915
ENSG00000176022,0.31762348736627866,-2.105291319029911,0.13778079828781759,-15.280005234343735,1.0393237364614517e-52,4.045744492455965e-52
ENSG00000184163,0.03297539789091812,-4.5364116896362185,0.21202500253610806,-21.395645020042686,1.4668687807964782e-101,1.4072476626092666e-100
ENSG00000230415,0.018550221775220508,-5.416117155395607,0.8528993373339439,-6.350241955077265,2.1497653453276598e-10,4.0117562039350304e-10
ENSG00000162572,0.019734211168695344,-4.932468398469099,0.2946855228229351,-16.738075054446515,6.918971483984299e-63,3.1177304838438338e-62
ENSG00000240731,7.682516519519557e-05,-5.566167893921866,3.7506359570898717,-1.4840597588257196,0.1377930676791826,
ENSG00000169962,0.004959777764207178,-5.364700611356601,0.815704213784792,-6.576771972851393,4.8077120264870317e-11,9.145928933969573e-11
ENSG00000107404,0.0993432608104995,-3.519174660626474,0.15254396560734013,-23.069904119872557,9.28697126825683e-118,1.958826422113178e-116
ENSG00000272455,0.010573257588918809,-5.283627707166421,0.5964538927953621,-8.858400910762745,8.11703419203968e-19,1.825105319087148e-18
ENSG00000215915,0.12841454693673038,-2.985102725565937,0.15304642148149483,-19.50455748438961,1.004224304119733e-84,6.4504602169591495e-84
ENSG00000205090,0.005869629535207919,-5.306191808540521,0.6584225710164078,-8.058945792744234,7.695521210190304e-16,1.644537490714201e-15
ENSG00000215014,0.34476168024180315,-1.8458827495155934,0.13098719173620973,-14.092085837162985,4.2482585762934145e-45,1.4725315857688364e-44
ENSG00000228594,0.07830271496334837,-4.650030917247619,0.2120667674475531,-21.927202329792824,1.4295080514917134e-106,1.6372363074979547e-105
ENSG00000197530,5.0467929772835625,0.6461852903906812,0.07155865004279513,9.03014925525055,1.7143780807505213e-19,3.9099389663742713e-19
ENSG00000272004,0.02518312610194415,-4.853651539295477,0.30701234106758113,-15.809304350495362,2.6841426887306605e-56,1.0985284893970161e-55
ENSG00000189339,1.0054688605996602,-0.49421016694733355,0.1138782958367098,-4.339809999053569,1.4260596302068884e-05,2.259911904210632e-05
ENSG00000169885,0.0016757848806446668,-5.456814711257783,1.3704214998203772,-3.981851358850554,6.838054110165126e-05,0.00010491679926206922
ENSG00000142609,0.012443188868021432,-5.296788610888256,0.5769523663420612,-9.180634173442174,4.285600028423114e-20,9.946962396875918e-20
ENSG00000187730,0.011627145488687289,-5.11084049765933,0.4098182051287316,-12.470994293808689,1.0747654880043543e-35,3.2384524430850554e-35
ENSG00000226969,0.00011966883897246877,-5.566354332136748,3.7506368452318877,-1.4841091158193966,0.13777997524119584,
ENSG00000271806,0.06884250458880947,-3.887199718884224,0.16250647454309433,-23.920275975548257,1.8844997350002683e-126,9.340837019817997e-125
ENSG00000116151,0.11308435554382328,-3.8344693061031685,0.15797724563050014,-24.272288650175454,3.846820751218248e-130,2.745706779389537e-128
ENSG00000272420,0.02449791999758066,-5.015503416793399,0.33952188665605115,-14.772253612840867,2.2119134270620927e-49,8.164953080781131e-49
ENSG00000224387,0.0011881598232312202,-5.486617439932983,1.756801919483535,-3.123071177851365,0.001789744595234295,0.0025492708924911506
ENSG00000272449,1.3798278436311004,0.3053163322554077,0.11093100441767818,2.75230837274157,0.005917676815593131,0.008146507105187767
