ensembl_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000238009,0.02114784479008666,-1.2787687748343217,0.5474515254087715,-2.3358575426006705,0.01949866740664584,0.039195693586502725
ENSG00000239945,0.0,,,,,
ENSG00000241860,0.01510542772311185,-1.2517895570938185,0.44519820774061125,-2.81175785375838,0.004927158058905212,0.010598807233177335
ENSG00000237491,0.3863796342574811,-0.9157097666297755,0.15438711931712246,-5.931257547132805,3.0062322833081224e-09,1.1507777977173284e-08
ENSG00000177757,0.002842374244206153,-1.30310668400628,2.508783945673241,-0.5194176590031497,0.603469519485934,0.736444832681273
ENSG00000225880,0.0966981433853429,-1.0762550263936717,0.17845156557815778,-6.031076403878878,1.6287115655553826e-09,6.54132937710861e-09
ENSG00000230699,0.0022944687669884957,-1.295049339266795,2.231836476689854,-0.5802617498158047,0.5617381176207839,0.736444832681273
ENSG00000187634,0.0009367056411290728,-1.3009016487594476,2.9772825615077165,-0.4369426219662073,0.6621529604397074,0.736444832681273
ENSG00000187642,0.0005422672396453282,-1.297696336349371,3.66419298712333,-0.3541561104750002,0.7232218934135579,0.736444832681273
ENSG00000272512,0.0007635832016663539,-1.2983949592045445,3.7778542651940565,-0.34368582482570964,0.7310825726692454,0.736444832681273
ENSG00000188290,0.30458691181536096,-1.61922612696251,0.18376881289393068,-8.811212857412913,1.2379903950808416e-18,2.805354381513467e-17
ENSG00000187608,5.724932932456843,-0.23144818611764117,0.07393945527554226,-3.130239264748813,0.0017466397643299627,0.0039157705630996215
ENSG00000273443,0.00015853466989033664,-1.3016209620714743,3.7778582064631268,-0.34453939002916323,0.7304406782642316,0.736444832681273
ENSG00000237330,7.030508109789717e-05,-1.3017633802923054,3.777861666427931,-0.3445767725855239,0.7304125703073372,0.736444832681273
ENSG00000223823,0.00019464572987627982,-1.3014572235652502,3.7778606199217295,-0.3444958283273601,0.7304734327794256,0.736444832681273
ENSG00000272141,0.0006738324259866664,-1.2951731922685348,3.7778478603725536,-0.34283360265884577,0.7317236449782945,0.736444832681273
ENSG00000186891,4.358906839292183,1.4286040361832177,0.0994589676534229,14.363752911264529,8.736518490802063e-47,4.615871801557453e-45
ENSG00000186827,1.007077985863459,0.1704228150052258,0.14560068955125108,1.1704808234801485,0.24180752687454343,0.39777861563777706
ENSG00000176022,0.31762348736627866,-1.0601947033795627,0.16387771651233035,-6.469425654340213,9.837611735653838e-11,5.217155338070849e-10
ENSG00000184163,0.03297539789091812,-1.2262201001829764,0.22644004510076046,-5.415208690836188,6.121726320078228e-08,1.9791445040043485e-07
ENSG00000230415,0.018550221775220508,-1.2820592713793115,0.8619318728890021,-1.4874252962500816,0.13690251992502103,0.24046167055274806
ENSG00000162572,0.019734211168695344,-1.271540449088119,0.30532046062996215,-4.164609363108429,3.118861017965598e-05,8.081391780094443e-05
ENSG00000240731,7.682516519519557e-05,-1.3007424261831617,3.777859591902048,-0.3443067150963845,0.7306156347634213,0.736444832681273
ENSG00000169962,0.004959777764207178,-1.281841900760435,0.8247987993880669,-1.5541267782051291,0.1201541788745204,0.21397319525599523
ENSG00000107404,0.0993432608104995,-1.1696992152434875,0.1761032926657076,-6.6421200736087185,3.092029007189059e-11,1.972191516528593e-10
ENSG00000272455,0.010573257588918809,-1.2930598880964626,0.6051882631069716,-2.136624199316146,0.03262856973639286,0.06340878619110178
ENSG00000215915,0.12841454693673038,-1.1348832934417665,0.17886314981966317,-6.344981034863807,2.224528486673293e-10,1.0648421244346964e-09
ENSG00000205090,0.005869629535207919,-1.28857552440922,0.6672564587099807,-1.9311548169956225,0.05346390969809842,0.10152285754703294
ENSG00000215014,0.34476168024180315,-1.0182214110898513,0.1571193110365694,-6.4805618378307495,9.13816915231639e-11,4.893501963408451e-10
ENSG00000228594,0.07830271496334837,-1.3348248329301773,0.22659441725075918,-5.890810767208807,3.843054272090564e-09,1.4464524269811342e-08
ENSG00000197530,5.0467929772835625,0.24179609128742907,0.07882409737130867,3.0675402491248938,0.0021582839298307,0.0047983450105146975
ENSG00000272004,0.02518312610194415,-1.2785253592441888,0.31855709037307434,-4.013488940857851,5.9827806838584674e-05,0.00015171938695205764
ENSG00000189339,1.0054688605996602,-0.4807293493271813,0.13210844212353148,-3.638899540406832,0.0002738055764113161,0.0006570801785144044
ENSG00000169885,0.0016757848806446668,-1.298081318964591,1.382205381455819,-0.9391377984633342,0.34765999977823925,0.5407557931059515
ENSG00000142609,0.012443188868021432,-1.280892989019293,0.5853318891566335,-2.188319161740612,0.028646362072921053,0.05627879444829191
ENSG00000187730,0.011627145488687289,-1.2560973544301441,0.4188715984851743,-2.998764678657493,0.0027107658886668497,0.005976872791793902
ENSG00000226969,0.00011966883897246877,-1.3009253753196852,3.777860585826791,-0.34435505116316395,0.7305792880140214,0.736444832681273
ENSG00000271806,0.06884250458880947,-1.1254002489307997,0.18227947378550569,-6.174037183446643,6.656787446802733e-10,2.875778748334543e-09
ENSG00000116151,0.11308435554382328,-1.099968260574404,0.17763772792247384,-6.192199559400251,5.933036711527499e-10,2.594882811416188e-09
ENSG00000272420,0.02449791999758066,-1.2611090134791598,0.34927441282135513,-3.6106538789721894,0.00030542603002057546,0.0007297724731809639
ENSG00000224387,0.0011881598232312202,-1.2963243329187533,1.770842430225835,-0.7320382157058624,0.46414524269219715,0.6843389043126262
ENSG00000272449,1.3798278436311004,-0.5000951610830274,0.12913076934844456,-3.872780775692415,0.00010760060566288093,0.0002672433343261095
