ensembl_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000230699,0.01733372560045922,-0.00601203442650019,0.04757516097994689,-0.12636918725370755,0.8994396916004258,
ENSG00000241180,0.00013144367133946996,-0.0068674812466881716,0.2387341407602609,-0.028766230187347027,0.9770510341342291,
ENSG00000188290,0.36840005941452225,-0.0003399646978060639,0.0075520396150155844,-0.045016275752859956,0.9640943359303957,
ENSG00000187608,24.96382793435418,0.0028980073025256015,0.0020448623317661104,1.4172138913736287,0.15642040157202902,0.500676528809801
ENSG00000285812,0.018119597606886015,-0.005762495458436106,0.04062376405960612,-0.1418503575882569,0.8871982065953405,
ENSG00000223823,0.0012096095773845973,-0.007032333089411288,0.2387325309913638,-0.0294569536049768,0.9765001500768563,
ENSG00000186891,3.056696484752515,-0.0003933727578183597,0.0038546695433519973,-0.10205096789601453,0.918716219690536,0.9797533421223767
ENSG00000186827,7.624657055498616,-0.0027046707033843848,0.0025386037155687036,-1.0654166646007917,0.28668741885235316,0.6461222591324521
ENSG00000184163,0.12876113072562448,-0.011069129340359597,0.010729425121781365,-1.0316609897289477,0.30223095822759016,
ENSG00000230415,0.03668303065695787,-0.006726090839258748,0.019224656123283328,-0.349867940218325,0.7264378082555271,
ENSG00000240731,0.0025506163568321336,-0.0068991091191217616,0.23873589840927456,-0.028898498990270582,0.9769455427554598,
ENSG00000169962,0.030627795904501015,-0.005616466637470864,0.02511882009042345,-0.22359595782176658,0.8230717092348541,
ENSG00000272455,0.08481223148998872,-0.008936168679226229,0.013080635754117323,-0.6831601190648121,0.49450567001981094,
ENSG00000179403,0.0011405562105014854,-0.007057130204682867,0.23873231429462102,-0.029560850300196978,0.9764172885925805,
ENSG00000178821,0.06500273466289183,-0.005934224616128303,0.015036301409741644,-0.39465986045502305,0.6930939297241485,
ENSG00000142609,0.04717037157183157,-0.005083623033563515,0.016596736565115632,-0.30630256819576723,0.7593742839968505,
ENSG00000187730,0.09578622812576983,-0.0034654923690183377,0.011866163203190342,-0.2920482644370342,0.7702497220128868,
ENSG00000271806,0.478158987114352,-0.0006168004836466605,0.006599713430633775,-0.0934586766727883,0.9255391771971935,
ENSG00000234396,0.0028444721136913174,-0.0074462813890876,0.11894523966637398,-0.06260260107906342,0.9500829581209346,
ENSG00000272420,0.12310415993357492,-0.007479476877919143,0.01127923800358635,-0.6631189868979595,0.507254351286412,
ENSG00000149527,0.554247812446066,-0.006468568879142993,0.006623927102693905,-0.9765459037905581,0.3287940117042055,
ENSG00000224387,0.017293839903897906,-0.008167118235709661,0.09135556937880064,-0.08939923741096914,0.9287646295040384,
ENSG00000238164,1.4829143027396572,0.0034980840517978445,0.004346230487820855,0.8048547037715295,0.420903529766271,
ENSG00000237058,0.00016414023834750117,-0.007169765028930389,0.23873445306089364,-0.030032385091487437,0.976041225245016,
ENSG00000169717,0.0,,,,,
ENSG00000142611,0.003620060996148024,-0.006564208299231668,0.16282522580783707,-0.04031444308868093,0.967842439220465,
ENSG00000238260,0.11520040347959876,-0.002509820768803719,0.010961473760297876,-0.22896745672048344,0.8188942100127234,
ENSG00000227589,0.003646263087039279,-0.007195693097990508,0.23873420459240668,-0.030141022775834685,0.9759545841370602,
ENSG00000162592,0.00408977032243312,-0.006766052434347073,0.15256213001398194,-0.044349488524622595,0.9646258243161776,
ENSG00000236423,0.01897611427089709,-0.007690536571641266,0.03276078550109059,-0.2347482349403756,0.8144041475498028,
ENSG00000284668,0.00027496626558027833,-0.006853112185967201,0.2387331275653292,-0.02870616347156031,0.977098940655422,
ENSG00000196581,0.019804046497739567,-0.005780325556344493,0.031214339110913588,-0.18518173765606,0.8530864925989722,
ENSG00000287586,0.02719863181823609,-0.008572585237138114,0.035069575189332486,-0.24444508354768252,0.8068861289308676,
ENSG00000231510,0.0,,,,,
ENSG00000116254,0.01661496323127497,-0.005160991542268673,0.04566142817551601,-0.1130273788728324,0.9100088490943825,
ENSG00000162408,4.498053226092404,0.0021743495680351986,0.002406545765216197,0.903514738619509,0.36625276955954433,0.7118230297792556
ENSG00000173662,0.002698220260709176,-0.0069512933920697515,0.19000961374951858,-0.036583903597811315,0.970816778007078,
ENSG00000228750,0.014892630370116807,-0.004964778475800655,0.03907054836292427,-0.12707214727787,0.898883295979916,
ENSG00000284744,0.01951735047441158,-0.009968622960203857,0.032537749368727845,-0.30637100455954525,0.7593221825952052,
ENSG00000237436,0.08818330039385322,0.0049966113141122915,0.011738793053568258,0.4256494932069242,0.6703632701279962,
ENSG00000049246,0.4987679780211947,-0.006450429241596545,0.0065381501869749845,-0.9865832165261067,0.32384700135761624,
ENSG00000236266,0.10092148906304829,-0.006549655061868988,0.017232710323423422,-0.3800710938062031,0.703892642380626,
ENSG00000049249,0.08420389431721546,-0.006509684934554994,0.015746521681026672,-0.4134046277914604,0.679310184605014,
ENSG00000284747,0.17823075485250578,-0.009639437197367191,0.009908449580552835,-0.972850204161746,0.33062775675574574,
ENSG00000284716,0.06153659516323271,-0.0015064080287925184,0.013973453950835631,-0.10780498752081502,0.9141503864815852,
ENSG00000116285,0.12985260386454672,-0.003291341244320929,0.0126645273019761,-0.2598866239411373,0.7949512294060224,
ENSG00000238290,0.0058033442397965734,-0.007069337140990798,0.08671321476925474,-0.0815254878948084,0.9350240559311384,
ENSG00000131686,0.5984916995118814,0.016696915295763066,0.006605512269199521,2.5277245148144214,0.011480439465390195,
ENSG00000180758,0.4934387387938631,0.0023466291076389345,0.006526608177082824,0.35954802923190027,0.7191851543783809,
