,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000237491,4.866952982100014,-0.6707542911382324,0.25419489839080095,-2.638740176866218,0.008321473141648241,
ENSG00000228794,4.848386476730212,0.33198468474265924,0.23826940492484966,1.3933164639722313,0.16352411414108037,
ENSG00000225880,1.1134678616669804,0.009488168250708596,0.4957758329958204,0.019138020894190273,0.9847310006902884,
ENSG00000230368,3.6040513302158295,-0.4686723474308778,0.26253877638481904,-1.785154764124886,0.07423621707316234,
ENSG00000188976,24.147654650531848,0.10268920826330089,0.10847488796632834,0.9466634184971605,0.34381031676538176,0.6681838282159975
ENSG00000187961,0.7817094516635306,-0.15854959723471496,0.6003350399907974,-0.2641018542531607,0.7917014351185263,
ENSG00000187583,1.1576731308257286,-0.15863385589119894,0.45739979014012416,-0.34681663461761003,0.7287290792813987,
ENSG00000188290,0.7571445360734642,-0.38631893143816276,0.59468302694993,-0.6496215865106392,0.5159366858651265,
ENSG00000131591,1.876034903617294,-0.040110683994767145,0.3640693833416711,-0.11017318629378992,0.9122720270357019,
ENSG00000186891,10.110611940632657,-1.4489406981672122,0.24565002666728075,-5.898394222972023,3.6705615474868167e-09,5.611615529234145e-06
ENSG00000186827,33.02238331440954,-0.4806380229060312,0.14717084452948057,-3.265850817413445,0.0010913572817919399,0.037972619119803194
ENSG00000078808,34.80464354979192,-0.20005875195242345,0.09146835182897041,-2.1871909567857726,0.028728586782628334,0.21840425771436509
ENSG00000176022,2.289343349643284,0.35781842299571154,0.40899737421766863,0.8748672865691318,0.381646120602118,
ENSG00000160087,29.284163940578672,-0.2271666451047801,0.09360866362919906,-2.426769449509807,0.015233933259804478,0.15162316704971313
ENSG00000131584,8.288803322066418,-0.4393051952283468,0.18245344305036282,-2.407765991607431,0.016050465290520698,0.15629920746336323
ENSG00000169972,5.137512461864275,-0.4647304543837387,0.21932279896171247,-2.1189336292615315,0.034096076412047684,0.2327533587176763
ENSG00000127054,20.802448095904158,-0.280449768268015,0.11059700604621607,-2.535780834345743,0.011219692730473827,0.13307363546086773
ENSG00000224051,10.232843034701556,0.08953364933211247,0.16995146479512135,0.5268189329232698,0.5983193338982038,0.8440160329735735
ENSG00000107404,1.3012232870728342,-0.039834608463850785,0.44809161313078344,-0.08889835760488637,0.9291626888271496,
ENSG00000221978,17.847223421322894,0.032000604804201346,0.13055998577424874,0.24510269830707238,0.8063769136939956,0.9304724478520907
ENSG00000224870,8.60301769971871,-0.0050170569113266,0.17131817079840259,-0.029285024979810143,0.9766372701158667,0.9923482874323477
ENSG00000215915,1.6341392030253845,0.24406816185436622,0.3997178771163259,0.6106010659696802,0.5414637168286334,
ENSG00000160072,4.762107884845094,0.05874914072496009,0.23781346939116657,0.24703874374889503,0.8048782399274809,
ENSG00000197785,5.087798107699572,-0.2992610155893035,0.2205683712927438,-1.3567721148564718,0.17485363037145163,0.49207582939338423
ENSG00000215014,8.018744375802981,0.3621558412349767,0.2107146047108467,1.7187030853032015,0.08566844996749608,0.35560286286931414
ENSG00000228594,0.6610088307969861,-0.5260196788599185,0.6175448768650043,-0.8517918269037906,0.39432964343106625,
ENSG00000272106,6.196557846478104,0.20746411244069532,0.21061224360110942,0.9850524779253741,0.32459829447179944,0.6538524115506941
ENSG00000197530,29.40472107738601,0.018512162476536875,0.1061543398397085,0.17438912534796006,0.8615596600906226,0.9524818505775718
ENSG00000189409,1.3139037791420902,-0.5497151734736545,0.4403564611005353,-1.2483413371517493,0.2119060821158134,
ENSG00000248333,19.336105796859652,-0.03510771975009915,0.13494391636531522,-0.26016526491684755,0.7947362964759754,0.9254728353080275
ENSG00000189339,17.71400509633791,-0.10322992990571585,0.1325194253077404,-0.7789796074499444,0.4359917274662105,0.7451182099809397
ENSG00000008128,33.998698218347556,-0.06754865053229756,0.12386793131439508,-0.5453279942235341,0.585527953878461,0.8372207332231968
ENSG00000008130,5.564551510084881,-0.4287060731288137,0.21137075925168078,-2.028218447275151,0.042537957967163184,0.2624941697908388
ENSG00000078369,22.188089524868,-0.2014935353905191,0.11883353588462497,-1.695594883132556,0.08996262748234017,0.3634591445292857
ENSG00000067606,5.60110466562625,-0.1325887272710899,0.22506699783464995,-0.5891078147694443,0.5557889514149474,0.820358738074194
ENSG00000271806,1.1876883973839407,0.2713994164548046,0.4785449986780614,0.5671345792026281,0.5706227511372584,
ENSG00000157933,7.877950283772612,0.18692124403296537,0.18024397224743607,1.0370457425137238,0.2997145396527001,0.6336776667767456
ENSG00000116151,0.8148809302101814,-0.42523411768881364,0.5469322001569485,-0.777489636863194,0.4368699462137827,
ENSG00000157911,3.843487108811831,-0.14069560017890392,0.2545545992309175,-0.5527128584751001,0.580460047040678,
ENSG00000149527,1.4642473319797131,-0.3135782611496682,0.4376493265278068,-0.7165057550471163,0.4736791151955747,
ENSG00000157881,2.980186017459291,0.9133870280291558,0.30949887147679134,2.951180479821713,0.0031656188463347217,
ENSG00000272449,16.829082861179966,-0.19428725513901268,0.14505598519797042,-1.3393949575665707,0.18044213009094157,0.498913858124421
ENSG00000238164,3.059956859906192,-0.07347764404396999,0.30492704521180386,-0.24096794691639126,0.8095799592600065,
ENSG00000228037,2.766526090150894,0.04952134588105933,0.31795755547233306,0.15574829101794505,0.8762314308761378,
ENSG00000157870,4.41672133220579,-0.5132554459992766,0.23590473417919597,-2.1756894696712696,0.029578488131605643,
ENSG00000142606,0.9257829181380758,0.7557190310586533,0.5805263763064118,1.301782420063153,0.19299077508862061,
ENSG00000215912,0.679246315569671,0.09742355238974808,0.6120642500556063,0.1591721006101845,0.8735332840912301,
ENSG00000162591,3.039752707305567,0.02175246178584818,0.29950540658870467,0.0726279436274742,0.942102189636005,
ENSG00000158109,7.35924007691033,-0.21039313572446638,0.19456121284667027,-1.0813724516112722,0.2795314707862204,0.6134959962155017
ENSG00000116213,8.413522683502205,-0.01021786455453169,0.1724703060290049,-0.05924419565193627,0.9527576083999398,0.9848364115635677
ENSG00000235169,2.0234371013037737,0.31430433471137037,0.3663566837427494,0.8579189316280376,0.3909372296685891,
ENSG00000130764,13.194659893329803,-0.07260358558799826,0.14171284240594176,-0.5123289065081523,0.6084208377701851,0.8498647274059933
ENSG00000116198,8.282871491368235,-0.2514164072188962,0.17407654456805302,-1.4442865225912622,0.14865839528593608,0.45326745947677616
ENSG00000169598,2.9575501317652035,0.5621451739165555,0.2982489247558349,1.8848187780618568,0.05945430883284907,
ENSG00000198912,10.577484555596724,0.3558235105486624,0.15756227367857226,2.2583039850931828,0.02392671401656039,0.19511827438788806
ENSG00000131697,0.6441473605090073,-0.14281270201284949,0.6034130982853859,-0.23667484583721415,0.8129090507056054,
ENSG00000069424,34.199966304302755,-0.21600645903634627,0.12609547354239115,-1.7130389614162367,0.08670537205179969,0.3568419749523764
ENSG00000158286,2.3420582012994977,0.3604269186560083,0.350173044270259,1.029282306429719,0.3033470352210873,
ENSG00000116237,4.13995715879252,-0.4985364135335393,0.2414835571965697,-2.0644735373337504,0.03897284040737143,
ENSG00000097021,2.734539177233416,-0.49752914485998756,0.3212072798971947,-1.548934834289018,0.12139738606434718,
ENSG00000271746,1.808733448661461,-0.4214346615078736,0.38645668932507615,-1.0905094235627915,0.27548880450369984,
ENSG00000187017,1.1164533016540596,-0.2236596665534004,0.4894080500815506,-0.4570003834553431,0.6476707698874309,
ENSG00000171680,0.9068986351712652,-0.15456478709816351,0.5340495958754498,-0.2894202866023906,0.772259772502,
ENSG00000162408,11.042490769630078,0.11579412385319192,0.1651259561746239,0.7012472571588769,0.483148722672048,0.7784891430985764
ENSG00000204859,4.517739070876568,-0.05517935004747866,0.23385401250444524,-0.23595639628560908,0.8134665055928008,
ENSG00000162413,3.395992436354706,-0.20876829174488626,0.2727795029455794,-0.7653371660646232,0.44407079815888506,
ENSG00000116273,1.0817695123997573,-0.3803850095347199,0.49427697098668844,-0.7695786610802149,0.4415498670527901,
ENSG00000041988,5.851792038676652,-0.10872381493418877,0.21140980724840353,-0.5142799019084285,0.6070563112062466,0.8485781063148433
ENSG00000007923,3.1303432560764586,-0.06154211586365114,0.28232157825826415,-0.21798587356774124,0.827440118034146,
ENSG00000171735,32.14177497506521,0.19415195658031806,0.09257008065513564,2.097351057774484,0.035962510184049966,0.23951365541372488
ENSG00000049245,8.876173882539387,0.0975514644489697,0.17002998130656596,0.5737309602656682,0.5661498741327371,0.823178334021739
ENSG00000049246,1.3321593656190054,-0.7502528599766913,0.4307532080149593,-1.7417232095242718,0.08155688923251878,
ENSG00000049247,1.2948010336693272,-0.519085225653713,0.7364933542553935,-0.7048063945920006,0.480930728540925,
ENSG00000142599,13.897785443694247,0.1724686842452323,0.14334990981461734,1.203130748169091,0.22892572829148006,0.5580732934698034
ENSG00000232912,0.7957929260780805,-0.10724250067986177,0.5746218257276833,-0.18663144328716225,0.8519496117041211,
ENSG00000230679,3.300986751243507,-0.27805859716354825,0.281259331480834,-0.9886199888891372,0.32284910258676613,
ENSG00000131686,1.0069546923506325,-0.6922314531170097,0.6570193727371317,-1.0535936714212626,0.2920689878697831,
ENSG00000180758,1.1742617806058542,0.34714391351253027,0.472093058680179,0.7353294167955645,0.4621388969296475,
ENSG00000049239,4.546723574658944,0.253989443495674,0.2605614300672485,0.9747775924860467,0.3296705943780497,
ENSG00000171621,1.5346277019851995,-0.20230098276950703,0.4119427578707327,-0.49109003351623165,0.6233627702574582,
ENSG00000171612,7.370372791035231,0.33113056521331663,0.2012342080928851,1.645498388924384,0.0998670746300136,0.3835029267230154
ENSG00000188807,0.7324480565541841,0.2746263916547301,0.5928012247128049,0.4632689343511033,0.6431716103251581,
ENSG00000171608,13.23928528634751,0.3342592339772213,0.1537515377857148,2.174022053965288,0.029703478978837405,0.22003570686129748
ENSG00000231789,0.8427780013272275,0.5803436125722564,0.5767332110473171,1.006260089510682,0.3142904735352847,
ENSG00000171603,17.151480131773802,0.017163177531054452,0.13057068829193755,0.13144740029768412,0.8954213939081674,0.9644040354861304
ENSG00000178585,6.421717344546578,0.12067496502986125,0.20110694272476332,0.6000536997622108,0.5484704479128267,0.8162446815871576
ENSG00000162441,14.833597124226577,0.011861066780119448,0.12984520356340246,0.09134774681398052,0.9272162800766716,0.9755594920995645
ENSG00000173614,2.7075902686360567,-0.17293804086466666,0.3051454323888706,-0.5667397329555248,0.5708910217485694,
ENSG00000130939,8.462718709210751,0.11071748448065608,0.18129136780670224,0.6107156993746445,0.5413878108029901,0.8140668993766282
ENSG00000054523,3.1109024568950967,0.4804041597211341,0.303775107748371,1.5814467593541994,0.11377592320164684,
ENSG00000142657,8.473861005290676,-0.11037094346707685,0.17392777613619279,-0.6345791679682706,0.5257029183618325,0.8046899001823874
ENSG00000175279,2.5753559651973488,-0.6209775504364112,0.31352993160039105,-1.980600535542734,0.04763608884280711,
ENSG00000160049,10.229360937317212,-0.33335908786474944,0.16370983657379057,-2.0362801334450733,0.04172223356941978,0.2603558075239554
ENSG00000142655,5.211340865173397,-0.2133240231282456,0.21748516002325835,-0.9808670306766322,0.3266583176846396,0.6554250709772057
ENSG00000130940,1.0470833506778028,-0.29617357499409497,0.4899713309976696,-0.6044712338394012,0.5455303886780356,
ENSG00000120948,25.79939914259674,0.1724201170445863,0.10939055964837283,1.5761882707138253,0.11498242084040139,0.40497796199064073
ENSG00000116649,20.218329862514434,-0.37599100757343484,0.19357808287141676,-1.9423221988575272,0.05209810727274776,0.28216531495551406
ENSG00000171824,8.483859889449223,-0.16315184406534733,0.17581949881234774,-0.927950797081269,0.353433092936026,0.6739453729093237
ENSG00000198793,3.623383058696798,-0.18535332873131413,0.26304999202646384,-0.7046315694724175,0.4810395469349108,
ENSG00000120942,10.615928948340395,-0.08698609760550753,0.15748294630881718,-0.5523524905035214,0.58070687414724,0.8338804042634341
ENSG00000116661,2.631859719665513,-0.08789271979382493,0.35352316604698736,-0.24861940669014873,0.8036551953974986,
ENSG00000132879,13.344524500250095,-0.03599532793265199,0.14912716855762245,-0.24137337468955875,0.8092657466882993,0.9307741299752863
ENSG00000116663,3.793675765323486,-0.6567601641268315,0.26068875503607764,-2.519326788897895,0.011757947472528502,
