,power_analysis_key,donor_comb,lfc_correlation,target_name,depth_perc,n_cells,n_donors
8,split5_seed5435,donor_comb_8,0.2716768718131288,KLF2,100,124.0,2
9,split5_seed5435,donor_comb_9,0.5997405502589832,KLF2,100,253.0,2
10,split5_seed5435,donor_comb_10,0.5435022608041021,KLF2,100,367.0,3
11,split5_seed5435,donor_comb_11,0.6248940387645238,KLF2,100,263.0,3
12,split5_seed5435,donor_comb_12,0.35976036308008086,KLF2,100,181.0,3
13,split5_seed5435,donor_comb_13,0.5838877809699855,KLF2,100,320.0,3
14,split5_seed5435,donor_comb_14,0.5812158161995264,KLF2,100,377.0,4
0,split5_seed5435,donor_comb_0,0.5183611417184004,MED12,100,69.0,1
1,split5_seed5435,donor_comb_1,0.4950919366800008,MED12,100,58.0,1
2,split5_seed5435,donor_comb_2,0.4382417699455365,MED12,100,14.0,1
3,split5_seed5435,donor_comb_3,0.42992228317937975,MED12,100,35.0,1
4,split5_seed5435,donor_comb_4,0.5882850181919089,MED12,100,127.0,2
5,split5_seed5435,donor_comb_5,0.5617936664287068,MED12,100,72.0,2
6,split5_seed5435,donor_comb_6,0.5580962454051847,MED12,100,104.0,2
7,split5_seed5435,donor_comb_7,0.50790064375704,MED12,100,49.0,2
8,split5_seed5435,donor_comb_8,0.5440914179230514,MED12,100,93.0,2
9,split5_seed5435,donor_comb_9,0.5766997045633496,MED12,100,83.0,2
10,split5_seed5435,donor_comb_10,0.6147471740340397,MED12,100,141.0,3
11,split5_seed5435,donor_comb_11,0.5849470310318166,MED12,100,118.0,3
12,split5_seed5435,donor_comb_12,0.5980710385659477,MED12,100,162.0,3
13,split5_seed5435,donor_comb_13,0.5728029210881114,MED12,100,107.0,3
14,split5_seed5435,donor_comb_14,0.6127991791229296,MED12,100,176.0,4
0,split5_seed5435,donor_comb_0,0.6253235650573591,MYB,100,459.0,1
1,split5_seed5435,donor_comb_1,0.29671448412511237,MYB,100,152.0,1
2,split5_seed5435,donor_comb_2,0.21593862305536998,MYB,100,207.0,1
3,split5_seed5435,donor_comb_3,0.4614163792735745,MYB,100,170.0,1
4,split5_seed5435,donor_comb_4,0.5987010824911134,MYB,100,611.0,2
5,split5_seed5435,donor_comb_5,0.3468627690657354,MYB,100,359.0,2
6,split5_seed5435,donor_comb_6,0.6234558677099633,MYB,100,629.0,2
7,split5_seed5435,donor_comb_7,0.4162171384451104,MYB,100,377.0,2
8,split5_seed5435,donor_comb_8,0.4736488901648208,MYB,100,322.0,2
9,split5_seed5435,donor_comb_9,0.5566316233692368,MYB,100,666.0,2
10,split5_seed5435,donor_comb_10,0.5596717535078951,MYB,100,818.0,3
11,split5_seed5435,donor_comb_11,0.5807570325483191,MYB,100,836.0,3
12,split5_seed5435,donor_comb_12,0.6163329554953202,MYB,100,781.0,3
13,split5_seed5435,donor_comb_13,0.4549694022769734,MYB,100,529.0,3
14,split5_seed5435,donor_comb_14,0.5820044034141935,MYB,100,988.0,4
0,split5_seed5435,donor_comb_0,0.4163973481535851,PTEN,100,190.0,1
1,split5_seed5435,donor_comb_1,0.5264191623044356,PTEN,100,684.0,1
2,split5_seed5435,donor_comb_2,0.5441226275346083,PTEN,100,193.0,1
3,split5_seed5435,donor_comb_3,0.4562277934106073,PTEN,100,205.0,1
4,split5_seed5435,donor_comb_4,0.5508891311983382,PTEN,100,874.0,2
5,split5_seed5435,donor_comb_5,0.606871346522649,PTEN,100,877.0,2
6,split5_seed5435,donor_comb_6,0.4988555512932424,PTEN,100,395.0,2
7,split5_seed5435,donor_comb_7,0.5740276212226194,PTEN,100,398.0,2
8,split5_seed5435,donor_comb_8,0.5836065404297303,PTEN,100,889.0,2
9,split5_seed5435,donor_comb_9,0.5575508148244525,PTEN,100,383.0,2
10,split5_seed5435,donor_comb_10,0.6058643294741406,PTEN,100,1067.0,3
11,split5_seed5435,donor_comb_11,0.5752436155976296,PTEN,100,588.0,3
12,split5_seed5435,donor_comb_12,0.584805076282009,PTEN,100,1079.0,3
13,split5_seed5435,donor_comb_13,0.6220840583722511,PTEN,100,1082.0,3
14,split5_seed5435,donor_comb_14,0.6164988832895365,PTEN,100,1272.0,4
0,split5_seed5435,donor_comb_0,0.1689910187091439,STAT5B,100,16.0,1
1,split5_seed5435,donor_comb_1,0.26701539885436953,STAT5B,100,6.0,1
2,split5_seed5435,donor_comb_2,0.5255218918205791,STAT5B,100,53.0,1
3,split5_seed5435,donor_comb_3,0.18202495332606008,STAT5B,100,8.0,1
4,split5_seed5435,donor_comb_4,0.25522979329680806,STAT5B,100,22.0,2
5,split5_seed5435,donor_comb_5,0.5412099508199829,STAT5B,100,59.0,2
6,split5_seed5435,donor_comb_6,0.24454567947559314,STAT5B,100,24.0,2
7,split5_seed5435,donor_comb_7,0.4886510292916687,STAT5B,100,61.0,2
8,split5_seed5435,donor_comb_8,0.26901250921253106,STAT5B,100,14.0,2
9,split5_seed5435,donor_comb_9,0.4673996575888179,STAT5B,100,69.0,2
10,split5_seed5435,donor_comb_10,0.48505747636084,STAT5B,100,75.0,3
11,split5_seed5435,donor_comb_11,0.45178913096845524,STAT5B,100,77.0,3
12,split5_seed5435,donor_comb_12,0.2882998018993099,STAT5B,100,30.0,3
13,split5_seed5435,donor_comb_13,0.5082704241880929,STAT5B,100,67.0,3
14,split5_seed5435,donor_comb_14,0.46854794544304335,STAT5B,100,83.0,4
0,split4_seed432,donor_comb_0,0.4218081975503442,FOXK1,50,30.0,1
1,split4_seed432,donor_comb_1,0.26965089776169265,FOXK1,50,67.0,1
2,split4_seed432,donor_comb_2,0.481963347802633,FOXK1,50,57.0,1
3,split4_seed432,donor_comb_3,0.21955213708374252,FOXK1,50,10.0,1
4,split4_seed432,donor_comb_4,0.4726611075786331,FOXK1,50,97.0,2
5,split4_seed432,donor_comb_5,0.5685277243787707,FOXK1,50,124.0,2
6,split4_seed432,donor_comb_6,0.4372218859924698,FOXK1,50,40.0,2
7,split4_seed432,donor_comb_7,0.48369161515032827,FOXK1,50,67.0,2
8,split4_seed432,donor_comb_8,0.41645287865582825,FOXK1,50,77.0,2
9,split4_seed432,donor_comb_9,0.5298379107493041,FOXK1,50,87.0,2
10,split4_seed432,donor_comb_10,0.5828606160770332,FOXK1,50,154.0,3
11,split4_seed432,donor_comb_11,0.53879766504399,FOXK1,50,97.0,3
12,split4_seed432,donor_comb_12,0.5016705287875498,FOXK1,50,107.0,3
13,split4_seed432,donor_comb_13,0.5620093887686949,FOXK1,50,134.0,3
14,split4_seed432,donor_comb_14,0.582932127263854,FOXK1,50,164.0,4
0,split4_seed432,donor_comb_0,0.41937270605809734,GATA3,50,96.0,1
1,split4_seed432,donor_comb_1,0.2574878677283318,GATA3,50,76.0,1
2,split4_seed432,donor_comb_2,0.36597035799899147,GATA3,50,239.0,1
3,split4_seed432,donor_comb_3,0.1926097175887427,GATA3,50,101.0,1
4,split4_seed432,donor_comb_4,0.44377759610065,GATA3,50,172.0,2
5,split4_seed432,donor_comb_5,0.40430883888404434,GATA3,50,315.0,2
6,split4_seed432,donor_comb_6,0.4056483449293705,GATA3,50,197.0,2
7,split4_seed432,donor_comb_7,0.3676489419697558,GATA3,50,340.0,2
8,split4_seed432,donor_comb_8,0.27568158374589086,GATA3,50,177.0,2
9,split4_seed432,donor_comb_9,0.4752564725944579,GATA3,50,335.0,2
10,split4_seed432,donor_comb_10,0.48916920423319527,GATA3,50,411.0,3
11,split4_seed432,donor_comb_11,0.4597642805272645,GATA3,50,436.0,3
12,split4_seed432,donor_comb_12,0.42167804707149525,GATA3,50,273.0,3
13,split4_seed432,donor_comb_13,0.3888038748642224,GATA3,50,416.0,3
14,split4_seed432,donor_comb_14,0.4692544163103038,GATA3,50,512.0,4
0,split4_seed432,donor_comb_0,0.507360755156364,IRF1,50,57.0,1
1,split4_seed432,donor_comb_1,0.5292287567819053,IRF1,50,351.0,1
2,split4_seed432,donor_comb_2,0.4748082906050862,IRF1,50,34.0,1
3,split4_seed432,donor_comb_3,0.45606732121594434,IRF1,50,44.0,1
4,split4_seed432,donor_comb_4,0.5922514501793437,IRF1,50,408.0,2
5,split4_seed432,donor_comb_5,0.609207565917779,IRF1,50,385.0,2
6,split4_seed432,donor_comb_6,0.5661502996907013,IRF1,50,101.0,2
7,split4_seed432,donor_comb_7,0.5700084910649124,IRF1,50,78.0,2
8,split4_seed432,donor_comb_8,0.6139443120067254,IRF1,50,395.0,2
9,split4_seed432,donor_comb_9,0.5837282135782933,IRF1,50,91.0,2
10,split4_seed432,donor_comb_10,0.6218610381453417,IRF1,50,442.0,3
11,split4_seed432,donor_comb_11,0.5997599024384836,IRF1,50,135.0,3
12,split4_seed432,donor_comb_12,0.6206860137272406,IRF1,50,452.0,3
13,split4_seed432,donor_comb_13,0.6344146137787297,IRF1,50,429.0,3
14,split4_seed432,donor_comb_14,0.6486401447511333,IRF1,50,486.0,4
0,split4_seed432,donor_comb_0,0.6854859556823615,IRF2,50,65.0,1
1,split4_seed432,donor_comb_1,0.19196414989777658,IRF2,50,7.0,1
2,split4_seed432,donor_comb_2,0.26940804742866203,IRF2,50,9.0,1
3,split4_seed432,donor_comb_3,0.3863125255170321,IRF2,50,28.0,1
4,split4_seed432,donor_comb_4,0.6527232977030544,IRF2,50,72.0,2
5,split4_seed432,donor_comb_5,0.30456393698121487,IRF2,50,16.0,2
6,split4_seed432,donor_comb_6,0.6864298989362645,IRF2,50,93.0,2
7,split4_seed432,donor_comb_7,0.43770973894749826,IRF2,50,37.0,2
8,split4_seed432,donor_comb_8,0.3945380876651838,IRF2,50,35.0,2
9,split4_seed432,donor_comb_9,0.6811536490054386,IRF2,50,74.0,2
10,split4_seed432,donor_comb_10,0.6496471072443943,IRF2,50,81.0,3
11,split4_seed432,donor_comb_11,0.6919430824088562,IRF2,50,102.0,3
12,split4_seed432,donor_comb_12,0.6574928972814856,IRF2,50,100.0,3
13,split4_seed432,donor_comb_13,0.45261347716867745,IRF2,50,44.0,3
14,split4_seed432,donor_comb_14,0.6709404169140316,IRF2,50,109.0,4
0,split4_seed432,donor_comb_0,0.2930191719849113,KLF2,50,43.0,1
1,split4_seed432,donor_comb_1,0.05354041583677292,KLF2,50,111.0,1
2,split4_seed432,donor_comb_2,0.5841119139885431,KLF2,50,166.0,1
3,split4_seed432,donor_comb_3,0.16010908498049592,KLF2,50,6.0,1
4,split4_seed432,donor_comb_4,0.21990938839843804,KLF2,50,154.0,2
5,split4_seed432,donor_comb_5,0.4821314331663613,KLF2,50,277.0,2
6,split4_seed432,donor_comb_6,0.3405140449080499,KLF2,50,49.0,2
7,split4_seed432,donor_comb_7,0.6028612373931928,KLF2,50,172.0,2
8,split4_seed432,donor_comb_8,0.22818476791864967,KLF2,50,117.0,2
9,split4_seed432,donor_comb_9,0.5868357232393124,KLF2,50,209.0,2
10,split4_seed432,donor_comb_10,0.5094894911673234,KLF2,50,320.0,3
11,split4_seed432,donor_comb_11,0.5965104531281004,KLF2,50,215.0,3
12,split4_seed432,donor_comb_12,0.3222082735277409,KLF2,50,160.0,3
13,split4_seed432,donor_comb_13,0.5356960397586744,KLF2,50,283.0,3
14,split4_seed432,donor_comb_14,0.545330477034292,KLF2,50,326.0,4
0,split4_seed432,donor_comb_0,0.43037031381783397,MED12,50,42.0,1
1,split4_seed432,donor_comb_1,0.4433008868566701,MED12,50,48.0,1
2,split4_seed432,donor_comb_2,0.31370682953956763,MED12,50,9.0,1
3,split4_seed432,donor_comb_3,0.3768064107760521,MED12,50,39.0,1
4,split4_seed432,donor_comb_4,0.5174094281222575,MED12,50,90.0,2
5,split4_seed432,donor_comb_5,0.4854874097382828,MED12,50,57.0,2
6,split4_seed432,donor_comb_6,0.478092463330756,MED12,50,81.0,2
7,split4_seed432,donor_comb_7,0.42756584302471784,MED12,50,48.0,2
8,split4_seed432,donor_comb_8,0.4834029081917424,MED12,50,87.0,2
9,split4_seed432,donor_comb_9,0.4810286636415682,MED12,50,51.0,2
10,split4_seed432,donor_comb_10,0.5409313169063238,MED12,50,99.0,3
11,split4_seed432,donor_comb_11,0.4987994671715755,MED12,50,90.0,3
12,split4_seed432,donor_comb_12,0.531105132112555,MED12,50,129.0,3
13,split4_seed432,donor_comb_13,0.5056317828813259,MED12,50,96.0,3
14,split4_seed432,donor_comb_14,0.5448995602523052,MED12,50,138.0,4
0,split4_seed432,donor_comb_0,0.582629275495559,MYB,50,341.0,1
1,split4_seed432,donor_comb_1,0.2084408685826223,MYB,50,98.0,1
2,split4_seed432,donor_comb_2,0.15418384639650612,MYB,50,166.0,1
3,split4_seed432,donor_comb_3,0.3790349906183485,MYB,50,145.0,1
4,split4_seed432,donor_comb_4,0.5479236435254425,MYB,50,439.0,2
5,split4_seed432,donor_comb_5,0.2484371359049669,MYB,50,264.0,2
6,split4_seed432,donor_comb_6,0.5783203097297142,MYB,50,486.0,2
7,split4_seed432,donor_comb_7,0.3352382850222751,MYB,50,311.0,2
8,split4_seed432,donor_comb_8,0.378054550247336,MYB,50,243.0,2
9,split4_seed432,donor_comb_9,0.5109204752072598,MYB,50,507.0,2
10,split4_seed432,donor_comb_10,0.5052562622561688,MYB,50,605.0,3
11,split4_seed432,donor_comb_11,0.5317176137568242,MYB,50,652.0,3
12,split4_seed432,donor_comb_12,0.5629543605693001,MYB,50,584.0,3
13,split4_seed432,donor_comb_13,0.3646005345538379,MYB,50,409.0,3
14,split4_seed432,donor_comb_14,0.5274373491333207,MYB,50,750.0,4
0,split4_seed432,donor_comb_0,0.40191107822717215,PTEN,50,150.0,1
1,split4_seed432,donor_comb_1,0.5458690058550397,PTEN,50,533.0,1
2,split4_seed432,donor_comb_2,0.5084808229404597,PTEN,50,150.0,1
3,split4_seed432,donor_comb_3,0.45254154549643383,PTEN,50,186.0,1
4,split4_seed432,donor_comb_4,0.5651310509836002,PTEN,50,683.0,2
5,split4_seed432,donor_comb_5,0.6085927149606574,PTEN,50,683.0,2
6,split4_seed432,donor_comb_6,0.4911174998366504,PTEN,50,336.0,2
7,split4_seed432,donor_comb_7,0.5463242870708577,PTEN,50,336.0,2
8,split4_seed432,donor_comb_8,0.5864968097792328,PTEN,50,719.0,2
9,split4_seed432,donor_comb_9,0.5337093530204522,PTEN,50,300.0,2
10,split4_seed432,donor_comb_10,0.6077507052695585,PTEN,50,833.0,3
11,split4_seed432,donor_comb_11,0.5516481682313557,PTEN,50,486.0,3
12,split4_seed432,donor_comb_12,0.5846549401966299,PTEN,50,869.0,3
13,split4_seed432,donor_comb_13,0.6134079292285095,PTEN,50,869.0,3
14,split4_seed432,donor_comb_14,0.6104354087664693,PTEN,50,1019.0,4
0,split4_seed432,donor_comb_0,0.08794527048769432,STAT5B,50,5.0,1
1,split4_seed432,donor_comb_1,0.21330056878269146,STAT5B,50,6.0,1
2,split4_seed432,donor_comb_2,0.46857597019392105,STAT5B,50,50.0,1
3,split4_seed432,donor_comb_3,0.06040352700287267,STAT5B,50,4.0,1
4,split4_seed432,donor_comb_4,0.2017995400796539,STAT5B,50,11.0,2
5,split4_seed432,donor_comb_5,0.47899598037109364,STAT5B,50,56.0,2
6,split4_seed432,donor_comb_6,0.09083551170756066,STAT5B,50,9.0,2
7,split4_seed432,donor_comb_7,0.43153385753404466,STAT5B,50,54.0,2
8,split4_seed432,donor_comb_8,0.16441238335948838,STAT5B,50,10.0,2
9,split4_seed432,donor_comb_9,0.4302471229680565,STAT5B,50,55.0,2
10,split4_seed432,donor_comb_10,0.45197983889007715,STAT5B,50,61.0,3
11,split4_seed432,donor_comb_11,0.3998023052489734,STAT5B,50,59.0,3
12,split4_seed432,donor_comb_12,0.16834028832413597,STAT5B,50,15.0,3
13,split4_seed432,donor_comb_13,0.4366998184792321,STAT5B,50,60.0,3
14,split4_seed432,donor_comb_14,0.41106115158281975,STAT5B,50,65.0,4
0,split3_seed432,donor_comb_0,0.4358208781672918,FOXK1,100,20.0,1
1,split3_seed432,donor_comb_1,0.3017969898415451,FOXK1,100,48.0,1
2,split3_seed432,donor_comb_2,0.5585685079033806,FOXK1,100,42.0,1
3,split3_seed432,donor_comb_3,0.09604836952938538,FOXK1,100,4.0,1
4,split3_seed432,donor_comb_4,0.4996755406547127,FOXK1,100,68.0,2
5,split3_seed432,donor_comb_5,0.5954577934839693,FOXK1,100,90.0,2
6,split3_seed432,donor_comb_6,0.3961559455598765,FOXK1,100,24.0,2
7,split3_seed432,donor_comb_7,0.5078137880217877,FOXK1,100,46.0,2
8,split3_seed432,donor_comb_8,0.36621997684573027,FOXK1,100,52.0,2
9,split3_seed432,donor_comb_9,0.5910759036293757,FOXK1,100,62.0,2
10,split3_seed432,donor_comb_10,0.633106093913695,FOXK1,100,110.0,3
11,split3_seed432,donor_comb_11,0.5585626980020105,FOXK1,100,66.0,3
12,split3_seed432,donor_comb_12,0.4893238111492145,FOXK1,100,72.0,3
13,split3_seed432,donor_comb_13,0.5624276118350335,FOXK1,100,94.0,3
14,split3_seed432,donor_comb_14,0.6074779033395034,FOXK1,100,114.0,4
0,split3_seed432,donor_comb_0,0.43960730888893274,GATA3,100,63.0,1
1,split3_seed432,donor_comb_1,0.05640059790532966,GATA3,100,47.0,1
2,split3_seed432,donor_comb_2,0.36544393084874466,GATA3,100,156.0,1
3,split3_seed432,donor_comb_3,0.2043493787672036,GATA3,100,66.0,1
4,split3_seed432,donor_comb_4,0.3919479268092759,GATA3,100,110.0,2
5,split3_seed432,donor_comb_5,0.3082481841353427,GATA3,100,203.0,2
6,split3_seed432,donor_comb_6,0.4269009622808555,GATA3,100,129.0,2
7,split3_seed432,donor_comb_7,0.3819876051377208,GATA3,100,222.0,2
8,split3_seed432,donor_comb_8,0.17826132239193776,GATA3,100,113.0,2
9,split3_seed432,donor_comb_9,0.46783392458898565,GATA3,100,219.0,2
10,split3_seed432,donor_comb_10,0.4423604358265953,GATA3,100,266.0,3
11,split3_seed432,donor_comb_11,0.47190338460824993,GATA3,100,285.0,3
12,split3_seed432,donor_comb_12,0.39218619713875075,GATA3,100,176.0,3
13,split3_seed432,donor_comb_13,0.3304648141815729,GATA3,100,269.0,3
14,split3_seed432,donor_comb_14,0.4430704440900695,GATA3,100,332.0,4
0,split3_seed432,donor_comb_0,0.4870873754843298,IRF1,100,39.0,1
1,split3_seed432,donor_comb_1,0.4878976739124556,IRF1,100,230.0,1
2,split3_seed432,donor_comb_2,0.4543040892205921,IRF1,100,21.0,1
3,split3_seed432,donor_comb_3,0.4303921426628535,IRF1,100,28.0,1
4,split3_seed432,donor_comb_4,0.5733044529080665,IRF1,100,269.0,2
5,split3_seed432,donor_comb_5,0.5768734155242282,IRF1,100,251.0,2
6,split3_seed432,donor_comb_6,0.5103778047370786,IRF1,100,67.0,2
7,split3_seed432,donor_comb_7,0.5341845907913013,IRF1,100,49.0,2
8,split3_seed432,donor_comb_8,0.5750191625939934,IRF1,100,258.0,2
9,split3_seed432,donor_comb_9,0.5556661529423486,IRF1,100,60.0,2
10,split3_seed432,donor_comb_10,0.6162640226897382,IRF1,100,290.0,3
11,split3_seed432,donor_comb_11,0.5599016362494638,IRF1,100,88.0,3
12,split3_seed432,donor_comb_12,0.5880207608559309,IRF1,100,297.0,3
13,split3_seed432,donor_comb_13,0.6027206533149665,IRF1,100,279.0,3
14,split3_seed432,donor_comb_14,0.6161622638751719,IRF1,100,318.0,4
0,split3_seed432,donor_comb_0,0.6730449872319731,IRF2,100,46.0,1
1,split3_seed432,donor_comb_1,0.20850467880437074,IRF2,100,5.0,1
2,split3_seed432,donor_comb_2,0.34666763960480124,IRF2,100,7.0,1
3,split3_seed432,donor_comb_3,0.37712677252997695,IRF2,100,17.0,1
4,split3_seed432,donor_comb_4,0.6346272655798935,IRF2,100,51.0,2
5,split3_seed432,donor_comb_5,0.38339511027970075,IRF2,100,12.0,2
6,split3_seed432,donor_comb_6,0.6763292170365417,IRF2,100,63.0,2
7,split3_seed432,donor_comb_7,0.4450994407098934,IRF2,100,24.0,2
8,split3_seed432,donor_comb_8,0.3748887752171341,IRF2,100,22.0,2
9,split3_seed432,donor_comb_9,0.6563382628953418,IRF2,100,53.0,2
10,split3_seed432,donor_comb_10,0.6334871138317725,IRF2,100,58.0,3
11,split3_seed432,donor_comb_11,0.6653880956037087,IRF2,100,70.0,3
12,split3_seed432,donor_comb_12,0.637771981825039,IRF2,100,68.0,3
13,split3_seed432,donor_comb_13,0.4496170191683433,IRF2,100,29.0,3
14,split3_seed432,donor_comb_14,0.6438508572387046,IRF2,100,75.0,4
0,split3_seed432,donor_comb_0,0.3237280276214157,KLF2,100,30.0,1
1,split3_seed432,donor_comb_1,-0.03382292540943957,KLF2,100,74.0,1
2,split3_seed432,donor_comb_2,0.609880031204347,KLF2,100,109.0,1
3,split3_seed432,donor_comb_3,0.17850458055638266,KLF2,100,5.0,1
4,split3_seed432,donor_comb_4,0.19871299652629001,KLF2,100,104.0,2
5,split3_seed432,donor_comb_5,0.4806240420487541,KLF2,100,183.0,2
6,split3_seed432,donor_comb_6,0.3791641886072288,KLF2,100,35.0,2
7,split3_seed432,donor_comb_7,0.6200849995736136,KLF2,100,114.0,2
8,split3_seed432,donor_comb_8,0.15623856755594023,KLF2,100,79.0,2
9,split3_seed432,donor_comb_9,0.5981072926748349,KLF2,100,139.0,2
10,split3_seed432,donor_comb_10,0.5115047582637864,KLF2,100,213.0,3
11,split3_seed432,donor_comb_11,0.609500587245227,KLF2,100,144.0,3
12,split3_seed432,donor_comb_12,0.30356985142138126,KLF2,100,109.0,3
13,split3_seed432,donor_comb_13,0.5299656339577163,KLF2,100,188.0,3
14,split3_seed432,donor_comb_14,0.5465260197654732,KLF2,100,218.0,4
0,split3_seed432,donor_comb_0,0.4043586104172682,MED12,100,26.0,1
1,split3_seed432,donor_comb_1,0.48663186669289415,MED12,100,31.0,1
2,split3_seed432,donor_comb_2,0.3829969970733474,MED12,100,8.0,1
3,split3_seed432,donor_comb_3,0.38406420121158064,MED12,100,26.0,1
4,split3_seed432,donor_comb_4,0.5474717502576965,MED12,100,57.0,2
5,split3_seed432,donor_comb_5,0.5287800212003183,MED12,100,39.0,2
6,split3_seed432,donor_comb_6,0.4696339433089725,MED12,100,52.0,2
7,split3_seed432,donor_comb_7,0.46548772447133596,MED12,100,34.0,2
8,split3_seed432,donor_comb_8,0.5131717965346516,MED12,100,57.0,2
9,split3_seed432,donor_comb_9,0.4927966492376074,MED12,100,34.0,2
10,split3_seed432,donor_comb_10,0.5686926218201971,MED12,100,65.0,3
11,split3_seed432,donor_comb_11,0.5177858789757276,MED12,100,60.0,3
12,split3_seed432,donor_comb_12,0.549480557599229,MED12,100,83.0,3
13,split3_seed432,donor_comb_13,0.5382791493560225,MED12,100,65.0,3
14,split3_seed432,donor_comb_14,0.5661662437538896,MED12,100,91.0,4
0,split3_seed432,donor_comb_0,0.5999123595148071,MYB,100,242.0,1
1,split3_seed432,donor_comb_1,0.2539280504921425,MYB,100,62.0,1
2,split3_seed432,donor_comb_2,0.21628942502234927,MYB,100,115.0,1
3,split3_seed432,donor_comb_3,0.3672836306248072,MYB,100,96.0,1
4,split3_seed432,donor_comb_4,0.5747813235432435,MYB,100,304.0,2
5,split3_seed432,donor_comb_5,0.3073501636275724,MYB,100,177.0,2
6,split3_seed432,donor_comb_6,0.5809529266090828,MYB,100,338.0,2
7,split3_seed432,donor_comb_7,0.36310057221274245,MYB,100,211.0,2
8,split3_seed432,donor_comb_8,0.3935761328041211,MYB,100,158.0,2
9,split3_seed432,donor_comb_9,0.5475669593246192,MYB,100,357.0,2
10,split3_seed432,donor_comb_10,0.5458519502843749,MYB,100,419.0,3
11,split3_seed432,donor_comb_11,0.5538131241221983,MYB,100,453.0,3
12,split3_seed432,donor_comb_12,0.5748944589203419,MYB,100,400.0,3
13,split3_seed432,donor_comb_13,0.3991501483195123,MYB,100,273.0,3
14,split3_seed432,donor_comb_14,0.555055319600625,MYB,100,515.0,4
0,split3_seed432,donor_comb_0,0.4469896378794937,PTEN,100,112.0,1
1,split3_seed432,donor_comb_1,0.5289184086448718,PTEN,100,362.0,1
2,split3_seed432,donor_comb_2,0.48367036085840537,PTEN,100,107.0,1
3,split3_seed432,donor_comb_3,0.43978215555542954,PTEN,100,112.0,1
4,split3_seed432,donor_comb_4,0.5700910273052452,PTEN,100,474.0,2
5,split3_seed432,donor_comb_5,0.5932780724368752,PTEN,100,469.0,2
6,split3_seed432,donor_comb_6,0.5004050708108524,PTEN,100,224.0,2
7,split3_seed432,donor_comb_7,0.5306401208253057,PTEN,100,219.0,2
8,split3_seed432,donor_comb_8,0.5774664527101956,PTEN,100,474.0,2
9,split3_seed432,donor_comb_9,0.535959254430683,PTEN,100,219.0,2
10,split3_seed432,donor_comb_10,0.6052456294613556,PTEN,100,581.0,3
11,split3_seed432,donor_comb_11,0.5490269862583754,PTEN,100,331.0,3
12,split3_seed432,donor_comb_12,0.5859045536549194,PTEN,100,586.0,3
13,split3_seed432,donor_comb_13,0.6027015840756287,PTEN,100,581.0,3
14,split3_seed432,donor_comb_14,0.6071944873858912,PTEN,100,693.0,4
0,split3_seed432,donor_comb_0,0.1333294504165064,STAT5B,100,4.0,1
1,split3_seed432,donor_comb_1,0.25028580150659174,STAT5B,100,5.0,1
2,split3_seed432,donor_comb_2,0.5086612136205599,STAT5B,100,37.0,1
3,split3_seed432,donor_comb_3,0.1450493268285511,STAT5B,100,3.0,1
4,split3_seed432,donor_comb_4,0.2513640632818858,STAT5B,100,9.0,2
5,split3_seed432,donor_comb_5,0.5215995004884869,STAT5B,100,42.0,2
6,split3_seed432,donor_comb_6,0.19069544430400684,STAT5B,100,7.0,2
7,split3_seed432,donor_comb_7,0.4939479213869676,STAT5B,100,40.0,2
8,split3_seed432,donor_comb_8,0.2825974785574995,STAT5B,100,8.0,2
9,split3_seed432,donor_comb_9,0.47131816514171593,STAT5B,100,41.0,2
10,split3_seed432,donor_comb_10,0.4949832172174589,STAT5B,100,46.0,3
11,split3_seed432,donor_comb_11,0.4687011318474723,STAT5B,100,44.0,3
12,split3_seed432,donor_comb_12,0.280318767882714,STAT5B,100,12.0,3
13,split3_seed432,donor_comb_13,0.5167837261748139,STAT5B,100,45.0,3
14,split3_seed432,donor_comb_14,0.490087905995268,STAT5B,100,49.0,4
0,split2_seed3214,donor_comb_0,0.513480804177736,FOXK1,100,10.0,1
1,split2_seed3214,donor_comb_1,0.45234215387128124,FOXK1,100,23.0,1
2,split2_seed3214,donor_comb_2,0.22615960728455628,FOXK1,100,12.0,1
3,split2_seed3214,donor_comb_3,-0.02416632566503412,FOXK1,100,3.0,1
4,split2_seed3214,donor_comb_4,0.6007386849966015,FOXK1,100,33.0,2
5,split2_seed3214,donor_comb_5,0.4723367080858651,FOXK1,100,35.0,2
6,split2_seed3214,donor_comb_6,0.3609778789668475,FOXK1,100,13.0,2
7,split2_seed3214,donor_comb_7,0.14945358938025655,FOXK1,100,15.0,2
8,split2_seed3214,donor_comb_8,0.34776668185904147,FOXK1,100,26.0,2
9,split2_seed3214,donor_comb_9,0.5452170964414271,FOXK1,100,22.0,2
10,split2_seed3214,donor_comb_10,0.618376286737986,FOXK1,100,45.0,3
11,split2_seed3214,donor_comb_11,0.43804890535849117,FOXK1,100,25.0,3
12,split2_seed3214,donor_comb_12,0.5198097307042261,FOXK1,100,36.0,3
13,split2_seed3214,donor_comb_13,0.4088170652340613,FOXK1,100,38.0,3
14,split2_seed3214,donor_comb_14,0.5615546773282044,FOXK1,100,48.0,4
0,split2_seed3214,donor_comb_0,0.18805765797735277,GATA3,100,34.0,1
1,split2_seed3214,donor_comb_1,0.17163503272818592,GATA3,100,24.0,1
2,split2_seed3214,donor_comb_2,0.31843759706682356,GATA3,100,85.0,1
3,split2_seed3214,donor_comb_3,0.1494165239556515,GATA3,100,26.0,1
