gene_id,gene_name,gene_biotype,DonorC_NTC1_cpm,DonorC_NTC1_count,DonorC_NFKB2-3_cpm,DonorC_NFKB2-3_count,DonorC_MED24-3_cpm,DonorC_MED24-3_count,DonorC_GATA3-3_cpm,DonorC_GATA3-3_count,DonorC_CYB5R4-3_cpm,DonorC_CYB5R4-3_count,DonorC_KDM1A-3_cpm,DonorC_KDM1A-3_count,DonorC_ELOB-3_cpm,DonorC_ELOB-3_count,DonorC_MEN1-3_cpm,DonorC_MEN1-3_count,DonorC_ATP2A2-3_cpm,DonorC_ATP2A2-3_count,DonorC_NTC2_cpm,DonorC_NTC2_count
ENSG00000169313,P2RY12,protein_coding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000169314,C22orf15,protein_coding,0.2783749767753496,2.0,0.0,0.0,0.1682736916400755,1.0,0.0,0.0,2.463355614549091,1.0,0.1801793516798099,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000169325,GUSBP12,transcribed_unprocessed_pseudogene,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000169327,OR5AU1,protein_coding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000169330,MINAR1,protein_coding,0.1391874883876748,1.0,1.326839882148755,6.0,0.673094766560302,4.0,1.0674271780737885,5.0,7.390066843647273,3.0,1.261255461758669,7.0,4.062042953524836,8.0,2.9081968342067226,2.0,1.8262069601541044,8.0,0.5060789708332165,3.0
ENSG00000169340,PDILT,protein_coding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000169344,UMOD,protein_coding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000169347,GP2,protein_coding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000169359,SLC33A1,protein_coding,31.839137968680618,228.75,49.75649558057831,225.0,52.08070756260336,309.5,52.5174171612304,246.0,39.41368983278546,16.0,38.28811223195961,212.5,74.64003927101885,147.0,87.24590502620168,60.0,62.604657352782894,274.25,36.058126671866674,213.75
ENSG00000169371,SNUPN,protein_coding,23.801060514292395,171.0,31.73358718139106,143.5,28.60652757881283,170.0,29.354247397029184,137.5,14.780133687294546,6.0,29.99986205468835,166.5,14.471028021932227,28.5,25.44672229930882,17.5,26.365862987224883,115.5,29.268233813187685,173.5
ENSG00000169372,CRADD,protein_coding,6.541811954220717,47.0,7.076479371460027,32.0,7.740589815443472,46.0,9.820330038278854,46.0,24.63355614549091,10.0,7.927891473911637,44.0,9.647352014621484,19.0,15.995082588136974,11.0,8.674483060731996,38.0,7.422491572220508,44.0
ENSG00000169375,SIN3A,protein_coding,58.737120099598776,422.0,81.15837279143217,367.0,81.94928782871676,487.0,77.49521312815705,363.0,49.26711229098182,20.0,70.54021618264558,391.5,53.314313765013466,105.0,62.52623193544454,43.0,81.0379338568384,355.0,54.993914830542856,326.0
ENSG00000169379,ARL13B,protein_coding,21.295685723314246,153.0,50.198775541294566,227.0,36.17884370261623,215.0,39.06783471750066,183.0,68.97395720737455,28.0,32.07192459900617,178.0,139.63272652741622,275.0,97.4245939459252,67.0,47.48138096400672,208.0,20.24315883332866,120.0
ENSG00000169385,RNASE2,protein_coding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000169393,ELSPBP1,protein_coding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000169397,RNASE3,protein_coding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000169398,PTK2,protein_coding,1.3918748838767483,10.0,3.3170997053718874,15.0,1.0096421498404529,6.0,1.0674271780737885,5.0,7.390066843647273,3.0,1.8017935167980992,10.0,5.585309061096649,11.0,1.4540984171033613,1.0,2.282758700192631,10.0,0.8434649513886942,5.0
ENSG00000169402,RSPH10B2,protein_coding,0.3479687209691871,2.5,0.8845599214325034,4.0,1.0937789956604906,6.5,1.0674271780737885,5.0,1.2316778072745456,0.5,0.9909864342389546,5.5,2.031021476762418,4.0,0.0,0.0,1.3696552201155785,6.0,0.6747719611109553,4.0
ENSG00000169403,PTAFR,protein_coding,0.1391874883876748,1.0,0.2211399803581258,1.0,0.1682736916400755,1.0,0.4269708712295154,2.0,0.0,0.0,0.0,0.0,0.5077553691906045,1.0,0.0,0.0,0.0,0.0,0.1686929902777388,1.0
ENSG00000169410,PTPN9,protein_coding,27.3503414681781,196.5,32.5075771126445,147.0,41.05878076017842,244.0,37.78692210381212,177.0,46.80375667643273,19.0,36.3962290393216,202.0,58.645745141514816,115.5,72.70492085516807,50.0,39.72000138335177,174.0,24.966562561105345,148.0
ENSG00000169413,RNASE6,protein_coding,0.2783749767753496,2.0,0.0,0.0,0.1682736916400755,1.0,0.6404563068442731,3.0,0.0,0.0,2.162152220157719,12.0,2.538776845953022,5.0,0.0,0.0,0.0,0.0,0.1686929902777388,1.0
ENSG00000169418,NPR1,protein_coding,0.1391874883876748,1.0,0.2211399803581258,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000169427,KCNK9,protein_coding,0.0,0.0,0.0,0.0,0.0,0.0,0.2134854356147577,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000169429,CXCL8,protein_coding,3.062124744528846,22.0,6.634199410743775,30.0,3.0289264495213586,18.0,7.898961117746035,37.0,18.475167109118185,7.5,3.4234076819163883,19.0,2355.2232799906187,4638.5,55.25573984992773,38.0,115.05103848970856,504.0,2.5303948541660826,15.0
ENSG00000169432,SCN9A,protein_coding,0.2783749767753496,2.0,1.326839882148755,6.0,0.0,0.0,1.0674271780737885,5.0,2.463355614549091,1.0,1.8017935167980992,10.0,0.5077553691906045,1.0,3.635246042758403,2.5,0.228275870019263,1.0,0.3373859805554776,2.0
ENSG00000169435,RASSF6,protein_coding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000169436,COL22A1,protein_coding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000169439,SDC2,protein_coding,0.4175624651630245,3.0,1.326839882148755,6.0,0.5048210749202264,3.0,0.6404563068442731,3.0,12.316778072745455,5.0,0.5405380550394298,3.0,2.538776845953022,5.0,2.9081968342067226,2.0,0.6848276100577891,3.0,0.5060789708332165,3.0
ENSG00000169442,CD52,protein_coding,501.63170814918,3604.0,28.748197446556357,130.0,118.6329526062532,705.0,50.16907736946806,235.0,36.95033421823637,15.0,93.51308352182134,519.0,19.802459398433577,39.0,36.352460427584035,25.0,36.52413920308209,160.0,320.5166815277038,1900.0
ENSG00000169446,MMGT1,protein_coding,39.111684236936625,281.0,65.67857416636338,297.0,65.79501343126951,391.0,67.6748830898782,317.0,51.73046790553091,21.0,65.22492530809119,362.0,69.05473020992221,136.0,52.347543015721,36.0,74.1896577562605,325.0,39.47415972499088,234.0
ENSG00000169469,SPRR1B,protein_coding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000169474,SPRR1A,protein_coding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
