gene_id,gene_name,gene_biotype,DonorH_NTC1_cpm,DonorH_NTC1_count,DonorH_SGF29-4_cpm,DonorH_SGF29-4_count,DonorH_GATA3-3_cpm,DonorH_GATA3-3_count,DonorH_ATP2A2-3_cpm,DonorH_ATP2A2-3_count,DonorH_NTC2_cpm,DonorH_NTC2_count
ENSG00000002330,BAD,protein_coding,15.940779866671804,178.0,20.850508022088007,251.0,11.211420556170056,131.0,16.17065013955941,181.0,16.62824747538487,185.0
ENSG00000002549,LAP3,protein_coding,121.4365028045335,1356.0,125.60146665098432,1512.0,138.98738155129902,1624.0,114.17729767048026,1278.0,121.8805598736318,1356.0
ENSG00000002586,CD99,protein_coding,222.92464203995948,2489.25,230.18628577372857,2771.0,254.69608836001592,2976.0,253.81666876512864,2841.0,220.95345598035055,2458.25
ENSG00000002587,HS3ST1,protein_coding,3.4030878367052164,38.0,4.818045678410774,58.0,3.0810010688711604,36.0,6.61120502943313,74.0,3.6851791702204304,41.0
ENSG00000002726,AOC1,protein_coding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000002745,WNT16,protein_coding,0.1791098861423798,2.0,0.0,0.0,0.0,0.0,0.0893406085058531,1.0,0.0,0.0
ENSG00000002746,HECW1,protein_coding,0.0,0.0,0.0830697530760478,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000002822,MAD1L1,protein_coding,5.5971839419493685,62.5,8.493882252025891,102.25,7.103419131008509,83.0,6.477194116674349,72.5,7.595064387405522,84.5
ENSG00000002834,LASP1,protein_coding,136.43695576895783,1523.5,154.21899658568282,1856.5,143.90842492519045,1681.5,140.89013961373035,1577.0,154.14834821775705,1715.0
ENSG00000002919,SNX11,protein_coding,18.17965344345155,203.0,23.34260061436944,281.0,19.170673317420555,224.0,21.35240543289889,239.0,18.33601343231629,204.0
ENSG00000002933,TMEM176A,protein_coding,0.0,0.0,0.0,0.0,0.1711667260483978,2.0,0.0,0.0,0.0,0.0
