gene_id,gene_name,gene_biotype,DonorA_NTC1_cpm,DonorA_NTC1_count,DonorA_NFKB2-3_cpm,DonorA_NFKB2-3_count,DonorA_MED24-3_cpm,DonorA_MED24-3_count,DonorA_GATA3-3_cpm,DonorA_GATA3-3_count,DonorA_CYB5R4-3_cpm,DonorA_CYB5R4-3_count,DonorA_KDM1A-3_cpm,DonorA_KDM1A-3_count,DonorA_ELOB-3_cpm,DonorA_ELOB-3_count,DonorA_MEN1-3_cpm,DonorA_MEN1-3_count,DonorA_NTC2_cpm,DonorA_NTC2_count
ENSG00000001460,STPG1,protein_coding,2.5056312003029757,14.0,2.9633850208295662,22.0,4.020789858929597,26.0,2.7113475191650114,10.0,4.110943766009686,2.0,0.6555506172199173,1.0,1.607697824383723,4.0,0.0,0.0,3.1290643006442647,21.0
ENSG00000001461,NIPAL3,protein_coding,21.655812516904287,121.0,25.323471996179933,188.0,21.031823877477898,136.0,16.81035461882307,62.0,24.665662596058112,12.0,22.288720985477187,34.0,17.282751612125026,43.0,19.456679196870475,19.0,22.201456228380735,149.0
ENSG00000001497,LAS1L,protein_coding,52.439281549197986,293.0,63.98217658609291,475.0,57.06428684403929,369.0,41.48361704322467,153.0,45.220381426106535,22.0,28.18867654045644,43.0,23.71354290965992,59.0,29.697036668907565,29.0,56.621163535467645,380.0
ENSG00000001561,ENPP4,protein_coding,15.749681830475843,88.0,9.024854381617317,67.0,13.299535687228667,86.0,14.912411355407562,55.0,39.05396577709201,19.0,25.56647407157677,39.0,25.32124073404364,63.0,25.600893680092728,25.0,10.728220459351764,72.0
ENSG00000001617,SEMA3F,protein_coding,0.0,0.0,0.1346993191286166,1.0,0.0,0.0,0.5422695038330023,2.0,2.055471883004843,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2980061238708823,2.0
ENSG00000001626,CFTR,protein_coding,0.3579473143289965,2.0,0.1346993191286166,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.009622280479654,5.0,0.0,0.0,0.0,0.0
ENSG00000001629,ANKIB1,protein_coding,74.98996235192477,419.0,51.85923786451741,385.0,77.9414649577122,504.0,124.7219858815905,460.0,127.43925674630025,62.0,161.92100245331957,247.0,108.51960314590131,270.0,131.07657564207477,128.0,59.005212526434704,396.0
ENSG00000001630,CYP51A1,protein_coding,36.56968736842194,204.33,33.936146461263675,251.94,52.4233674722517,338.99,50.1599291045527,185.0,50.00963091350782,24.33,53.827261179927405,82.11,53.118336117638215,132.16,54.95999855242307,53.67,35.01571955482867,235.0
ENSG00000001631,KRIT1,protein_coding,46.29511589874077,258.67,29.57727649426165,219.58,46.084437613885385,298.0,90.33396529602068,333.17,90.44076285221308,44.0,124.01051025949172,189.17,88.42338034110477,220.0,138.24482587250074,135.0,41.84452988332994,280.83
ENSG00000002016,RAD52,protein_coding,5.995617515010692,33.5,3.098084339958183,23.0,5.2579559693694735,34.0,6.778368797912528,25.0,4.110943766009686,2.0,4.58885432053942,7.0,5.626942385343031,14.0,9.728339598435236,9.5,5.6621163535467645,38.0
ENSG00000002330,BAD,protein_coding,0.5369209714934948,3.0,4.445077531244349,33.0,1.7011034018548297,11.0,0.5422695038330023,2.0,8.221887532019371,4.0,1.3111012344398345,2.0,2.009622280479654,5.0,0.0,0.0,2.0860428670961766,14.0
ENSG00000002549,LAP3,protein_coding,202.41920625304752,1131.0,228.18064660387665,1694.0,149.0011934261026,963.5,415.9207094399127,1534.0,332.98644504678447,162.0,469.3742419294607,716.0,396.2975137105878,986.0,428.0469423311505,418.0,180.2192034109161,1209.5
ENSG00000002586,CD99,protein_coding,142.86572183156073,798.25,197.13245354473048,1463.5,207.65059934914296,1342.75,69.95276599445728,258.0,54.47000489962833,26.5,37.03860987292532,56.5,41.19725674983291,102.5,39.425376267342806,38.5,174.14732863704683,1168.75
ENSG00000002587,HS3ST1,protein_coding,20.224023259588304,113.0,16.433316933691234,122.0,18.093554365183188,117.0,33.34957448572964,123.0,98.66265038423244,48.0,64.8995111047718,99.0,30.14433420719481,75.0,68.61039506264851,67.0,14.900306193544116,100.0
ENSG00000002726,AOC1,protein_coding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000002745,WNT16,protein_coding,0.0,0.0,0.0,0.0,0.1546457638049845,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000002746,HECW1,protein_coding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000002822,MAD1L1,protein_coding,2.0581970573917303,11.5,4.489528306556793,33.33,2.8609466303922133,18.5,1.220106383624255,4.5,2.055471883004843,1.0,1.6388765430497931,2.5,1.004811140239827,2.5,3.0721072416111275,3.0,2.0115413361284555,13.5
ENSG00000002834,LASP1,protein_coding,159.5550153621502,891.5,148.0345517223497,1099.0,155.96025279732686,1008.5,87.44095749307161,322.5,71.9415159051695,35.0,58.01622962396267,88.5,57.07327276562217,142.0,62.46618057942626,61.0,162.41333750963088,1090.0
ENSG00000002919,SNX11,protein_coding,16.823523773462835,94.0,21.821289698835898,162.0,20.258595058452972,131.0,8.134042557495032,30.0,8.221887532019371,4.0,5.899955554979255,9.0,4.019244560959308,10.0,4.096142988814837,4.0,17.135352122575735,115.0
ENSG00000002933,TMEM176A,protein_coding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000003056,M6PR,protein_coding,115.37894756423708,644.67,117.05370832276787,869.0,180.93554365183184,1170.0,89.65612841622944,330.67,70.91377996366707,34.5,71.78279258558094,109.5,47.226123591271865,117.5,66.5623235682411,65.0,121.66100007028771,816.5
ENSG00000003096,KLHL13,protein_coding,0.8948682858224912,5.0,0.5387972765144666,4.0,0.6185830552199381,4.0,2.1690780153320093,8.0,2.055471883004843,1.0,1.9666518516597515,3.0,1.607697824383723,4.0,1.0240357472037092,1.0,0.8940183716126471,6.0
ENSG00000003137,CYP26B1,protein_coding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4019244560959307,1.0,1.0240357472037092,1.0,0.0,0.0
ENSG00000003147,ICA1,protein_coding,1.7897365716449825,10.0,1.7510911486720164,13.0,2.0103949294647987,13.0,1.6268085114990067,6.0,0.0,0.0,2.622202468879669,4.0,1.607697824383723,4.0,2.0480714944074183,2.0,0.8940183716126471,6.0
ENSG00000003249,DBNDD1,protein_coding,0.1789736571644982,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.055471883004843,1.0,0.0,0.0,0.4019244560959307,1.0,0.0,0.0,0.0,0.0
ENSG00000003393,ALS2,protein_coding,11.991235030021384,67.0,8.620756424231466,64.0,13.144889923423683,85.0,19.657269513946332,72.5,41.10943766009685,20.0,27.53312592323652,42.0,26.92893855842736,67.0,26.62492942729644,26.0,10.579217397416322,71.0
ENSG00000003400,CASP10,protein_coding,9.485603829718409,53.0,8.081959147716999,60.0,7.577642426444242,49.0,9.48971631707754,35.0,6.166415649014528,3.0,7.211056789419089,11.0,8.440413578014546,21.0,7.168250230425964,7.0,9.089186778061912,61.0
ENSG00000003402,CFLAR,protein_coding,344.3005729702035,1923.75,362.94731539205753,2694.5,599.6513208149319,3877.58,403.40241794392784,1487.83,365.5245649547512,177.83,521.7068477021268,795.83,323.68182222773595,805.33,343.5639931868444,335.5,342.79346422743725,2300.58
