gene_id,gene_name,gene_biotype,DonorD_NTC1_cpm,DonorD_NTC1_count,DonorD_SGF29-4_cpm,DonorD_SGF29-4_count,DonorD_GATA3-3_cpm,DonorD_GATA3-3_count,DonorD_ATP2A2-3_cpm,DonorD_ATP2A2-3_count,DonorD_NTC2_cpm,DonorD_NTC2_count
ENSG00000137818,RPLP1,protein_coding,4624.50959895131,56350.67,3449.599168086457,37240.17,4264.41725390315,48920.83,4176.071359470009,42034.83,4330.918064720634,53223.0
ENSG00000137819,PAQR5,protein_coding,0.0,0.0,0.0,0.0,0.0871697649836102,1.0,0.0496739413418587,0.5,0.0,0.0
ENSG00000137821,LRRC49,protein_coding,0.0,0.0,0.2778934012454662,3.0,0.0,0.0,0.39739153073487,4.0,0.0,0.0
ENSG00000137822,TUBGCP4,protein_coding,32.49838557704316,396.0,26.770397653313243,289.0,25.73687311141093,295.25,23.14805666530618,233.0,30.921760603382765,380.0
ENSG00000137824,RMDN3,protein_coding,38.899582736157726,474.0,54.09658210911742,584.0,37.3958291779688,429.0,45.203286621091465,455.0,44.10419538693016,542.0
ENSG00000137825,ITPKA,protein_coding,0.5744664117154095,7.0,1.1115736049818647,12.0,0.5230185899016615,6.0,1.390870357572045,14.0,0.4068652710971416,5.0
ENSG00000137831,UACA,protein_coding,0.5744664117154095,7.0,1.4820981399758195,16.0,1.046037179803323,12.0,1.9869576536743505,20.0,0.4068652710971416,5.0
ENSG00000137834,SMAD6,protein_coding,0.4923997814703509,6.0,0.7410490699879098,8.0,0.348679059934441,4.0,1.19217459220461,12.0,0.3254922168777133,4.0
ENSG00000137841,PLCB2,protein_coding,17.972592023667808,219.0,12.783096457291444,138.0,18.044141351607323,207.0,20.86305536358068,210.0,14.0775383799611,173.0
ENSG00000137842,TMEM62,protein_coding,8.206663024505849,100.0,10.51363368045347,113.5,6.97358119868882,80.0,7.202721494569519,72.5,8.462797638820547,104.0
ENSG00000137843,PAK6,protein_coding,2.69424747094527,32.83,1.9146855345812623,20.67,1.5402897472603931,17.67,1.1097158495771249,11.17,1.4101950296226928,17.33
ENSG00000137845,ADAM10,protein_coding,76.40403275814946,931.0,94.85428095845243,1024.0,89.78485793311856,1030.0,104.46429864192896,1051.5,73.2357487974855,900.0
ENSG00000137857,DUOX1,protein_coding,0.0820666302450584,1.0,0.0,0.0,0.1743395299672205,2.0,0.2980436480511525,3.0,0.1627461084388566,2.0
ENSG00000137860,SLC28A2,protein_coding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000137868,STRA6,protein_coding,0.0820666302450584,1.0,0.1852622674969774,2.0,0.1743395299672205,2.0,0.9934788268371753,10.0,0.1627461084388566,2.0
ENSG00000137869,CYP19A1,protein_coding,0.2461998907351754,3.0,1.018942471233376,11.0,0.0871697649836102,1.0,0.2980436480511525,3.0,0.1627461084388566,2.0
ENSG00000137871,ZNF280D,protein_coding,12.43309448212636,151.5,13.47782996040511,145.5,15.429048402099014,177.0,17.981966765752865,181.0,16.31529737099538,200.5
ENSG00000137872,SEMA6D,protein_coding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
