gene_id,gene_name,gene_biotype,Donor6_NTC2_cpm,Donor6_NTC2_count,Donor6_MEN1_cpm,Donor6_MEN1_count,Donor6_ELOB_cpm,Donor6_ELOB_count,Donor6_SGF29_cpm,Donor6_SGF29_count,Donor6_GATA3_cpm,Donor6_GATA3_count,Donor6_NTC3_cpm,Donor6_NTC3_count,Donor6_MED24_cpm,Donor6_MED24_count,Donor6_NFKB2_cpm,Donor6_NFKB2_count,Donor6_KDM1A_cpm,Donor6_KDM1A_count,Donor6_CYB5R4_cpm,Donor6_CYB5R4_count,Donor6_NTC1_cpm,Donor6_NTC1_count
ENSG00000003056,M6PR,protein_coding,83.22365856596461,740.67,77.35153730325723,707.83,47.89333757054857,553.83,63.61357570309247,780.17,75.16457502423604,660.33,85.41761211129284,608.83,127.28584320066068,1359.17,72.40312821559493,857.0,76.87216923010028,962.67,87.59830575388563,937.83,96.00230364834896,1226.75
ENSG00000003096,KLHL13,protein_coding,0.898901357592068,8.0,0.9835184094052456,9.0,0.6053362277121859,7.0,1.7122999984169374,21.0,1.479774469303331,13.0,1.4029796841695192,10.0,0.749197484939548,8.0,1.5207191457184468,18.0,1.03809010355709,13.0,1.1208637696028358,12.0,1.6434060538947035,21.0
ENSG00000003137,CYP26B1,protein_coding,0.1123626696990085,1.0,0.1092798232672495,1.0,0.2594298118766511,3.0,0.0815380951627113,1.0,0.0,0.0,0.1402979684169519,1.0,0.0,0.0,0.0844843969843581,1.0,0.0,0.0,0.0,0.0,0.078257431137843,1.0
ENSG00000003147,ICA1,protein_coding,2.1348907242811617,19.0,3.169114874750236,29.0,1.0377192475066044,12.0,3.4245999968338747,42.0,1.25211685864128,11.0,2.9462573367559903,21.0,0.3980111638741348,4.25,2.027625527624596,24.0,2.8747110560042493,36.0,2.988970052274229,32.0,1.5651486227568607,20.0
ENSG00000003249,DBNDD1,protein_coding,0.449450678796034,4.0,0.7649587628707467,7.0,0.1729532079177674,2.0,0.7338428564644018,9.0,1.0244592479792292,9.0,0.7014898420847596,5.0,0.4682484280872174,5.0,0.1689687939687163,2.0,0.0798530848890069,1.0,0.8406478272021268,9.0,0.6260594491027444,8.0
ENSG00000003393,ALS2,protein_coding,8.801367917523336,78.33,9.215567496127154,84.33,8.89238918509201,102.83,11.598794036895685,142.25,9.675448453137165,85.0,6.874600452430644,49.0,9.64591761859668,103.0,8.828619484865428,104.5,8.33107234647009,104.33,10.554800497093373,113.0,8.21703026947352,105.0
ENSG00000003400,CASP10,protein_coding,6.854122851639518,61.0,7.977427098509215,73.0,13.317397009668088,154.0,14.839933319613458,182.0,11.382880533102549,100.0,5.892514673511981,42.0,4.588834595254731,49.0,7.519111331607876,89.0,8.065161573789698,101.0,9.433936727490536,101.0,6.104079628751757,78.0
ENSG00000003402,CFLAR,protein_coding,333.2204860059856,2965.58,292.19566984666983,2673.83,234.8488372013384,2715.75,283.2087120715001,3473.33,265.10728761595834,2329.0,346.0912374299895,2466.83,543.7066622734725,5805.75,326.398708997309,3863.42,331.70332638214364,4153.92,300.7342877564302,3219.67,316.34940478023947,4042.42
ENSG00000003436,TFPI,protein_coding,0.9359810385927408,8.33,3.6062341678192342,33.0,10.55014568298381,122.0,1.3861476177660923,17.0,0.1422860066637818,1.25,0.9820857789186632,7.0,1.2174459130267654,13.0,0.9293283668279398,11.0,1.1179431884460969,14.0,1.338498151534053,14.33,1.1738614670676455,15.0
ENSG00000003509,NDUFAF7,protein_coding,7.865386878930595,70.0,8.305266568310964,76.0,7.436987940463998,86.0,10.192261895338913,125.0,9.106304426482035,80.0,7.155196389264548,51.0,10.48876478915367,112.0,7.688080125576592,91.0,6.547952960898567,82.0,7.659235758952712,82.0,7.982257976059991,102.0
ENSG00000003756,RBM5,protein_coding,52.529548084286475,467.5,61.14206111802612,559.5,44.5207500161521,514.83,61.39818565752162,753.0,57.36971788683684,504.0,54.50576072998582,388.5,61.52784345066037,657.0,56.287729490828625,666.25,54.2601711820802,679.5,61.36729138575526,657.0,56.81489500607405,726.0
ENSG00000003987,MTMR7,protein_coding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0934053141335696,1.0,0.0,0.0
