gene_id,gene_name,gene_biotype,Donor10_NTC_cpm,Donor10_NTC_count,Donor10_CYB5R4_cpm,Donor10_CYB5R4_count,Donor10_SGF29_cpm,Donor10_SGF29_count,Donor10_ATP2A2_cpm,Donor10_ATP2A2_count,Donor10_KDM1A_cpm,Donor10_KDM1A_count
ENSG00000000003,TSPAN6,protein_coding,0.093270829,1,0.286468002,3,0.115765576,1,0.990522509,3,0.220433617,2
ENSG00000000005,TNMD,protein_coding,0,0,0,0,0,0,0,0,0,0
ENSG00000000419,DPM1,protein_coding,132.3046714,1418.5,134.0670251,1404,126.6475402,1094,104.3350376,316,122.7815247,1114
ENSG00000000457,SCYL3,protein_coding,11.56558283,124,9.835401416,103,11.34502646,98,10.23539926,31,13.0055834,118
ENSG00000000460,FIRRM,protein_coding,4.663541465,50,7.16170006,75,13.31304125,115,4.622438375,14,6.502791701,59
ENSG00000000938,FGR,protein_coding,0,0,0,0,0,0,0.33017417,1,0,0
ENSG00000000971,CFH,protein_coding,0.233177073,2.5,0.143234001,1.5,0.810359033,7,1.320696679,4,0.716409255,6.5
ENSG00000001036,FUCA2,protein_coding,15.76277015,169,18.71590949,196,25.46842674,220,18.4897535,56,22.0433617,200
ENSG00000001084,GCLC,protein_coding,29.93993621,321,25.16143954,263.5,23.38464637,202,25.09323689,76,25.68051638,233
ENSG00000001167,NFYA,protein_coding,23.56674044,252.67,22.85346234,239.33,26.97337923,233,19.48027601,59,21.60249447,196
ENSG00000001460,STPG1,protein_coding,3.730833172,40,3.533105363,37,5.556747652,48,4.622438375,14,4.79443117,43.5
ENSG00000001461,NIPAL3,protein_coding,21.35901991,229,21.19863218,222,29.5202219,255,26.0837594,79,34.38764425,312
ENSG00000001497,LAS1L,protein_coding,75.36283008,808,67.51095923,707,76.05798348,657,61.41239555,186,70.86940786,643
ENSG00000001561,ENPP4,protein_coding,10.35306205,111,10.40833742,109,10.07160512,87,13.86731513,42,9.588862339,87
ENSG00000001617,SEMA3F,protein_coding,0.746166634,8,0.477446671,5,1.273421337,11,0.990522509,3,0.661300851,6
ENSG00000001626,CFTR,protein_coding,0,0,0.190978668,2,0.115765576,1,0,0,0.110216808,1
ENSG00000001629,ANKIB1,protein_coding,37.30833172,400,34.47164962,361,39.70759259,343,34.99846198,106,37.80436531,343
ENSG00000001630,CYP51A1,protein_coding,41.49992279,444.94,38.01525881,398.11,49.30918947,425.94,34.86969406,105.61,40.63252862,368.66
ENSG00000001631,KRIT1,protein_coding,33.28183002,356.83,30.97005574,324.33,34.67179003,299.5,37.86107203,114.67,36.9413677,335.17
ENSG00000002016,RAD52,protein_coding,3.31111444,35.5,4.010552034,42,3.53085007,30.5,3.301741696,10,3.086070638,28
ENSG00000002330,BAD,protein_coding,8.394374637,90,15.3737828,161,18.63825775,161,15.1880118,46,11.90341532,108
ENSG00000002549,LAP3,protein_coding,82.40477769,883.5,77.39410531,810.5,103.3786594,893,83.86423909,254,83.93009967,761.5
ENSG00000002586,CD99,protein_coding,196.5990521,2107.83,121.175965,1269,197.4960728,1706,204.0476368,618,151.5293748,1374.83
ENSG00000002587,HS3ST1,protein_coding,46.07578968,494,52.80560178,553,32.18283015,278,57.45030552,174,49.04647978,445
ENSG00000002726,AOC1,protein_coding,0,0,0,0,0,0,0,0,0,0
ENSG00000002745,WNT16,protein_coding,0,0,0,0,0,0,0.33017417,1,0.110216808,1
ENSG00000002746,HECW1,protein_coding,0.093270829,1,0,0,0,0,0,0,0,0
ENSG00000002822,MAD1L1,protein_coding,5.642885173,60.5,4.893828374,51.25,7.582645233,65.5,6.273309223,19,4.353563936,39.5
ENSG00000002834,LASP1,protein_coding,138.0874628,1480.5,171.8330568,1799.5,148.1799374,1280,108.7923889,329.5,128.1270399,1162.5
ENSG00000002919,SNX11,protein_coding,30.59283201,328,32.1799056,337,53.94675845,466,44.90368707,136,45.96040914,417
ENSG00000002933,TMEM176A,protein_coding,0,0,0,0,0,0,0,0,0,0
ENSG00000003056,M6PR,protein_coding,120.9722656,1297,108.3727551,1134.92,113.122648,977.17,104.3350376,316,115.3418901,1046.5
ENSG00000003096,KLHL13,protein_coding,0.932708293,10,0.859404007,9,0.810359033,7,0,0,0.991951276,9
ENSG00000003137,CYP26B1,protein_coding,0,0,0,0,0,0,0,0,0.110216808,1
ENSG00000003147,ICA1,protein_coding,0.769484342,8.25,0.954893341,10,3.617674252,31.25,3.631915866,11,4.629105957,42
ENSG00000003249,DBNDD1,protein_coding,0.093270829,1,0.095489334,1,0.231531152,2,0.990522509,3,0,0
ENSG00000003393,ALS2,protein_coding,9.933343321,106.5,10.31284809,108,10.18737069,88,11.22592177,34,7.825393403,71
ENSG00000003400,CASP10,protein_coding,5.502978929,59,5.920338716,62,9.029714934,78,8.91470258,27,7.274309361,66
ENSG00000003402,CFLAR,protein_coding,370.075333,3967.75,310.1655905,3248.17,371.0576127,3205.25,376.2334663,1139.5,486.7449805,4416.25
ENSG00000003436,TFPI,protein_coding,0.652895805,7,1.050382675,11,0.694593456,6,0.33017417,1,0.771517659,7
ENSG00000003509,NDUFAF7,protein_coding,7.834749662,84,5.442892046,57,8.219355901,71,8.91470258,27,6.392574893,58
ENSG00000003756,RBM5,protein_coding,69.58003866,746,68.80006524,720.5,70.26970468,607,67.85079186,205.5,66.68116914,605
ENSG00000003987,MTMR7,protein_coding,0,0,0.095489334,1,0,0,0,0,0,0
ENSG00000003989,SLC7A2,protein_coding,0.186541659,2,0.668425339,7,0.231531152,2,0.33017417,1,0.440867234,4
ENSG00000004059,ARF5,protein_coding,115.84237,1242,104.7756719,1097.25,116.344404,1005,103.6746893,314,116.416504,1056.25
ENSG00000004139,SARM1,protein_coding,14.27043688,153,11.31548609,118.5,15.04952489,130,6.273309223,19,15.04459436,136.5
ENSG00000004142,POLDIP2,protein_coding,86.36878794,926,92.72014344,971,81.73049671,706,75.60988485,229,84.97715935,771
ENSG00000004399,PLXND1,protein_coding,0.466354147,5,0.286468002,3,0.810359033,7,0.990522509,3,0.991951276,9
ENSG00000004455,AK2,protein_coding,163.3638575,1751.5,180.506353,1890.33,166.7024295,1440,141.8098059,429.5,160.6961068,1458
ENSG00000004468,CD38,protein_coding,38.61412333,414,31.51148026,330,30.90940881,267,40.2812487,122,29.20745425,265
ENSG00000004478,FKBP4,protein_coding,107.074912,1148,108.5713729,1137,87.17147878,753,84.35950035,255.5,109.1146404,990
ENSG00000004487,KDM1A,protein_coding,73.87049681,792,72.95385128,764,70.65520405,610.33,57.12013135,173,2.571358142,23.33
ENSG00000004534,RBM6,protein_coding,73.87049681,792,74.29070196,778,62.97647338,544,66.53009518,201.5,71.86135914,652
ENSG00000004660,CAMKK1,protein_coding,4.476999807,48,3.151148026,33,4.167560739,36,1.650870848,5,1.763468936,16
ENSG00000004700,RECQL,protein_coding,27.56153006,295.5,31.09801145,325.67,60.06265383,518.83,43.08772914,130.5,47.52218132,431.17
ENSG00000004766,VPS50,protein_coding,8.860728784,95,8.689529406,91,11.34502646,98,10.23539926,31,12.67493298,115
ENSG00000004776,HSPB6,protein_coding,0,0,0.095489334,1,0,0,0.33017417,1,0.110216808,1
ENSG00000004777,ARHGAP33,protein_coding,1.492333269,16,1.14587201,12,2.199545945,19,2.641393357,8,1.43281851,13
ENSG00000004779,NDUFAB1,protein_coding,331.2979857,3552,329.3188411,3448.75,320.7864113,2771,305.7412811,926,305.4107763,2771
ENSG00000004799,PDK4,protein_coding,0,0,0,0,0,0,0,0,0,0
ENSG00000004809,SLC22A16,protein_coding,0,0,0,0,0.115765576,1,0,0,0,0
ENSG00000004838,ZMYND10,protein_coding,0.093270829,1,0,0,0.115765576,1,0.33017417,1,0.220433617,2
ENSG00000004846,ABCB5,protein_coding,0,0,0,0,0,0,0,0,0,0
ENSG00000004848,ARX,protein_coding,0.093270829,1,0.190978668,2,0.115765576,1,0,0,0,0
ENSG00000004864,SLC25A13,protein_coding,16.60220762,178,13.94144278,146,16.67024295,144,15.84836014,48,13.06069181,118.5
ENSG00000004866,ST7,protein_coding,23.39512211,250.83,34.37616029,360,34.90332119,301.5,19.64536309,59.5,41.60684521,377.5
ENSG00000004897,CDC27,protein_coding,53.0403225,568.67,58.1367713,608.83,55.95297588,483.33,59.43135054,180,56.30205229,510.83
ENSG00000004939,SLC4A1,protein_coding,0,0,0,0,0.115765576,1,0,0,0,0
ENSG00000004948,CALCR,protein_coding,0,0,0,0,0,0,0,0,0,0
ENSG00000004961,HCCS,protein_coding,31.05918616,333,34.47164962,361,30.15693257,260.5,25.75358523,78,28.87680383,262
ENSG00000004975,DVL2,protein_coding,24.29705103,260.5,19.5753135,205,25.35266116,219,18.81992767,57,21.82292808,198
ENSG00000005001,PRSS22,protein_coding,0,0,0.095489334,1,0,0,0,0,0,0
ENSG00000005007,UPF1,protein_coding,114.1634951,1224,105.3247355,1103,102.9155971,889,72.96849149,221,106.8000874,969
ENSG00000005020,SKAP2,protein_coding,8.394374637,90,6.970721392,73,17.82789872,154,18.4897535,56,26.04753835,236.33
ENSG00000005022,SLC25A5,protein_coding,607.5969615,6514.33,600.222082,6285.75,597.1385215,5158.17,552.8502331,1674.42,563.519805,5112.83
ENSG00000005059,MCUB,protein_coding,36.56216509,392,27.88288557,292,41.32831066,357,29.3855011,89,32.29352489,293
ENSG00000005073,HOXA11,protein_coding,0,0,0,0,0,0,0,0,0.110216808,1
ENSG00000005075,POLR2J,protein_coding,79.85568593,856.17,70.34412778,736.67,94.31074186,814.67,91.62333208,277.5,86.09806429,781.17
ENSG00000005100,DHX33,protein_coding,83.61729847,896.5,77.87155199,815.5,75.82645233,655,65.70465976,199,69.65702297,632
ENSG00000005102,MEOX1,protein_coding,0,0,0,0,0.115765576,1,0.33017417,1,0,0
ENSG00000005108,THSD7A,protein_coding,0.186541659,2,0.190978668,2,0.463062304,4,0.660348339,2,0.110216808,1
ENSG00000005156,LIG3,protein_coding,37.49487338,402,33.61224561,352,36.06097695,311.5,30.37602361,92,39.01675021,354
ENSG00000005175,RPAP3,protein_coding,48.22101875,517,44.02058304,461,45.38010582,392,42.26229371,128,43.31520574,393
ENSG00000005187,ACSM3,protein_coding,1.212520781,13,1.718808014,18,2.894139402,25,2.971567527,9,1.983902553,18
ENSG00000005189,REXO5,protein_coding,1.025979122,11,0.859404007,9,4.283326315,37,3.631915866,11,2.534986595,23
ENSG00000005194,CIAPIN1,protein_coding,59.87987241,642,52.88485792,553.83,56.57116406,488.67,48.37051585,146.5,51.71042004,469.17
ENSG00000005206,SPPL2B,protein_coding,9.466989174,101.5,6.35004072,66.5,10.36101906,89.5,9.57505092,29,10.30527159,93.5
ENSG00000005238,ATOSB,protein_coding,1.678874927,18,3.485360696,36.5,7.003817353,60.5,4.127177121,12.5,3.526937872,32
ENSG00000005243,COPZ2,protein_coding,1.958687415,21,1.432340012,15,5.90404438,51,3.631915866,11,1.763468936,16
ENSG00000005249,PRKAR2B,protein_coding,2.331770733,25,3.342126695,35,2.199545945,19,4.952612545,15,1.653252127,15
ENSG00000005302,MSL3,protein_coding,37.21506089,399,37.38407431,391.5,34.96120397,302,25.75358523,78,36.20622159,328.5
ENSG00000005339,CREBBP,protein_coding,42.03436464,450.67,44.49802971,466,49.14248704,424.5,60.42187305,183,50.75484031,460.5
ENSG00000005379,TSPOAP1,protein_coding,1.585604098,17,0.859404007,9,2.894139402,25,1.320696679,4,2.20433617,20
ENSG00000005381,MPO,protein_coding,0,0,0,0,0.115765576,1,0,0,0.110216808,1
ENSG00000005421,PON1,protein_coding,0,0,0,0,0,0,0.165087085,0.5,0.110216808,1
ENSG00000005436,GCFC2,protein_coding,29.75339455,319,26.64152422,279,24.02135704,207.5,24.10271438,73,28.60126181,259.5
ENSG00000005448,WDR54,protein_coding,5.129895612,55,4.106041368,43,10.76619857,93,6.933657563,21,5.510840425,50
ENSG00000005469,CROT,protein_coding,6.155874734,66,5.251913377,55,7.872059173,68,6.273309223,19,7.715176595,70
ENSG00000005471,ABCB4,protein_coding,0.046635415,0.5,0.238723335,2.5,0.173648364,1.5,0,0,0.055108404,0.5
ENSG00000005483,KMT2E,protein_coding,83.74134867,897.83,102.4762887,1073.17,81.88446492,707.33,100.5380347,304.5,84.99589621,771.17
ENSG00000005486,RHBDD2,protein_coding,50.45951865,541,76.39146731,800,55.10441421,476,60.09169888,182,80.4582702,730
ENSG00000005513,SOX8,protein_coding,0.652895805,7,2.005276017,21,0.57882788,5,0.660348339,2,0.220433617,2
ENSG00000005700,IBTK,protein_coding,38.61412333,414,47.64917773,499,38.54993683,333,35.32863615,107,37.5839317,341
ENSG00000005801,ZNF195,protein_coding,22.24509279,238.5,28.07386424,294,22.38095882,193.33,20.14062435,61,26.78268447,243
ENSG00000005810,MYCBP2,protein_coding,116.5885366,1250,108.9055856,1140.5,119.6437229,1033.5,109.5352808,331.75,112.6966867,1022.5
ENSG00000005812,FBXL3,protein_coding,45.88924802,492,41.15590301,431,57.88278804,500,49.85629962,151,48.27496212,438
ENSG00000005844,ITGAL,protein_coding,183.4945006,1967.33,226.3813389,2370.75,134.7221892,1163.75,136.3619321,413,143.1253432,1298.58
ENSG00000005882,PDK2,protein_coding,4.756812295,51,2.291744019,24,12.38691664,107,7.594005902,23,6.172141276,56
ENSG00000005884,ITGA3,protein_coding,4.103916489,44,1.336850678,14,6.019809956,52,5.943135054,18,4.959756382,45
ENSG00000005889,ZFX,protein_coding,24.43695728,262,23.15616353,242.5,26.97337923,233,17.33414391,52.5,22.81487936,207
ENSG00000005893,LAMP2,protein_coding,58.38753914,626,52.90109111,554,67.9925958,587.33,71.31762064,216,66.49710707,603.33
ENSG00000005961,ITGA2B,protein_coding,0.093270829,1,0,0,0.231531152,2,0,0,0,0
ENSG00000005981,ASB4,protein_coding,0,0,0,0,0,0,0,0,0,0
ENSG00000006007,GDE1,protein_coding,44.95653972,482,44.87998704,470,51.2841502,443,42.59246788,129,38.57588297,350
ENSG00000006015,REX1BD,protein_coding,41.78533153,448,37.09760631,388.5,51.39991578,444,42.26229371,128,36.70219723,333
ENSG00000006016,CRLF1,protein_coding,0.186541659,2,0.095489334,1,0.231531152,2,0.33017417,1,0.220433617,2
ENSG00000006025,OSBPL7,protein_coding,1.492333269,16,1.527829346,16,1.968014793,17,0.660348339,2,2.094119361,19
ENSG00000006042,TMEM98,protein_coding,0.839437464,9,1.14587201,12,3.588732858,31,4.292264205,13,0.771517659,7
ENSG00000006047,YBX2,protein_coding,0.186541659,2,0.095489334,1,0,0,0,0,0,0
ENSG00000006059,KRT33A,protein_coding,0,0,0,0,0,0,0,0,0,0
ENSG00000006062,MAP3K14,protein_coding,24.90331142,267,23.15616353,242.5,27.55220711,238,27.40445608,83,28.5461534,259
ENSG00000006071,ABCC8,protein_coding,0,0,0,0,0.115765576,1,0,0,0,0
ENSG00000006116,CACNG3,protein_coding,0,0,0.095489334,1,0,0,0,0,0.110216808,1
ENSG00000006118,TMEM132A,protein_coding,0.652895805,7,0.381957337,4,0.810359033,7,0.660348339,2,0.991951276,9
ENSG00000006125,AP2B1,protein_coding,39.73337328,426,45.07096571,472,49.31613541,426,44.90368707,136,52.62852606,477.5
ENSG00000006128,TAC1,protein_coding,0.093270829,1,0,0,2.778373826,24,2.311219188,7,0.330650425,3
ENSG00000006194,ZNF263,protein_coding,13.61754108,146,9.59667808,100.5,13.77610355,119,14.52766346,44,12.34428255,112
ENSG00000006210,CX3CL1,protein_coding,0.186541659,2,0.190978668,2,0.347296728,3,0.33017417,1,0.110216808,1
ENSG00000006282,SPATA20,protein_coding,0.932708293,10,0.477446671,5,2.66260825,23,1.650870848,5,0.440867234,4
ENSG00000006283,CACNA1G,protein_coding,0.186541659,2,0.095489334,1,0.115765576,1,0,0,0,0
ENSG00000006327,TNFRSF12A,protein_coding,2.70485405,29,7.257189394,76,7.061700141,61,7.924180072,24,5.400623616,49
ENSG00000006377,DLX6,protein_coding,0,0,0,0,0,0,0,0,0,0
ENSG00000006432,MAP3K9,protein_coding,5.689520588,61,3.915062699,41,5.440982076,47,5.11769963,15.5,4.959756382,45
ENSG00000006451,RALA,protein_coding,103.5772559,1110.5,121.032731,1267.5,98.40073966,850,93.27420293,282.5,99.52577807,903
ENSG00000006453,BAIAP2L1,protein_coding,0.746166634,8,0.668425339,7,2.083780369,18,1.981045018,6,1.983902553,18
ENSG00000006459,KDM7A,protein_coding,23.78406147,255,13.55948545,142,12.38691664,107,13.86731513,42,21.05141042,191
ENSG00000006468,ETV1,protein_coding,0,0,0.286468002,3,0.694593456,6,0.33017417,1,0.110216808,1
ENSG00000006530,AGK,protein_coding,63.19098685,677.5,59.96730184,628,76.57892857,661.5,79.57197489,241,53.56536893,486
ENSG00000006534,ALDH3B1,protein_coding,0.093270829,1,0.095489334,1,0.115765576,1,0,0,0,0
ENSG00000006555,TTC22,protein_coding,2.518312391,27,1.909786683,20,1.504952489,13,0.660348339,2,2.755420212,25
ENSG00000006576,PHTF2,protein_coding,30.49956118,327,20.62569617,216,36.00309416,311,28.72515276,87,23.80683064,216
ENSG00000006606,CCL26,protein_coding,0.093270829,1,0,0,0,0,0,0,0,0
ENSG00000006607,FARP2,protein_coding,13.89735357,149,13.08203878,137,15.28105604,132,16.17853431,49,15.65078681,142
ENSG00000006611,USH1C,protein_coding,0,0,0,0,0,0,0,0,0,0
ENSG00000006625,GGCT,protein_coding,60.11304949,644.5,57.15036648,598.5,50.67638093,437.75,44.07825165,133.5,54.69509122,496.25
ENSG00000006634,DBF4,protein_coding,45.37625846,486.5,45.45292305,476,50.58955674,437,40.11616161,121.5,37.30838968,338.5
ENSG00000006638,TBXA2R,protein_coding,0.279812488,3,0.095489334,1,0.231531152,2,0,0,0.220433617,2
ENSG00000006652,IFRD1,protein_coding,37.88381274,406.17,36.93813912,386.83,31.75797048,274.33,45.5079058,137.83,39.18207542,355.5
ENSG00000006659,LGALS14,protein_coding,0.093270829,1,0,0,0.115765576,1,0,0,0,0
ENSG00000006695,COX10,protein_coding,20.56621786,220.5,23.94395053,250.75,19.15920284,165.5,14.36257638,43.5,17.63468936,160
ENSG00000006704,GTF2IRD1,protein_coding,1.492333269,16,2.76919069,29,0.810359033,7,4.292264205,13,4.188238723,38
ENSG00000006712,PAF1,protein_coding,22.94462401,246,26.73701356,280,30.44634651,263,19.15010184,58,23.69661383,215
ENSG00000006715,VPS41,protein_coding,22.38499903,240,21.79544052,228.25,28.36256614,245,23.77254021,72,22.59444574,205
ENSG00000006740,ARHGAP44,protein_coding,0.093270829,1,0.541424525,5.67,0.231531152,2,0.33017417,1,0.551084042,5
ENSG00000006744,ELAC2,protein_coding,61.83855983,663,60.34925917,632,61.4715209,531,51.1769963,155,62.05206318,563
ENSG00000006747,SCIN,protein_coding,0,0,0.286468002,3,0.347296728,3,0.660348339,2,0.330650425,3
ENSG00000006756,ARSD,protein_coding,1.585604098,17,2.482722687,26,4.862154195,42,3.962090036,12,4.573997553,41.5
ENSG00000006757,PNPLA4,protein_coding,11.472312,123,7.352678728,77,12.50268222,108,9.905225089,30,13.11580021,119
ENSG00000006788,MYH13,protein_coding,0,0,0,0,0,0,0,0,0,0
ENSG00000006831,ADIPOR2,protein_coding,50.36624782,540,49.08151774,514,52.32604039,452,52.82786714,160,53.67558574,487
ENSG00000006837,CDKL3,protein_coding,0.652895805,7,0.477446671,5,1.273421337,11,0.825435424,2.5,0.551084042,5
ENSG00000007001,UPP2,protein_coding,0,0,0,0,0.115765576,1,0,0,0.055108404,0.5
ENSG00000007038,PRSS21,protein_coding,1.212520781,13,1.050382675,11,1.968014793,17,2.311219188,7,0.661300851,6
ENSG00000007047,MARK4,protein_coding,6.622228881,71,8.212082735,86,7.872059173,68,7.594005902,23,7.274309361,66
ENSG00000007062,PROM1,protein_coding,0,0,0,0,0,0,0,0,0,0
ENSG00000007080,CCDC124,protein_coding,54.56343514,585,60.92219518,638,63.32377011,547,46.22438375,140,57.97404127,526
ENSG00000007129,CEACAM21,protein_coding,1.492333269,16,0.572936005,6,1.369506765,11.83,1.320696679,4,2.094119361,19
ENSG00000007168,PAFAH1B1,protein_coding,93.13092306,998.5,104.7355664,1096.83,105.1151431,908,106.3160826,322,91.92081829,834
ENSG00000007171,NOS2,protein_coding,0,0,0,0,0,0,0,0,0.055108404,0.5
ENSG00000007174,DNAH9,protein_coding,0,0,0,0,0,0,0,0,0,0
ENSG00000007202,BLTP2,protein_coding,46.44887299,498,52.42364444,549,51.74721251,447,46.55455792,141,50.36908148,457
ENSG00000007216,SLC13A2,protein_coding,0,0,0,0,0,0,0,0,0,0
ENSG00000007237,GAS7,protein_coding,0.279812488,3,0.190978668,2,0.231531152,2,0.33017417,1,0.220433617,2
ENSG00000007255,TRAPPC6A,protein_coding,27.23508216,292,20.33922817,213,31.60400227,273,20.80097269,63,27.77463574,252
ENSG00000007264,MATK,protein_coding,5.223166441,56,7.734636065,81,5.440982076,47,3.962090036,12,4.298455531,39
ENSG00000007306,CEACAM7,protein_coding,0,0,0,0,0,0,0,0,0,0
ENSG00000007312,CD79B,protein_coding,7.928020491,85,7.257189394,76,13.42880682,116,6.933657563,21,12.06874053,109.5
ENSG00000007314,SCN4A,protein_coding,0,0,0,0,0,0,0,0,0,0
ENSG00000007341,ST7L,protein_coding,3.637562343,39,3.533105363,37,5.093685347,44,3.301741696,10,5.216561546,47.33
ENSG00000007350,TKTL1,protein_coding,0,0,0.095489334,1,0,0,0,0,0,0
ENSG00000007372,PAX6,protein_coding,0.093270829,1,0.381957337,4,0.260472546,2.25,0.660348339,2,0.440867234,4
ENSG00000007376,RPUSD1,protein_coding,21.54556157,231,23.7768442,249,17.13330526,148,18.81992767,57,19.17772468,174
ENSG00000007384,RHBDF1,protein_coding,0.466354147,5,1.480084679,15.5,1.389186913,12,1.981045018,6,0.661300851,6
ENSG00000007392,LUC7L,protein_coding,42.99785231,461,61.59062052,645,46.65352716,403,45.56403541,138,37.80436531,343
ENSG00000007402,CACNA2D2,protein_coding,0.279812488,3,0.095489334,1,0.463062304,4,0,0,0.110216808,1
ENSG00000007516,BAIAP3,protein_coding,0.093270829,1,0.381957337,4,0,0,0,0,0,0
ENSG00000007520,TSR3,protein_coding,91.49868355,981,90.61937809,949,77.56293597,670,75.60988485,229,82.55238956,749
ENSG00000007541,PIGQ,protein_coding,9.187176687,98.5,7.9733594,83.5,8.56665263,74,7.428918817,22.5,8.927561488,81
ENSG00000007545,CRAMP1,protein_coding,16.8820201,181,14.60986812,153,15.62835277,135,18.15957933,55,13.06069181,118.5
ENSG00000007866,TEAD3,protein_coding,0.466354147,5,0.095489334,1,0.810359033,7,2.311219188,7,0.881734468,8
ENSG00000007908,SELE,protein_coding,0,0,0,0,0,0,0,0,0,0
ENSG00000007923,DNAJC11,protein_coding,51.42300632,551.33,52.0416871,545,43.99091891,380,33.6777653,102,46.45638478,421.5
ENSG00000007933,FMO3,protein_coding,0,0,0,0,0,0,0,0,0,0
ENSG00000007944,MYLIP,protein_coding,6.062603905,65,11.26774143,118,8.913949358,77,9.905225089,30,5.951707659,54
ENSG00000007952,NOX1,protein_coding,0,0,0,0,0,0,0,0,0,0
ENSG00000007968,E2F2,protein_coding,1.958687415,21,2.960169358,31,5.093685347,44,2.641393357,8,3.857588297,35
ENSG00000008018,PSMB1,protein_coding,600.4775991,6438,554.5065633,5807,615.525568,5317,579.1254936,1754,536.8660742,4871
ENSG00000008056,SYN1,protein_coding,0.139906244,1.5,0.429702004,4.5,0,0,0.990522509,3,0.110216808,1
ENSG00000008083,JARID2,protein_coding,143.9168896,1543,125.4252404,1313.5,126.994837,1097,198.9299372,602.5,155.6261336,1412
ENSG00000008086,CDKL5,protein_coding,1.30579161,14,1.456212346,15.25,1.968014793,17,0.990522509,3,1.763468936,16
ENSG00000008118,CAMK1G,protein_coding,0,0,0,0,0,0,0,0,0.110216808,1
ENSG00000008128,CDK11A,protein_coding,18.76329273,201.17,24.56463121,257.25,23.210998,200.5,18.4897535,56,21.40079771,194.17
ENSG00000008130,NADK,protein_coding,46.61955861,499.83,49.84543242,522,38.54993683,333,35.49372324,107.5,42.21303765,383
ENSG00000008196,TFAP2B,protein_coding,0,0,0,0,0,0,0,0,0,0
ENSG00000008197,TFAP2D,protein_coding,0,0,0,0,0,0,0,0,0,0
ENSG00000008226,DLEC1,protein_coding,0.279812488,3,0.190978668,2,0,0,0.33017417,1,0.110216808,1
ENSG00000008256,CYTH3,protein_coding,0.932708293,10,0.477446671,5,0.810359033,7,0.990522509,3,0.991951276,9
ENSG00000008277,ADAM22,protein_coding,0.559624976,6,0.763914673,8,0.463062304,4,0.33017417,1,1.43281851,13
ENSG00000008282,SYPL1,protein_coding,57.921185,621,61.11317385,640,61.35575532,530,60.42187305,183,64.69726659,587
ENSG00000008283,CYB561,protein_coding,2.984666538,32,3.58085003,37.5,2.546842674,22,0.439131646,1.33,1.322601702,12
ENSG00000008294,SPAG9,protein_coding,19.49360332,209,26.30731155,275.5,27.20491038,235,27.07428191,82,23.69661383,215
ENSG00000008300,CELSR3,protein_coding,3.451020684,37,4.583488038,48,3.82026401,33,2.311219188,7,3.63715468,33
ENSG00000008311,AASS,protein_coding,0.652895805,7,0.381957337,4,0.926124609,8,1.320696679,4,1.653252127,15
ENSG00000008323,PLEKHG6,protein_coding,0,0,0,0,0,0,0,0,0,0
ENSG00000008324,SS18L2,protein_coding,112.6711618,1208,120.746263,1264.5,112.9293195,975.5,108.6273018,329,94.78645531,860
ENSG00000008382,MPND,protein_coding,6.71549971,72,9.262465411,97,11.34502646,98,10.23539926,31,9.478645531,86
ENSG00000008394,MGST1,protein_coding,0.746166634,8,1.14587201,12,1.736483641,15,4.292264205,13,1.102168085,10
ENSG00000008405,CRY1,protein_coding,10.91268703,117,7.830125399,82,14.35493143,124,17.16905682,52,12.89536659,117
ENSG00000008438,PGLYRP1,protein_coding,0,0,0,0,0,0,0,0,0,0
ENSG00000008441,NFIX,protein_coding,4.850083124,52,5.968083383,62.5,9.492777238,82,11.88627011,36,6.392574893,58
ENSG00000008513,ST3GAL1,protein_coding,60.95994862,653.58,59.71234531,625.33,50.65670078,437.58,35.98898449,109,44.72047005,405.75
ENSG00000008516,MMP25,protein_coding,10.16652039,109,9.739912082,102,7.408996869,64,9.57505092,29,9.313320318,84.5
ENSG00000008517,IL32,protein_coding,925.5339009,9923.08,1051.488442,11011.58,962.8419764,8317.17,1029.23543,3117.25,847.4294863,7688.75
ENSG00000008710,PKD1,protein_coding,12.34252884,132.33,7.758508398,81.25,12.76315476,110.25,14.28003284,43.25,12.01363213,109
ENSG00000008735,MAPK8IP2,protein_coding,0.124050203,1.33,0.095489334,1,0.231531152,2,0,0,0,0
ENSG00000008838,MED24,protein_coding,42.39159192,454.5,39.437095,413,44.68551236,386,40.2812487,122,42.59879648,386.5
ENSG00000008853,RHOBTB2,protein_coding,2.331770733,25,1.336850678,14,3.009904978,26,1.650870848,5,1.212384893,11
ENSG00000008869,HEATR5B,protein_coding,11.93866615,128,11.64969876,122,13.0815101,113,15.51818597,47,13.33623383,121
ENSG00000008952,SEC62,protein_coding,113.2307868,1214,114.5394563,1199.5,112.4083744,971,105.3255601,319,114.7356976,1041
ENSG00000008988,RPS20,protein_coding,1660.661933,17804.73,1632.213512,17093.15,1772.831717,15313.98,2191.197575,6636.49,1877.110181,17031.07
ENSG00000009307,CSDE1,protein_coding,344.1693601,3690,312.2501226,3270,367.3241729,3173,314.1607224,951.5,349.8832586,3174.5
ENSG00000009335,UBE3C,protein_coding,96.72184999,1037,100.5980135,1053.5,86.93994763,751,87.49615496,265,89.38583169,811
ENSG00000009413,REV3L,protein_coding,29.93993621,321,26.16407755,274,25.58419231,221,30.37602361,92,29.20745425,265
