gene_id,gene_name,gene_biotype,Donor10_NTC_cpm,Donor10_NTC_count,Donor10_CYB5R4_cpm,Donor10_CYB5R4_count,Donor10_SGF29_cpm,Donor10_SGF29_count,Donor10_ATP2A2_cpm,Donor10_ATP2A2_count,Donor10_KDM1A_cpm,Donor10_KDM1A_count
ENSG00000122025,FLT3,protein_coding,0.093270829,1,0,0,0,0,0,0,0,0
ENSG00000122026,RPL21,protein_coding,753.3093145,8076.58,706.3661161,7397.33,656.9117614,5674.5,747.7883646,2264.83,721.4053832,6545.33
ENSG00000122033,MTIF3,protein_coding,30.40629035,326,25.97309888,272,33.22472033,287,24.10271438,73,33.34058457,302.5
ENSG00000122034,GTF3A,protein_coding,277.8538005,2979,230.3202739,2412,240.0978048,2074,172.3509166,522,234.6879568,2129.33
ENSG00000122035,RASL11A,protein_coding,0.093270829,1,0.286468002,3,0.347296728,3,0.33017417,1,0.220433617,2
ENSG00000122042,UBL3,protein_coding,16.60220762,178,13.65497478,143,16.90177411,146,15.84836014,48,20.55543478,186.5
ENSG00000122043,LINC00544,lncRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000122068,FYTTD1,protein_coding,83.7105693,897.5,71.52151127,749,100.2529889,866,74.61936234,226,89.60626531,813
ENSG00000122085,MTERF4,protein_coding,38.33431084,411,44.87998704,470,31.951299,276,34.33811364,104,32.51395851,295
ENSG00000122121,XPNPEP2,protein_coding,0,0,0,0,0.347296728,3,0,0,0.440867234,4
ENSG00000122122,SASH3,protein_coding,24.62349894,264,23.44263153,245.5,27.84162105,240.5,24.26780147,73.5,29.64832149,269
ENSG00000122126,OCRL,protein_coding,2.425041562,26,1.62331868,17,2.894139402,25,3.631915866,11,2.865637021,26
ENSG00000122133,PAEP,protein_coding,0,0,0.095489334,1,0,0,0,0,0,0
ENSG00000122136,OBP2A,protein_coding,0,0,0,0,0,0,0,0,0,0
ENSG00000122140,MRPS2,protein_coding,78.95375701,846.5,69.80270325,731,62.51341108,540,63.72361474,193,65.02791701,590
ENSG00000122145,TBX22,protein_coding,0,0,0,0,0,0,0.33017417,1,0,0
ENSG00000122176,FMOD,protein_coding,0.186541659,2,0,0,0.57882788,5,5.612960884,17,1.322601702,12
ENSG00000122180,MYOG,protein_coding,0,0,0,0,0,0,0,0,0,0
ENSG00000122188,LAX1,protein_coding,76.76189252,823,50.37062376,527.5,55.31626522,477.83,126.7868811,384,105.918353,961
ENSG00000122194,PLG,protein_coding,0,0,0,0,0.028941394,0.25,0,0,0,0
ENSG00000122203,KIAA1191,protein_coding,37.5415088,402.5,39.91454167,418,39.59182702,342,37.14459409,112.5,38.57588297,350
ENSG00000122218,COPA,protein_coding,94.25017301,1010.5,108.3326496,1134.5,95.85389699,828,101.0332959,306,108.7288816,986.5
ENSG00000122223,CD244,protein_coding,0.186541659,2,0.095489334,1,0,0,0.33017417,1,0.110216808,1
ENSG00000122224,LY9,protein_coding,6.71549971,72,7.352678728,77,4.514857467,39,3.301741696,10,10.85635564,98.5
ENSG00000122254,HS3ST2,protein_coding,0,0,0,0,0,0,0,0,0,0
ENSG00000122257,RBBP6,protein_coding,99.84642277,1070.5,91.9084841,962.5,83.75639429,723.5,84.02932618,254.5,79.19077691,718.5
ENSG00000122299,ZC3H7A,protein_coding,35.81599845,384,39.81905233,417,44.80127794,387,32.35706863,98,38.79631659,352
ENSG00000122304,PRM2,protein_coding,0,0,0,0,0,0,0,0,0,0
ENSG00000122335,SERAC1,protein_coding,6.902041369,74,4.678977373,49,3.936029587,34,10.56557343,32,5.621057233,51
ENSG00000122359,ANXA11,protein_coding,159.3065765,1708,206.5673021,2163.25,210.6354657,1819.5,130.0886228,394,135.7871081,1232
ENSG00000122367,LDB3,protein_coding,0,0,0,0,0.231531152,2,0,0,0,0
ENSG00000122375,OPN4,protein_coding,0,0,0,0,0,0,0,0,0,0
ENSG00000122376,SHLD2,protein_coding,28.80483021,308.83,24.36601339,255.17,26.66428514,230.33,26.85306522,81.33,23.86193904,216.5
ENSG00000122378,PRXL2A,protein_coding,10.63287454,114,9.262465411,97,12.38691664,107,9.24487675,28,13.33623383,121
ENSG00000122386,ZNF205,protein_coding,0.186541659,2,0,0,0.347296728,3,0.33017417,1,0,0
ENSG00000122390,NAA60,protein_coding,22.71144694,243.5,22.63097219,237,20.89568648,180.5,23.44236605,71,20.99630202,190.5
ENSG00000122406,RPL5,protein_coding,2068.38044,22176.07,1781.495807,18656.49,1544.601041,13342.49,1540.179958,4664.75,1710.058973,15515.41
ENSG00000122417,ODF2L,protein_coding,9.404497719,100.83,13.55948545,142,14.41281422,124.5,16.17853431,49,18.35109861,166.5
ENSG00000122420,PTGFR,protein_coding,0,0,0,0,0,0,0,0,0,0
ENSG00000122432,SPATA1,protein_coding,0.466354147,5,0.954893341,10,0.926124609,8,1.981045018,6,0.606192447,5.5
ENSG00000122435,TRMT13,protein_coding,31.61881113,339,24.82722687,260,27.43644153,237,21.7914952,66,30.08918872,273
ENSG00000122477,LRRC39,protein_coding,0.373083317,4,0.477446671,5,0.347296728,3,0.33017417,1,0.440867234,4
ENSG00000122481,RWDD3,protein_coding,14.50361396,155.5,9.023742076,94.5,12.79209616,110.5,9.079789665,27.5,12.84025819,116.5
ENSG00000122482,ZNF644,protein_coding,34.41693601,369,37.71828698,395,38.89723356,336,40.2812487,122,37.25328127,338
ENSG00000122483,CCDC18,protein_coding,13.71081191,147,16.61514414,174,27.43644153,237,19.48027601,59,18.02044819,163.5
ENSG00000122484,RPAP2,protein_coding,31.48636656,337.58,27.56490608,288.67,26.27878577,227,26.41393357,80,32.29352489,293
ENSG00000122490,SLC66A2,protein_coding,55.02978929,590,65.74440655,688.5,53.02063384,458,50.51664796,153,40.78021914,370
ENSG00000122507,BBS9,protein_coding,1.772145757,19,0.859404007,9,1.157655761,10,1.320696679,4,1.983902553,18
ENSG00000122512,PMS2,protein_coding,10.91268703,117,11.64969876,122,10.07160512,87,9.079789665,27.5,11.92215218,108.17
ENSG00000122515,ZMIZ2,protein_coding,38.14776919,409,37.52730831,393,28.94139402,250,41.76703246,126.5,37.14306446,337
ENSG00000122543,OCM,protein_coding,0.093270829,1,0,0,0,0,0,0,0.110216808,1
ENSG00000122545,SEPTIN7,protein_coding,231.2342419,2479.17,207.4190669,2172.17,240.7541956,2079.67,197.7743276,599,235.2577777,2134.5
ENSG00000122547,EEPD1,protein_coding,0.559624976,6,2.673701356,28,0.57882788,5,1.981045018,6,1.102168085,10
ENSG00000122548,KIAA0087,lncRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000122550,KLHL7,protein_coding,16.97529093,182,17.09259081,179,14.70222816,127,12.87679262,39,17.85512298,162
ENSG00000122557,HERPUD2,protein_coding,20.33304079,218,19.33659016,202.5,23.96347425,207,22.78201771,69,22.53933734,204.5
ENSG00000122565,CBX3,protein_coding,352.2839223,3777,310.8015494,3254.83,358.6220745,3097.83,298.8637531,905.17,325.3137276,2951.58
ENSG00000122566,HNRNPA2B1,protein_coding,664.2589903,7121.83,721.3904079,7554.67,814.3529449,7034.5,714.1105993,2162.83,657.7000679,5967.33
ENSG00000122574,WIPF3,protein_coding,0,0,0,0,0.115765576,1,0.33017417,1,0,0
ENSG00000122584,NXPH1,protein_coding,0,0,0,0,0,0,0,0,0,0
ENSG00000122585,NPY,protein_coding,0,0,0.095489334,1,0,0,0,0,0,0
ENSG00000122591,HYCC1,protein_coding,62.49145563,670,41.77658368,437.5,42.37020084,366,33.01741696,100,44.61907058,404.83
ENSG00000122592,HOXA7,protein_coding,0.093270829,1,0,0,0.347296728,3,0.33017417,1,0.220433617,2
ENSG00000122641,INHBA,protein_coding,1.025979122,11,1.527829346,16,2.083780369,18,2.311219188,7,1.43281851,13
ENSG00000122642,FKBP9,protein_coding,0.046635415,0.5,0.429702004,4.5,1.273421337,11,0.495261254,1.5,0.330650425,3
ENSG00000122643,NT5C3A,protein_coding,30.63946743,328.5,42.63598769,446.5,34.67179003,299.5,21.62640811,65.5,27.88485255,253
ENSG00000122644,ARL4A,protein_coding,8.238612352,88.33,10.21735875,107,12.36723649,106.83,8.419441326,25.5,12.03236898,109.17
ENSG00000122674,CCZ1,protein_coding,88.09429828,944.5,92.7841213,971.67,96.83790439,836.5,71.5916652,216.83,84.11416174,763.17
ENSG00000122678,POLM,protein_coding,17.33251821,185.83,13.51174078,141.5,16.20718065,140,16.83888265,51,18.62664064,169
ENSG00000122679,RAMP3,protein_coding,0,0,0,0,0,0,0,0,0,0
ENSG00000122687,MRM2,protein_coding,14.92333269,160,14.92020846,156.25,17.94366429,155,13.53714096,41,15.89877463,144.25
ENSG00000122691,TWIST1,protein_coding,1.119249952,12,1.241361344,13,2.315311521,20,2.641393357,8,1.212384893,11
ENSG00000122692,SMU1,protein_coding,60.71930988,651,60.39700384,632.5,66.33367509,573,50.0213867,151.5,59.46196818,539.5
ENSG00000122694,GLIPR2,protein_coding,15.76277015,169,33.03930961,346,20.25897581,175,9.24487675,28,9.588862339,87
ENSG00000122696,SLC25A51,protein_coding,9.319621264,99.92,8.864274888,92.83,6.945934564,60,8.832159038,26.75,9.515017078,86.33
ENSG00000122705,CLTA,protein_coding,220.9119592,2368.5,227.9091682,2386.75,227.2767672,1963.25,200.415721,607,190.4821993,1728.25
ENSG00000122707,RECK,protein_coding,3.637562343,39,3.628594697,38,5.440982076,47,6.273309223,19,5.84149085,53
ENSG00000122711,SPINK4,protein_coding,0,0,0,0,0,0,0.660348339,2,0.220433617,2
ENSG00000122728,TAF1L,protein_coding,0.373083317,4,0.047744667,0.5,0.231531152,2,0,0,0.220433617,2
ENSG00000122729,ACO1,protein_coding,10.07324956,108,9.835401416,103,11.34502646,98,13.53714096,41,7.935610212,72
ENSG00000122733,PHF24,protein_coding,0,0,0,0,0,0,0,0,0,0
ENSG00000122735,DNAI1,protein_coding,0,0,0,0,0,0,0,0,0,0
ENSG00000122741,DCAF10,protein_coding,27.23508216,292,25.20918421,264,28.82562844,249,26.41393357,80,24.74367351,224.5
ENSG00000122756,CNTFR,protein_coding,0,0,0,0,0,0,0,0,0,0
ENSG00000122778,KIAA1549,protein_coding,0.746166634,8,0.381957337,4,1.389186913,12,1.981045018,6,0.881734468,8
ENSG00000122779,TRIM24,protein_coding,15.94931181,171,13.12978344,137.5,13.50636976,116.67,14.52766346,44,15.76100362,143
ENSG00000122783,CYREN,protein_coding,18.00127006,193,20.1482495,211,23.50041194,203,23.77254021,72,20.05945915,182
ENSG00000122786,CALD1,protein_coding,15.01660352,161,19.8617815,208,15.04952489,130,26.74410774,81,46.45638478,421.5
ENSG00000122787,AKR1D1,protein_coding,0,0,0,0,0,0,0,0,0,0
ENSG00000122824,NUDT10,protein_coding,0.559624976,6,0.477446671,5,1.041890185,9,0.660348339,2,1.212384893,11
ENSG00000122852,SFTPA1,protein_coding,0,0,0,0,0,0,0,0,0,0
ENSG00000122859,NEUROG3,protein_coding,0,0,0,0,0,0,0,0,0,0
ENSG00000122861,PLAU,protein_coding,1.492333269,16,3.628594697,38,6.945934564,60,4.622438375,14,5.400623616,49
ENSG00000122862,SRGN,protein_coding,1960.039842,21014.5,1870.636056,19590,2262.696067,19545.5,2724.267074,8251,2458.330805,22304.5
ENSG00000122863,CHST3,protein_coding,0.093270829,1,0.190978668,2,0.231531152,2,0.990522509,3,0.551084042,5
ENSG00000122870,BICC1,protein_coding,0.373083317,4,0.190978668,2,0.463062304,4,1.320696679,4,0.220433617,2
ENSG00000122872,ARL4AP1,processed_pseudogene,0.030779374,0.33,0.03151148,0.33,0,0,0,0,0.036371547,0.33
ENSG00000122873,CISD1,protein_coding,91.0323294,976,78.77870066,825,71.83253995,620.5,70.82235939,214.5,73.84526169,670
ENSG00000122877,EGR2,protein_coding,42.76467524,458.5,122.4173264,1282,46.9429411,405.5,113.7450014,344.5,36.3715468,330
ENSG00000122882,ECD,protein_coding,42.90458148,460,49.17700708,515,50.76320511,438.5,44.5735129,135,44.19694021,401
ENSG00000122884,P4HA1,protein_coding,34.88329016,374,39.580329,414.5,37.62381222,325,41.93211955,127,39.51272585,358.5
ENSG00000122912,SLC25A16,protein_coding,15.38968684,165,12.60459211,132,12.03961991,104,13.86731513,42,13.33623383,121
ENSG00000122952,ZWINT,protein_coding,31.05918616,333,34.08969229,357,80.51495816,695.5,56.12960884,170,37.03284766,336
ENSG00000122958,VPS26A,protein_coding,38.00786294,407.5,35.5220323,372,45.72740255,395,36.979507,112,34.82851149,316
ENSG00000122965,RBM19,protein_coding,44.49018558,477,45.35743371,475,46.65352716,403,50.18647379,152,45.73997553,415
ENSG00000122966,CIT,protein_coding,7.088583027,76,11.01278491,115.33,17.48060199,151,13.9762726,42.33,11.57276489,105
ENSG00000122970,IFT81,protein_coding,0.466354147,5,1.050382675,11,1.620718065,14,0,0,0.881734468,8
ENSG00000122971,ACADS,protein_coding,4.570270636,49,5.53838138,58,7.640528021,66,8.584528411,26,5.069973191,46
ENSG00000122986,HVCN1,protein_coding,16.41566596,176,11.93616677,125,24.31077098,210,18.15957933,55,15.87122042,144
ENSG00000123009,NME2P1,processed_pseudogene,1.228376822,13.17,1.241361344,13,1.215538549,10.5,1.815957933,5.5,1.102168085,10
ENSG00000123064,DDX54,protein_coding,82.31150686,882.5,82.40729536,863,75.13185887,649,71.97796898,218,83.43412403,757
ENSG00000123066,MED13L,protein_coding,50.73933114,544,48.74730507,510.5,50.58955674,437,64.38396308,195,58.02914967,526.5
ENSG00000123080,CDKN2C,protein_coding,24.62349894,264,18.62042016,195,30.04116699,259.5,24.76306272,75,32.29352489,293
ENSG00000123091,RNF11,protein_coding,49.06045621,526,47.21947573,494.5,47.92694849,414,54.14856382,164,47.72387808,433
ENSG00000123094,RASSF8,protein_coding,0.279812488,3,0.477446671,5,0.57882788,5,2.311219188,7,1.102168085,10
ENSG00000123095,BHLHE41,protein_coding,0.279812488,3,0.716170006,7.5,0.28941394,2.5,0.990522509,3,0.551084042,5
ENSG00000123096,SSPN,protein_coding,0,0,0.095489334,1,0.231531152,2,0,0,0.110216808,1
ENSG00000123104,ITPR2,protein_coding,75.47195695,809.17,86.21063554,902.83,68.51354089,591.83,53.65330257,162.5,87.21786707,791.33
ENSG00000123106,CCDC91,protein_coding,24.90331142,267,25.40016288,266,27.66797268,239,20.47079852,62,18.1857734,165
ENSG00000123119,NECAB1,protein_coding,0.186541659,2,0.286468002,3,0.57882788,5,0,0,0.771517659,7
ENSG00000123124,WWP1,protein_coding,29.19376957,313,29.45845958,308.5,24.88959886,215,26.24884649,79.5,27.99506936,254
ENSG00000123130,ACOT9,protein_coding,40.52617533,434.5,79.160658,829,46.59564437,402.5,33.01741696,100,43.75607297,397
ENSG00000123131,PRDX4,protein_coding,130.2060777,1396,123.181241,1290,127.805196,1104,79.57197489,241,156.5078681,1420
ENSG00000123136,DDX39A,protein_coding,169.9860864,1822.5,154.597232,1619,149.8006554,1294,140.6541963,426,139.7549132,1268
ENSG00000123143,PKN1,protein_coding,47.1017688,505,34.66262829,363,52.44180596,453,45.56403541,138,54.88797063,498
ENSG00000123144,TRIR,protein_coding,202.0246163,2166,193.8433483,2030,239.4032113,2068,232.1124413,703,204.341963,1854
ENSG00000123146,ADGRE5,protein_coding,59.69333076,640,102.3168215,1071.5,98.34285688,849.5,117.5420044,356,95.77840658,869
ENSG00000123154,WDR83,protein_coding,9.684310207,103.83,6.063572717,63.5,9.502038484,82.08,12.21644428,37,7.632513988,69.25
ENSG00000123159,GIPC1,protein_coding,29.19376957,313,27.4054389,287,33.80354821,292,26.74410774,81,23.91704744,217
ENSG00000123165,ACTRT1,protein_coding,0,0,0,0,0,0,0,0,0,0
ENSG00000123171,CCDC70,protein_coding,0,0,0,0,0,0,0,0,0,0
ENSG00000123178,SPRYD7,protein_coding,16.50893679,177,16.99710148,178,24.07923982,208,16.50870848,50,16.09165404,146
ENSG00000123179,EBPL,protein_coding,104.027754,1115.33,87.8501874,920,87.05571321,752,69.83183688,211.5,81.43148462,738.83
ENSG00000123191,ATP7B,protein_coding,1.289935569,13.83,0.477446671,5,0.926124609,8,1.320696679,4,0.661300851,6
ENSG00000123200,ZC3H13,protein_coding,81.51870481,874,98.35401416,1030,96.54849045,834,79.57197489,241,92.47190233,839
ENSG00000123201,GUCY1B2,transcribed_unitary_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000123213,NLN,protein_coding,25.27639474,271,27.11897089,284,20.37474139,176,18.4897535,56,21.71271127,197
ENSG00000123219,CENPK,protein_coding,15.76277015,169,17.33131415,181.5,37.91322616,327.5,17.49923099,53,19.5083751,177
ENSG00000123240,OPTN,protein_coding,49.62008119,532,62.92747119,659,72.72972317,628.25,74.61936234,226,60.09571483,545.25
ENSG00000123243,ITIH5,protein_coding,0.093270829,1,0.477446671,5,0.347296728,3,0.660348339,2,0.110216808,1
ENSG00000123268,ATF1,protein_coding,42.15841485,452,35.90398963,376,37.62381222,325,36.64933283,111,33.17525936,301
ENSG00000123297,TSFM,protein_coding,42.53149816,456,40.296499,422,42.02290412,363,33.34759113,101,37.47371489,340
ENSG00000123307,NEUROD4,protein_coding,0,0,0,0,0,0,0,0,0,0
ENSG00000123329,ARHGAP9,protein_coding,21.82537406,234,14.70535746,154,26.89581629,232.33,26.41393357,80,22.59444574,205
ENSG00000123338,NCKAP1L,protein_coding,32.36497777,347,26.54603489,278,39.07088193,337.5,32.19198154,97.5,43.64585617,396
ENSG00000123342,MMP19,protein_coding,0,0,0.095489334,1,0,0,0,0,0,0
ENSG00000123349,PFDN5,protein_coding,181.5983047,1947,163.7479749,1714.83,181.4046577,1567,218.0800391,660.5,175.7958096,1595
ENSG00000123352,SPATS2,protein_coding,9.42035376,101,8.594040072,90,14.76011095,127.5,10.56557343,32,12.10511208,109.83
ENSG00000123353,ORMDL2,protein_coding,76.01572588,815,72.66738328,761,75.24762445,650,85.51510994,259,80.29294499,728.5
ENSG00000123358,NR4A1,protein_coding,17.72145757,190,59.03628083,618.25,29.05715959,251,77.2607557,234,29.64832149,269
ENSG00000123360,PDE1B,protein_coding,5.31643727,57,2.864680024,30,7.408996869,64,7.263831732,22,5.731274042,52
ENSG00000123364,HOXC13,protein_coding,0,0,0,0,0,0,0,0,0,0
ENSG00000123374,CDK2,protein_coding,20.23976996,217,33.32577761,349,43.75938776,378,33.6777653,102,24.79878191,225
ENSG00000123384,LRP1,protein_coding,2.331770733,25,3.246637361,34,6.367106684,55,8.91470258,27,4.629105957,42
ENSG00000123388,HOXC11,protein_coding,0,0,0,0,0,0,0,0,0,0
ENSG00000123395,ATG101,protein_coding,41.41224821,444,39.62807367,415,40.74948278,352,38.30020368,116,36.92263085,335
ENSG00000123405,NFE2,protein_coding,0.186541659,2,0.095489334,1,0.231531152,2,0,0,0,0
ENSG00000123407,HOXC12,protein_coding,0,0,0,0,0,0,0,0,0,0
ENSG00000123411,IKZF4,protein_coding,34.88329016,374,33.23028828,348,56.26206997,486,37.30968117,113,49.92821425,453
ENSG00000123415,SMUG1,protein_coding,15.29641601,164,13.79820878,144.5,20.14321024,174,17.49923099,53,20.05945915,182
ENSG00000123416,TUBA1B,protein_coding,847.5240446,9086.7,983.563059,10300.24,1459.002817,12603.08,1193.731503,3615.46,1110.846556,10078.74
ENSG00000123427,EEF1AKMT3,protein_coding,0.746166634,8,1.575574013,16.5,1.389186913,12,0.990522509,3,2.149227766,19.5
ENSG00000123444,KBTBD4,protein_coding,22.57154069,242,21.58058951,226,21.06933485,182,16.83888265,51,18.73685744,170
ENSG00000123447,TYRL,transcribed_unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000123453,SARDH,protein_coding,0,0,0.095489334,1,0.57882788,5,0.990522509,3,0.220433617,2
ENSG00000123454,DBH,protein_coding,0,0,0,0,0,0,0,0,0,0
ENSG00000123472,ATPAF1,protein_coding,33.20441523,356,26.59377956,278.5,35.48214907,306.5,25.09323689,76,34.49786106,313
ENSG00000123473,STIL,protein_coding,10.44633288,112,14.60986812,153,23.15311521,200,20.80097269,63,13.22601702,120
ENSG00000123485,HJURP,protein_coding,15.48295766,166,24.44526954,256,30.33058093,262,25.09323689,76,20.83097681,189
ENSG00000123496,IL13RA2,protein_coding,0,0,0,0,0,0,0,0,0,0
ENSG00000123500,COL10A1,protein_coding,0,0,0,0,0,0,0,0,0,0
ENSG00000123505,AMD1,protein_coding,170.5298553,1828.33,163.3182728,1710.33,125.9147441,1087.67,149.4038118,452.5,151.2725697,1372.5
ENSG00000123545,NDUFAF4,protein_coding,129.3200048,1386.5,126.1414104,1321,110.3824768,953.5,116.3863948,352.5,104.5957513,949
ENSG00000123552,USP45,protein_coding,8.953999613,96,9.453444079,99,10.41890185,90,7.263831732,22,10.36038,94
ENSG00000123560,PLP1,protein_coding,0.093270829,1,0,0,0,0,0,0,0,0
ENSG00000123561,SERPINA7,protein_coding,0,0,0,0,0,0,0,0,0,0
ENSG00000123562,MORF4L2,protein_coding,119.2933907,1279,138.6505132,1452,130.9308665,1131,139.0033254,421,124.5813651,1130.33
ENSG00000123569,H2BW1,protein_coding,0,0,0,0,0,0,0,0,0,0
ENSG00000123570,RAB9B,protein_coding,0.652895805,7,0.286468002,3,1.504952489,13,0.33017417,1,0.826626064,7.5
ENSG00000123572,NRK,protein_coding,0,0,0,0,0,0,0,0,0,0
ENSG00000123575,FAM199X,protein_coding,15.66949932,168,16.13769747,169,15.9756495,138,15.84836014,48,15.98143723,145
ENSG00000123576,ESX1,protein_coding,0,0,0,0,0.115765576,1,0.660348339,2,0.110216808,1
ENSG00000123584,MAGEA9,protein_coding,0,0,0,0,0.057882788,0.5,0,0,0,0
ENSG00000123594,ATXN3L,protein_coding,0,0,0,0,0,0,0,0,0,0
ENSG00000123595,RAB9A,protein_coding,23.78406147,255,42.30177502,443,33.22472033,287,46.88473209,142,28.10528617,255
ENSG00000123600,METTL8,protein_coding,42.53149816,456,44.59351904,467,45.03280909,389,43.91316456,133,38.35544936,348
ENSG00000123607,TTC21B,protein_coding,12.89469215,138.25,12.60459211,132,15.60867262,134.83,12.87679262,39,13.22601702,120
ENSG00000123609,NMI,protein_coding,97.46801662,1045,106.3751182,1114,113.5660301,981,79.57197489,241,88.61431403,804
ENSG00000123610,TNFAIP6,protein_coding,0,0,0,0,0,0,0,0,0.110216808,1
ENSG00000123612,ACVR1C,protein_coding,4.01064566,43,2.673701356,28,5.556747652,48,0.660348339,2,4.298455531,39
ENSG00000123636,BAZ2B,protein_coding,5.020768741,53.83,7.861636879,82.33,16.58341877,143.25,15.29696928,46.33,14.20915095,128.92
ENSG00000123643,SLC36A1,protein_coding,9.233812101,99,7.352678728,77,8.56665263,74,4.952612545,15,8.81734468,80
ENSG00000123684,LPGAT1,protein_coding,39.50019621,423.5,34.42390495,360.5,42.19655248,364.5,24.76306272,75,34.9938367,317.5
ENSG00000123685,BATF3,protein_coding,43.37093563,465,31.22501226,327,83.58274593,722,34.33811364,104,50.14864787,455
ENSG00000123689,G0S2,protein_coding,72.5647052,778,48.41309241,507,80.3413098,694,112.5893918,341,69.9876734,635
ENSG00000123700,KCNJ2,protein_coding,0,0,0.190978668,2,0.231531152,2,0,0,0,0
ENSG00000123728,RAP2C,protein_coding,47.89457085,513.5,50.70483642,531,49.75025632,429.75,43.25281622,131,46.62170999,423
ENSG00000123737,EXOSC9,protein_coding,58.20099749,624,53.66500578,562,59.96656841,518,47.54508043,144,55.32883787,502
ENSG00000123739,PLA2G12A,protein_coding,13.0579161,140,8.880508074,93,8.798183782,76,11.72118302,35.5,11.51765649,104.5
ENSG00000123810,B9D2,protein_coding,4.570270636,49,4.487998704,47,7.061700141,61,5.612960884,17,3.967805106,36
ENSG00000123815,COQ8B,protein_coding,4.71017688,50.5,4.774466707,50,5.267333711,45.5,5.943135054,18,5.455732021,49.5
ENSG00000123836,PFKFB2,protein_coding,2.611583221,28,1.050382675,11,2.66260825,23,2.311219188,7,2.314552978,21
ENSG00000123838,C4BPA,protein_coding,0,0,0,0,0,0,0,0,0,0
ENSG00000123843,C4BPB,protein_coding,1.585604098,17,0.859404007,9,2.431077098,21,0.33017417,1,3.526937872,32
ENSG00000123870,ZNF137P,transcribed_unprocessed_pseudogene,0.139906244,1.5,0.095489334,1,0,0,0,0,0.220433617,2
ENSG00000123892,RAB38,protein_coding,12.21847864,131,7.830125399,82,20.25897581,175,27.07428191,82,26.56225085,241
ENSG00000123901,GPR83,protein_coding,0.093270829,1,0,0,0,0,0,0,0,0
ENSG00000123908,AGO2,protein_coding,142.9841813,1533,161.185996,1688,141.6391823,1223.5,154.3564243,467.5,116.829817,1060
ENSG00000123933,MXD4,protein_coding,13.0579161,140,9.644422747,101,18.4067266,159,13.0418797,39.5,24.46813149,222
ENSG00000123965,PMS2P5,transcribed_unprocessed_pseudogene,0.244369573,2.62,0.218670575,2.29,0.405179516,3.5,0.36979507,1.12,0.404495687,3.67
ENSG00000123975,CKS2,protein_coding,235.6953857,2527,243.8320147,2553.5,331.3789615,2862.5,266.4505549,807,264.1345816,2396.5
ENSG00000123977,DAW1,protein_coding,0,0,0,0,0,0,0,0,0.110216808,1
ENSG00000123983,ACSL3,protein_coding,42.81131065,459,35.33105363,370,46.24834764,399.5,43.91316456,133,38.46566617,349
ENSG00000123989,CHPF,protein_coding,23.50424898,252,22.82195086,239,28.24680056,244,22.45184354,68,23.69661383,215
ENSG00000123992,DNPEP,protein_coding,113.7279203,1219.33,92.62465411,970,98.97956754,855,76.27023319,231,102.5931119,930.83
ENSG00000123999,INHA,protein_coding,0,0,0,0,0,0,0,0,0,0
ENSG00000124003,MOGAT1,protein_coding,0,0,0,0,0,0,0,0,0,0
ENSG00000124006,OBSL1,protein_coding,0.373083317,4,0.190978668,2,0.810359033,7,0.990522509,3,0.440867234,4
ENSG00000124019,FAM124B,protein_coding,0.652895805,7,1.14587201,12,0.926124609,8,0,0,0.771517659,7
ENSG00000124067,SLC12A4,protein_coding,3.357749855,36,3.724084031,39,6.019809956,52,8.584528411,26,3.196287446,29
ENSG00000124074,ENKD1,protein_coding,2.425041562,26,2.387233353,25,5.093685347,44,1.650870848,5,3.306504255,30
ENSG00000124089,MC3R,protein_coding,0,0,0,0,0,0,0,0,0,0
ENSG00000124091,GCNT7,protein_coding,0,0,0,0,0,0,0,0,0,0
ENSG00000124092,CTCFL,protein_coding,0.279812488,3,0.477446671,5,0.984007397,8.5,1.650870848,5,0.330650425,3
ENSG00000124097,HMGB1P1,protein_coding,1.499794935,16.08,2.012915164,21.08,1.823307823,15.75,2.614979424,7.92,1.606961068,14.58
ENSG00000124098,FAM210B,protein_coding,9.32708293,100,7.9733594,83.5,12.560565,108.5,10.8957476,33,5.84149085,53
ENSG00000124102,PI3,protein_coding,0,0,0,0,0,0,0,0,0,0
ENSG00000124103,FAM209A,protein_coding,1.165885366,12.5,1.289106011,13.5,0.752476244,6.5,1.650870848,5,1.267493298,11.5
ENSG00000124104,SNX21,protein_coding,0.093270829,1,0.095489334,1,0.694593456,6,0.33017417,1,0.220433617,2
ENSG00000124107,SLPI,protein_coding,0,0,0,0,0,0,0,0,0,0
ENSG00000124116,WFDC3,protein_coding,0,0,0,0,0.115765576,1,0,0,0,0
ENSG00000124120,TTPAL,protein_coding,25.22975933,270.5,23.58586553,247,24.31077098,210,25.91867232,78.5,23.91704744,217
ENSG00000124126,PREX1,protein_coding,122.697776,1315.5,187.2068396,1960.5,135.0984273,1167,96.08068337,291,102.1709815,927
ENSG00000124134,KCNS1,protein_coding,0,0,0,0,0.115765576,1,0.33017417,1,0.110216808,1
ENSG00000124140,SLC12A5,protein_coding,0.093270829,1,0.190978668,2,0.57882788,5,0.33017417,1,0.330650425,3
ENSG00000124143,ARHGAP40,protein_coding,0,0,0,0,0,0,0,0,0,0
