gene_id,gene_name,gene_biotype,Donor8_ELOB_cpm,Donor8_ELOB_count,Donor8_GATA3_cpm,Donor8_GATA3_count,Donor8_SGF29_cpm,Donor8_SGF29_count,Donor8_MED24_cpm,Donor8_MED24_count,Donor8_NFKB2_cpm,Donor8_NFKB2_count,Donor8_KDM1A_cpm,Donor8_KDM1A_count,Donor8_NTC1_cpm,Donor8_NTC1_count,Donor8_NTC2_cpm,Donor8_NTC2_count,Donor8_NTC3_cpm,Donor8_NTC3_count
ENSG00000000003,TSPAN6,protein_coding,1.173710099,7,0,0,1.313450311,9,1.892347973,12,0.742510773,6,0.408204684,3,0.729625447,6,0.354161498,3,0.64328937,5
ENSG00000000005,TNMD,protein_coding,0,0,0.129947564,1,0,0,0.157695664,1,0,0,0,0,0,0,0,0,0,0
ENSG00000000419,DPM1,protein_coding,132.4615683,790,125.2694521,964,124.1940238,851,128.3642708,814,109.6440908,886,128.4484072,944,133.2782484,1096,143.7895681,1218,134.4474783,1045
ENSG00000000457,SCYL3,protein_coding,7.461442772,44.5,12.60491375,97,14.15607557,97,11.19639217,71,14.76730175,119.33,9.04853716,66.5,10.94438171,90,10.78185653,91.33,11.57920865,90
ENSG00000000460,FIRRM,protein_coding,12.40779248,74,12.86480888,99,17.95048758,123,13.08874015,83,14.35520827,116,12.11007229,89,16.90298953,139,13.22202925,112,13.63773464,106
ENSG00000000938,FGR,protein_coding,0,0,0.129947564,1,0.43781677,3,0.315391329,2,0.123751795,1,0.544272912,4,0.121604241,1,0.118053833,1,0,0
ENSG00000000971,CFH,protein_coding,1.92823802,11.5,0.259895129,2,1.094541926,7.5,0.394239161,2.5,0.433131284,3.5,2.38119399,17.5,0.364812724,3,0.649296079,5.5,0.385973622,3
ENSG00000001036,FUCA2,protein_coding,33.86992,202,21.89616461,168.5,39.2575704,269,22.39278435,142,36.38302786,294,29.25466901,215,23.83443128,196,27.506543,233,27.6614429,215
ENSG00000001084,GCLC,protein_coding,23.30652911,139,17.93276389,138,18.53424328,127,15.76956644,100,14.60271186,118,14.55930039,107,19.4566786,160,18.77055938,159,20.7139177,161
ENSG00000001167,NFYA,protein_coding,23.52953403,140.33,22.48092865,173,21.1611439,145,20.65813204,131,18.72735921,151.33,15.5566805,114.33,22.86159735,188,17.62897882,149.33,18.95516457,147.33
ENSG00000001460,STPG1,protein_coding,7.545279208,45,3.638531804,28,8.026640789,55,4.625213837,29.33,4.269436943,34.5,6.123070259,45,3.830533599,31.5,5.253395551,44.5,5.918262201,46
ENSG00000001461,NIPAL3,protein_coding,31.69017267,189,22.32889,171.83,32.83625777,225,23.96974099,152,37.43491813,302.5,30.68338541,225.5,27.64429216,227.33,28.92318899,245,27.27546928,212
ENSG00000001497,LAS1L,protein_coding,68.9135501,411,101.2291527,779,87.56335406,600,87.83648508,557,89.47254812,723,71.23171734,523.5,91.32478517,751,82.51962899,699,76.93740862,598
ENSG00000001561,ENPP4,protein_coding,12.07244673,72,5.8476404,45,11.8210528,81,10.88100084,69,6.930100546,56,9.116571274,67,7.661067198,63,9.208198944,78,10.29262992,80
ENSG00000001617,SEMA3F,protein_coding,0.503018614,3,0.129947564,1,0.291877847,2,0.157695664,1,0,0,0,0,0.121604241,1,0.354161498,3,0.514631496,4
ENSG00000001626,CFTR,protein_coding,0.167672871,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128657874,1
ENSG00000001629,ANKIB1,protein_coding,30.01344396,179,30.3427563,233.5,36.04691409,247,31.69682855,201,37.43491813,302.5,29.11860079,214,31.43469636,258.5,32.28772322,273.5,33.32238935,259
ENSG00000001630,CYP51A1,protein_coding,21.04294535,125.5,30.08286117,231.5,28.55440976,195.66,35.29702056,223.83,30.31918989,245,29.39073724,216,31.59643,259.83,30.47677743,258.16,30.81356081,239.5
ENSG00000001631,KRIT1,protein_coding,21.75555505,129.75,32.2049049,247.83,44.53618126,305.17,36.91340112,234.08,38.65139828,312.33,30.60446584,224.92,32.56926393,267.83,31.54044246,267.17,32.50798501,252.67
ENSG00000002016,RAD52,protein_coding,3.521130297,21,3.833453151,29.5,4.013320394,27.5,3.311608953,21,3.588802068,29,3.809910383,28,5.107378132,42,3.010372732,25.5,3.924065155,30.5
ENSG00000002330,BAD,protein_coding,33.53457426,200,19.7520298,152,25.5393116,175,17.50421875,111,21.16155702,171,20.81843888,153,17.51101074,144,21.24968987,180,18.2694181,142
ENSG00000002549,LAP3,protein_coding,128.4374194,766,112.7944859,868,119.5239783,819,74.11696227,470,131.2387791,1060.5,84.6344378,622,97.40499723,801,103.7102919,878.5,107.6866405,837
ENSG00000002586,CD99,protein_coding,171.0263287,1020,221.5930843,1705.25,198.2215427,1358.25,226.9240611,1439,179.099786,1447.25,160.3564067,1178.5,176.590031,1452.17,174.7491857,1480.25,174.9103796,1359.5
ENSG00000002587,HS3ST1,protein_coding,11.40175525,68,8.576539253,66,2.626900622,18,1.41926098,9,6.930100546,56,10.40921944,76.5,4.985773891,41,4.604099472,39,4.760341336,37
ENSG00000002726,AOC1,protein_coding,0.670691485,4,0,0,0,0,0.157695664,1,0,0,0,0,0.121604241,1,0,0,0.128657874,1
ENSG00000002745,WNT16,protein_coding,0,0,0.129947564,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000002746,HECW1,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000002822,MAD1L1,protein_coding,9.389680792,56,8.251670342,63.5,9.121182714,62.5,7.175152731,45.5,7.579797472,61.25,6.123070259,45,8.451494766,69.5,8.14571445,69,8.877393302,69
ENSG00000002834,LASP1,protein_coding,112.8438424,673,151.6488077,1167,141.925603,972.5,162.8996213,1033,165.8274059,1340,142.1912982,1045,145.9250895,1200,143.1792298,1212.83,135.5410702,1053.5
ENSG00000002919,SNX11,protein_coding,11.0664095,66,25.2098275,194,16.34515942,112,19.23887106,122,23.01783396,186,19.4577566,143,23.46961856,193,16.88169806,143,17.24015511,134
ENSG00000002933,TMEM176A,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0,0.0401294,0.33,0,0,0,0
ENSG00000003056,M6PR,protein_coding,81.20900175,484.33,134.4736381,1034.83,108.5303992,743.67,181.3373984,1149.92,117.5431679,949.83,113.2536682,832.33,124.1579303,1021,116.7941982,989.33,114.5055078,890
ENSG00000003096,KLHL13,protein_coding,0.335345743,2,0.389842693,3,1.167511387,8,0.630782658,4,0.742510773,6,0.816409368,6,0.608021206,5,0.47221533,4,1.157920865,9
ENSG00000003137,CYP26B1,protein_coding,0.335345743,2,0,0,0.145938923,1,0.473086993,3,0.371255386,3,0,0,0,0,0,0,0.257315748,2
ENSG00000003147,ICA1,protein_coding,2.179747327,13,1.981700358,15.25,2.772839545,19,1.734652308,11,1.237517955,10,6.531274943,48,1.216042412,10,1.770807489,15,1.929868109,15
ENSG00000003249,DBNDD1,protein_coding,0.335345743,2,0,0,0.729694617,5,0.473086993,3,0.247503591,2,0.272136456,2,0.729625447,6,0.590269163,5,0.257315748,2
ENSG00000003393,ALS2,protein_coding,12.40779248,74,11.82522836,91,14.37498396,98.5,13.24643581,84,11.11662379,89.83,11.15759469,82,8.795634769,72.33,8.854037446,75,10.35695885,80.5
ENSG00000003400,CASP10,protein_coding,13.07848396,78,12.08512349,93,17.95048758,123,9.934826858,63,12.49893134,101,14.01502748,103,9.485130816,78,10.68387185,90.5,12.60847165,98
ENSG00000003402,CFLAR,protein_coding,242.2453808,1444.75,257.8913374,1984.58,192.7240235,1320.58,407.0913577,2581.5,241.2231873,1949.25,201.6762455,1482.17,257.0409649,2113.75,228.9654083,1939.5,261.0468262,2029
ENSG00000003436,TFPI,protein_coding,4.694840396,28,1.16952808,9,2.335022775,16,1.41926098,9,1.732525136,14,1.632818736,12,0.97283393,8,1.888861322,16,0.64328937,5
ENSG00000003509,NDUFAF7,protein_coding,10.39571802,62,8.836434382,68,9.486030023,65,10.25021819,65,8.662625682,70,7.483752539,55,7.417858715,61,9.798468107,83,9.842327357,76.5
ENSG00000003756,RBM5,protein_coding,45.27167525,270,59.12614182,455,65.08875985,446,55.43002604,351.5,69.23912956,559.5,48.1681527,354,52.10741737,428.5,49.96628465,423.25,56.48080666,439
ENSG00000003987,MTMR7,protein_coding,0,0,0.129947564,1,0,0,0,0,0.123751795,1,0.136068228,1,0.121604241,1,0,0,0.128657874,1
ENSG00000003989,SLC7A2,protein_coding,0.167672871,1,0,0,0.291877847,2,0.473086993,3,0,0,0.544272912,4,0.364812724,3,0.118053833,1,0.257315748,2
ENSG00000004059,ARF5,protein_coding,81.27942436,484.75,90.24858351,694.5,90.00783102,616.75,92.01542018,583.5,88.04940247,711.5,94.66946961,695.75,89.28791413,734.25,86.44491893,732.25,90.18916963,701
ENSG00000004139,SARM1,protein_coding,7.880624951,47,15.20386504,117,14.73983127,101,10.64445735,67.5,13.36519391,108,11.56579938,85,12.95085169,106.5,13.51716383,114.5,13.89505039,108
ENSG00000004142,POLDIP2,protein_coding,90.37567762,539,115.0035945,885,107.8488644,739,105.9714865,672,105.5602815,853,86.26725653,634,116.436061,957.5,114.7483253,972,113.9908763,886
ENSG00000004399,PLXND1,protein_coding,2.179747327,13,1.559370773,12,2.043144928,14,1.734652308,11,0.990014364,8,2.177091648,16,0.608021206,5,0.590269163,5,1.415236613,11
ENSG00000004455,AK2,protein_coding,245.9761022,1467,194.531504,1497,186.2910358,1276.5,169.6016871,1075.5,181.5228461,1466.83,158.8936732,1167.75,192.8035245,1585.5,181.6848484,1539,172.46588,1340.5
ENSG00000004468,CD38,protein_coding,18.61168871,111,58.80127291,452.5,45.82482196,314,61.89554828,392.5,52.84201666,427,39.18764966,288,43.77752685,360,45.09656406,382,49.34029466,383.5
ENSG00000004478,FKBP4,protein_coding,169.7687822,1012.5,148.2051972,1140.5,116.0579289,795.25,133.6470756,847.5,144.2327176,1165.5,126.7924569,931.83,176.7517646,1453.5,169.1121152,1432.5,157.9918692,1228
ENSG00000004487,KDM1A,protein_coding,81.48901545,486,81.99691316,631,78.80701865,540,84.60372396,536.5,86.37875323,698,4.490251523,33,81.41403951,669.5,86.41540547,732,77.70935586,604
ENSG00000004534,RBM6,protein_coding,52.73311802,314.5,75.56450872,581.5,91.64964391,628,81.21326717,515,77.65425165,627.5,68.1021481,500.5,79.75170953,655.83,66.25771355,561.25,72.17706728,561
ENSG00000004660,CAMKK1,protein_coding,1.34138297,8,3.638531804,28,1.970175466,13.5,2.050043637,13,1.485021546,12,2.177091648,16,2.675293307,22,2.124968987,18,2.959131101,23
ENSG00000004700,RECQL,protein_coding,94.11981284,561.33,53.27850142,410,89.21684206,611.33,50.56826871,320.67,73.22022482,591.67,87.15170002,640.5,55.32992976,455,55.54432824,470.5,58.60366158,455.5
ENSG00000004766,VPS50,protein_coding,4.694840396,28,6.237483093,48,10.21572464,70,6.78091357,43,4.950071818,40,8.02802545,59,7.296254474,60,8.14571445,69,5.146314958,40
ENSG00000004776,HSPB6,protein_coding,1.006037228,6,0.519790258,4,0.583755694,4,0.473086993,3,0.742510773,6,0,0,0.364812724,3,0.47221533,4,0.257315748,2
ENSG00000004777,ARHGAP33,protein_coding,2.850438812,17,1.819265902,14,3.940350933,27,2.365434966,15,2.475035909,20,1.224614052,9,2.675293307,22,2.361076652,20,1.415236613,11
ENSG00000004779,NDUFAB1,protein_coding,270.2886685,1612,309.0153082,2378,297.4235259,2038,295.9553382,1876.75,272.5014536,2202,279.4841403,2054,327.2370132,2691,318.6272942,2699,323.1885793,2512
ENSG00000004799,PDK4,protein_coding,0,0,0,0,0.145938923,1,0,0,0,0,0,0,0,0,0,0,0.128657874,1
ENSG00000004809,SLC22A16,protein_coding,0,0,0,0,0.145938923,1,0.157695664,1,0,0,0,0,0.121604241,1,0,0,0.128657874,1
ENSG00000004838,ZMYND10,protein_coding,0.503018614,3,0.129947564,1,0.145938923,1,0.788478322,5,0.495007182,4,0.136068228,1,0.243208482,2,0,0,0.385973622,3
ENSG00000004846,ABCB5,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000004848,ARX,protein_coding,0,0,0,0,0,0,0.157695664,1,0,0,0.136068228,1,0.486416965,4,0.118053833,1,0.128657874,1
ENSG00000004864,SLC25A13,protein_coding,6.203896238,37,10.78564785,83,15.46952588,106,19.39656672,123,14.97396725,121,12.79041343,94,16.05175984,132,11.86441018,100.5,15.310287,119
ENSG00000004866,ST7,protein_coding,11.23408238,67,15.46376017,119,17.29376243,118.5,33.11608953,210,14.66458776,118.5,29.93501015,220,15.50454076,127.5,15.34699824,130,16.5325368,128.5
ENSG00000004897,CDC27,protein_coding,75.78813782,452,63.60933279,489.5,80.07230912,548.67,61.94758785,392.83,76.2719441,616.33,57.01258752,419,63.1527306,519.33,70.7933418,599.67,74.08506355,575.83
ENSG00000004939,SLC4A1,protein_coding,1.676728713,10,1.007093624,7.75,1.872396388,12.83,2.050043637,13,1.825338983,14.75,1.156579938,8.5,1.550454076,12.75,0.688253844,5.83,1.157920865,9
ENSG00000004948,CALCR,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000004961,HCCS,protein_coding,30.68413545,183,31.57725816,243,33.27407454,228,31.22374155,198,31.06170066,251,30.61535129,225,34.65720875,285,33.40923463,283,36.0242047,280
ENSG00000004975,DVL2,protein_coding,20.4560903,122,21.5712957,166,21.89083851,150,21.91969735,139,17.82025855,144,20.13809774,148,22.98320159,189,21.0135822,178,21.48586495,167
ENSG00000005001,PRSS22,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000005007,UPF1,protein_coding,50.13418852,299,92.52266588,712,85.9580259,589,91.46348536,580,86.99751221,703,74.70145716,549,88.28467914,726,90.07507428,763,80.79714484,628
ENSG00000005020,SKAP2,protein_coding,20.51142234,122.33,10.13591003,78,25.46634214,174.5,15.42736685,97.83,16.78940609,135.67,30.32008324,222.83,10.09315202,83,14.75672908,125,14.0880372,109.5
ENSG00000005022,SLC25A5,protein_coding,832.118542,4962.75,756.8146153,5824,627.343272,4298.67,628.4960705,3985.5,626.5961785,5063.33,706.3982055,5191.5,754.7975254,6207,745.7259914,6316.83,719.3905022,5591.5
ENSG00000005059,MCUB,protein_coding,66.23078416,395,65.81844139,506.5,69.32098863,475,33.74687218,214,46.03566791,372,62.04711196,456,51.07378132,420,52.29784785,443,54.93691217,427
ENSG00000005073,HOXA11,protein_coding,0.167672871,1,0.389842693,3,0.145938923,1,0.315391329,2,0.371255386,3,0.136068228,1,0.121604241,1,0.708322996,6,0,0
ENSG00000005075,POLR2J,protein_coding,62.7934903,374.5,68.86181335,529.92,71.94788925,493,81.765202,518.5,62.62830865,506.08,64.75759106,475.92,72.60746036,597.08,65.39237896,553.92,71.65214316,556.92
ENSG00000005100,DHX33,protein_coding,47.95444119,286,79.39796187,611,83.84191151,574.5,72.85539696,462,76.66423729,619.5,58.16916746,427.5,87.61585581,720.5,74.61002221,632,82.40536826,640.5
ENSG00000005102,MEOX1,protein_coding,0,0,0.129947564,1,0.291877847,2,0.630782658,4,0,0,0.408204684,3,0,0,0,0,0.257315748,2
ENSG00000005108,THSD7A,protein_coding,0.167672871,1,0,0,0,0,0,0,0.247503591,2,0.136068228,1,0,0,0.236107665,2,0.128657874,1
ENSG00000005156,LIG3,protein_coding,25.15093069,150,39.37411203,303,32.398441,222,35.63922016,226,37.37304223,302,25.44475863,187,35.67017208,293.33,33.64534229,285,34.60896809,269
ENSG00000005175,RPAP3,protein_coding,33.28306495,198.5,46.04432051,354.33,50.93268428,349,43.99709037,279,44.79814996,362,42.11311656,309.5,44.14233957,363,47.57569454,403,43.87233501,341
ENSG00000005187,ACSM3,protein_coding,3.018111683,18,1.299475644,10,2.043144928,14,1.892347973,12,2.103780523,17,1.496750508,11,1.459250895,12,2.597184317,22,1.543894487,12
ENSG00000005189,REXO5,protein_coding,8.718989307,52,5.587745271,43,7.296946171,50,4.730869932,30,6.682596955,54,4.490251523,33,3.040106031,25,4.367991807,37,4.117051966,32
ENSG00000005194,CIAPIN1,protein_coding,37.27870947,222.33,58.54137778,450.5,55.38382144,379.5,54.24730856,344,50.36698075,407,43.72280369,321.33,61.77495455,508,54.91510131,465.17,56.48080666,439
ENSG00000005206,SPPL2B,protein_coding,10.73106376,64,13.77444183,106,10.72651087,73.5,8.59441371,54.5,13.11769032,106,12.31417463,90.5,9.181120213,75.5,9.385279692,79.5,9.199037987,71.5
ENSG00000005238,ATOSB,protein_coding,15.92892277,95,5.8476404,45,13.06153365,89.5,6.307826576,40,9.281384659,75,7.075547855,52,5.593795097,46,4.486045639,38,6.175577949,48
ENSG00000005243,COPZ2,protein_coding,4.191821782,25,2.598951289,20,7.442885095,51,2.050043637,13,2.846291296,23,3.129569243,23,3.404918755,28,4.486045639,38,4.117051966,32
ENSG00000005249,PRKAR2B,protein_coding,3.521130297,21,2.33905616,18,3.210656315,22,2.050043637,13,1.608773341,13,1.768886964,13,1.94566786,16,1.652753657,14,2.315841731,18
ENSG00000005302,MSL3,protein_coding,32.10935485,191.5,38.0096626,292.5,38.81975363,266,25.78324113,163.5,31.92796323,258,35.24167105,259,35.99485541,296,37.54111877,318,35.95987577,279.5
ENSG00000005339,CREBBP,protein_coding,33.61841069,200.5,41.6481944,320.5,44.65731057,306,43.83939471,278,43.80813559,354,36.12611453,265.5,35.14362572,289,47.69374837,404,38.08273069,296
ENSG00000005379,TSPOAP1,protein_coding,3.185784554,19,9.486172204,73,6.129434784,42,5.36165259,34,5.073823614,41,6.803411399,50,2.91850179,24,4.249937974,36,5.789604327,45
ENSG00000005381,MPO,protein_coding,148.0551453,883,123.1902911,948,158.7815487,1088,145.7107939,924,104.9415225,848,101.3708298,745,107.7413577,886,121.5364207,1029.5,122.3536381,951
ENSG00000005421,PON1,protein_coding,0,0,0,0,0,0,0.157695664,1,0,0,0.136068228,1,0,0,0,0,0,0
ENSG00000005436,GCFC2,protein_coding,13.58150257,81,26.50930315,204,24.07992237,165,24.91591498,158,19.42903189,157,26.05706566,191.5,24.01683764,197.5,25.49962784,216,27.79010077,216
ENSG00000005448,WDR54,protein_coding,69.08122297,412,16.17847177,124.5,22.47459421,154,23.41780616,148.5,36.50677966,295,25.3086904,186,24.13844189,198.5,23.25660502,197,24.05902243,187
ENSG00000005469,CROT,protein_coding,6.203896238,37,6.367430658,49,9.486030023,65,7.096304898,45,7.177604137,58,7.075547855,52,6.809837509,56,4.95826097,42,4.760341336,37
ENSG00000005471,ABCB4,protein_coding,0.167672871,1,0.129947564,1,0.291877847,2,0,0,0,0,0,0,0.121604241,1,0,0,0,0
ENSG00000005483,KMT2E,protein_coding,130.7848396,780,103.9151689,799.67,106.0975973,727,136.8798367,868,127.7118529,1032,112.2113856,824.67,96.1281527,790.5,104.5366688,885.5,109.8094954,853.5
ENSG00000005486,RHBDD2,protein_coding,53.48764594,319,21.70124326,167,29.9174793,205,78.53244088,498,59.27711002,479,56.33224638,414,29.30662214,241,38.60360326,327,35.25225746,274
ENSG00000005513,SOX8,protein_coding,0,0,0.129947564,1,0.291877847,2,0.315391329,2,0.247503591,2,0.136068228,1,0.121604241,1,0,0,0.385973622,3
ENSG00000005700,IBTK,protein_coding,39.06777901,233,39.50405959,304,38.96569256,267,44.62787303,283,51.10949152,413,37.28269446,274,35.50843844,292,39.07581859,331,37.69675707,293
ENSG00000005801,ZNF195,protein_coding,16.57110987,98.83,23.97532564,184.5,25.61228106,175.5,22.23508868,141,21.28530882,172,24.49228104,180,21.32087162,175.33,23.61076652,200,22.83677263,177.5
ENSG00000005810,MYCBP2,protein_coding,68.66204079,409.5,108.1813474,832.5,116.313322,797,108.7311606,689.5,120.7198765,975.5,106.269286,781,103.7892199,853.5,105.1658957,890.83,102.2186808,794.5
ENSG00000005812,FBXL3,protein_coding,24.98325782,149,31.18741547,240,33.42001347,229,29.80448057,189,31.80421143,257,28.98253256,213,28.33378821,233,30.45788881,258,26.76083778,208
ENSG00000005844,ITGAL,protein_coding,44.51714733,265.5,143.9169276,1107.5,99.72444455,683.33,131.0719054,831.17,103.3946251,835.5,114.4673968,841.25,126.4173371,1039.58,92.49517785,783.5,99.36633578,772.33
ENSG00000005882,PDK2,protein_coding,5.365531881,32,8.316644124,64,10.06978572,69,6.465522241,41,9.405136455,76,6.123070259,45,7.569864017,62.25,5.90269163,50,7.333498815,57
ENSG00000005884,ITGA3,protein_coding,9.389680792,56,3.811362065,29.33,6.786159939,46.5,1.734652308,11,2.227532318,18,5.850933803,43,3.830533599,31.5,3.069399648,26,3.023460038,23.5
ENSG00000005889,ZFX,protein_coding,15.7612499,94,21.24642679,163.5,23.78804452,163,22.47163218,142.5,22.70845447,183.5,19.52579071,143.5,21.70635706,178.5,20.06915154,170,23.22274625,180.5
ENSG00000005893,LAMP2,protein_coding,83.83643564,500,61.53017176,473.5,61.07543945,418.5,62.76287443,398,55.44080437,448,63.27172601,465,46.85776228,385.33,50.99925569,432,52.68539938,409.5
ENSG00000005961,ITGA2B,protein_coding,3.353457426,20,2.598951289,20,6.421312631,44,4.573174268,29,3.465050273,28,2.857432787,21,2.310480584,19,3.18745348,27,3.731078344,29
ENSG00000005981,ASB4,protein_coding,0,0,0,0,0,0,0.157695664,1,0,0,0.136068228,1,0,0,0,0,0,0
ENSG00000006007,GDE1,protein_coding,136.4857172,814,44.83190973,345,59.10526399,405,64.97061374,412,67.19722493,543,54.42729119,400,49.73613467,409,54.89503216,465,52.10643895,405
ENSG00000006015,REX1BD,protein_coding,48.96047842,292,79.00811918,608,72.2397671,495,61.65900478,391,64.35093364,520,67.35377285,495,68.58479206,564,58.90886247,499,66.38746296,516
ENSG00000006016,CRLF1,protein_coding,0.503018614,3,0.519790258,4,0.583755694,4,0.630782658,4,0.123751795,1,0.136068228,1,0.364812724,3,0.236107665,2,0.385973622,3
ENSG00000006025,OSBPL7,protein_coding,2.515093069,15,2.33905616,18,3.940350933,27,2.680826295,17,1.732525136,14,2.449228104,18,2.675293307,22,1.888861322,16,1.801210235,14
ENSG00000006042,TMEM98,protein_coding,15.42590416,92,0.909632951,7,5.399740167,37,2.207739302,14,1.485021546,12,0.272136456,2,0.729625447,6,2.951345815,25,2.76614429,21.5
ENSG00000006047,YBX2,protein_coding,0,0,0,0,0.036484731,0.25,0.157695664,1,0,0,0,0,0,0,0.029513458,0.25,0.128657874,1
ENSG00000006059,KRT33A,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000006062,MAP3K14,protein_coding,10.06037228,60,25.72961776,198,15.76140373,108,22.55048001,143,15.09771905,122,16.19211913,119,17.26780226,142,17.59002106,149,19.17002322,149
ENSG00000006071,ABCC8,protein_coding,0.335345743,2,0.129947564,1,0,0,0,0,0,0,0.136068228,1,0.121604241,1,0.118053833,1,0,0
ENSG00000006116,CACNG3,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118053833,1,0,0
ENSG00000006118,TMEM132A,protein_coding,0.838364356,5,0.259895129,2,1.605328158,11,0,0,0.742510773,6,0.68034114,5,0.97283393,8,0.47221533,4,0.257315748,2
ENSG00000006125,AP2B1,protein_coding,85.34549149,509,58.86624669,453,72.82352279,499,59.66100072,378.33,59.64836541,482,59.18967917,435,48.82410286,401.5,56.31167815,477,61.62712162,479
ENSG00000006128,TAC1,protein_coding,12.2401196,73,0.779685387,6,2.480961698,17,3.784695946,24,0.123751795,1,0.816409368,6,0.486416965,4,1.062484493,9,0.514631496,4
ENSG00000006194,ZNF263,protein_coding,7.712952079,46,12.73486132,98,12.62371688,86.5,11.35408784,72,9.033881069,73,11.42973115,84,11.91721564,98,10.97900643,93,10.54994566,82
ENSG00000006210,CX3CL1,protein_coding,0.167672871,1,0.259895129,2,0,0,0.473086993,3,0,0,0.136068228,1,0.121604241,1,0,0,0,0
ENSG00000006282,SPATA20,protein_coding,7.209933465,43,6.757273351,52,10.50760249,72,5.992435248,38,8.662625682,70,5.850933803,43,5.715399338,47,7.083229957,60,7.204840941,56
ENSG00000006283,CACNA1G,protein_coding,0,0,0,0,0,0,0.157695664,1,0.123751795,1,0,0,0.121604241,1,0,0,0,0
ENSG00000006327,TNFRSF12A,protein_coding,50.46953426,301,7.01716848,54,14.88577019,102,7.88478322,50,12.12767595,98,12.38220875,91,11.18759019,92,10.03457577,85,10.93591929,85
ENSG00000006377,DLX6,protein_coding,0.167672871,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000006432,MAP3K9,protein_coding,9.557353663,57,2.901729114,22.33,6.129434784,42,4.967413429,31.5,6.496969262,52.5,4.762387979,35,4.560159046,37.5,5.469434065,46.33,4.653555301,36.17
ENSG00000006451,RALA,protein_coding,103.2864887,616,118.3822312,911,127.2587412,872,139.1664238,882.5,120.9055042,977,121.1007229,890,113.4567571,933,119.6475593,1013.5,114.3549781,888.83
ENSG00000006453,BAIAP2L1,protein_coding,1.006037228,6,0.519790258,4,0.875633541,6,0.788478322,5,1.020952313,8.25,1.632818736,12,0.608021206,5,0.354161498,3,0.385973622,3
ENSG00000006459,KDM7A,protein_coding,32.6962099,195,14.16428452,109,14.59389234,100,22.39278435,142,13.24144211,107,23.67587167,174,18.24063619,150,15.46505207,131,14.7956555,115
ENSG00000006468,ETV1,protein_coding,0.670691485,4,0.129947564,1,0.291877847,2,0.157695664,1,0,0,0.272136456,2,0.121604241,1,0.47221533,4,0,0
ENSG00000006530,AGK,protein_coding,23.13885624,138,105.5174223,812,51.37050105,352,74.4323536,472,83.96559322,678.5,51.84199486,381,64.45024786,530,65.1657156,552,61.62712162,479
ENSG00000006534,ALDH3B1,protein_coding,0,0,0.649737822,5,1.167511387,8,0.473086993,3,0.309379489,2.5,0.68034114,5,0.364812724,3,0.236107665,2,0.514631496,4
ENSG00000006555,TTC22,protein_coding,1.006037228,6,1.429423209,11,1.167511387,8,0.473086993,3,0.742510773,6,1.496750508,11,1.094438171,9,0.708322996,6,0.385973622,3
ENSG00000006576,PHTF2,protein_coding,31.85784554,190,33.39652406,257,51.0786232,350,58.97817849,374,40.21933352,325,37.82696738,278,42.62228655,350.5,44.03407956,373,49.14730785,382
ENSG00000006606,CCL26,protein_coding,0,0,0,0,0,0,0.157695664,1,0,0,0,0,0,0,0.118053833,1,0,0
ENSG00000006607,FARP2,protein_coding,15.59357703,93,13.38459914,103,19.99363251,137,12.30026182,78,19.80028727,160,16.19211913,119,14.83571743,122,16.52753657,140,17.88344448,139
ENSG00000006611,USH1C,protein_coding,0,0,0,0,0.145938923,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000006625,GGCT,protein_coding,48.96047842,292,72.90058365,561,68.2264467,467.5,53.30113457,338,70.35289572,568.5,60.75446379,446.5,70.37845462,578.75,65.46085018,554.5,65.48685784,509
ENSG00000006634,DBF4,protein_coding,53.90682812,321.5,58.02158752,446.5,57.57290529,394.5,57.48006968,364.5,53.95578282,436,50.95755138,374.5,58.73484852,483,62.45047745,529,59.24695095,460.5
ENSG00000006638,TBXA2R,protein_coding,0.670691485,4,0.129947564,1,0.583755694,4,0.630782658,4,0.247503591,2,0.68034114,5,0.364812724,3,0.708322996,6,0.514631496,4
ENSG00000006652,IFRD1,protein_coding,21.51745957,128.33,33.2665765,256,27.87433437,191,25.23130631,160,25.16245257,203.33,13.26665223,97.5,30.50199183,250.83,31.02808882,262.83,29.05480767,225.83
ENSG00000006659,LGALS14,protein_coding,0,0,0,0,0,0,0,0,0,0,0.136068228,1,0,0,0,0,0,0
ENSG00000006695,COX10,protein_coding,12.65930178,75.5,13.70946805,105.5,17.1478235,117.5,13.48297931,85.5,16.95399598,137,14.62733451,107.5,15.07892591,124,16.11434815,136.5,15.95357637,124
