gene_id,gene_name,gene_biotype,Donor7_NTC1_cpm,Donor7_NTC1_count,Donor7_MEN1_cpm,Donor7_MEN1_count,Donor7_ELOB_cpm,Donor7_ELOB_count,Donor7_SGF29_cpm,Donor7_SGF29_count,Donor7_GATA3_cpm,Donor7_GATA3_count,Donor7_NTC2_cpm,Donor7_NTC2_count,Donor7_MED24_cpm,Donor7_MED24_count,Donor7_NFKB2_cpm,Donor7_NFKB2_count,Donor7_KDM1A_cpm,Donor7_KDM1A_count,Donor7_ATP2A2_cpm,Donor7_ATP2A2_count,Donor7_NTC3_cpm,Donor7_NTC3_count
ENSG00000001460,STPG1,protein_coding,3.1316511285425532,37.5,4.610333254572893,53.0,5.449237505410505,66.0,5.457984600417549,64.0,2.955831236858526,33.0,5.005102651253605,59.0,2.6374839413356006,24.0,4.16874520166188,25.5,4.283380944540326,21.0,5.100122628507599,22.0,3.782488460576832,27.0
ENSG00000001461,NIPAL3,protein_coding,24.385123454251342,292.0,26.61815048866614,306.0,21.301564793877425,258.0,32.57734558374224,382.0,25.169350835068055,281.0,27.422024271486908,323.25,23.517565143575773,214.0,29.876007278576804,182.75,27.739990878927824,136.0,31.29620703856936,135.0,26.33732705883127,188.0
ENSG00000001497,LAS1L,protein_coding,76.9133517170051,921.0,58.45554617118839,672.0,57.464686420692594,696.0,77.52043752780551,909.0,90.19763804595564,1007.0,72.95573356064577,860.0,69.1240582958372,629.0,73.07565118207295,447.0,56.09189332136141,275.0,47.29204619161592,204.0,57.43778773468522,410.0
ENSG00000001561,ENPP4,protein_coding,9.269687340485955,111.0,11.30836458668823,130.0,10.320525578428986,125.0,12.195184341557962,143.0,9.13620564119908,102.0,11.622018020707522,137.0,10.659830929564718,97.0,8.82793101528398,54.0,10.402496579597935,51.0,12.286659059586489,53.0,9.946543729665002,71.0
ENSG00000001617,SEMA3F,protein_coding,0.4175534838056737,5.0,0.2609622596928053,3.0,0.3302568185097276,4.0,0.2558430281445726,3.0,0.6269945047881722,7.0,0.339328993305329,4.0,0.8791613137785336,8.0,0.0,0.0,0.4079410423371739,2.0,0.6954712675237634,3.0,0.2801843304130986,2.0
ENSG00000001626,CFTR,protein_coding,0.0417553483805673,0.5,0.6089119392832124,7.0,0.0825642046274319,1.0,0.0852810093815242,1.0,0.0,0.0,0.0,0.0,0.2197903284446334,2.0,0.3269604079734807,2.0,0.2039705211685869,1.0,0.6954712675237634,3.0,0.0,0.0
ENSG00000001629,ANKIB1,protein_coding,39.33353817449447,471.0,42.18889865033686,485.0,28.814907414973728,349.0,36.244428987147785,425.0,35.38040419876114,395.0,38.513840740154855,454.0,41.210686583368755,375.0,33.023001205321556,202.0,32.22734234463674,158.0,30.36891201520434,131.0,37.68479244056177,269.0
ENSG00000001630,CYP51A1,protein_coding,35.324189622992385,422.99,28.28482945390419,325.16,28.388050477049905,343.83,32.150087726740814,376.99,28.49779594905784,318.16,35.134123966833776,414.16,33.059762252999526,300.83,29.643865388915632,181.33,29.88168135119799,146.5,33.679355248617455,145.28,30.345363905390652,216.61
ENSG00000001631,KRIT1,protein_coding,39.5423149163973,473.5,42.682117321156255,490.67,29.172410421010508,353.33,39.93965512364923,468.33,37.082246426043326,414.0,35.884041042038554,423.0,40.29525986539686,366.67,34.90302355116906,213.5,31.003519217625215,152.0,28.09008449528481,121.17,28.85898603254916,206.0
ENSG00000002016,RAD52,protein_coding,2.8393636898785815,34.0,3.0445596964160617,35.0,3.3025681850972752,40.0,4.26405046907621,50.0,3.761967028729033,42.0,3.647786678032288,43.0,2.3077984486686502,21.0,4.087005099668509,25.0,3.1615430781130978,15.5,4.172827605142581,18.0,2.941935469337536,21.0
ENSG00000002330,BAD,protein_coding,13.862775662348367,166.0,19.833131736653204,228.0,34.09901651112937,413.0,19.0176650920799,223.0,16.391427768033644,183.0,12.894501745602506,152.0,12.63794388556642,115.0,15.040178766780114,92.0,14.0739659606325,69.0,28.514321968474302,123.0,16.390783329166272,117.0
ENSG00000002549,LAP3,protein_coding,119.21151962651986,1427.5,152.6629219202911,1755.0,117.69527369640416,1425.5,126.98342296908956,1489.0,137.17744058329794,1531.5,113.42071601230626,1337.0,62.47540086038704,568.5,122.44667278606856,749.0,91.37879348352696,448.0,137.70331096970517,594.0,110.11244185234776,786.0
ENSG00000002586,CD99,protein_coding,185.0597040226746,2216.0,175.80157561305316,2021.0,164.58513678841527,1993.42,228.25462160964952,2676.5,225.00145657541265,2512.0,176.7479893879133,2083.5,203.91047721450863,1855.5,160.9462608249459,984.5,136.4562786617847,669.0,169.46316551995704,731.0,164.67834020029872,1175.5
ENSG00000002587,HS3ST1,protein_coding,24.071958341397092,288.25,45.92935770593373,528.0,40.20876765355933,487.0,18.164854998264655,213.0,12.539890095763443,140.0,29.776119162542628,351.0,6.923395346005951,63.0,21.90634733422321,134.0,20.397052116858696,100.0,21.791433049077924,94.0,27.17788005007057,194.0
ENSG00000002726,AOC1,protein_coding,0.0,0.0,0.1739748397952035,2.0,0.1651284092548638,2.0,0.0,0.0,0.0,0.0,0.0848322483263322,1.0,0.0,0.0,0.3269604079734807,2.0,0.0,0.0,1.854590046730036,8.0,0.0,0.0
ENSG00000002745,WNT16,protein_coding,0.0,0.0,0.0,0.0,0.0,0.0,0.0852810093815242,1.0,0.0,0.0,0.0848322483263322,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2318237558412545,1.0,0.0,0.0
ENSG00000002746,HECW1,protein_coding,0.0835106967611347,1.0,0.0869874198976017,1.0,0.0,0.0,0.0,0.0,0.0895706435411674,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2318237558412545,1.0,0.0,0.0
ENSG00000002822,MAD1L1,protein_coding,7.47420736012156,89.5,12.852391289870662,147.75,6.852828984076847,83.0,10.745407182072048,126.0,9.6288441806755,107.5,7.46523785271724,88.0,7.63771391345101,69.5,8.174010199337017,50.0,7.0369829803162505,34.5,6.838800797317008,29.5,6.094009186484896,43.5
ENSG00000002834,LASP1,protein_coding,122.88599028400978,1471.5,139.44083409585562,1603.0,87.5180569050778,1060.0,138.6242807496676,1625.5,116.88968982122351,1305.0,122.540182707387,1444.5,106.21367622086908,966.5,106.0986523873945,649.0,88.82916196891962,435.5,99.4523912558982,429.0,110.39262618276088,788.0
ENSG00000002919,SNX11,protein_coding,23.717037880162263,284.0,20.529031095834014,236.0,14.531300014428012,176.0,25.669583823838785,301.0,23.28836732070354,260.0,25.02551325626802,295.0,25.715468428022103,234.0,25.175951413958018,154.0,22.43675732854457,110.0,30.83255952688685,133.0,24.796313241559233,177.0
ENSG00000002933,TMEM176A,protein_coding,0.4175534838056737,5.0,1.2178238785664248,14.0,0.0825642046274319,1.0,0.0,0.0,0.0895706435411674,1.0,0.1696644966526645,2.0,0.1098951642223167,1.0,0.1634802039867403,1.0,0.0,0.0,2.318237558412545,10.0,0.1400921652065493,1.0
ENSG00000003056,M6PR,protein_coding,91.86176643724824,1100.0,77.25961673045296,888.17,52.07076693238246,630.67,74.73430695131111,876.33,73.82143728732399,824.17,89.83735097758587,1059.0,114.84044661232096,1045.0,74.5469730179536,456.0,72.51152027543266,355.5,75.30331060991469,324.83,87.46374150340495,624.33
ENSG00000003096,KLHL13,protein_coding,0.8351069676113474,10.0,0.8698741989760177,10.0,0.4953852277645914,6.0,1.1086531219598148,13.0,0.7165651483293396,8.0,1.1028192282423197,13.0,0.4395806568892668,4.0,0.4904406119602211,3.0,0.6119115635057608,3.0,0.927295023365018,4.0,0.5603686608261973,4.0
ENSG00000003137,CYP26B1,protein_coding,0.0835106967611347,1.0,0.0,0.0,0.0825642046274319,1.0,0.0852810093815242,1.0,0.0,0.0,0.0848322483263322,1.0,0.1098951642223167,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
